UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,10,2020,10,4087978,2087010,2000968,1493889,1427629,314600,305377,33791,32686,115816,111154,6320,6157,122594,117965,1606652,1536022,380221,369057,58738,56854,161058,154275,15134,14546,1544278,1477101,1031320,981079,284668,276147,17225,16918,109538,105219,4191,4095,97336,93643,1121270,1067516,337427,327296,33384,32603,147140,141126,10666,10246,542732,523867,462569,446550,29932,29230,16566,15768,6278,5935,2129,2062,25258,24322,485382,468506,42794,41761,25354,24251,13918,13149,4468,4300
R,10,2020,11,4052657,2066888,1985769,1485667,1420569,312275,305040,33095,32120,111586,107719,6322,6177,117943,114144,1594032,1525385,375478,367123,57208,55177,155027,149033,14622,14282,1531205,1468469,1027438,978424,282995,276254,17454,16949,105533,101942,4318,4144,93467,90756,1113705,1062141,333928,326353,32945,31885,141605,136406,10416,10079,535683,517300,458229,442145,29280,28786,15641,15171,6053,5777,2004,2033,24476,23388,480327,463244,41550,40770,24263,23292,13422,12627,4206,4203
R,10,2020,12,4178339,2133157,2045182,1536314,1465829,323835,315684,33971,32564,114769,110469,6348,6199,117920,114437,1644469,1570854,387339,378164,57829,55868,157783,151569,14939,14183,1580987,1515820,1062461,1011871,293798,286808,17772,17369,108690,104653,4298,4163,93968,90956,1148984,1095681,345279,337446,33275,32364,144595,138858,10655,10035,552170,529362,473853,453958,30037,28876,16199,15195,6079,5816,2050,2036,23952,23481,495485,475173,42060,40718,24554,23504,13188,12711,4284,4148
R,10,2020,13,4222167,2155522,2066645,1559176,1489331,325453,316762,34691,33503,114355,109317,6369,6335,115478,111397,1665122,1591371,387237,377107,58789,56637,156305,149280,14821,14405,1597643,1530238,1079374,1028294,295689,287854,18055,17841,108363,103608,4323,4222,91839,88419,1163996,1109600,345717,336684,33707,32713,143211,136846,10542,10140,557879,536407,479802,461037,29764,28908,16636,15662,5992,5709,2046,2113,23639,22978,501126,481771,41520,40423,25082,23924,13094,12434,4279,4265
R,10,2020,14,4191054,2141495,2049559,1556675,1483500,320054,311082,34478,32928,112992,109040,6301,6084,110995,106925,1658392,1581455,378695,368232,57908,55446,153907,147812,14410,13753,1594119,1523364,1084766,1029801,291515,283231,18017,17571,107008,103571,4290,4078,88523,85112,1166210,1108053,339100,329710,33228,32151,141302,135933,10286,9726,547376,526195,471909,453699,28539,27851,16461,15357,5984,5469,2011,2006,22472,21813,492182,473402,39595,38522,24680,23295,12605,11879,4124,4027
R,10,2020,15,4179367,2133623,2045744,1559678,1484837,314047,306037,33992,33132,113829,112566,6341,6253,105736,102919,1656509,1578919,369255,360251,56823,55285,152914,150223,13947,13689,1595312,1529056,1094199,1038051,286133,279304,17990,17624,108276,107303,4340,4338,84374,82436,1171789,1113648,331063,323608,32849,32074,141024,138980,9950,9882,538311,516688,465479,446786,27914,26733,16002,15508,5553,5263,2001,1915,21362,20483,484720,465271,38192,36643,23974,23211,11890,11243,3997,3807
R,10,2020,16,4173764,2128768,2044996,1561944,1490074,310564,302557,33218,32105,114863,115002,6221,5934,101958,99324,1655123,1580824,363033,354028,55615,54005,153023,151674,13811,13229,1603440,1539065,1106238,1051723,283880,276790,17910,17205,109316,109673,4329,4124,81767,79550,1181261,1124621,326553,318827,32749,31699,141516,140545,10042,9537,525328,505931,455706,438351,26684,25767,15308,14900,5547,5329,1892,1810,20191,19774,473862,456203,36480,35201,22866,22306,11507,11129,3769,3692
R,10,2020,17,4166793,2124915,2041878,1563671,1491356,309048,301494,32750,31722,115301,115867,6099,5796,98046,95643,1653184,1578675,359159,350556,54957,53367,151656,151380,13439,12857,1607784,1542790,1114800,1057805,282695,276509,17578,16980,109889,110699,4252,4062,78570,76735,1186816,1128127,323604,316584,32306,31427,140479,140555,9726,9401,517131,499088,448871,433551,26353,24985,15172,14742,5412,5168,1847,1734,19476,18908,466368,450548,35555,33972,22651,21940,11177,10825,3713,3456
R,10,2020,18,4179344,2131874,2047470,1568175,1495416,314949,307494,33034,31562,115558,114609,5977,5800,94181,92589,1653975,1579599,362719,355113,55033,53292,150285,148269,13148,12697,1616667,1551483,1119850,1063535,289002,282715,17878,17184,110244,109652,4232,4069,75461,74328,1188805,1131401,328069,321682,32489,31715,139438,137940,9672,9295,515207,495987,448325,431881,25947,24779,15156,14378,5314,4957,1745,1731,18720,18261,465170,448198,34650,33431,22544,21577,10847,10329,3476,3402
R,10,2020,19,4247700,2167944,2079756,1590893,1516839,323788,315362,32875,31622,120513,118852,5949,5764,93926,91317,1676199,1599998,371466,362065,55251,53436,155080,151986,13111,12695,1653024,1585676,1142554,1086096,297713,290789,17992,17521,115316,113950,4200,3995,75249,73325,1211048,1153097,336580,329048,33035,32204,144478,141903,9603,9251,514920,494080,448339,430743,26075,24573,14883,14101,5197,4902,1749,1769,18677,17992,465151,446901,34886,33017,22216,21232,10602,10083,3508,3444
R,10,2020,20,4338621,2217056,2121565,1623194,1541797,337029,328405,33909,32457,123820,122619,6151,5860,92953,90427,1707795,1623738,383862,374598,56734,54527,157671,155240,13191,12800,1696769,1624715,1169485,1108768,311042,303524,18724,17938,118624,117668,4416,4135,74478,72682,1237410,1174822,349186,341338,34093,32994,147251,145154,9779,9402,520287,496850,453709,433029,25987,24881,15185,14519,5196,4951,1735,1725,18475,17745,470385,448916,34676,33260,22641,21533,10420,10086,3412,3398
R,10,2020,21,4288198,2192564,2095634,1611823,1530417,330381,320616,33019,31924,120998,119357,6124,5654,90219,87666,1693740,1609651,375752,365520,55624,54035,153348,150465,13239,12408,1685898,1612370,1169785,1108926,305015,296440,18429,18026,115910,114585,4407,4042,72352,70351,1235661,1172646,342082,333179,33857,33222,143172,140686,9805,9180,506666,483264,442038,421491,25366,24176,14590,13898,5088,4772,1717,1612,17867,17315,458079,437005,33670,32341,21767,20813,10176,9779,3434,3228
R,10,2020,22,4298947,2195307,2103640,1609992,1532281,332501,323643,32947,31846,125641,124257,6089,5736,88137,85877,1689650,1610180,376513,367053,55427,53937,157175,154484,13067,12269,1694868,1625715,1173166,1115202,307502,299869,18377,17916,120557,119431,4366,4102,70900,69195,1237367,1178123,343549,335529,33812,33247,147236,144895,9757,9135,500439,477925,436826,417079,24999,23774,14570,13930,5084,4826,1723,1634,17237,16682,452283,432057,32964,31524,21615,20690,9939,9589,3310,3134
R,10,2020,23,4295314,2192144,2103170,1606435,1530932,329612,321727,32337,31490,133065,130448,6077,5654,84618,82919,1683039,1605825,371091,362839,54532,53499,163693,159963,12686,12073,1696949,1631060,1173504,1118126,305259,298690,18029,17867,128098,125713,4385,4095,67674,66569,1234923,1178307,338888,332213,33282,33171,153931,150693,9468,9035,495195,472110,432931,412806,24353,23037,14308,13623,4967,4735,1692,1559,16944,16350,448116,427518,32203,30626,21250,20328,9762,9270,3218,3038
R,10,2020,24,4340318,2216445,2123873,1623822,1544351,329642,323520,32789,31226,140477,137706,6374,5801,83341,81269,1699154,1617470,369655,363352,55405,53233,170627,166923,13042,12408,1721732,1653558,1191204,1132629,305539,300997,18270,17547,135536,132891,4623,4190,66560,65304,1251505,1191475,337903,333557,33717,32805,161117,157584,9785,9354,494713,470315,432618,411722,24103,22523,14519,13679,4941,4815,1751,1611,16781,15965,447649,425995,31752,29795,21688,20428,9510,9339,3257,3054
R,10,2020,25,4441571,2272868,2168703,1659200,1572009,346030,335965,33399,31935,145635,142951,6548,6246,82056,79597,1732906,1643367,384968,374767,56417,54052,175433,171431,13295,12912,1770777,1692364,1219462,1155140,321290,312466,18885,18149,140703,138125,4783,4546,65654,63938,1278436,1212575,352795,343957,34940,33715,166038,162231,10046,9760,502091,476339,439738,416869,24740,23499,14514,13786,4932,4826,1765,1700,16402,15659,454470,430792,32173,30810,21477,20337,9395,9200,3249,3152
R,10,2020,26,4508013,2307079,2200934,1675208,1585984,361058,350301,33572,32490,150841,147540,6503,6401,79897,78218,1746592,1655718,398185,387684,56891,55201,179911,175597,13481,12993,1803199,1725452,1233533,1169871,336062,326884,19191,18389,145892,142809,4788,4683,63733,62816,1290462,1225887,365969,357233,35484,34510,170604,166595,10222,9860,503880,475482,441675,416113,24996,23417,14381,14101,4949,4731,1715,1718,16164,15402,456130,429831,32216,30451,21407,20691,9307,9002,3259,3133
R,10,2020,27,4611440,2363196,2248244,1713042,1613548,376053,364025,35007,33582,155780,154962,6880,6403,76434,75724,1781046,1680778,410691,399580,57680,56366,184235,182150,13651,12995,1851014,1769860,1263524,1194602,350532,340229,20073,19482,150937,150141,5012,4712,60936,60694,1317777,1248524,378232,368866,35980,35713,175141,173267,10317,9850,512182,478384,449518,418946,25521,23796,14934,14100,4843,4821,1868,1691,15498,15030,463269,432254,32459,30714,21700,20653,9094,8883,3334,3145
R,10,2020,28,4711253,2412524,2298729,1750075,1650079,382834,370581,36681,34195,160805,162838,6925,6596,75204,74440,1816655,1715917,415556,404194,59993,56913,189120,190494,13739,13261,1892191,1814904,1293699,1226198,356810,346282,21087,20029,155920,157959,5022,4832,59653,59604,1346468,1278927,382585,373162,37436,36232,180162,181582,10397,10006,520333,483825,456376,423881,26024,24299,15594,14166,4885,4879,1903,1764,15551,14836,470187,436990,32971,31032,22557,20681,8958,8912,3342,3255
R,10,2020,29,4818879,2450665,2368214,1777075,1695051,387330,384309,36934,33917,169421,173890,7759,6933,72146,74114,1839947,1759617,418050,417657,59303,56142,197638,202601,14984,14105,1932490,1887626,1324378,1276785,360564,358146,21094,20112,164170,168519,5653,5149,56631,58915,1373599,1328017,384408,384496,36569,35714,188174,192965,11332,10843,518175,480588,452697,418266,26766,26163,15840,13805,5251,5371,2106,1784,15515,15199,466348,431600,33642,33161,22734,20428,9464,9636,3652,3262
R,10,2020,30,4846300,2460232,2386068,1793054,1713931,381296,381466,36488,33390,173813,179823,7836,7241,67745,70217,1852185,1775434,409199,412407,57611,54975,201060,206882,14634,13901,1941994,1911377,1340024,1300897,354401,355078,20480,19820,168464,174522,5625,5416,53000,55644,1386097,1349524,375722,379356,35049,34939,191793,197606,10984,10682,518238,474691,453030,413034,26895,26388,16008,13570,5349,5301,2211,1825,14745,14573,466088,425910,33477,33051,22562,20036,9267,9276,3650,3219
R,10,2020,31,4661369,2365711,2295658,1729480,1646851,358972,364003,34715,31747,172533,181322,7753,6812,62258,64923,1783839,1703313,384186,392241,54516,51739,197474,206815,13900,13170,1873442,1848286,1299005,1257234,333547,339206,19230,18869,167487,176224,5642,5148,48531,51605,1341186,1301926,352596,361264,32794,32952,188924,198212,10546,10250,492269,447372,430475,389617,25425,24797,15485,12878,5046,5098,2111,1664,13727,13318,442653,401387,31590,30977,21722,18787,8550,8603,3354,2920
R,10,2020,32,4557305,2305439,2251866,1699676,1627644,335821,345727,34291,30714,169313,179187,7573,6908,58765,61686,1750709,1681421,359015,372148,52856,49806,193411,203567,13624,12936,1816458,1809784,1271108,1242474,311428,321438,18665,17824,164392,174241,5516,5190,45349,48617,1310340,1284765,328666,341717,31116,31195,185033,195121,10280,9997,488981,442082,428568,385170,24393,24289,15626,12890,4921,4946,2057,1718,13416,13069,440369,396656,30349,30431,21740,18611,8378,8446,3344,2939
R,10,2020,33,4432062,2244629,2187433,1668241,1589426,316479,327593,32542,29533,164908,175248,7626,6691,54833,58942,1715715,1640791,337996,352580,50353,48021,187283,198686,13425,12468,1766258,1755944,1247964,1212856,293201,304147,17373,17163,160171,170612,5462,4996,42087,46170,1284137,1252944,309033,323201,29312,29968,179342,190739,10102,9608,478371,431489,420277,376570,23278,23446,15169,12370,4737,4636,2164,1695,12746,12772,431578,387847,28963,29379,21041,18053,7941,7947,3323,2860
R,10,2020,34,4435067,2243694,2191373,1678504,1602640,307846,321549,32308,29475,164591,174879,7571,6755,52874,56075,1724475,1651223,328051,344877,49457,47871,186345,196977,13227,12351,1762960,1758992,1255537,1224794,284727,298040,17138,16848,159771,170377,5408,5061,40379,43872,1290486,1262628,299302,315824,28596,29690,178312,189296,9889,9545,480734,432381,422967,377846,23119,23509,15170,12627,4820,4502,2163,1694,12495,12203,433989,388595,28749,29053,20861,18181,8033,7681,3338,2806
R,10,2020,35,4464901,2252539,2212362,1692538,1621479,304193,321501,31949,29340,164752,177730,7515,6790,51592,55522,1737243,1669685,323724,343873,49428,47628,185638,200014,13005,12491,1768537,1776400,1266296,1240022,281487,298203,16445,16735,160064,173150,5332,5170,38913,43120,1299743,1277289,295417,314803,27971,29504,177873,192216,9691,9764,484002,435962,426242,381457,22706,23298,15504,12605,4688,4580,2183,1620,12679,12402,437500,392396,28307,29070,21457,18124,7765,7798,3314,2727
R,10,2020,36,4363148,2190496,2172652,1647977,1593967,291058,312309,31168,28825,163917,177478,7215,6462,49161,53611,1690613,1640373,309176,333400,47925,46892,184085,199346,12655,12059,1721011,1742238,1234116,1216956,269343,289636,16189,16322,159258,173094,5115,4827,36990,41403,1265970,1252659,282161,305126,27241,28829,176385,191751,9402,9281,469485,430414,413861,377011,21715,22673,14979,12503,4659,4384,2100,1635,12171,12208,424643,387714,27015,28274,20684,18063,7700,7595,3253,2778
R,10,2020,37,4339537,2174636,2164901,1640916,1589515,286698,310408,31190,28949,160517,176581,7212,6612,48103,52836,1682507,1635125,304389,330942,47801,47201,180235,197918,12447,12210,1707743,1734364,1228997,1212734,265238,287456,15998,16227,155926,172246,5216,4940,36368,40761,1260196,1247703,277755,302554,27115,28902,172676,190468,9354,9411,466893,430537,411919,376781,21460,22952,15192,12722,4591,4335,1996,1672,11735,12075,422311,387422,26634,28388,20686,18299,7559,7450,3093,2799
R,10,2020,38,4377880,2189411,2188469,1655982,1608960,287663,314410,31051,28798,159664,177259,7231,6737,47820,52305,1697346,1654070,305185,334915,47831,47049,179058,198117,12523,12268,1716856,1748823,1238799,1223704,266063,291055,15967,16010,154982,172673,5132,4991,35913,40390,1269604,1258338,278362,306156,27160,28759,171340,190433,9332,9420,472555,439646,417183,385256,21600,23355,15084,12788,4682,4586,2099,1746,11907,11915,427742,395732,26823,28759,20671,18290,7718,7684,3191,2848
R,10,2020,39,4300363,2145130,2155233,1629481,1590303,281458,309032,29791,28329,151083,170556,6991,6192,46326,50821,1669355,1634153,298214,329020,46434,46235,169736,190577,12148,11590,1688295,1724372,1225912,1212589,260725,286404,15185,15789,146612,166068,4989,4519,34872,39003,1255700,1246051,272524,300990,26341,28200,162378,183122,9059,8821,456835,430861,403569,377714,20733,22628,14606,12540,4471,4488,2002,1673,11454,11818,413655,388102,25690,28030,20093,18035,7358,7455,3089,2769
R,10,2020,40,4386295,2194437,2191858,1664996,1613229,293449,321791,30913,28650,151181,170708,7210,6444,46688,51036,1705210,1657198,310464,341888,47909,46922,169863,190591,12484,11955,1717732,1751111,1243768,1226362,271969,298682,15691,15973,146495,166192,5052,4774,34757,39128,1273440,1259789,283795,313293,27003,28718,162144,183122,9227,9233,476705,440747,421228,386867,21480,23109,15222,12677,4686,4516,2158,1670,11931,11908,431770,397409,26669,28595,20906,18204,7719,7469,3257,2722
R,10,2020,41,4179458,2085411,2094047,1585077,1541750,277004,307086,28884,27080,144786,164548,6345,6004,43315,47579,1622476,1582614,292584,325758,44813,44228,161987,183218,11184,10965,1642006,1677469,1193291,1176264,256838,285127,14782,15063,140534,160344,4451,4466,32110,36205,1220769,1207127,267594,298441,25312,27013,154969,176145,8238,8447,443405,416578,391786,365486,20166,21959,14102,12017,4252,4204,1894,1538,11205,11374,401707,375487,24990,27317,19501,17215,7018,7073,2946,2518
R,10,2020,42,4016375,1998245,2018130,1523834,1489366,261954,293069,27320,26227,138205,158741,6050,5583,40882,45144,1558929,1528143,276686,310427,42599,42897,154359,176358,10429,10287,1571241,1612006,1145605,1132893,242878,271918,14023,14386,134106,154515,4314,4097,30315,34197,1171321,1162015,253052,284277,24205,25905,147655,169453,7774,7860,427004,406124,378229,356473,19076,21151,13297,11841,4099,4226,1736,1486,10567,10947,387608,366128,23634,26150,18394,16992,6704,6905,2655,2427
R,10,2020,43,4008307,1989179,2019128,1522195,1494367,258112,290943,27590,26309,135866,157728,5902,5621,39514,44160,1556137,1532023,272112,307872,42593,42903,151490,175038,10259,10308,1564015,1610605,1144708,1134237,239900,270253,14341,14800,131666,153558,4184,4138,29216,33619,1169494,1162652,249405,282347,24417,26451,144724,168221,7608,7881,425164,408523,377487,360130,18212,20690,13249,11509,4200,4170,1718,1483,10298,10541,386643,369371,22707,25525,18176,16452,6766,6817,2651,2427
R,10,2020,44,3851935,1908954,1942981,1456648,1438371,245772,276452,26522,25064,136613,156474,5569,5302,37830,41318,1489200,1473526,258703,292024,40959,40709,151732,172848,9876,9706,1497113,1542843,1090719,1084809,228072,256663,13716,13868,132651,152352,3988,3894,27967,31257,1114491,1111114,236744,267639,23363,24771,145414,166187,7389,7444,411841,400138,365929,353562,17700,19789,12806,11196,3962,4122,1581,1408,9863,10061,374709,362412,21959,24385,17596,15938,6318,6661,2487,2262
R,10,2020,45,3924059,1948912,1975147,1491383,1464309,249574,281489,26378,25378,140329,158935,5544,5134,35704,39902,1521891,1498282,261863,296225,40226,40637,154595,174830,9459,9307,1535838,1575034,1122579,1109676,232601,262015,13554,14197,136379,154939,4007,3777,26718,30430,1145132,1135357,240994,272401,23045,24946,148472,168468,7133,7118,413074,400113,368804,354633,16973,19474,12824,11181,3950,3996,1537,1357,8986,9472,376759,362925,20869,23824,17181,15691,6123,6362,2326,2189
R,10,2020,46,3874174,1919663,1954511,1470794,1452582,244590,277073,25988,24778,138776,156976,5316,5006,34199,38096,1499900,1484829,256120,291065,39571,39671,152408,172034,9187,8993,1519523,1562956,1112537,1104054,228595,258836,13449,13920,135115,153129,3895,3719,25932,29298,1134391,1128562,236647,268861,22816,24553,146820,166088,7021,6944,400140,391555,358257,348528,15995,18237,12539,10858,3661,3847,1421,1287,8267,8798,365509,356267,19473,22204,16755,15118,5588,5946,2166,2049
R,10,2020,47,3845826,1896856,1948970,1453971,1448207,242992,278423,25078,24672,136458,155561,5057,4948,33300,37159,1482234,1479512,253951,291881,38319,39369,149941,170382,8806,8848,1513769,1568919,1110556,1109744,227821,260740,13205,14038,133014,151884,3718,3681,25455,28832,1131912,1133760,235435,270427,22525,24767,144644,164677,6775,6833,383087,380051,343415,338463,15171,17683,11873,10634,3444,3677,1339,1267,7845,8327,350322,345752,18516,21454,15794,14602,5297,5705,2031,2015
R,10,2020,48,3990431,1969475,2020956,1516327,1510348,252504,287541,25665,24790,136845,156297,5092,4850,33042,37130,1544221,1541666,263121,300691,39382,39919,149990,170894,8811,8786,1588452,1642216,1174522,1172587,237618,270111,13700,14283,133308,152646,3798,3607,25506,28982,1195790,1196735,245114,279667,23574,25368,144708,165340,6806,6854,381023,378740,341805,337761,14886,17430,11965,10507,3537,3651,1294,1243,7536,8148,348431,344931,18007,21024,15808,14551,5282,5554,2005,1932
R,10,2020,49,4204653,2074156,2130497,1617199,1612699,260388,299163,25671,25533,132036,150611,5078,4882,33784,37609,1645767,1644429,271120,312346,39984,41326,145264,164964,8960,8995,1698775,1756236,1280392,1279111,245684,281981,14216,14927,128471,147039,3757,3671,26255,29507,1302373,1303752,253267,291540,24663,26771,139943,159462,6951,7050,375381,374261,336807,333588,14704,17182,11455,10606,3565,3572,1321,1211,7529,8102,343394,340677,17853,20806,15321,14555,5321,5502,2009,1945
R,10,2020,50,4323301,2137086,2186215,1672727,1664263,266785,301852,26300,25452,132543,151920,5088,5096,33643,37632,1701155,1695773,277463,314925,40825,41586,145362,166310,9038,9327,1760516,1817498,1334873,1335573,251918,284885,14616,15179,129038,148300,3802,3863,26269,29698,1356808,1360180,259587,294517,25330,27360,140104,160693,7058,7378,376570,368717,337854,328690,14867,16967,11684,10273,3505,3620,1286,1233,7374,7934,344347,335593,17876,20408,15495,14226,5258,5617,1980,1949
R,10,2020,51,4140606,2046194,2094412,1610567,1604473,249300,282794,24807,24316,125159,143579,4938,4900,31423,34350,1637222,1633285,258896,294270,38722,39592,137114,156526,8603,8760,1688748,1744115,1289716,1291605,235316,267036,13917,14557,121848,140125,3739,3747,24212,27045,1310031,1314081,241906,275345,24132,26137,132156,151283,6732,6923,357446,350297,320851,312868,13984,15758,10890,9759,3311,3454,1199,1153,7211,7305,327191,319204,16990,18925,14590,13455,4958,5243,1871,1837
R,10,2020,52,3982501,1963761,2018740,1543209,1543430,242753,276450,24110,23455,119995,138619,4455,4602,29239,32184,1567808,1570188,251571,287172,37362,37984,131037,150599,7902,8389,1624275,1685356,1238590,1245641,229201,261157,13517,14266,117006,135465,3321,3482,22640,25345,1257405,1266444,235296,268903,23360,25357,126557,145875,6170,6637,339486,333384,304619,297789,13552,15293,10593,9189,2989,3154,1134,1120,6599,6839,310403,303744,16275,18269,14002,12627,4480,4724,1732,1752
R,10,2020,53,3975915,1954673,2021242,1547005,1557662,241558,277059,23273,23365,110305,127422,4577,4527,27955,31207,1570511,1583622,249842,287624,36317,37860,120661,138545,7847,8192,1628009,1697520,1253414,1268295,228579,262134,13446,14626,107395,124456,3453,3458,21722,24551,1271444,1288474,234276,269728,23216,25748,116351,134017,6207,6534,326664,323722,293591,289367,12979,14925,9827,8739,2910,2966,1124,1069,6233,6656,299067,295148,15566,17896,13101,12112,4310,4528,1640,1658
R,10,2020,54,3996013,1961182,2034831,1550810,1569378,246391,282004,23201,23372,108832,124934,4483,4596,27465,30547,1573606,1594703,254647,292167,36306,37899,118787,135765,7875,8200,1642125,1718465,1264220,1286634,233447,267567,13570,14792,106025,121942,3415,3554,21448,23976,1281751,1306282,239117,274848,23596,25952,114585,131220,6274,6543,319057,316366,286590,282744,12944,14437,9631,8580,2807,2992,1068,1042,6017,6571,291855,288421,15530,17319,12710,11947,4202,4545,1601,1657
R,10,2020,55,4206953,2063237,2143716,1637864,1660023,257320,295437,24285,24450,111063,127538,4650,4622,28055,31646,1661307,1686219,265494,305748,37925,39712,121131,138618,8049,8399,1741726,1825818,1349010,1376042,244359,280711,14621,15794,108203,124529,3607,3625,21926,25117,1367078,1396559,250023,288182,24978,27748,116912,134096,6448,6794,321511,317898,288854,283981,12961,14726,9664,8656,2860,3009,1043,997,6129,6529,294229,289660,15471,17566,12947,11964,4219,4522,1601,1605
R,10,2020,56,4343494,2120317,2223177,1694527,1734603,258427,298673,24265,24908,110555,128849,4453,4617,28090,31527,1717854,1760644,266324,308519,38345,40784,120567,139779,7916,8322,1812897,1911747,1418365,1456115,245943,284296,14917,16395,107885,126032,3468,3639,22319,25270,1436680,1476725,251488,291425,25908,29093,116582,135507,6367,6787,307420,311430,276162,278488,12484,14377,9348,8513,2670,2817,985,978,5771,6257,281174,283919,14836,17094,12437,11691,3985,4272,1549,1535
R,10,2020,57,4323119,2102356,2220763,1683712,1738802,251840,292143,23731,24235,111239,129692,4192,4519,27642,31372,1706755,1764676,259500,301932,37765,40074,120995,140354,7492,8251,1811091,1922003,1422270,1471871,239892,278497,14943,16030,108616,126896,3274,3572,22096,25137,1440500,1492327,245272,285631,25995,28714,117149,136091,6075,6707,291265,298760,261442,266931,11948,13646,8788,8205,2623,2796,918,947,5546,6235,266255,272349,14228,16301,11770,11360,3846,4263,1417,1544
R,10,2020,58,4304265,2089248,2215017,1683431,1746509,247037,288396,22962,24008,104332,120888,4309,4483,27177,30733,1706174,1771716,254315,297997,36697,39920,113994,131249,7678,8119,1810532,1929064,1432765,1490844,235843,275711,14603,15984,101900,118215,3427,3573,21994,24737,1450984,1510908,240980,282672,25601,28801,110370,127184,6312,6594,278716,285953,250666,255665,11194,12685,8359,8024,2432,2673,882,910,5183,5996,255190,260808,13335,15325,11096,11119,3624,4065,1366,1525
R,10,2020,59,4313625,2086318,2227307,1694568,1767467,242141,286070,22424,24030,96395,115365,4027,4175,26763,30200,1716877,1792223,249244,295359,36284,39994,105869,125386,7268,7788,1823212,1954257,1458132,1523257,231516,273807,14556,16564,94074,112812,3240,3340,21694,24477,1475999,1543094,236596,280629,25694,29565,102357,121487,5999,6371,263106,273050,236436,244210,10625,12263,7868,7466,2321,2553,787,835,5069,5723,240878,249129,12648,14730,10590,10429,3512,3899,1269,1417
R,10,2020,60,4378383,2117162,2261221,1712327,1788080,248916,292397,22586,24212,102265,122554,4190,4227,26878,29751,1734855,1812427,256013,301532,36579,39905,111627,132471,7353,7736,1852943,1986900,1474840,1542329,238371,280226,14605,16786,99899,119943,3362,3426,21866,24190,1492986,1561879,243446,286972,25893,29593,108139,128549,6021,6409,264219,274321,237487,245751,10545,12171,7981,7426,2366,2611,828,801,5012,5561,241869,250548,12567,14560,10686,10312,3488,3922,1332,1327
R,10,2020,61,4257157,2053085,2204072,1669763,1752081,237532,282009,21384,22745,95157,114912,3876,3916,25373,28409,1690961,1775467,244011,290525,34733,38179,104145,124106,6865,7133,1812433,1951149,1453400,1525742,227821,270585,14188,15825,93016,112537,3151,3201,20857,23259,1470702,1544668,232492,276913,25083,28532,100958,120565,5689,5937,240652,252923,216363,226339,9711,11424,7196,6920,2141,2375,725,715,4516,5150,220259,230799,11519,13612,9650,9647,3187,3541,1176,1196
R,10,2020,62,4139747,1986033,2153714,1620108,1717606,224657,269335,19599,21740,94065,114354,3619,3775,23985,26904,1640014,1739595,230910,277416,32487,36463,102325,123079,6368,6783,1765431,1916286,1422255,1504935,215368,258562,13132,15354,92070,112198,2932,3095,19674,22142,1438434,1522859,219854,264593,23721,27550,99351,119794,5263,5685,220602,237428,197853,212671,9289,10773,6467,6386,1995,2156,687,680,4311,4762,201580,216736,11056,12823,8766,8913,2974,3285,1105,1098
R,10,2020,63,4121451,1968534,2152917,1610088,1722763,219703,267250,19622,21309,92140,111672,3428,3618,23553,26305,1629681,1744375,225849,275095,32445,36197,100072,119739,6156,6578,1755213,1920949,1418504,1514685,210960,256816,13138,15191,90289,109711,2821,2926,19501,21620,1434568,1532255,215465,262629,23744,27608,97377,116701,5163,5434,213321,231968,191584,208078,8743,10434,6484,6118,1851,1961,607,692,4052,4685,195113,212120,10384,12466,8701,8589,2695,3038,993,1144
R,10,2020,64,3978898,1891553,2087345,1550391,1669168,208226,258058,18398,20539,89098,110606,3250,3448,22190,25526,1568902,1690142,213946,265613,30582,35047,96475,118490,5797,6305,1691815,1866670,1371160,1471496,199911,248083,12421,14682,87316,108514,2652,2886,18355,21009,1386342,1488567,204028,253662,22518,26812,93859,115372,4838,5328,199738,220675,179231,197672,8315,9975,5977,5857,1782,2092,598,562,3835,4517,182560,201575,9918,11951,8064,8235,2616,3118,959,977
