GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,DJA001,DJA002
"G4800710","1980","3","7","Texas","48",,"Chambers","071",,,,,,,,,,,,"CHAMBERS",493,161
"G4800730","1980","3","7","Texas","48",,"Cherokee","073",,,,,,,,,,,,"CHEROKEE",751,437
"G4800750","1980","3","7","Texas","48",,"Childress","075",,,,,,,,,,,,"CHILDRESS",400,278
"G4800770","1980","3","7","Texas","48","9080","Clay","077",,,,,,,,,,,,"CLAY",48,48
"G4800790","1980","3","7","Texas","48",,"Cochran","079",,,,,,,,,,,,"COCHRAN",984,693
"G4800810","1980","3","7","Texas","48",,"Coke","081",,,,,,,,,,,,"COKE",309,94
"G4800830","1980","3","7","Texas","48",,"Coleman","083",,,,,,,,,,,,"COLEMAN",662,256
"G4800850","1980","3","7","Texas","48","1920","Collin","085",,,,,,,,,,,,"COLLIN",5602,1379
"G4800870","1980","3","7","Texas","48",,"Collingsworth","087",,,,,,,,,,,,"COLLINGSWORTH",297,257
"G4800890","1980","3","7","Texas","48",,"Colorado","089",,,,,,,,,,,,"COLORADO",1991,642
"G4800910","1980","3","7","Texas","48","7240","Comal","091",,,,,,,,,,,,"COMAL",7175,1493
"G4800930","1980","3","7","Texas","48",,"Comanche","093",,,,,,,,,,,,"COMANCHE",923,420
"G4800950","1980","3","7","Texas","48",,"Concho","095",,,,,,,,,,,,"CONCHO",483,323
"G4800970","1980","3","7","Texas","48",,"Cooke","097",,,,,,,,,,,,"COOKE",361,110
"G4800990","1980","3","7","Texas","48","3810","Coryell","099",,,,,,,,,,,,"CORYELL",2618,708
"G4801010","1980","3","7","Texas","48",,"Cottle","101",,,,,,,,,,,,"COTTLE",213,204
"G4801030","1980","3","7","Texas","48",,"Crane","103",,,,,,,,,,,,"CRANE",812,316
"G4801050","1980","3","7","Texas","48",,"Crockett","105",,,,,,,,,,,,"CROCKETT",1677,371
"G4801070","1980","3","7","Texas","48",,"Crosby","107",,,,,,,,,,,,"CROSBY",1732,1546
"G4801090","1980","3","7","Texas","48",,"Culberson","109",,,,,,,,,,,,"CULBERSON",1579,518
"G4801110","1980","3","7","Texas","48",,"Dallam","111",,,,,,,,,,,,"DALLAM",669,424
"G4801130","1980","3","7","Texas","48","1920","Dallas","113",,,,,,,,,,,,"DALLAS",123754,28858
"G4801150","1980","3","7","Texas","48",,"Dawson","115",,,,,,,,,,,,"DAWSON",3722,2365
"G4801170","1980","3","7","Texas","48",,"Deaf Smith","117",,,,,,,,,,,,"DEAF SMITH",5730,2868
"G4801190","1980","3","7","Texas","48",,"Delta","119",,,,,,,,,,,,"DELTA",0,0
"G4801210","1980","3","7","Texas","48","1920","Denton","121",,,,,,,,,,,,"DENTON",5050,680
"G4801230","1980","3","7","Texas","48",,"DeWitt","123",,,,,,,,,,,,"DE WITT",2504,1831
"G4801250","1980","3","7","Texas","48",,"Dickens","125",,,,,,,,,,,,"DICKENS",228,359
"G4801270","1980","3","7","Texas","48",,"Dimmit","127",,,,,,,,,,,,"DIMMIT",4944,3857
"G4801290","1980","3","7","Texas","48",,"Donley","129",,,,,,,,,,,,"DONLEY",68,58
"G4801310","1980","3","7","Texas","48",,"Duval","131",,,,,,,,,,,,"DUVAL",7476,3056
"G4801330","1980","3","7","Texas","48",,"Eastland","133",,,,,,,,,,,,"EASTLAND",552,242
"G4801350","1980","3","7","Texas","48","5800","Ector","135",,,,,,,,,,,,"ECTOR",19757,4957
"G4801370","1980","3","7","Texas","48",,"Edwards","137",,,,,,,,,,,,"EDWARDS",392,568
"G4801390","1980","3","7","Texas","48","1920","Ellis","139",,,,,,,,,,,,"ELLIS",4301,1303
"G4801410","1980","3","7","Texas","48","2320","El Paso","141",,,,,,,,,,,,"EL PASO",208609,86028
"G4801430","1980","3","7","Texas","48",,"Erath","143",,,,,,,,,,,,"ERATH",527,377
"G4801450","1980","3","7","Texas","48",,"Falls","145",,,,,,,,,,,,"FALLS",953,682
"G4801470","1980","3","7","Texas","48",,"Fannin","147",,,,,,,,,,,,"FANNIN",195,87
"G4801490","1980","3","7","Texas","48",,"Fayette","149",,,,,,,,,,,,"FAYETTE",767,167
"G4801510","1980","3","7","Texas","48",,"Fisher","151",,,,,,,,,,,,"FISHER",679,396
"G4801530","1980","3","7","Texas","48",,"Floyd","153",,,,,,,,,,,,"FLOYD",1782,1542
"G4801550","1980","3","7","Texas","48",,"Foard","155",,,,,,,,,,,,"FOARD",173,65
"G4801570","1980","3","7","Texas","48","3360","Fort Bend","157",,,,,,"42",,,,,,"FORT BEND",21245,4792
"G4801590","1980","3","7","Texas","48",,"Franklin","159",,,,,,,,,,,,"FRANKLIN",35,27
"G4801610","1980","3","7","Texas","48",,"Freestone","161",,,,,,,,,,,,"FREESTONE",152,60
"G4801630","1980","3","7","Texas","48",,"Frio","163",,,,,,,,,,,,"FRIO",5563,3825
"G4801650","1980","3","7","Texas","48",,"Gaines","165",,,,,,,,,,,,"GAINES",2375,1560
"G4801670","1980","3","7","Texas","48","2920","Galveston","167",,,,,,"42",,,,,,"GALVESTON",20129,3251
"G4801690","1980","3","7","Texas","48",,"Garza","169",,,,,,,,,,,,"GARZA",773,503
"G4801710","1980","3","7","Texas","48",,"Gillespie","171",,,,,,,,,,,,"GILLESPIE",787,560
"G4801730","1980","3","7","Texas","48",,"Glasscock","173",,,,,,,,,,,,"GLASSCOCK",174,202
"G4801750","1980","3","7","Texas","48",,"Goliad","175",,,,,,,,,,,,"GOLIAD",1184,644
"G4801770","1980","3","7","Texas","48",,"Gonzales","177",,,,,,,,,,,,"GONZALES",2863,1936
"G4801790","1980","3","7","Texas","48",,"Gray","179",,,,,,,,,,,,"GRAY",931,158
"G4801810","1980","3","7","Texas","48","7640","Grayson","181",,,,,,,,,,,,"GRAYSON",783,286
"G4801830","1980","3","7","Texas","48","4420","Gregg","183",,,,,,,,,,,,"GREGG",1470,521
"G4801850","1980","3","7","Texas","48",,"Grimes","185",,,,,,,,,,,,"GRIMES",835,444
"G4801870","1980","3","7","Texas","48","7240","Guadalupe","187",,,,,,,,,,,,"GUADALUPE",8401,3375
"G4801890","1980","3","7","Texas","48",,"Hale","189",,,,,,,,,,,,"HALE",8408,4175
"G4801910","1980","3","7","Texas","48",,"Hall","191",,,,,,,,,,,,"HALL",377,458
"G4801930","1980","3","7","Texas","48",,"Hamilton","193",,,,,,,,,,,,"HAMILTON",116,155
"G4801950","1980","3","7","Texas","48",,"Hansford","195",,,,,,,,,,,,"HANSFORD",475,247
"G4801970","1980","3","7","Texas","48",,"Hardeman","197",,,,,,,,,,,,"HARDEMAN",353,157
"G4801990","1980","3","7","Texas","48","0840","Hardin","199",,,,,,,,,,,,"HARDIN",543,17
"G4802010","1980","3","7","Texas","48","3360","Harris","201",,,,,,"42",,,,,,"HARRIS",303579,62289
"G4802030","1980","3","7","Texas","48","4420","Harrison","203",,,,,,,,,,,,"HARRISON",652,169
"G4802050","1980","3","7","Texas","48",,"Hartley","205",,,,,,,,,,,,"HARTLEY",68,105
"G4802070","1980","3","7","Texas","48",,"Haskell","207",,,,,,,,,,,,"HASKELL",683,512
"G4802090","1980","3","7","Texas","48","0640","Hays","209",,,,,,,,,,,,"HAYS",8872,2928
"G4802110","1980","3","7","Texas","48",,"Hemphill","211",,,,,,,,,,,,"HEMPHILL",455,90
"G4802130","1980","3","7","Texas","48",,"Henderson","213",,,,,,,,,,,,"HENDERSON",409,79
"G4802150","1980","3","7","Texas","48","4880","Hidalgo","215",,,,,,,,,,,,"HIDALGO",135603,93660
"G4802170","1980","3","7","Texas","48",,"Hill","217",,,,,,,,,,,,"HILL",936,427
"G4802190","1980","3","7","Texas","48",,"Hockley","219",,,,,,,,,,,,"HOCKLEY",4100,2083
"G4802210","1980","3","7","Texas","48","1920","Hood","221",,,,,,,,,,,,"HOOD",369,118
"G4802230","1980","3","7","Texas","48",,"Hopkins","223",,,,,,,,,,,,"HOPKINS",184,151
"G4802250","1980","3","7","Texas","48",,"Houston","225",,,,,,,,,,,,"HOUSTON",195,119
"G4802270","1980","3","7","Texas","48",,"Howard","227",,,,,,,,,,,,"HOWARD",4734,1918
"G4802290","1980","3","7","Texas","48",,"Hudspeth","229",,,,,,,,,,,,"HUDSPETH",955,632
"G4802310","1980","3","7","Texas","48",,"Hunt","231",,,,,,,,,,,,"HUNT",987,306
"G4802330","1980","3","7","Texas","48",,"Hutchinson","233",,,,,,,,,,,,"HUTCHINSON",1041,145
"G4802350","1980","3","7","Texas","48",,"Irion","235",,,,,,,,,,,,"IRION",235,22
"G4802370","1980","3","7","Texas","48",,"Jack","237",,,,,,,,,,,,"JACK",73,43
"G4802390","1980","3","7","Texas","48",,"Jackson","239",,,,,,,,,,,,"JACKSON",1809,700
"G4802410","1980","3","7","Texas","48",,"Jasper","241",,,,,,,,,,,,"JASPER",263,59
"G4802430","1980","3","7","Texas","48",,"Jeff Davis","243",,,,,,,,,,,,"JEFF DAVIS",487,290
"G4802450","1980","3","7","Texas","48","0840","Jefferson","245",,,,,,,,,,,,"JEFFERSON",8611,1470
"G4802470","1980","3","7","Texas","48",,"Jim Hogg","247",,,,,,,,,,,,"JIM HOGG",3529,1136
"G4802490","1980","3","7","Texas","48",,"Jim Wells","249",,,,,,,,,,,,"JIM WELLS",17873,6557
"G4802510","1980","3","7","Texas","48","1920","Johnson","251",,,,,,,,,,,,"JOHNSON",2165,575
"G4802530","1980","3","7","Texas","48","0040","Jones","253",,,,,,,,,,,,"JONES",1815,669
"G4802550","1980","3","7","Texas","48",,"Karnes","255",,,,,,,,,,,,"KARNES",3654,2152
"G4802570","1980","3","7","Texas","48","1920","Kaufman","257",,,,,,,,,,,,"KAUFMAN",1167,301
"G4802590","1980","3","7","Texas","48",,"Kendall","259",,,,,,,,,,,,"KENDALL",853,553
"G4802610","1980","3","7","Texas","48",,"Kenedy","261",,,,,,,,,,,,"KENEDY",274,172
"G4802630","1980","3","7","Texas","48",,"Kent","263",,,,,,,,,,,,"KENT",65,28
"G4802650","1980","3","7","Texas","48",,"Kerr","265",,,,,,,,,,,,"KERR",2895,964
"G4802670","1980","3","7","Texas","48",,"Kimble","267",,,,,,,,,,,,"KIMBLE",430,253
"G4802690","1980","3","7","Texas","48",,"King","269",,,,,,,,,,,,"KING",11,26
"G4802710","1980","3","7","Texas","48",,"Kinney","271",,,,,,,,,,,,"KINNEY",646,664
"G4802730","1980","3","7","Texas","48",,"Kleberg","273",,,,,,,,,,,,"KLEBERG",11271,5412
"G4802750","1980","3","7","Texas","48",,"Knox","275",,,,,,,,,,,,"KNOX",503,438
"G4802770","1980","3","7","Texas","48",,"Lamar","277",,,,,,,,,,,,"LAMAR",213,55
"G4802790","1980","3","7","Texas","48",,"Lamb","279",,,,,,,,,,,,"LAMB",3541,2099
"G4802810","1980","3","7","Texas","48",,"Lampasas","281",,,,,,,,,,,,"LAMPASAS",774,510
"G4802830","1980","3","7","Texas","48",,"La Salle","283",,,,,,,,,,,,"LA SALLE",2148,1916
"G4802850","1980","3","7","Texas","48",,"Lavaca","285",,,,,,,,,,,,"LAVACA",1052,243
"G4802870","1980","3","7","Texas","48",,"Lee","287",,,,,,,,,,,,"LEE",432,118
"G4802890","1980","3","7","Texas","48",,"Leon","289",,,,,,,,,,,,"LEON",159,86
"G4802910","1980","3","7","Texas","48","3360","Liberty","291",,,,,,"42",,,,,,"LIBERTY",582,228
"G4802930","1980","3","7","Texas","48",,"Limestone","293",,,,,,,,,,,,"LIMESTONE",275,207
"G4802950","1980","3","7","Texas","48",,"Lipscomb","295",,,,,,,,,,,,"LIPSCOMB",233,66
"G4802970","1980","3","7","Texas","48",,"Live Oak","297",,,,,,,,,,,,"LIVE OAK",2113,936
"G4802990","1980","3","7","Texas","48",,"Llano","299",,,,,,,,,,,,"LLANO",193,89
"G4803010","1980","3","7","Texas","48",,"Loving","301",,,,,,,,,,,,"LOVING",32,0
"G4803030","1980","3","7","Texas","48","4600","Lubbock","303",,,,,,,,,,,,"LUBBOCK",29807,10834
"G4803050","1980","3","7","Texas","48",,"Lynn","305",,,,,,,,,,,,"LYNN",1788,1470
"G4803070","1980","3","7","Texas","48",,"McCulloch","307",,,,,,,,,,,,"MCCULLOCH",988,664
"G4803090","1980","3","7","Texas","48","8800","McLennan","309",,,,,,,,,,,,"MCLENNAN",10545,3816
"G4803110","1980","3","7","Texas","48",,"McMullen","311",,,,,,,,,,,,"MCMULLEN",220,49
"G4803130","1980","3","7","Texas","48",,"Madison","313",,,,,,,,,,,,"MADISON",333,83
"G4803150","1980","3","7","Texas","48",,"Marion","315",,,,,,,,,,,,"MARION",38,43
"G4803170","1980","3","7","Texas","48",,"Martin","317",,,,,,,,,,,,"MARTIN",1150,456
"G4803190","1980","3","7","Texas","48",,"Mason","319",,,,,,,,,,,,"MASON",283,315
"G4803210","1980","3","7","Texas","48",,"Matagorda","321",,,,,,,,,,,,"MATAGORDA",6762,1132
"G4803230","1980","3","7","Texas","48",,"Maverick","323",,,,,,,,,,,,"MAVERICK",16811,11493
"G4803250","1980","3","7","Texas","48",,"Medina","325",,,,,,,,,,,,"MEDINA",6308,3622
"G4803270","1980","3","7","Texas","48",,"Menard","327",,,,,,,,,,,,"MENARD",324,339
"G4803290","1980","3","7","Texas","48","5040","Midland","329",,,,,,,,,,,,"MIDLAND",10078,2164
"G4803310","1980","3","7","Texas","48",,"Milam","331",,,,,,,,,,,,"MILAM",1438,991
"G4803330","1980","3","7","Texas","48",,"Mills","333",,,,,,,,,,,,"MILLS",185,117
"G4803350","1980","3","7","Texas","48",,"Mitchell","335",,,,,,,,,,,,"MITCHELL",1423,854
"G4803370","1980","3","7","Texas","48",,"Montague","337",,,,,,,,,,,,"MONTAGUE",134,49
"G4803390","1980","3","7","Texas","48","3360","Montgomery","339",,,,,,"42",,,,,,"MONTGOMERY",3705,411
"G4803410","1980","3","7","Texas","48",,"Moore","341",,,,,,,,,,,,"MOORE",2629,591
"G4803430","1980","3","7","Texas","48",,"Morris","343",,,,,,,,,,,,"MORRIS",142,110
"G4803450","1980","3","7","Texas","48",,"Motley","345",,,,,,,,,,,,"MOTLEY",64,88
"G4803470","1980","3","7","Texas","48",,"Nacogdoches","347",,,,,,,,,,,,"NACOGDOCHES",894,438
"G4803490","1980","3","7","Texas","48",,"Navarro","349",,,,,,,,,,,,"NAVARRO",886,412
"G4803510","1980","3","7","Texas","48",,"Newton","351",,,,,,,,,,,,"NEWTON",60,0
"G4803530","1980","3","7","Texas","48",,"Nolan","353",,,,,,,,,,,,"NOLAN",2491,886
"G4803550","1980","3","7","Texas","48","1880","Nueces","355",,,,,,,,,,,,"NUECES",98683,31359
"G4803570","1980","3","7","Texas","48",,"Ochiltree","357",,,,,,,,,,,,"OCHILTREE",646,251
"G4803590","1980","3","7","Texas","48",,"Oldham","359",,,,,,,,,,,,"OLDHAM",93,3
"G4803610","1980","3","7","Texas","48","0840","Orange","361",,,,,,,,,,,,"ORANGE",1573,367
"G4803630","1980","3","7","Texas","48",,"Palo Pinto","363",,,,,,,,,,,,"PALO PINTO",1012,276
"G4803650","1980","3","7","Texas","48",,"Panola","365",,,,,,,,,,,,"PANOLA",168,87
"G4803670","1980","3","7","Texas","48","1920","Parker","367",,,,,,,,,,,,"PARKER",1026,357
"G4803690","1980","3","7","Texas","48",,"Parmer","369",,,,,,,,,,,,"PARMER",2390,1202
"G4803710","1980","3","7","Texas","48",,"Pecos","371",,,,,,,,,,,,"PECOS",5173,1908
"G4803730","1980","3","7","Texas","48",,"Polk","373",,,,,,,,,,,,"POLK",488,414
"G4803750","1980","3","7","Texas","48","0320","Potter","375",,,,,,,,,,,,"POTTER",8989,2456
"G4803770","1980","3","7","Texas","48",,"Presidio","377",,,,,,,,,,,,"PRESIDIO",2002,1969
"G4803790","1980","3","7","Texas","48",,"Rains","379",,,,,,,,,,,,"RAINS",70,0
"G4803810","1980","3","7","Texas","48","0320","Randall","381",,,,,,,,,,,,"RANDALL",2914,396
"G4803830","1980","3","7","Texas","48",,"Reagan","383",,,,,,,,,,,,"REAGAN",921,370
"G4803850","1980","3","7","Texas","48",,"Real","385",,,,,,,,,,,,"REAL",206,346
"G4803870","1980","3","7","Texas","48",,"Red River","387",,,,,,,,,,,,"RED RIVER",75,238
"G4803890","1980","3","7","Texas","48",,"Reeves","389",,,,,,,,,,,,"REEVES",6397,3245
"G4803910","1980","3","7","Texas","48",,"Refugio","391",,,,,,,,,,,,"REFUGIO",2553,981
"G4803930","1980","3","7","Texas","48",,"Roberts","393",,,,,,,,,,,,"ROBERTS",17,15
"G4803950","1980","3","7","Texas","48",,"Robertson","395",,,,,,,,,,,,"ROBERTSON",888,481
"G4803970","1980","3","7","Texas","48","1920","Rockwall","397",,,,,,,,,,,,"ROCKWALL",380,96
"G4803990","1980","3","7","Texas","48",,"Runnels","399",,,,,,,,,,,,"RUNNELS",1490,783
"G4804010","1980","3","7","Texas","48",,"Rusk","401",,,,,,,,,,,,"RUSK",501,185
"G4804030","1980","3","7","Texas","48",,"Sabine","403",,,,,,,,,,,,"SABINE",131,24
"G4804050","1980","3","7","Texas","48",,"San Augustine","405",,,,,,,,,,,,"SAN AUGUSTINE",47,82
"G4804070","1980","3","7","Texas","48",,"San Jacinto","407",,,,,,,,,,,,"SAN JACINTO",109,24
"G4804090","1980","3","7","Texas","48","1880","San Patricio","409",,,,,,,,,,,,"SAN PATRICIO",18423,8307
"G4804110","1980","3","7","Texas","48",,"San Saba","411",,,,,,,,,,,,"SAN SABA",540,404
"G4804130","1980","3","7","Texas","48",,"Schleicher","413",,,,,,,,,,,,"SCHLEICHER",525,206
"G4804150","1980","3","7","Texas","48",,"Scurry","415",,,,,,,,,,,,"SCURRY",2412,955
"G4804170","1980","3","7","Texas","48",,"Shackelford","417",,,,,,,,,,,,"SHACKELFORD",178,33
"G4804190","1980","3","7","Texas","48",,"Shelby","419",,,,,,,,,,,,"SHELBY",165,15
"G4804210","1980","3","7","Texas","48",,"Sherman","421",,,,,,,,,,,,"SHERMAN",264,100
"G4804230","1980","3","7","Texas","48","8640","Smith","423",,,,,,,,,,,,"SMITH",2725,1274
"G4804250","1980","3","7","Texas","48",,"Somervell","425",,,,,,,,,,,,"SOMERVELL",222,65
"G4804270","1980","3","7","Texas","48",,"Starr","427",,,,,,,,,,,,"STARR",12702,13550
"G4804290","1980","3","7","Texas","48",,"Stephens","429",,,,,,,,,,,,"STEPHENS",291,279
"G4804310","1980","3","7","Texas","48",,"Sterling","431",,,,,,,,,,,,"STERLING",177,97
"G4804330","1980","3","7","Texas","48",,"Stonewall","433",,,,,,,,,,,,"STONEWALL",139,32
"G4804350","1980","3","7","Texas","48",,"Sutton","435",,,,,,,,,,,,"SUTTON",1445,614
"G4804370","1980","3","7","Texas","48",,"Swisher","437",,,,,,,,,,,,"SWISHER",1439,1231
"G4804390","1980","3","7","Texas","48","1920","Tarrant","439",,,,,,,,,,,,"TARRANT",55069,11786
"G4804410","1980","3","7","Texas","48","0040","Taylor","441",,,,,,,,,,,,"TAYLOR",9541,2982
"G4804430","1980","3","7","Texas","48",,"Terrell","443",,,,,,,,,,,,"TERRELL",522,169
"G4804450","1980","3","7","Texas","48",,"Terry","445",,,,,,,,,,,,"TERRY",2804,2132
"G4804470","1980","3","7","Texas","48",,"Throckmorton","447",,,,,,,,,,,,"THROCKMORTON",81,27
"G4804490","1980","3","7","Texas","48",,"Titus","449",,,,,,,,,,,,"TITUS",398,202
"G4804510","1980","3","7","Texas","48","7200","Tom Green","451",,,,,,,,,,,,"TOM GREEN",13753,3815
"G4804530","1980","3","7","Texas","48","0640","Travis","453",,,,,,,,,,,,"TRAVIS",54498,15689
"G4804550","1980","3","7","Texas","48",,"Trinity","455",,,,,,,,,,,,"TRINITY",73,7
"G4804570","1980","3","7","Texas","48",,"Tyler","457",,,,,,,,,,,,"TYLER",60,45
"G4804590","1980","3","7","Texas","48",,"Upshur","459",,,,,,,,,,,,"UPSHUR",109,64
"G4804610","1980","3","7","Texas","48",,"Upton","461",,,,,,,,,,,,"UPTON",861,433
"G4804630","1980","3","7","Texas","48",,"Uvalde","463",,,,,,,,,,,,"UVALDE",7195,5000
"G4804650","1980","3","7","Texas","48",,"Val Verde","465",,,,,,,,,,,,"VAL VERDE",13051,9322
"G4804670","1980","3","7","Texas","48",,"Van Zandt","467",,,,,,,,,,,,"VAN ZANDT",411,157
"G4804690","1980","3","7","Texas","48","8750","Victoria","469",,,,,,,,,,,,"VICTORIA",15535,5246
"G4804710","1980","3","7","Texas","48",,"Walker","471",,,,,,,,,,,,"WALKER",1072,373
"G4804730","1980","3","7","Texas","48","3360","Waller","473",,,,,,"42",,,,,,"WALLER",824,186
"G4804750","1980","3","7","Texas","48",,"Ward","475",,,,,,,,,,,,"WARD",2988,730
"G4804770","1980","3","7","Texas","48",,"Washington","477",,,,,,,,,,,,"WASHINGTON",438,54
"G4804790","1980","3","7","Texas","48","4080","Webb","479",,,,,,,,,,,,"WEBB",58376,31435
"G4804810","1980","3","7","Texas","48",,"Wharton","481",,,,,,,,,,,,"WHARTON",6379,2299
"G4804830","1980","3","7","Texas","48",,"Wheeler","483",,,,,,,,,,,,"WHEELER",165,125
"G4804850","1980","3","7","Texas","48","9080","Wichita","485",,,,,,,,,,,,"WICHITA",5850,1725
"G4804870","1980","3","7","Texas","48",,"Wilbarger","487",,,,,,,,,,,,"WILBARGER",807,605
"G4804890","1980","3","7","Texas","48",,"Willacy","489",,,,,,,,,,,,"WILLACY",8375,5658
"G4804910","1980","3","7","Texas","48","0640","Williamson","491",,,,,,,,,,,,"WILLIAMSON",7460,2066
"G4804930","1980","3","7","Texas","48",,"Wilson","493",,,,,,,,,,,,"WILSON",4418,1661
"G4804950","1980","3","7","Texas","48",,"Winkler","495",,,,,,,,,,,,"WINKLER",2188,378
"G4804970","1980","3","7","Texas","48","1920","Wise","497",,,,,,,,,,,,"WISE",1015,340
"G4804990","1980","3","7","Texas","48",,"Wood","499",,,,,,,,,,,,"WOOD",200,70
"G4805010","1980","3","7","Texas","48",,"Yoakum","501",,,,,,,,,,,,"YOAKUM",1666,615
"G4805030","1980","3","7","Texas","48",,"Young","503",,,,,,,,,,,,"YOUNG",581,136
"G4805050","1980","3","7","Texas","48",,"Zapata","505",,,,,,,,,,,,"ZAPATA",3371,1671
"G4805070","1980","3","7","Texas","48",,"Zavala","507",,,,,,,,,,,,"ZAVALA",6040,4343
"G4900010","1980","4","8","Utah","49",,"Beaver","001",,,,,,,,,,,,"BEAVER",40,34
"G4900030","1980","4","8","Utah","49",,"Box Elder","003",,,,,,,,,,,,"BOX ELDER",1020,262
"G4900050","1980","4","8","Utah","49",,"Cache","005",,,,,,,,,,,,"CACHE",329,148
"G4900070","1980","4","8","Utah","49",,"Carbon","007",,,,,,,,,,,,"CARBON",2050,322
"G4900090","1980","4","8","Utah","49",,"Daggett","009",,,,,,,,,,,,"DAGGETT",0,0
"G4900110","1980","4","8","Utah","49","7160","Davis","011",,,,,,,,,,,,"DAVIS",4375,1030
"G4900130","1980","4","8","Utah","49",,"Duchesne","013",,,,,,,,,,,,"DUCHESNE",102,21
"G4900150","1980","4","8","Utah","49",,"Emery","015",,,,,,,,,,,,"EMERY",160,36
"G4900170","1980","4","8","Utah","49",,"Garfield","017",,,,,,,,,,,,"GARFIELD",41,0
"G4900190","1980","4","8","Utah","49",,"Grand","019",,,,,,,,,,,,"GRAND",278,74
"G4900210","1980","4","8","Utah","49",,"Iron","021",,,,,,,,,,,,"IRON",103,146
"G4900230","1980","4","8","Utah","49",,"Juab","023",,,,,,,,,,,,"JUAB",67,7
"G4900250","1980","4","8","Utah","49",,"Kane","025",,,,,,,,,,,,"KANE",25,6
"G4900270","1980","4","8","Utah","49",,"Millard","027",,,,,,,,,,,,"MILLARD",74,62
"G4900290","1980","4","8","Utah","49",,"Morgan","029",,,,,,,,,,,,"MORGAN",39,0
"G4900310","1980","4","8","Utah","49",,"Piute","031",,,,,,,,,,,,"PIUTE",0,0
"G4900330","1980","4","8","Utah","49",,"Rich","033",,,,,,,,,,,,"RICH",0,0
"G4900350","1980","4","8","Utah","49","7160","Salt Lake","035",,,,,,,,,,,,"SALT LAKE",25278,4844
"G4900370","1980","4","8","Utah","49",,"San Juan","037",,,,,,,,,,,,"SAN JUAN",308,69
"G4900390","1980","4","8","Utah","49",,"Sanpete","039",,,,,,,,,,,,"SANPETE",158,107
"G4900410","1980","4","8","Utah","49",,"Sevier","041",,,,,,,,,,,,"SEVIER",73,14
"G4900430","1980","4","8","Utah","49",,"Summit","043",,,,,,,,,,,,"SUMMIT",227,12
"G4900450","1980","4","8","Utah","49","7160","Tooele","045",,,,,,,,,,,,"TOOELE",2013,332
"G4900470","1980","4","8","Utah","49",,"Uintah","047",,,,,,,,,,,,"UINTAH",529,52
"G4900490","1980","4","8","Utah","49","6520","Utah","049",,,,,,,,,,,,"UTAH",3785,1268
"G4900510","1980","4","8","Utah","49",,"Wasatch","051",,,,,,,,,,,,"WASATCH",72,28
"G4900530","1980","4","8","Utah","49",,"Washington","053",,,,,,,,,,,,"WASHINGTON",213,96
"G4900550","1980","4","8","Utah","49",,"Wayne","055",,,,,,,,,,,,"WAYNE",0,0
"G4900570","1980","4","8","Utah","49","7160","Weber","057",,,,,,,,,,,,"WEBER",6470,1887
"G5000010","1980","1","1","Vermont","50",,"Addison","001",,,,,,,,,,,,"ADDISON",92,39
"G5000030","1980","1","1","Vermont","50",,"Bennington","003",,,,,,,,,,,,"BENNINGTON",141,26
"G5000050","1980","1","1","Vermont","50",,"Caledonia","005",,,,,,,,,,,,"CALEDONIA",57,1
"G5000070","1980","1","1","Vermont","50",,"Chittenden","007",,,,,,,,,,,,"CHITTENDEN",710,94
"G5000090","1980","1","1","Vermont","50",,"Essex","009",,,,,,,,,,,,"ESSEX",0,0
"G5000110","1980","1","1","Vermont","50",,"Franklin","011",,,,,,,,,,,,"FRANKLIN",93,28
"G5000130","1980","1","1","Vermont","50",,"Grand Isle","013",,,,,,,,,,,,"GRAND ISLE",0,0
"G5000150","1980","1","1","Vermont","50",,"Lamoille","015",,,,,,,,,,,,"LAMOILLE",59,37
"G5000170","1980","1","1","Vermont","50",,"Orange","017",,,,,,,,,,,,"ORANGE",124,2
"G5000190","1980","1","1","Vermont","50",,"Orleans","019",,,,,,,,,,,,"ORLEANS",76,4
"G5000210","1980","1","1","Vermont","50",,"Rutland","021",,,,,,,,,,,,"RUTLAND",209,54
"G5000230","1980","1","1","Vermont","50",,"Washington","023",,,,,,,,,,,,"WASHINGTON",794,50
"G5000250","1980","1","1","Vermont","50",,"Windham","025",,,,,,,,,,,,"WINDHAM",138,33
"G5000270","1980","1","1","Vermont","50",,"Windsor","027",,,,,,,,,,,,"WINDSOR",108,47
"G5100010","1980","3","5","Virginia","51",,"Accomack","001",,,,,,,,,,,,"ACCOMACK",329,153
"G5100030","1980","3","5","Virginia","51","1540","Albemarle","003",,,,,,,,,,,,"ALBEMARLE",309,75
"G5100050","1980","3","5","Virginia","51",,"Alleghany","005",,,,,,,,,,,,"ALLEGHANY",47,0
"G5100070","1980","3","5","Virginia","51",,"Amelia","007",,,,,,,,,,,,"AMELIA",65,9
"G5100090","1980","3","5","Virginia","51","4640","Amherst","009",,,,,,,,,,,,"AMHERST",157,43
"G5100110","1980","3","5","Virginia","51","4640","Appomattox","011",,,,,,,,,,,,"APPOMATTOX",77,23
"G5100130","1980","3","5","Virginia","51","8840","Arlington","013",,,,,,,,,,,,"ARLINGTON",7336,1232
