GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,TRACTA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URB_AREAA,ANPSADPI,FF5001,FF5002,FF5003,FF5004,FF5005,FF5006,FF5007,FF5008,FF5009,FF5010,FF5011,FF5012,FF5013,FF5014,FF5015,FF5016,FF5017,FF5018,FF5019,FF5020,FF5021,FF5022,FF5023,FF5024,FF5025,FF5026,FF5027,FF5028,FF5029,FF5030,FF5AAA001,FF5AAA002,FF5AAA003,FF5AAA004,FF5AAA005,FF5AAA006,FF5AAA007,FF5AAA008,FF5AAA009,FF5AAA010,FF5AAA011,FF5AAA012,FF5AAA013,FF5AAA014,FF5AAA015,FF5AAA016,FF5AAA017,FF5AAA018,FF5AAA019,FF5AAA020,FF5AAA021,FF5AAA022,FF5AAA023,FF5AAA024,FF5AAA025,FF5AAA026,FF5AAA027,FF5AAA028,FF5AAA029,FF5AAA030,FF5AAB001,FF5AAB002,FF5AAB003,FF5AAB004,FF5AAB005,FF5AAB006,FF5AAB007,FF5AAB008,FF5AAB009,FF5AAB010,FF5AAB011,FF5AAB012,FF5AAB013,FF5AAB014,FF5AAB015,FF5AAB016,FF5AAB017,FF5AAB018,FF5AAB019,FF5AAB020,FF5AAB021,FF5AAB022,FF5AAB023,FF5AAB024,FF5AAB025,FF5AAB026,FF5AAB027,FF5AAB028,FF5AAB029,FF5AAB030,FF5AAC001,FF5AAC002,FF5AAC003,FF5AAC004,FF5AAC005,FF5AAC006,FF5AAC007,FF5AAC008,FF5AAC009,FF5AAC010,FF5AAC011,FF5AAC012,FF5AAC013,FF5AAC014,FF5AAC015,FF5AAC016,FF5AAC017,FF5AAC018,FF5AAC019,FF5AAC020,FF5AAC021,FF5AAC022,FF5AAC023,FF5AAC024,FF5AAC025,FF5AAC026,FF5AAC027,FF5AAC028,FF5AAC029,FF5AAC030,FF5AAG001,FF5AAG002,FF5AAG003,FF5AAG004,FF5AAG005,FF5AAG006,FF5AAG007,FF5AAG008,FF5AAG009,FF5AAG010,FF5AAG011,FF5AAG012,FF5AAG013,FF5AAG014,FF5AAG015,FF5AAG016,FF5AAG017,FF5AAG018,FF5AAG019,FF5AAG020,FF5AAG021,FF5AAG022,FF5AAG023,FF5AAG024,FF5AAG025,FF5AAG026,FF5AAG027,FF5AAG028,FF5AAG029,FF5AAG030,FF5AAW001,FF5AAW002,FF5AAW003,FF5AAW004,FF5AAW005,FF5AAW006,FF5AAW007,FF5AAW008,FF5AAW009,FF5AAW010,FF5AAW011,FF5AAW012,FF5AAW013,FF5AAW014,FF5AAW015,FF5AAW016,FF5AAW017,FF5AAW018,FF5AAW019,FF5AAW020,FF5AAW021,FF5AAW022,FF5AAW023,FF5AAW024,FF5AAW025,FF5AAW026,FF5AAW027,FF5AAW028,FF5AAW029,FF5AAW030,FF5AAX001,FF5AAX002,FF5AAX003,FF5AAX004,FF5AAX005,FF5AAX006,FF5AAX007,FF5AAX008,FF5AAX009,FF5AAX010,FF5AAX011,FF5AAX012,FF5AAX013,FF5AAX014,FF5AAX015,FF5AAX016,FF5AAX017,FF5AAX018,FF5AAX019,FF5AAX020,FF5AAX021,FF5AAX022,FF5AAX023,FF5AAX024,FF5AAX025,FF5AAX026,FF5AAX027,FF5AAX028,FF5AAX029,FF5AAX030,FF5ABR001,FF5ABR002,FF5ABR003,FF5ABR004,FF5ABR005,FF5ABR006,FF5ABR007,FF5ABR008,FF5ABR009,FF5ABR010,FF5ABR011,FF5ABR012,FF5ABR013,FF5ABR014,FF5ABR015,FF5ABR016,FF5ABR017,FF5ABR018,FF5ABR019,FF5ABR020,FF5ABR021,FF5ABR022,FF5ABR023,FF5ABR024,FF5ABR025,FF5ABR026,FF5ABR027,FF5ABR028,FF5ABR029,FF5ABR030,FF5ABS001,FF5ABS002,FF5ABS003,FF5ABS004,FF5ABS005,FF5ABS006,FF5ABS007,FF5ABS008,FF5ABS009,FF5ABS010,FF5ABS011,FF5ABS012,FF5ABS013,FF5ABS014,FF5ABS015,FF5ABS016,FF5ABS017,FF5ABS018,FF5ABS019,FF5ABS020,FF5ABS021,FF5ABS022,FF5ABS023,FF5ABS024,FF5ABS025,FF5ABS026,FF5ABS027,FF5ABS028,FF5ABS029,FF5ABS030
"G5000010","1990",,,,,,,"Addison","001",,"1","9999",,"9999","1","Vermont","50",,"Addison County",42,51,906,206,290,283,185,3464,1229,347,195,1383,665,160,311,32,24,763,203,247,145,210,3757,1548,495,259,1602,601,106,165,42,51,906,206,287,283,183,3462,1214,347,190,1378,641,158,308,32,24,763,203,247,138,210,3743,1527,495,259,1586,586,106,137,0,0,0,0,0,0,0,0,0,0,2,2,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,0,0,0,0,0,0,3,0,2,2,2,0,0,2,0,2,0,0,0,0,0,0,7,0,3,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,3,1,12,0,3,0,0,0,0,0,0,0,11,2,0,0,14,6,0,28,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,6,0,5,0,5,2,0,0,0,0,0,0,0,17,11,0,0,1,0,4,0,42,51,906,206,287,283,183,3451,1205,341,190,1373,641,153,306,32,24,763,203,247,138,210,3726,1516,495,259,1585,586,102,137,0,0,0,0,0,0,0,0,0,0,2,2,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,0,0
"G5000030","1990",,,,,,,"Bennington","003",,"1","9999",,"9999","1","Vermont","50",,"Bennington County",19,105,1082,299,425,300,229,3504,1548,397,333,1690,625,312,139,9,94,1059,386,525,364,305,3915,1946,581,517,1912,653,142,37,19,105,1079,299,425,300,229,3484,1505,397,333,1660,601,307,139,9,94,1050,386,523,349,303,3888,1925,579,517,1877,645,142,37,0,0,0,0,0,0,0,2,24,0,0,0,15,1,0,0,0,0,0,0,0,0,2,0,2,0,19,6,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,9,0,0,13,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,2,19,0,0,30,9,4,0,0,0,0,0,2,2,2,25,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,2,2,22,0,0,0,9,0,0,0,0,0,0,0,0,0,18,13,0,0,3,0,0,0,19,105,1076,299,425,300,227,3482,1483,397,333,1660,592,307,139,9,94,1050,386,523,349,303,3870,1920,579,517,1874,645,142,37,0,0,0,0,0,0,0,2,24,0,0,0,15,1,0,0,0,0,0,0,0,0,2,0,2,0,19,6,0,0
"G5000050","1990",,,,,,,"Caledonia","005",,"1","9999",,"9999","1","Vermont","50",,"Caledonia County",11,32,981,229,359,253,172,3264,994,294,102,897,449,166,71,20,37,783,251,337,281,199,3609,1316,334,282,1254,332,134,22,11,32,974,229,359,250,172,3241,980,294,100,897,447,162,71,20,37,781,248,337,281,193,3578,1311,334,282,1252,332,134,22,0,0,5,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,3,0,13,12,0,2,0,0,0,0,0,0,2,3,0,0,6,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,11,8,0,1,9,4,0,0,0,0,5,0,0,0,0,6,6,0,1,2,7,0,0,11,32,974,228,359,248,172,3230,972,294,99,888,443,162,71,20,37,776,248,337,281,193,3572,1305,334,281,1250,325,134,22,0,0,5,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"G5000070","1990",,,,,,,"Chittenden","007",,"1","####",,"9999","1","Vermont","50",,"Chittenden County",149,98,2087,696,775,596,651,10149,5794,1302,1685,7867,3516,1517,1135,122,146,2046,677,949,686,850,12079,6788,2120,1909,8577,3320,628,455,149,98,2066,694,766,567,606,10032,5687,1302,1624,7698,3421,1485,1070,122,146,2006,675,924,669,828,11912,6695,2104,1890,8399,3280,611,443,0,0,8,0,7,18,15,54,68,0,25,70,12,2,7,0,0,0,2,0,6,3,77,37,16,0,26,5,0,0,0,0,13,2,2,11,0,27,15,0,8,16,0,6,0,0,0,18,0,20,11,8,18,29,0,0,5,0,0,0,0,0,0,0,0,0,30,25,24,0,28,70,64,24,53,0,0,22,0,5,0,11,51,19,0,19,128,35,17,12,0,0,0,0,0,0,0,11,0,0,0,13,19,0,5,0,0,0,0,0,0,0,21,8,0,0,19,0,0,0,0,0,14,6,0,0,13,61,23,8,15,45,45,13,12,0,0,27,8,0,0,6,69,36,0,6,72,32,5,5,149,98,2052,688,766,567,599,9982,5671,1294,1619,7653,3389,1472,1063,122,146,1986,667,924,669,822,11865,6667,2104,1884,8346,3250,606,438,0,0,8,0,7,18,15,54,61,0,25,70,12,2,7,0,0,0,2,0,6,3,68,37,16,0,26,5,0,0
"G5000090","1990",,,,,,,"Essex","009",,"1","9999",,"9999","1","Vermont","50",,"Essex County",14,18,335,98,122,83,35,889,259,46,18,133,35,10,6,1,12,319,91,97,91,57,918,323,73,21,127,32,20,2,14,18,332,98,119,83,35,884,259,46,11,132,33,10,6,1,12,319,91,97,89,57,913,320,72,19,124,32,20,2,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,2,0,0,14,18,332,98,119,83,35,882,259,46,11,132,33,10,6,1,12,319,91,97,89,57,910,320,72,19,119,30,20,2,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"G5000110","1990",,,,,,,"Franklin","011",,"1","####",,"9999","1","Vermont","50",,"Franklin County",67,111,1650,310,437,394,266,4946,1370,416,205,1219,318,130,91,42,90,1364,403,438,342,321,5254,1771,557,456,1311,314,136,14,67,104,1590,308,432,369,252,4849,1358,416,199,1217,314,130,88,42,90,1350,395,429,331,321,5156,1733,557,455,1294,312,136,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,60,2,5,25,9,95,9,0,0,2,0,0,3,0,0,11,8,7,9,0,85,28,0,1,7,2,0,0,0,0,0,0,0,0,0,2,3,0,6,0,4,0,0,0,0,3,0,2,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,3,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,2,6,0,0,0,0,0,0,3,0,0,2,0,48,9,0,0,2,0,0,0,67,104,1582,308,430,369,252,4849,1358,414,199,1217,314,130,88,42,90,1347,395,429,331,321,5121,1727,557,455,1292,312,136,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"G5000130","1990",,,,,,,"Grand Isle","013",,"1","####",,"9999","1","Vermont","50",,"Grand Isle County",3,22,204,46,51,58,35,606,226,89,41,223,89,24,24,0,13,134,41,63,40,27,615,320,97,65,234,92,16,10,3,22,201,46,51,58,35,599,226,89,38,223,89,24,24,0,13,132,41,63,40,27,609,320,97,65,234,92,16,10,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,22,201,46,51,58,35,599,224,86,38,223,89,22,24,0,13,132,41,63,40,27,606,320,97,65,230,92,16,10,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5000150","1990",,,,,,,"Lamoille","015",,"1","9999",,"9999","1","Vermont","50",,"Lamoille County",14,27,594,184,175,216,93,2162,724,236,157,883,292,135,84,20,8,534,146,175,159,85,2087,1028,293,231,1027,377,110,29,10,27,594,184,175,210,93,2136,721,233,156,875,290,135,84,20,8,527,146,175,157,85,2078,1018,293,226,1025,368,110,26,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,3,3,0,0,0,0,0,0,0,5,0,0,2,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,22,0,0,1,8,0,0,0,0,0,2,0,0,0,0,5,3,0,5,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,2,0,6,2,5,0,11,7,0,0,2,0,2,0,0,0,0,2,8,2,9,0,2,2,0,10,27,592,184,175,208,93,2130,719,231,156,868,283,135,84,18,8,525,146,175,157,85,2076,1014,291,217,1025,368,108,26,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5000170","1990",,,,,,,"Orange","017",,"1","9999",,"9999","1","Vermont","50",,"Orange County",10,51,714,213,364,272,192,3013,1015,270,171,977,458,162,120,12,8,519,185,240,280,179,3397,1211,350,261,1192,491,182,48,10,51,714,213,362,272,192,3005,1015,270,168,975,458,156,113,12,8,509,184,240,280,179,3383,1202,350,261,1172,483,180,45,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,2,0,0,4,0,0,3,2,0,2,7,0,0,3,1,0,0,0,3,6,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3,6,0,14,0,0,0,0,3,2,0,0,0,7,3,0,4,0,4,8,0,5,0,0,0,0,10,51,714,211,359,266,192,2993,1015,270,168,975,455,156,113,12,8,509,181,240,276,179,3381,1194,350,256,1172,483,180,45,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0
"G5000190","1990",,,,,,,"Orleans","019",,"1","9999",,"9999","1","Vermont","50",,"Orleans County",21,38,1199,294,341,213,173,2860,811,220,104,667,198,98,26,34,54,1006,296,347,257,185,2907,1158,356,193,868,219,75,14,21,38,1183,291,341,210,167,2855,803,220,102,657,194,98,26,34,54,1006,296,344,254,185,2889,1148,356,193,861,214,75,14,0,0,0,0,0,0,3,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,3,0,3,3,2,8,0,0,5,4,0,0,0,0,0,0,3,3,0,9,10,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,7,0,0,2,1,0,0,21,38,1183,291,341,210,167,2855,803,220,102,657,192,98,26,34,54,1006,296,344,254,185,2879,1141,356,193,859,213,75,14,0,0,0,0,0,0,3,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0
"G5000210","1990",,,,,,,"Rutland","021",,"1","9999",,"9999","1","Vermont","50",,"Rutland County",174,100,1555,488,776,526,572,6744,3032,586,533,2739,865,341,137,141,121,1452,539,824,486,575,7739,3584,775,874,3055,913,238,41,174,100,1550,488,761,524,572,6726,3000,584,525,2720,859,336,137,141,121,1435,530,824,484,575,7710,3545,775,872,3033,913,238,36,0,0,0,0,4,0,0,10,8,2,2,15,0,0,0,0,0,0,0,0,0,0,7,5,0,0,4,0,0,0,0,0,0,0,11,2,0,8,12,0,6,4,0,3,0,0,0,0,7,0,2,0,4,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,2,0,0,0,17,2,0,0,0,18,19,0,2,13,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,2,0,26,18,0,0,10,0,0,0,0,0,0,0,0,2,0,14,12,0,7,32,2,0,0,174,100,1550,488,761,522,572,6700,2982,584,525,2717,859,336,137,141,121,1435,530,824,482,575,7696,3538,775,865,3004,911,238,36,0,0,0,0,4,0,0,10,8,2,2,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0
"G5000230","1990",,,,,,,"Washington","023",,"1","9999",,"9999","1","Vermont","50",,"Washington County",26,67,1421,321,540,470,546,5552,2129,500,448,2717,1223,329,298,28,49,1236,395,436,536,581,7230,2784,954,657,2724,1089,241,76,26,67,1413,321,532,470,546,5520,2104,498,448,2698,1218,329,291,28,49,1234,390,429,532,571,7183,2751,947,657,2706,1089,238,76,0,0,2,0,8,0,0,9,20,0,0,14,0,0,0,0,0,2,0,0,3,0,23,12,5,0,10,0,0,0,0,0,6,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,3,2,1,0,19,8,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,5,5,0,7,0,0,0,2,1,0,10,5,11,0,0,8,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,5,0,7,11,14,4,14,104,18,6,19,24,5,14,5,0,0,10,0,11,9,5,117,15,11,12,8,16,1,0,21,67,1406,310,518,466,532,5421,2089,494,429,2674,1213,315,286,28,49,1226,390,422,523,566,7066,2736,936,645,2698,1073,237,76,0,0,2,0,8,0,0,9,20,0,0,14,0,0,0,0,0,0,0,0,3,0,23,12,5,0,10,0,0,0
"G5000250","1990",,,,,,,"Windham","025",,"1","9999",,"9999","1","Vermont","50",,"Windham County",25,20,1013,423,459,425,282,4544,1889,356,231,2196,825,244,155,41,25,954,278,397,415,282,5104,2397,617,374,2197,1043,227,52,18,20,996,407,454,412,282,4511,1875,349,225,2173,813,233,155,29,25,941,278,390,415,282,5085,2372,614,372,2189,1006,227,52,0,0,13,5,0,11,0,2,0,0,4,10,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,11,0,0,0,0,4,0,0,2,0,11,2,0,2,7,0,0,0,0,0,0,0,0,0,0,9,17,0,0,3,0,0,0,0,0,0,11,5,0,0,20,12,0,0,6,12,11,0,12,0,13,0,5,0,0,4,2,3,2,5,13,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,13,0,0,7,0,2,0,2,1,0,19,13,7,0,5,2,8,5,0,0,2,0,0,0,0,15,6,0,4,4,24,0,0,18,20,994,407,452,411,282,4492,1862,349,225,2168,811,225,150,29,25,939,278,390,415,282,5076,2370,614,368,2185,995,227,52,0,0,13,5,0,11,0,2,0,0,4,10,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,11,0,0
"G5000270","1990",,,,,,,"Windsor","027",,"1","9999",,"9999","1","Vermont","50",,"Windsor County",32,51,1269,415,679,586,441,6302,2473,679,457,2477,900,471,349,51,59,1075,445,669,553,559,6820,2927,921,690,2972,1108,319,108,24,51,1267,415,670,582,435,6238,2450,673,457,2449,892,471,349,45,59,1066,445,662,553,559,6795,2890,921,676,2944,1095,314,108,0,0,0,0,0,4,0,14,8,0,0,8,0,0,0,0,0,0,0,0,0,0,1,7,0,7,8,0,0,0,0,0,2,0,9,0,6,17,3,3,0,12,0,0,0,0,0,0,0,7,0,0,2,17,0,0,0,5,0,0,8,0,0,0,0,0,0,33,0,3,0,8,8,0,0,6,0,7,0,0,0,0,18,13,0,0,20,8,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,7,0,0,0,0,10,0,0,0,0,0,1,25,32,6,0,11,9,0,0,0,0,4,2,3,0,5,16,8,0,7,8,2,7,0,14,51,1267,415,670,582,434,6213,2430,667,457,2438,883,471,349,45,59,1064,443,659,553,554,6783,2882,921,676,2936,1093,307,108,0,0,0,0,0,4,0,14,8,0,0,8,0,0,0,0,0,0,0,0,0,0,1,7,0,7,8,0,0,0
"G5100010","1990",,,,,,,"Accomack","001",,"5","9999",,"9999","3","Virginia","51",,"Accomack County",166,329,1483,597,765,494,231,3117,1235,252,183,707,154,111,32,177,296,1548,653,884,784,351,4139,1457,265,244,712,186,68,23,37,83,901,393,464,322,118,2381,1026,232,137,656,131,111,32,31,79,822,366,523,541,211,3117,1128,232,195,630,158,62,23,108,236,582,204,293,170,103,733,207,18,39,51,23,0,0,146,215,709,287,361,243,140,1016,329,33,49,82,28,6,0,0,0,0,0,3,2,0,3,0,0,7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,21,10,0,0,5,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,20,8,17,0,10,5,7,0,0,2,0,0,0,8,2,7,0,12,0,0,27,13,0,0,0,0,0,0,37,54,884,393,452,322,118,2376,1026,232,137,654,131,111,32,23,79,815,366,523,541,211,3090,1115,232,195,630,158,62,23,108,236,579,196,293,170,103,733,200,18,39,51,23,0,0,146,215,709,287,349,243,140,1016,329,33,49,82,28,6,0
"G5100030","1990",,,,,,,"Albemarle","003",,"5","1540",,"9999","3","Virginia","51",,"Albemarle County",158,313,1529,469,558,458,355,3617,2785,349,550,4212,2024,1254,1218,110,221,1322,488,794,604,394,4801,4165,694,778,5020,2003,459,400,114,256,1171,394,478,336,221,3052,2563,326,532,3946,1929,1188,1107,95,184,1007,395,604,521,329,4061,3741,616,714,4711,1880,425,339,37,57,343,75,80,122,134,535,207,16,12,176,31,14,14,15,37,306,82,190,83,53,675,362,51,56,191,27,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,10,0,0,7,0,9,0,0,0,0,26,15,7,0,90,64,39,78,0,0,9,11,0,0,8,58,47,27,8,105,62,21,20,0,0,6,0,0,0,0,4,0,0,6,0,0,13,19,0,0,0,0,0,0,4,0,7,0,0,13,24,0,10,0,16,20,0,0,0,0,38,14,18,7,13,7,43,27,0,0,0,8,0,11,10,25,55,8,0,23,25,20,0,114,240,1157,394,478,336,221,3018,2563,308,525,3933,1922,1158,1099,95,184,1007,387,604,510,323,4036,3693,608,714,4706,1867,405,339,37,57,343,75,80,122,134,535,202,16,12,176,31,14,14,15,37,306,82,190,83,53,675,362,51,56,180,27,13,31
"G5100050","1990",,,,,,,"Alleghany","005",,"5","9999",,"9999","3","Virginia","51",,"Alleghany County",66,107,609,129,194,159,144,1632,604,110,104,266,132,19,30,45,40,660,132,276,243,85,1659,816,184,44,222,141,14,0,58,105,594,118,194,153,128,1568,599,110,104,266,124,19,30,40,40,645,132,270,243,79,1604,796,184,42,215,133,14,0,8,2,7,11,0,6,16,64,5,0,0,0,0,0,0,5,0,6,0,6,0,6,55,20,0,2,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,105,587,118,194,153,128,1568,599,110,104,266,124,19,30,40,40,645,132,270,243,79,1604,796,184,42,215,133,14,0,8,2,7,11,0,6,16,64,5,0,0,0,0,0,0,5,0,6,0,6,0,6,55,20,0,2,7,0,0,0
"G5100070","1990",,,,,,,"Amelia","007",,"5","9999",,"9999","3","Virginia","51",,"Amelia County",43,136,515,191,277,149,83,888,234,84,19,105,37,34,0,26,94,392,179,173,181,90,1119,405,58,33,174,55,14,0,36,31,293,150,175,83,50,674,224,42,19,90,32,34,0,11,38,199,137,93,97,80,781,328,33,28,145,28,14,0,7,105,214,41,102,66,33,214,10,42,0,15,5,0,0,15,56,193,42,80,84,10,338,77,25,5,29,27,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31,293,150,175,83,50,674,224,42,19,90,32,34,0,11,38,199,137,93,97,80,781,328,33,28,145,28,14,0,7,105,214,41,102,66,33,214,10,42,0,15,5,0,0,15,56,193,42,80,84,10,338,77,25,5,29,27,0,0
"G5100090","1990",,,,,,,"Amherst","009",,"5","4640",,"9999","3","Virginia","51",,"Amherst County",488,283,1432,453,612,349,286,2471,1112,286,80,581,188,106,85,589,192,1199,376,559,571,313,3253,1409,289,129,714,247,83,10,362,193,1087,416,484,261,168,1951,1017,224,80,536,173,89,85,480,102,799,284,412,467,215,2678,1206,251,120,631,226,75,10,126,90,339,37,128,88,118,506,93,62,0,45,15,17,0,97,83,386,92,135,92,98,566,191,38,9,83,21,8,0,0,0,6,0,0,0,0,14,2,0,0,0,0,0,0,12,7,6,0,12,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,2,0,7,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,362,193,1080,416,484,261,168,1951,1012,224,78,536,166,89,85,480,102,799,284,412,460,215,2671,1206,251,120,631,226,75,10,126,90,336,37,128,88,118,506,93,62,0,45,15,17,0,97,83,386,92,135,90,98,566,191,38,9,83,21,8,0
