GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,TRACTA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URB_AREAA,ANPSADPI,FF5001,FF5002,FF5003,FF5004,FF5005,FF5006,FF5007,FF5008,FF5009,FF5010,FF5011,FF5012,FF5013,FF5014,FF5015,FF5016,FF5017,FF5018,FF5019,FF5020,FF5021,FF5022,FF5023,FF5024,FF5025,FF5026,FF5027,FF5028,FF5029,FF5030,FF5AAA001,FF5AAA002,FF5AAA003,FF5AAA004,FF5AAA005,FF5AAA006,FF5AAA007,FF5AAA008,FF5AAA009,FF5AAA010,FF5AAA011,FF5AAA012,FF5AAA013,FF5AAA014,FF5AAA015,FF5AAA016,FF5AAA017,FF5AAA018,FF5AAA019,FF5AAA020,FF5AAA021,FF5AAA022,FF5AAA023,FF5AAA024,FF5AAA025,FF5AAA026,FF5AAA027,FF5AAA028,FF5AAA029,FF5AAA030,FF5AAB001,FF5AAB002,FF5AAB003,FF5AAB004,FF5AAB005,FF5AAB006,FF5AAB007,FF5AAB008,FF5AAB009,FF5AAB010,FF5AAB011,FF5AAB012,FF5AAB013,FF5AAB014,FF5AAB015,FF5AAB016,FF5AAB017,FF5AAB018,FF5AAB019,FF5AAB020,FF5AAB021,FF5AAB022,FF5AAB023,FF5AAB024,FF5AAB025,FF5AAB026,FF5AAB027,FF5AAB028,FF5AAB029,FF5AAB030,FF5AAC001,FF5AAC002,FF5AAC003,FF5AAC004,FF5AAC005,FF5AAC006,FF5AAC007,FF5AAC008,FF5AAC009,FF5AAC010,FF5AAC011,FF5AAC012,FF5AAC013,FF5AAC014,FF5AAC015,FF5AAC016,FF5AAC017,FF5AAC018,FF5AAC019,FF5AAC020,FF5AAC021,FF5AAC022,FF5AAC023,FF5AAC024,FF5AAC025,FF5AAC026,FF5AAC027,FF5AAC028,FF5AAC029,FF5AAC030,FF5AAG001,FF5AAG002,FF5AAG003,FF5AAG004,FF5AAG005,FF5AAG006,FF5AAG007,FF5AAG008,FF5AAG009,FF5AAG010,FF5AAG011,FF5AAG012,FF5AAG013,FF5AAG014,FF5AAG015,FF5AAG016,FF5AAG017,FF5AAG018,FF5AAG019,FF5AAG020,FF5AAG021,FF5AAG022,FF5AAG023,FF5AAG024,FF5AAG025,FF5AAG026,FF5AAG027,FF5AAG028,FF5AAG029,FF5AAG030,FF5AAW001,FF5AAW002,FF5AAW003,FF5AAW004,FF5AAW005,FF5AAW006,FF5AAW007,FF5AAW008,FF5AAW009,FF5AAW010,FF5AAW011,FF5AAW012,FF5AAW013,FF5AAW014,FF5AAW015,FF5AAW016,FF5AAW017,FF5AAW018,FF5AAW019,FF5AAW020,FF5AAW021,FF5AAW022,FF5AAW023,FF5AAW024,FF5AAW025,FF5AAW026,FF5AAW027,FF5AAW028,FF5AAW029,FF5AAW030,FF5AAX001,FF5AAX002,FF5AAX003,FF5AAX004,FF5AAX005,FF5AAX006,FF5AAX007,FF5AAX008,FF5AAX009,FF5AAX010,FF5AAX011,FF5AAX012,FF5AAX013,FF5AAX014,FF5AAX015,FF5AAX016,FF5AAX017,FF5AAX018,FF5AAX019,FF5AAX020,FF5AAX021,FF5AAX022,FF5AAX023,FF5AAX024,FF5AAX025,FF5AAX026,FF5AAX027,FF5AAX028,FF5AAX029,FF5AAX030,FF5ABR001,FF5ABR002,FF5ABR003,FF5ABR004,FF5ABR005,FF5ABR006,FF5ABR007,FF5ABR008,FF5ABR009,FF5ABR010,FF5ABR011,FF5ABR012,FF5ABR013,FF5ABR014,FF5ABR015,FF5ABR016,FF5ABR017,FF5ABR018,FF5ABR019,FF5ABR020,FF5ABR021,FF5ABR022,FF5ABR023,FF5ABR024,FF5ABR025,FF5ABR026,FF5ABR027,FF5ABR028,FF5ABR029,FF5ABR030,FF5ABS001,FF5ABS002,FF5ABS003,FF5ABS004,FF5ABS005,FF5ABS006,FF5ABS007,FF5ABS008,FF5ABS009,FF5ABS010,FF5ABS011,FF5ABS012,FF5ABS013,FF5ABS014,FF5ABS015,FF5ABS016,FF5ABS017,FF5ABS018,FF5ABS019,FF5ABS020,FF5ABS021,FF5ABS022,FF5ABS023,FF5ABS024,FF5ABS025,FF5ABS026,FF5ABS027,FF5ABS028,FF5ABS029,FF5ABS030
"G0201300","1990",,,,,,,"Ketchikan Gateway","130",,"9","9999",,"9999","4","Alaska","02",,"Ketchikan Gateway Borough",9,34,118,76,110,160,174,1468,1075,182,136,586,230,62,37,27,11,100,94,113,106,120,1180,1244,145,138,583,176,41,16,9,18,68,53,73,132,138,1208,960,159,110,564,226,62,37,17,0,57,84,64,72,93,1033,988,119,129,531,175,41,16,0,0,7,0,0,0,6,23,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,8,0,0,0,0,0,35,19,29,26,21,213,78,18,7,11,4,0,0,2,0,36,4,49,18,19,126,211,21,3,11,0,0,0,0,13,8,4,8,0,9,24,22,5,15,11,0,0,0,8,11,4,6,0,16,0,13,45,0,6,33,1,0,0,0,3,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,4,0,2,0,36,20,0,0,7,0,0,0,0,0,3,6,0,0,8,3,13,0,0,28,0,0,0,9,18,68,53,73,132,138,1184,960,159,110,557,226,62,37,17,0,57,84,64,72,93,1033,982,119,129,515,175,41,16,0,0,7,0,0,0,6,23,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,8,0,0,0
"G0201500","1990",,,,,,,"Kodiak Island","150",,"9","9999",,"9999","4","Alaska","02",,"Kodiak Island Borough",20,61,196,81,120,61,156,1468,1080,166,102,632,164,90,32,26,54,151,53,77,52,86,1010,886,105,103,560,144,44,8,0,1,45,50,35,29,106,1062,862,113,75,591,151,85,32,3,2,25,27,34,38,52,683,706,68,99,447,124,31,8,0,0,0,0,4,0,2,13,33,0,0,5,0,0,0,0,0,0,0,0,0,0,7,2,0,0,5,0,2,0,3,27,85,11,43,25,8,213,72,32,16,2,0,4,0,16,32,84,16,39,7,5,194,102,6,0,44,0,0,0,14,26,54,14,31,7,40,145,90,21,11,20,7,0,0,4,20,42,10,4,7,27,111,62,31,2,57,10,11,0,3,7,12,6,7,0,0,35,23,0,0,14,6,1,0,3,0,0,0,0,0,2,15,14,0,2,7,10,0,0,3,9,12,6,15,0,0,82,55,17,10,21,9,1,0,3,3,4,1,0,0,2,25,27,0,10,23,17,0,0,0,1,45,50,27,29,106,1049,835,106,69,589,148,85,32,3,2,21,27,34,38,52,671,699,68,91,443,117,31,8,0,0,0,0,4,0,2,13,33,0,0,5,0,0,0,0,0,0,0,0,0,0,7,2,0,0,5,0,2,0
"G0201640","1990",,,,,,,"Lake And Peninsula","164",,"9","9999",,"9999","4","Alaska","02",,"Lake and Peninsula Borough",20,30,61,17,9,45,17,187,45,11,3,57,18,2,2,20,26,63,19,16,6,6,120,39,12,2,41,10,0,0,0,0,8,6,2,18,5,32,21,8,0,46,16,2,2,0,2,2,4,0,0,2,23,11,4,0,33,10,0,0,,17,30,53,11,7,27,12,155,24,3,3,11,0,0,0,20,24,61,15,16,6,4,97,28,8,2,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,6,2,0,5,32,21,8,0,46,16,2,2,0,2,2,4,0,0,2,21,11,4,0,33,10,0,0,
"G0201700","1990",,,,,,,"Matanuska-Susitna","170",,"9","9999",,"9999","4","Alaska","02",,"Matanuska-Susitna Borough",29,16,410,193,295,254,337,4181,3383,643,323,1318,551,243,117,16,70,266,175,314,256,230,3674,3297,447,399,1405,423,128,47,2,12,382,168,293,218,318,3903,3227,637,298,1285,535,230,108,9,33,220,143,265,231,228,3464,3099,380,393,1352,414,120,42,0,0,0,0,0,3,0,69,24,0,0,7,0,8,0,0,0,0,4,3,0,0,0,14,7,0,17,0,0,0,27,4,24,25,2,33,19,158,108,4,25,14,16,5,9,7,27,41,20,46,20,2,132,148,60,6,6,0,8,0,0,0,0,0,0,0,0,6,6,0,0,12,0,0,0,0,6,5,8,0,5,0,46,28,0,0,23,9,0,5,0,0,4,0,0,0,0,45,18,2,0,0,0,0,0,0,4,0,0,0,0,0,32,8,0,0,7,0,0,0,0,5,4,5,0,0,0,67,54,9,6,12,0,0,0,0,4,0,0,5,0,0,66,46,10,0,30,0,8,0,2,7,382,168,293,218,318,3865,3191,630,292,1273,535,230,108,9,33,220,143,260,231,228,3430,3067,370,393,1329,414,120,42,0,0,0,0,0,3,0,69,24,0,0,7,0,8,0,0,0,0,4,3,0,0,0,7,7,0,17,0,0,0
"G0201800","1990",,,,,,,"Nome","180",,"9","9999",,"9999","4","Alaska","02",,"Nome Census Area",27,58,376,74,46,128,85,760,449,64,35,216,88,15,13,32,106,352,61,78,64,37,600,227,61,30,179,61,18,11,2,0,7,7,5,6,30,183,218,29,22,191,88,15,13,0,0,11,4,26,5,9,62,99,48,14,153,57,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,58,362,62,41,122,55,553,226,35,13,18,0,0,0,32,106,341,57,52,59,28,507,128,13,16,26,4,18,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,5,0,0,0,16,5,0,0,7,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,5,0,0,0,25,14,0,0,7,0,0,0,0,0,4,0,0,0,0,29,0,0,0,4,0,0,0,2,0,7,7,5,6,30,174,209,29,22,191,88,15,13,0,0,7,4,26,5,9,58,99,48,14,149,57,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0201850","1990",,,,,,,"North Slope","185",,"9","9999",,"9999","4","Alaska","02",,"North Slope Borough",55,75,192,19,57,96,64,590,348,59,15,153,69,16,9,34,75,174,28,35,77,22,380,262,54,22,144,37,20,2,0,0,3,2,5,6,33,167,169,33,6,119,67,9,9,0,0,0,0,0,2,0,52,77,19,11,93,28,17,2,0,0,0,2,0,2,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,55,75,180,15,50,86,26,404,134,20,2,13,2,2,0,34,75,169,25,35,72,22,309,146,26,9,29,6,3,0,0,0,9,0,2,2,5,14,25,4,1,21,0,5,0,0,0,5,3,0,3,0,13,31,9,0,22,3,0,0,0,0,0,0,0,0,0,3,5,2,6,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,12,0,0,0,0,5,4,2,6,2,0,2,0,0,0,0,0,0,2,0,2,6,4,2,0,0,3,0,0,0,0,2,5,6,33,165,169,33,6,117,67,9,9,0,0,0,0,0,2,0,52,77,19,11,93,28,14,2,0,0,0,2,0,2,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
"G0201880","1990",,,,,,,"Northwest Arctic","188",,"9","9999",,"9999","4","Alaska","02",,"Northwest Arctic Borough",22,112,234,37,58,67,39,542,198,27,19,108,48,8,13,37,79,233,22,37,34,18,440,189,25,36,116,38,8,0,1,0,9,0,6,4,4,75,85,6,15,90,44,8,13,0,0,2,0,3,0,0,34,37,7,10,89,34,6,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,112,225,37,52,63,33,465,107,21,4,16,2,0,0,37,79,231,22,34,34,18,400,152,18,26,27,2,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,1,0,9,0,6,4,4,72,83,6,15,90,44,8,13,0,0,2,0,3,0,0,34,37,7,10,86,31,6,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0202010","1990",,,,,,,"Prince Of Wales-Outer Ketchikan","201",,"9","9999",,"9999","4","Alaska","02",,"Prince of Wales-Outer Ketchikan Census Area",0,2,77,77,130,125,104,897,455,67,35,145,78,20,2,4,2,52,36,97,89,45,624,332,30,22,140,31,8,0,0,0,37,50,78,83,79,614,321,43,27,132,71,4,2,0,0,26,13,40,54,36,387,225,17,18,119,31,8,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,25,50,42,25,280,126,24,8,13,4,13,0,4,2,26,23,57,35,9,237,103,13,4,15,0,0,0,0,0,0,2,2,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,2,3,0,0,3,9,8,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3,0,0,2,1,0,0,0,0,35,50,78,83,79,613,319,43,27,132,71,4,2,0,0,26,13,40,53,36,384,223,17,18,119,30,8,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0202200","1990",,,,,,,"Sitka","220",,"9","9999",,"9999","4","Alaska","02",,"Sitka Borough",10,30,108,47,64,93,51,906,707,58,63,352,174,32,19,10,18,33,61,45,81,27,700,791,128,75,430,78,20,14,10,7,69,18,55,47,26,651,600,36,48,324,169,32,12,5,0,6,28,39,27,15,505,572,112,53,409,71,20,7,0,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,16,34,24,0,41,25,212,102,15,9,16,5,0,0,5,11,20,33,6,44,6,165,189,7,22,13,0,0,0,0,7,5,5,9,5,0,24,5,0,6,0,0,0,7,0,7,7,0,0,10,6,23,23,9,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,5,0,0,17,7,0,0,12,0,0,0,0,0,0,0,0,7,0,12,5,0,8,7,7,0,0,10,7,69,18,50,47,26,640,593,36,48,324,169,32,12,5,0,6,28,39,27,15,500,567,112,53,402,71,20,7,0,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7
"G0202310","1990",,,,,,,"Skagway-Yakutat-Angoon","231",,"9","9999",,"9999","4","Alaska","02",,"Skagway-Yakutat-Angoon Census Area",5,11,83,42,49,82,45,585,320,52,24,132,61,13,5,3,30,36,24,66,51,23,375,262,43,24,160,32,15,2,0,0,31,28,17,49,36,393,249,43,22,121,59,9,5,0,0,3,14,32,22,11,222,193,35,17,135,27,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,11,45,14,32,33,7,190,71,9,2,11,0,4,0,3,27,33,10,34,26,12,152,67,6,7,21,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,3,0,0,2,2,0,4,0,0,0,0,0,7,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,16,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,31,28,17,49,36,379,249,43,22,121,59,9,5,0,0,3,14,32,22,11,220,189,35,17,135,27,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"G0202400","1990",,,,,,,"Southeast Fairbanks","240",,"9","9999",,"9999","4","Alaska","02",,"Southeast Fairbanks Census Area",13,15,75,29,71,38,23,570,459,71,57,222,111,14,7,23,17,50,35,27,34,16,552,393,48,57,188,62,19,2,2,3,41,27,56,34,19,451,408,64,45,212,111,14,7,2,3,18,15,16,28,14,433,335,44,49,170,59,17,2,0,0,4,0,0,0,0,28,22,4,10,3,0,0,0,0,1,0,2,0,0,0,14,12,2,8,11,3,2,0,11,10,30,2,15,4,4,79,19,3,2,7,0,0,0,14,11,26,7,7,6,2,83,27,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,11,4,0,0,16,10,0,0,0,0,0,0,0,2,0,0,0,0,0,12,10,0,0,0,0,0,0,0,2,0,0,0,0,0,6,9,2,0,2,0,0,0,0,2,0,0,0,0,0,19,13,2,0,13,0,0,0,0,2,0,0,0,2,0,14,11,2,2,2,0,2,0,2,3,41,27,56,34,19,444,405,64,45,199,111,14,7,2,3,18,15,16,26,14,427,335,44,47,170,59,17,2,0,0,4,0,0,0,0,28,22,2,10,3,0,0,0,0,1,0,2,0,0,0,14,12,2,8,11,3,0,0
"G0202610","1990",,,,,,,"Valdez-Cordova","261",,"9","9999",,"9999","4","Alaska","02",,"Valdez-Cordova Census Area",74,10,88,87,86,100,129,1234,829,157,95,459,156,38,2,55,26,95,38,69,111,45,772,803,128,87,374,117,18,0,11,3,36,72,60,83,110,1082,744,142,89,428,147,38,2,29,4,42,28,36,60,36,645,723,114,84,350,108,14,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,63,7,38,10,21,14,5,134,54,8,6,5,3,0,0,21,19,40,8,33,49,4,90,46,5,3,5,3,0,0,0,0,7,0,5,3,7,18,9,7,0,12,6,0,0,0,3,13,2,0,2,0,23,22,9,0,13,6,4,0,0,0,7,5,0,0,7,0,13,0,0,7,0,0,0,5,0,0,0,0,0,5,6,12,0,0,0,0,0,0,0,0,9,5,0,0,7,5,38,2,0,15,2,0,0,5,0,0,0,0,2,5,21,27,10,0,3,2,0,0,11,3,36,72,60,83,110,1077,727,140,89,420,145,38,2,29,4,42,28,36,58,36,632,710,104,84,347,106,14,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0
"G0202700","1990",,,,,,,"Wade Hampton","270",,"9","9999",,"9999","4","Alaska","02",,"Wade Hampton Census Area",63,186,175,36,20,42,15,460,193,13,16,62,56,8,7,73,129,182,30,42,44,16,346,136,16,6,79,38,2,3,0,0,2,0,0,0,0,21,28,2,6,44,54,6,2,0,0,0,0,1,0,0,8,7,0,2,50,30,0,3,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,63,186,173,36,20,42,13,439,155,11,10,16,0,2,5,73,129,182,30,41,44,16,338,129,16,4,21,4,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,28,2,6,44,54,6,2,0,0,0,0,1,0,0,8,7,0,2,50,30,0,3,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"G0202800","1990",,,,,,,"Wrangell-Petersburg","280",,"9","9999",,"9999","4","Alaska","02",,"Wrangell-Petersburg Census Area",7,0,106,80,63,132,111,793,501,59,24,285,89,97,14,8,13,66,33,80,67,61,719,454,63,55,229,92,51,7,7,0,86,66,52,98,98,610,434,52,21,268,87,87,14,2,5,36,22,31,44,41,589,385,50,52,222,89,50,7,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,11,29,13,172,57,5,3,16,2,10,0,6,8,30,11,47,23,20,117,69,13,3,5,3,1,0,0,0,5,0,0,5,0,3,1,0,0,1,0,0,0,0,0,0,0,2,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,9,4,10,7,0,0,0,0,0,0,0,0,0,2,0,0,4,12,8,0,0,4,0,0,0,7,0,86,62,52,89,94,608,427,52,21,268,87,87,14,2,5,36,22,31,44,37,582,379,50,52,218,89,50,7,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0202900","1990",,,,,,,"Yukon-Koyukuk","290",,"9","9999",,"9999","4","Alaska","02",,"Yukon-Koyukuk Census Area",72,130,232,61,112,84,70,1015,571,111,59,218,111,4,4,55,97,203,26,46,83,42,615,452,50,38,262,73,0,5,0,13,43,24,20,25,29,471,428,83,53,196,111,4,4,0,0,15,5,19,18,19,242,268,32,25,211,68,0,3,0,0,0,0,0,0,0,25,18,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,72,117,189,37,92,59,41,509,118,28,6,9,0,0,0,55,97,185,21,27,62,23,373,178,18,13,47,5,0,2,0,0,0,0,0,0,0,6,7,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,3,21,0,5,3,0,0,0,0,0,0,3,3,0,5,0,3,0,5,0,0,0,0,13,43,24,20,25,29,468,425,62,53,194,108,4,4,0,0,15,5,16,18,19,239,268,30,25,208,68,0,3,0,0,0,0,0,0,0,25,18,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"G0400010","1990",,,,,,,"Apache","001",,"8","9999",,"9999","4","Arizona","04",,"Apache County",1504,547,1748,465,591,841,689,3789,2071,511,142,730,412,104,28,2204,517,1459,516,767,936,665,3782,2494,537,365,717,405,104,20,24,24,146,20,31,162,140,986,892,185,24,522,277,92,28,50,2,76,61,84,160,75,1110,1090,222,92,366,269,89,6,0,0,0,5,0,0,0,9,10,0,0,30,21,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,15,0,1462,517,1561,433,548,662,534,2667,1113,306,118,166,114,12,0,2154,512,1346,450,669,750,573,2596,1333,308,269,346,131,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,18,6,41,7,12,17,15,127,53,20,0,12,0,0,0,0,3,37,5,14,18,17,67,66,7,4,5,5,0,0,30,25,54,19,17,30,24,230,96,55,0,32,0,0,6,14,13,76,5,28,48,17,186,71,24,4,5,5,5,0,24,14,133,8,26,149,140,890,856,150,24,502,277,92,22,50,0,42,61,76,130,75,996,1079,205,92,366,269,84,6,0,0,0,5,0,0,0,9,10,0,0,30,21,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,15,0
"G0400030","1990",,,,,,,"Cochise","003",,"8","9999",,"9999","4","Arizona","04",,"Cochise County",347,648,2567,801,788,840,698,7188,7613,1299,1580,3433,1872,359,232,510,761,2791,894,1293,871,1067,9169,7355,971,1329,2664,878,273,139,214,435,2005,553,609,718,547,6018,6626,1022,1343,3099,1793,325,221,282,413,2047,727,1098,757,896,7973,6364,877,1173,2383,848,251,139,12,1,23,53,82,5,58,416,439,172,152,148,46,0,3,26,7,57,0,9,19,11,288,336,7,62,90,15,8,0,0,8,59,14,10,69,21,54,117,17,17,28,11,3,2,0,5,15,0,22,11,7,71,43,16,16,41,3,0,0,0,0,14,0,0,0,5,61,75,28,9,120,6,15,6,37,21,48,30,38,10,62,365,239,17,30,56,12,14,0,121,204,466,181,87,48,67,639,356,60,59,38,16,16,0,165,315,624,137,126,74,91,472,373,54,48,94,0,0,0,305,489,1522,389,221,180,280,1623,909,226,287,240,168,50,17,406,695,1816,421,325,264,236,1703,1049,274,216,228,44,14,0,30,150,995,345,481,586,341,5062,6058,864,1124,2904,1641,291,204,47,45,841,443,904,567,733,6759,5688,673,1005,2252,804,237,139,12,1,19,53,82,5,58,392,439,172,148,148,46,0,3,13,7,57,0,9,19,11,278,336,7,62,90,15,8,0
"G0400050","1990",,,,,,,"Coconino","005",,"8","9999",,"9999","4","Arizona","04",,"Coconino County",653,348,1201,422,633,777,911,5769,6253,707,545,3930,1557,390,633,1295,361,1184,444,843,860,648,6227,6466,834,698,3865,1517,296,211,19,36,497,209,302,333,483,3769,5048,453,456,3527,1442,390,614,22,46,360,171,368,367,372,4217,5149,631,560,3491,1325,277,206,32,26,19,13,30,9,17,39,107,0,0,55,12,0,0,0,29,41,16,35,7,14,75,53,0,0,28,20,0,0,577,237,594,166,244,338,370,1680,842,235,49,192,48,0,0,1248,221,674,249,370,430,232,1608,1043,163,132,233,134,7,0,0,0,7,0,0,7,12,17,49,0,11,65,20,0,14,7,0,5,0,0,0,0,17,38,13,0,31,20,0,5,25,49,84,34,57,90,29,264,207,19,29,91,35,0,5,18,65,104,8,70,56,30,310,183,27,6,82,18,12,0,38,80,262,118,105,124,124,704,458,33,54,158,62,6,0,22,97,248,34,158,156,103,695,417,76,33,162,60,30,0,6,5,356,125,269,297,411,3340,4822,439,442,3460,1423,384,614,18,14,230,137,286,276,299,3843,4925,590,533,3406,1290,259,206,32,26,19,13,30,9,17,39,107,0,0,55,12,0,0,0,29,41,16,35,7,14,75,53,0,0,28,20,0,0
"G0400070","1990",,,,,,,"Gila","007",,"8","9999",,"9999","4","Arizona","04",,"Gila County",87,218,1238,474,683,651,635,3951,2841,339,274,960,345,137,160,124,119,1353,678,915,703,731,4697,3015,340,315,641,283,53,36,52,173,902,349,537,448,442,3221,2523,298,203,875,325,120,160,93,42,1004,461,682,533,604,3880,2681,304,234,588,271,46,36,0,0,0,0,0,2,0,0,1,2,0,1,7,8,0,0,0,0,0,0,1,0,0,2,0,1,8,0,7,0,9,9,203,78,127,149,73,335,116,19,18,10,13,0,0,22,44,164,162,195,90,37,444,176,16,49,12,7,0,0,1,0,0,5,0,0,0,6,0,0,0,19,0,7,0,2,0,0,0,0,0,7,5,7,4,0,15,0,0,0,25,36,133,42,19,52,120,389,201,20,53,55,0,2,0,7,33,185,55,38,79,83,368,149,16,31,18,5,0,0,43,110,253,55,62,87,164,703,346,48,57,121,0,2,0,37,33,380,88,129,156,119,763,236,53,45,24,12,0,0,34,96,789,336,494,411,398,2908,2370,270,199,804,325,120,160,63,42,809,428,593,456,570,3487,2589,270,220,582,264,46,36,0,0,0,0,0,2,0,0,1,2,0,1,7,8,0,0,0,0,0,0,1,0,0,2,0,1,8,0,7,0
