"geoid","tblid","order","cest","clb","cub"
"01000US","B08007","      12","58208224","58028522","58387926"
"01000US","B08007","      13","45561800","45328746","45794854"
"01000US","B08007","      14","12646424","12431866","12860982"
"01000US","B08007","      15","1756686","1656612","1856760"
"01000US","B08013","       1","3109114965","3097116723","3121113207"
"01000US","B08013","       2","1794006540","1785848632","1802164448"
"01000US","B08013","       3","1315108425","1308839860","1321376990"
"01000US","B08134","       1","125807743","125575369","126040117"
"01000US","B08134","       2","18757605","18581876","18933334"
"01000US","B08134","       3","18312619","18156625","18468613"
"01000US","B08134","       4","19532359","19353902","19710816"
"01000US","B08134","       5","18423821","18298635","18549007"
"01000US","B08134","       6","7631404","7547682","7715126"
"01000US","B08134","       7","16377676","16229563","16525789"
"01000US","B08134","       8","7849662","7743550","7955774"
"01000US","B08134","       9","9386067","9259954","9512180"
"01000US","B08134","      10","9536530","9403551","9669509"
"01000US","B08134","      11","114818789","114580010","115057568"
"01000US","B08134","      12","16590178","16426974","16753382"
"01000US","B08134","      13","17248387","17097261","17399513"
"01000US","B08134","      14","18544698","18373015","18716381"
"01000US","B08134","      15","17471929","17347729","17596129"
"01000US","B08134","      16","7269994","7190991","7348997"
"01000US","B08134","      17","15075981","14937009","15214953"
"01000US","B08134","      18","7199006","7098160","7299852"
"01000US","B08134","      19","8208498","8083345","8333651"
"01000US","B08134","      20","7210118","7091522","7328714"
"01000US","B08134","      21","101635318","101352225","101918411"
"01000US","B08134","      22","15049681","14904449","15194913"
"01000US","B08134","      23","15530529","15384996","15676062"
"01000US","B08134","      24","16610835","16442612","16779058"
"01000US","B08134","      25","15598708","15469934","15727482"
"01000US","B08134","      26","6507550","6430942","6584158"
"01000US","B08134","      27","13132074","13002251","13261897"
"01000US","B08134","      28","6300813","6213995","6387631"
"01000US","B08134","      29","7043823","6941877","7145769"
"01000US","B08134","      30","5861305","5763810","5958800"
"01000US","B08134","      31","13183471","13037785","13329157"
"01000US","B08134","      32","1540497","1490891","1590103"
"01000US","B08134","      33","1717858","1672234","1763482"
"01000US","B08134","      34","1933863","1883196","1984530"
"01000US","B08134","      35","1873221","1825002","1921440"
"01000US","B08134","      36","762444","730556","794332"
"01000US","B08134","      37","1943907","1895809","1992005"
"01000US","B08134","      38","898193","861057","935329"
"01000US","B08134","      39","1164675","1117937","1211413"
"01000US","B08134","      40","1348813","1304092","1393534"
"01000US","B08134","      41","10327693","10213600","10441786"
"01000US","B08134","      42","1286650","1243814","1329486"
"01000US","B08134","      43","1412933","1375715","1450151"
"01000US","B08134","      44","1598485","1556174","1640796"
"01000US","B08134","      45","1499567","1457929","1541205"
"01000US","B08134","      46","623755","594143","653367"
"01000US","B08134","      47","1488481","1444596","1532366"
"01000US","B08134","      48","702113","671451","732775"
"01000US","B08134","      49","845665","810813","880517"
"01000US","B08134","      50","870044","835680","904408"
"01000US","B08134","      51","2855778","2773102","2938454"
"01000US","B08134","      52","253847","235501","272193"
"01000US","B08134","      53","304925","282208","327642"
"01000US","B08134","      54","335378","308955","361801"
"01000US","B08134","      55","373654","348582","398726"
"01000US","B08134","      56","138689","124821","152557"
"01000US","B08134","      57","455426","434163","476689"
"01000US","B08134","      58","196080","176265","215895"
"01000US","B08134","      59","319010","296424","341596"
"01000US","B08134","      60","478769","450800","506738"
"01000US","B08134","      61","5978055","5908748","6047362"
"01000US","B08134","      62","85494","75691","95297"
"01000US","B08134","      63","174337","154991","193683"
"01000US","B08134","      64","311467","292214","330720"
"01000US","B08134","      65","498701","472721","524681"
"01000US","B08134","      66","224031","208702","239360"
"01000US","B08134","      67","977778","942718","1012838"
"01000US","B08134","      68","552081","524768","579394"
"01000US","B08134","      69","1063178","1030928","1095428"
"01000US","B08134","      70","2090988","2043660","2138316"
"01000US","B08134","      71","3241183","3176444","3305922"
"01000US","B08134","      72","67601","58259","76943"
"01000US","B08134","      73","151560","133479","169641"
"01000US","B08134","      74","245907","230378","261436"
"01000US","B08134","      75","352466","330535","374397"
"01000US","B08134","      76","125949","114092","137806"
"01000US","B08134","      77","598350","567562","629138"
"01000US","B08134","      78","275551","257501","293601"
"01000US","B08134","      79","483664","462270","505058"
"01000US","B08134","      80","940135","907268","973002"
"01000US","B08134","      81","2005451","1968518","2042384"
"01000US","B08134","      82","11690","8432","14948"
"01000US","B08134","      83","17991","12969","23013"
"01000US","B08134","      84","60497","51583","69411"
"01000US","B08134","      85","132938","120449","145427"
"01000US","B08134","      86","91582","81062","102102"
"01000US","B08134","      87","346982","328168","365796"
"01000US","B08134","      88","227944","211302","244586"
"01000US","B08134","      89","468521","446264","490778"
"01000US","B08134","      90","647306","617026","677586"
"01000US","B08134","      91","731421","702717","760125"
"01000US","B08134","      92","6203","3385","9021"
"01000US","B08134","      93","4786","2266","7306"
"01000US","B08134","      94","5063","2863","7263"
"01000US","B08134","      95","13297","10151","16443"
"01000US","B08134","      96","6500","4184","8816"
"01000US","B08134","      97","32446","26973","37919"
"01000US","B08134","      98","48586","42189","54983"
"01000US","B08134","      99","110993","99125","122861"
"01000US","B08134","     100","503547","479255","527839"
"01000US","B08134","     101","3115757","3054284","3177230"
"01000US","B08134","     102","1653967","1607894","1700040"
"01000US","B08134","     103","575973","551782","600164"
"01000US","B08134","     104","388334","364007","412661"
"01000US","B08134","     105","219724","205115","234333"
"01000US","B08134","     106","57298","49330","65266"
"01000US","B08134","     107","136020","124855","147185"
"01000US","B08134","     108","29976","24893","35059"
"01000US","B08134","     109","30310","23415","37205"
"01000US","B08134","     110","24155","19586","28724"
"01000US","B08134","     111","1895142","1841253","1949031"
"01000US","B08134","     112","427966","406088","449844"
"01000US","B08134","     113","313922","294198","333646"
"01000US","B08134","     114","287860","265321","310399"
"01000US","B08134","     115","233467","215810","251124"
"01000US","B08134","     116","80081","68741","91421"
"01000US","B08134","     117","187897","174714","201080"
"01000US","B08134","     118","68599","60138","77060"
"01000US","B08134","     119","84081","76085","92077"
"01000US","B08134","     120","211269","198518","224020"
"01000US","B09016","       1","285691501","*****","*****"
"01000US","B09016","       2","240405876","240091040","240720712"
"01000US","B09016","       3","76490021","76336633","76643409"
"01000US","B09016","       4","45133675","44940621","45326729"
"01000US","B09016","       5","31356346","31186515","31526177"
"01000US","B09016","       6","57012791","56832777","57192805"
"01000US","B09016","       7","85030196","84844446","85215946"
"01000US","B09016","       8","5642258","5541341","5743175"
"01000US","B09016","       9","2811257","2740621","2881893"
"01000US","B09016","      10","2531899","2482970","2580828"
"01000US","B09016","      11","5433786","5348532","5519040"
"01000US","B09016","      12","5453668","5363613","5543723"
"01000US","B09016","      13","401668","372609","430727"
"01000US","B09016","      14","775031","729502","820560"
"01000US","B09016","      15","2541267","2485379","2597155"
"01000US","B09016","      16","242318","222013","262623"
"01000US","B09016","      17","1493384","1445856","1540912"
"01000US","B09016","      18","45285625","44970789","45600461"
"01000US","B09016","      19","36958050","36753222","37162878"
"01000US","B09016","      20","17126024","16978178","17273870"
"01000US","B09016","      21","13353462","13234639","13472285"
"01000US","B09016","      22","3772562","3705107","3840017"
"01000US","B09016","      23","19832026","19723054","19940998"
"01000US","B09016","      24","16990173","16888947","17091399"
"01000US","B09016","      25","2841853","2785230","2898476"
"01000US","B09016","      26","8327575","8177215","8477935"
"01000US","B09016","      27","571589","536991","606187"
"01000US","B09016","      28","3108671","3003507","3213835"
"01000US","B09016","      29","3493784","3431506","3556062"
"01000US","B09016","      30","60724","47569","73879"
"01000US","B09016","      31","1092807","1046984","1138630"
"01000US","B10050","       1","167762835","167690460","167835210"
"01000US","B10050","       2","5675375","5581586","5769164"
"01000US","B10050","       3","2374694","2322983","2426405"
"01000US","B10050","       4","285687","268506","302868"
"01000US","B10050","       5","224786","210168","239404"
"01000US","B10050","       6","60901","52471","69331"
"01000US","B10050","       7","246297","228695","263899"
"01000US","B10050","       8","194396","176966","211826"
"01000US","B10050","       9","51901","46114","57688"
"01000US","B10050","      10","536072","508999","563145"
"01000US","B10050","      11","408948","385472","432424"
"01000US","B10050","      12","127124","114647","139601"
"01000US","B10050","      13","383420","361938","404902"
"01000US","B10050","      14","262498","245848","279148"
"01000US","B10050","      15","120922","109715","132129"
"01000US","B10050","      16","923218","895216","951220"
"01000US","B10050","      17","526246","503352","549140"
"01000US","B10050","      18","396972","377067","416877"
"01000US","B10050","      19","3300681","3231488","3369874"
"01000US","B10050","      20","162087460","161960967","162213953"
"01000US","B10056","       1","5675375","5581586","5769164"
"01000US","B10056","       2","2043758","1997741","2089775"
"01000US","B10056","       3","884366","855884","912848"
"01000US","B10056","       4","574230","551567","596893"
"01000US","B10056","       5","310136","296865","323407"
"01000US","B10056","       6","1159392","1123044","1195740"
"01000US","B10056","       7","3631617","3575733","3687501"
"01000US","B10056","       8","1490328","1457125","1523531"
"01000US","B10056","       9","1042644","1011710","1073578"
"01000US","B10056","      10","447684","430873","464495"
"01000US","B10056","      11","2141289","2097484","2185094"
"01000US","B10057","       1","5675375","5581586","5769164"
"01000US","B10057","       2","3682241","3592993","3771489"
"01000US","B10057","       3","1702244","1651485","1753003"
"01000US","B10057","       4","1190984","1147765","1234203"
"01000US","B10057","       5","511260","489905","532615"
"01000US","B10057","       6","1979997","1919065","2040929"
"01000US","B10057","       7","1993134","1955374","2030894"
"01000US","B10057","       8","672450","649702","695198"
"01000US","B10057","       9","425890","406122","445658"
"01000US","B10057","      10","246560","232919","260201"
"01000US","B10057","      11","1320684","1288185","1353183"
"01000US","B10058","       1","5675375","5581586","5769164"
"01000US","B10058","       2","2867537","2806244","2928830"
"01000US","B10058","       3","1398600","1359203","1437997"
"01000US","B10058","       4","473860","448795","498925"
"01000US","B10058","       5","346093","324620","367566"
"01000US","B10058","       6","127767","117427","138107"
"01000US","B10058","       7","924740","897610","951870"
"01000US","B10058","       8","804800","779137","830463"
"01000US","B10058","       9","119940","108213","131667"
"01000US","B10058","      10","1468937","1427461","1510413"
"01000US","B10058","      11","2807838","2752901","2862775"
"01000US","B10058","      12","976094","949926","1002262"
"01000US","B10058","      13","448364","429220","467508"
"01000US","B10058","      14","188135","173591","202679"
"01000US","B10058","      15","260229","245850","274608"
"01000US","B10058","      16","527730","505372","550088"
"01000US","B10058","      17","277846","261954","293738"
"01000US","B10058","      18","249884","232391","267377"
"01000US","B10058","      19","1831744","1783194","1880294"
"01000US","B10059","       1","5675375","5581586","5769164"
"01000US","B10059","       2","863682","829841","897523"
"01000US","B10059","       3","463126","441279","484973"
"01000US","B10059","       4","313161","293210","333112"
"01000US","B10059","       5","149965","138879","161051"
"01000US","B10059","       6","400556","375650","425462"
"01000US","B10059","       7","4811693","4724132","4899254"
"01000US","B10059","       8","1911568","1863425","1959711"
"01000US","B10059","       9","1303713","1264134","1343292"
"01000US","B10059","      10","607855","583954","631756"
"01000US","B10059","      11","2900125","2836774","2963476"
"01000US","B11001","       1","109902090","109663965","110140215"
"01000US","B11001","       2","73885953","73625696","74146210"
"01000US","B11001","       3","55223574","54932885","55514263"
"01000US","B11001","       4","18662379","18511704","18813054"
"01000US","B11001","       5","4811462","4741047","4881877"
"01000US","B11001","       6","13850917","13727543","13974291"
"01000US","B11001","       7","36016137","35851637","36180637"
"01000US","B11001","       8","29572372","29426488","29718256"
"01000US","B11001","       9","6443765","6357841","6529689"
"01000US","B11002","       1","285691501","*****","*****"
"01000US","B11002","       2","240405876","240091040","240720712"
"01000US","B11002","       3","181157554","180516931","181798177"
"01000US","B11002","       4","179982600","179341923","180623277"
"01000US","B11002","       5","1174954","1135586","1214322"
"01000US","B11002","       6","15087583","14831024","15344142"
"01000US","B11002","       7","13339480","13116301","13562659"
"01000US","B11002","       8","1748103","1692057","1804149"
"01000US","B11002","       9","44160739","43743635","44577843"
"01000US","B11002","      10","41630128","41242512","42017744"
"01000US","B11002","      11","2530611","2464199","2597023"
"01000US","B11002","      12","45285625","44970789","45600461"
"01000US","B11003","       1","73885953","73625696","74146210"
"01000US","B11003","       2","55223574","54932885","55514263"
"01000US","B11003","       3","24319914","24154782","24485046"
"01000US","B11003","       4","5800909","5722099","5879719"
"01000US","B11003","       5","5163814","5096914","5230714"
"01000US","B11003","       6","13355191","13236795","13473587"
"01000US","B11003","       7","30903660","30729158","31078162"
"01000US","B11003","       8","18662379","18511704","18813054"
"01000US","B11003","       9","4811462","4741047","4881877"
"01000US","B11003","      10","2348065","2298190","2397940"
"01000US","B11003","      11","655464","628784","682144"
"01000US","B11003","      12","279820","261543","298097"
"01000US","B11003","      13","1412781","1376190","1449372"
"01000US","B11003","      14","2463397","2411008","2515786"
"01000US","B11003","      15","13850917","13727543","13974291"
"01000US","B11003","      16","8308267","8201618","8414916"
"01000US","B11003","      17","1732253","1682541","1781965"
"01000US","B11003","      18","1455964","1408959","1502969"
"01000US","B11003","      19","5120050","5053401","5186699"
"01000US","B11003","      20","5542650","5483808","5601492"
"01000US","B11005","       1","109902090","109663965","110140215"
"01000US","B11005","       2","38657986","38499839","38816133"
"01000US","B11005","       3","38244469","38084152","38404786"
"01000US","B11005","       4","25817244","25648912","25985576"
"01000US","B11005","       5","12427225","12301279","12553171"
"01000US","B11005","       6","2792566","2737856","2847276"
"01000US","B11005","       7","9634659","9527154","9742164"
"01000US","B11005","       8","413517","394731","432303"
"01000US","B11005","       9","318472","300340","336604"
"01000US","B11005","      10","95045","85732","104358"
"01000US","B11005","      11","71244104","71043146","71445062"
"01000US","B11005","      12","35641484","35472086","35810882"
"01000US","B11005","      13","29406330","29232499","29580161"
"01000US","B11005","      14","6235154","6165588","6304720"
"01000US","B11005","      15","2018896","1971090","2066702"
"01000US","B11005","      16","4216258","4165282","4267234"
"01000US","B11005","      17","35602620","35436202","35769038"
"01000US","B11005","      18","16361942","16234750","16489134"
"01000US","B11005","      19","19240678","19135732","19345624"
"01000US","B11007","       1","109902090","109663965","110140215"
"01000US","B11007","       2","25156235","25042180","25270290"
"01000US","B11007","       3","9948787","9875127","10022447"
"01000US","B11007","       4","15207448","15109134","15305762"
"01000US","B11007","       5","14633179","14537810","14728548"
"01000US","B11007","       6","574269","553147","595391"
"01000US","B11007","       7","84745855","84577773","84913937"
"01000US","B11007","       8","19623585","19486543","19760627"
"01000US","B11007","       9","65122270","64946383","65298157"
"01000US","B11007","      10","59252774","59043814","59461734"
"01000US","B11007","      11","5869496","5788547","5950445"
"01000US","B11010","       1","36016137","35851637","36180637"
"01000US","B11010","       2","16680414","16555055","16805773"
"01000US","B11010","       3","13006232","12900460","13112004"
"01000US","B11010","       4","10426589","10320466","10532712"
"01000US","B11010","       5","2579643","2540087","2619199"
"01000US","B11010","       6","3674182","3612115","3736249"
"01000US","B11010","       7","3442005","3381919","3502091"
"01000US","B11010","       8","232177","221413","242941"
"01000US","B11010","       9","19335723","19232440","19439006"
"01000US","B11010","      10","16566140","16462908","16669372"
"01000US","B11010","      11","9196996","9109142","9284850"
"01000US","B11010","      12","7369144","7313328","7424960"
"01000US","B11010","      13","2769583","2716726","2822440"
"01000US","B11010","      14","2548529","2497378","2599680"
"01000US","B11010","      15","221054","209428","232680"
"01000US","B12001","       1","224939628","224897278","224981978"
"01000US","B12001","       2","108732377","108681842","108782912"
"01000US","B12001","       3","33290195","33166192","33414198"
"01000US","B12001","       4","63168046","62987452","63348640"
"01000US","B12001","       5","58749200","58544126","58954274"
"01000US","B12001","       6","4418846","4333255","4504437"
"01000US","B12001","       7","1852825","1808118","1897532"
"01000US","B12001","       8","2566021","2498263","2633779"
"01000US","B12001","       9","2626726","2584380","2669072"
"01000US","B12001","      10","9647410","9544504","9750316"
"01000US","B12001","      11","116207251","116157062","116257440"
"01000US","B12001","      12","29204857","29090048","29319666"
"01000US","B12001","      13","62690077","62537746","62842408"
"01000US","B12001","      14","57482953","57309570","57656336"
"01000US","B12001","      15","5207124","5131678","5282570"
"01000US","B12001","      16","2962912","2898454","3027370"
"01000US","B12001","      17","2244212","2200841","2287583"
"01000US","B12001","      18","11030558","10957651","11103465"
"01000US","B12001","      19","13281759","13187134","13376384"
"01000US","B13001","       1","73824682","73760309","73889055"
"01000US","B13001","       2","38905446","38787604","39023288"
"01000US","B13001","       3","247695","232759","262631"
"01000US","B13001","       4","13850349","13764357","13936341"
"01000US","B13001","       5","24807402","24717373","24897431"
"01000US","B13001","       6","34919236","34795862","35042610"
"01000US","B13001","       7","9043320","8996678","9089962"
"01000US","B13001","       8","15204884","15110530","15299238"
"01000US","B13001","       9","10671032","10585646","10756418"
"01000US","B13002","       1","73824682","73760309","73889055"
"01000US","B13002","       2","4088512","4021942","4155082"
"01000US","B13002","       3","2917715","2870725","2964705"
"01000US","B13002","       4","54224","46898","61550"
"01000US","B13002","       5","2194092","2151067","2237117"
"01000US","B13002","       6","669399","647102","691696"
"01000US","B13002","       7","1170797","1128285","1213309"
"01000US","B13002","       8","221058","205046","237070"
"01000US","B13002","       9","854557","818456","890658"
"01000US","B13002","      10","95182","85368","104996"
"01000US","B13002","      11","69736170","69645700","69826640"
"01000US","B14001","       1","273994335","273927871","274060799"
"01000US","B14001","       2","75475565","75271151","75679979"
"01000US","B14001","       3","4673868","4613899","4733837"
"01000US","B14001","       4","4018983","3952138","4085828"
"01000US","B14001","       5","15768982","15664083","15873881"
"01000US","B14001","       6","16731469","16628392","16834546"
"01000US","B14001","       7","16626365","16534987","16717743"
"01000US","B14001","       8","14246108","14091675","14400541"
"01000US","B14001","       9","3409790","3343926","3475654"
"01000US","B14001","      10","198518770","198324202","198713338"
"01000US","B14005","       1","14932330","14869715","14994945"
"01000US","B14005","       2","7677063","7625006","7729120"
"01000US","B14005","       3","6189198","6137360","6241036"
"01000US","B14005","       4","1947287","1912256","1982318"
"01000US","B14005","       5","593641","572093","615189"
"01000US","B14005","       6","3648270","3603052","3693488"
"01000US","B14005","       7","1487865","1443996","1531734"
"01000US","B14005","       8","835499","808003","862995"
"01000US","B14005","       9","543466","521220","565712"
"01000US","B14005","      10","140815","131552","150078"
"01000US","B14005","      11","151218","138013","164423"
"01000US","B14005","      12","652366","620651","684081"
"01000US","B14005","      13","294345","273209","315481"
"01000US","B14005","      14","130573","117896","143250"
"01000US","B14005","      15","227448","211784","243112"
"01000US","B14005","      16","7255267","7211476","7299058"
"01000US","B14005","      17","6032632","5979028","6086236"
"01000US","B14005","      18","2098053","2054646","2141460"
"01000US","B14005","      19","499971","476945","522997"
"01000US","B14005","      20","3434608","3391772","3477444"
"01000US","B14005","      21","1222635","1188418","1256852"
"01000US","B14005","      22","737255","714191","760319"
"01000US","B14005","      23","426277","407804","444750"
"01000US","B14005","      24","123961","112165","135757"
"01000US","B14005","      25","187017","174305","199729"
"01000US","B14005","      26","485380","459907","510853"
"01000US","B14005","      27","155401","141561","169241"
"01000US","B14005","      28","75815","65533","86097"
"01000US","B14005","      29","254164","235186","273142"
"01000US","B15002","       1","186534177","186453787","186614567"
"01000US","B15002","       2","89196920","89137730","89256110"
"01000US","B15002","       3","727547","697679","757415"
"01000US","B15002","       4","757710","724890","790530"
"01000US","B15002","       5","1801354","1754124","1848584"
"01000US","B15002","       6","2490339","2414564","2566114"
"01000US","B15002","       7","1917143","1868519","1965767"
"01000US","B15002","       8","2304160","2256756","2351564"
"01000US","B15002","       9","2392441","2331195","2453687"
"01000US","B15002","      10","2271639","2219058","2324220"
"01000US","B15002","      11","25748972","25592875","25905069"
"01000US","B15002","      12","5287414","5217880","5356948"
"01000US","B15002","      13","12270868","12164741","12376995"
"01000US","B15002","      14","5761250","5693291","5829209"
"01000US","B15002","      15","15775600","15643140","15908060"
"01000US","B15002","      16","5999411","5926051","6072771"
"01000US","B15002","      17","2292926","2251791","2334061"
"01000US","B15002","      18","1398146","1356068","1440224"
"01000US","B15002","      19","97337257","97291183","97383331"
"01000US","B15002","      20","775974","746970","804978"
"01000US","B15002","      21","783830","754489","813171"
"01000US","B15002","      22","1669781","1628376","1711186"
"01000US","B15002","      23","2692272","2624348","2760196"
"01000US","B15002","      24","1984235","1936761","2031709"
"01000US","B15002","      25","2515342","2470045","2560639"
"01000US","B15002","      26","2615012","2561705","2668319"
"01000US","B15002","      27","2277270","2224305","2330235"
"01000US","B15002","      28","29306149","29145780","29466518"
"01000US","B15002","      29","6756840","6684617","6829063"
"01000US","B15002","      30","13559903","13444541","13675265"
"01000US","B15002","      31","7455328","7363240","7547416"
"01000US","B15002","      32","16254670","16139116","16370224"
"01000US","B15002","      33","6549004","6464410","6633598"
"01000US","B15002","      34","1452675","1420377","1484973"
"01000US","B15002","      35","688972","664106","713838"
"01000US","B16004","       1","265683349","265653531","265713167"
"01000US","B16004","       2","52916152","52879775","52952529"
"01000US","B16004","       3","42939494","42805319","43073669"
"01000US","B16004","       4","7102651","7016610","7188692"
"01000US","B16004","       5","5027333","4944595","5110071"
"01000US","B16004","       6","1282942","1238959","1326925"
"01000US","B16004","       7","641592","609950","673234"
"01000US","B16004","       8","150784","133957","167611"
"01000US","B16004","       9","1440333","1358513","1522153"
"01000US","B16004","      10","1099780","1044005","1155555"
"01000US","B16004","      11","226056","197912","254200"
"01000US","B16004","      12","100469","86533","114405"
"01000US","B16004","      13","14028","8996","19060"
"01000US","B16004","      14","1115824","1087146","1144502"
"01000US","B16004","      15","809843","785340","834346"
"01000US","B16004","      16","226492","208821","244163"
"01000US","B16004","      17","73056","64325","81787"
"01000US","B16004","      18","6433","3894","8972"
"01000US","B16004","      19","317850","291523","344177"
"01000US","B16004","      20","265241","241236","289246"
"01000US","B16004","      21","38332","31440","45224"
"01000US","B16004","      22","12816","9381","16251"
"01000US","B16004","      23","1461","20","2902"
"01000US","B16004","      24","178561896","178520629","178603163"
"01000US","B16004","      25","143419644","143193916","143645372"
"01000US","B16004","      26","21498169","21370351","21625987"
"01000US","B16004","      27","10140033","10029877","10250189"
"01000US","B16004","      28","3941089","3876307","4005871"
"01000US","B16004","      29","4726559","4634982","4818136"
"01000US","B16004","      30","2690488","2599587","2781389"
"01000US","B16004","      31","6529706","6362860","6696552"
"01000US","B16004","      32","4293045","4180215","4405875"
"01000US","B16004","      33","1393184","1331571","1454797"
"01000US","B16004","      34","711452","676102","746802"
"01000US","B16004","      35","132025","114299","149751"
"01000US","B16004","      36","5729934","5663997","5795871"
"01000US","B16004","      37","2797551","2746499","2848603"
"01000US","B16004","      38","1654899","1615283","1694515"
"01000US","B16004","      39","1051649","1011925","1091373"
"01000US","B16004","      40","225835","205230","246440"
"01000US","B16004","      41","1384443","1330162","1438724"
"01000US","B16004","      42","967129","928848","1005410"
"01000US","B16004","      43","299208","276885","321531"
"01000US","B16004","      44","95299","84252","106346"
"01000US","B16004","      45","22807","16063","29551"
"01000US","B16004","      46","34205301","34167815","34242787"
"01000US","B16004","      47","29691286","29636443","29746129"
"01000US","B16004","      48","1920980","1894826","1947134"
"01000US","B16004","      49","717683","691749","743617"
"01000US","B16004","      50","380370","361553","399187"
"01000US","B16004","      51","415488","397783","433193"
"01000US","B16004","      52","407439","384148","430730"
"01000US","B16004","      53","1663703","1622641","1704765"
"01000US","B16004","      54","924194","897536","950852"
"01000US","B16004","      55","364397","345369","383425"
"01000US","B16004","      56","263394","245424","281364"
"01000US","B16004","      57","111718","101092","122344"
"01000US","B16004","      58","768595","752396","784794"
"01000US","B16004","      59","199887","187103","212671"
"01000US","B16004","      60","165982","155036","176928"
"01000US","B16004","      61","244046","229041","259051"
"01000US","B16004","      62","158680","146461","170899"
"01000US","B16004","      63","160737","142887","178587"
"01000US","B16004","      64","85710","74849","96571"
"01000US","B16004","      65","39601","32410","46792"
"01000US","B16004","      66","25238","19476","31000"
"01000US","B16004","      67","10188","6841","13535"
"01000US","B17001","       1","284577956","284531795","284624117"
"01000US","B17001","       2","37161510","36683913","37639107"
"01000US","B17001","       3","16084141","15843367","16324915"
"01000US","B17001","       4","2088504","2034240","2142768"
"01000US","B17001","       5","405322","381816","428828"
"01000US","B17001","       6","2189323","2136205","2242441"
"01000US","B17001","       7","1041636","1002266","1081006"
"01000US","B17001","       8","334741","318276","351206"
"01000US","B17001","       9","635610","608879","662341"
"01000US","B17001","      10","2344822","2277182","2412462"
"01000US","B17001","      11","1869513","1818638","1920388"
"01000US","B17001","      12","1709840","1656195","1763485"
"01000US","B17001","      13","1468707","1429431","1507983"
"01000US","B17001","      14","1036440","1007488","1065392"
"01000US","B17001","      15","536321","512675","559967"
"01000US","B17001","      16","423362","405905","440819"
"01000US","B17001","      17","21077369","20814800","21339938"
"01000US","B17001","      18","2043401","1990172","2096630"
"01000US","B17001","      19","359151","338425","379877"
"01000US","B17001","      20","2113025","2057231","2168819"
"01000US","B17001","      21","1043084","1009126","1077042"
"01000US","B17001","      22","333320","314321","352319"
"01000US","B17001","      23","658085","634013","682157"
"01000US","B17001","      24","3249112","3169386","3328838"
"01000US","B17001","      25","3107563","3053014","3162112"
"01000US","B17001","      26","2554594","2500767","2608421"
"01000US","B17001","      27","1884110","1847636","1920584"
"01000US","B17001","      28","1478759","1441599","1515919"
"01000US","B17001","      29","955089","930236","979942"
"01000US","B17001","      30","1298076","1267195","1328957"
"01000US","B17001","      31","247416446","246934618","247898274"
"01000US","B17001","      32","123130585","122878329","123382841"
"01000US","B17001","      33","7965720","7906514","8024926"
"01000US","B17001","      34","1551886","1512391","1591381"
"01000US","B17001","      35","9851862","9789598","9914126"
"01000US","B17001","      36","5388096","5323257","5452935"
"01000US","B17001","      37","1774826","1745546","1804106"
"01000US","B17001","      38","3441746","3402151","3481341"
"01000US","B17001","      39","11003712","10935431","11071993"
"01000US","B17001","      40","17346752","17285012","17408492"
"01000US","B17001","      41","19748399","19680666","19816132"
"01000US","B17001","      42","18674086","18617311","18730861"
"01000US","B17001","      43","12796367","12763260","12829474"
"01000US","B17001","      44","7747265","7716439","7778091"
"01000US","B17001","      45","5839868","5815291","5864445"
"01000US","B17001","      46","124285861","124027411","124544311"
"01000US","B17001","      47","7592050","7534262","7649838"
"01000US","B17001","      48","1530198","1493014","1567382"
"01000US","B17001","      49","9396285","9325417","9467153"
"01000US","B17001","      50","5078785","5012975","5144595"
"01000US","B17001","      51","1702428","1670464","1734392"
"01000US","B17001","      52","3291675","3258436","3324914"
"01000US","B17001","      53","9635374","9560793","9709955"
"01000US","B17001","      54","16368691","16304502","16432880"
"01000US","B17001","      55","19558741","19503133","19614349"
"01000US","B17001","      56","19192166","19141136","19243196"
"01000US","B17001","      57","13534148","13489902","13578394"
"01000US","B17001","      58","8925075","8890230","8959920"
"01000US","B17001","      59","8480245","8443695","8516795"
"01000US","B17002","       1","284577956","284531795","284624117"
"01000US","B17002","       2","16231729","15967840","16495618"
"01000US","B17002","       3","9749604","9561103","9938105"
"01000US","B17002","       4","11180177","10976395","11383959"
"01000US","B17002","       5","12679033","12477924","12880142"
"01000US","B17002","       6","12402805","12210900","12594710"
"01000US","B17002","       7","13436686","13219264","13654108"
"01000US","B17002","       8","4935162","4805228","5065096"
"01000US","B17002","       9","7744230","7595331","7893129"
"01000US","B17002","      10","49154726","48745127","49564325"
"01000US","B17002","      11","41633062","41274870","41991254"
"01000US","B17002","      12","31167648","30878902","31456394"
"01000US","B17002","      13","74263094","73748469","74777719"
"01000US","B17006","       1","71417138","71358909","71475367"
"01000US","B17006","       2","12898266","12674487","13122045"
"01000US","B17006","       3","4404557","4258176","4550938"
"01000US","B17006","       4","1417273","1361717","1472829"
"01000US","B17006","       5","275546","257849","293243"
"01000US","B17006","       6","2711738","2610113","2813363"
"01000US","B17006","       7","8493709","8318295","8669123"
"01000US","B17006","       8","900204","841457","958951"
"01000US","B17006","       9","317401","289151","345651"
"01000US","B17006","      10","48474","41030","55918"
"01000US","B17006","      11","534329","496462","572196"
"01000US","B17006","      12","7593505","7416975","7770035"
"01000US","B17006","      13","2397231","2317396","2477066"
"01000US","B17006","      14","440453","413947","466959"
"01000US","B17006","      15","4755821","4647889","4863753"
