"geoid","tblid","order","cest","clb","cub"
"01000US","B19119","       2","47397","47132","47662"
"01000US","B19119","       3","55049","54577","55521"
"01000US","B19119","       4","64651","64090","65212"
"01000US","B19119","       5","60786","60211","61361"
"01000US","B19119","       6","58091","56646","59536"
"01000US","B19119","       7","56266","54957","57575"
"01000US","B19121","       1","53692","53435","53949"
"01000US","B19121","       2","26007","25688","26326"
"01000US","B19121","       3","37394","37155","37633"
"01000US","B19121","       4","67787","67474","68100"
"01000US","B19121","       5","85288","84785","85791"
"01000US","B19127","       1","5141922218500","5109977755014","5173866681986"
"01000US","B19201","       1","36016137","35851637","36180637"
"01000US","B19201","       2","6168563","6084301","6252825"
"01000US","B19201","       3","4152642","4091533","4213751"
"01000US","B19201","       4","3304220","3261830","3346610"
"01000US","B19201","       5","3055424","3011844","3099004"
"01000US","B19201","       6","2621889","2568042","2675736"
"01000US","B19201","       7","2519159","2473530","2564788"
"01000US","B19201","       8","2005801","1964786","2046816"
"01000US","B19201","       9","1924705","1876228","1973182"
"01000US","B19201","      10","1468408","1435196","1501620"
"01000US","B19201","      11","2420745","2377892","2463598"
"01000US","B19201","      12","2419206","2368859","2469553"
"01000US","B19201","      13","1931059","1894349","1967769"
"01000US","B19201","      14","910312","880703","939921"
"01000US","B19201","      15","393773","376902","410644"
"01000US","B19201","      16","365163","347153","383173"
"01000US","B19201","      17","355068","338268","371868"
"01000US","B19202","       1","27226","27062","27390"
"01000US","B19214","       1","1374568221800","1364371259359","1384765184241"
"01000US","B19301","       1","24020","23930","24110"
"01000US","B19313","       1","6862215832000","6836309072725","6888122591275"
"01000US","B20004","       1","31132","31055","31209"
"01000US","B20004","       2","18144","17928","18360"
"01000US","B20004","       3","25360","25256","25464"
"01000US","B20004","       4","30891","30784","30998"
"01000US","B20004","       5","42404","42250","42558"
"01000US","B20004","       6","55065","54729","55401"
"01000US","B20004","       7","37221","37105","37337"
"01000US","B20004","       8","21760","21601","21919"
"01000US","B20004","       9","31183","31055","31311"
"01000US","B20004","      10","37883","37558","38208"
"01000US","B20004","      11","52242","52026","52458"
"01000US","B20004","      12","68239","67371","69107"
"01000US","B20004","      13","25091","24980","25202"
"01000US","B20004","      14","13280","13048","13512"
"01000US","B20004","      15","19821","19622","20020"
"01000US","B20004","      16","25235","25089","25381"
"01000US","B20004","      17","35195","34989","35401"
"01000US","B20004","      18","46004","45702","46306"
"01000US","B20017","       2","26691","26610","26772"
"01000US","B20017","       4","32042","31951","32133"
"01000US","B20017","       5","41194","41089","41299"
"01000US","B20017","       6","12335","12253","12417"
"01000US","B20017","       8","21533","21444","21622"
"01000US","B20017","       9","31374","31287","31461"
"01000US","B20017","      10","10323","10265","10381"
"01000US","B20017A","       2","28049","27887","28211"
"01000US","B20017A","       4","34562","34348","34776"
"01000US","B20017A","       5","42707","42422","42992"
"01000US","B20017A","       6","12645","12442","12848"
"01000US","B20017A","       8","21966","21856","22076"
"01000US","B20017A","       9","32034","31927","32141"
"01000US","B20017A","      10","10496","10434","10558"
"01000US","B20017B","       2","22575","22344","22806"
"01000US","B20017B","       4","25611","25354","25868"
"01000US","B20017B","       5","32686","32096","33276"
"01000US","B20017B","       6","10242","9965","10519"
"01000US","B20017B","       8","20737","20529","20945"
"01000US","B20017B","       9","28581","28234","28928"
"01000US","B20017B","      10","9577","9339","9815"
"01000US","B20017C","       2","20593","20087","21099"
"01000US","B20017C","       4","22498","21420","23576"
"01000US","B20017C","       5","32113","31034","33192"
"01000US","B20017C","       6","10545","9801","11289"
"01000US","B20017C","       8","17278","16483","18073"
"01000US","B20017C","       9","25752","24825","26679"
"01000US","B20017C","      10","8521","7588","9454"
"01000US","B20017D","       2","30778","30493","31063"
"01000US","B20017D","       4","35952","35410","36494"
"01000US","B20017D","       5","46888","45840","47936"
"01000US","B20017D","       6","16027","15367","16687"
"01000US","B20017D","       8","25542","25018","26066"
"01000US","B20017D","       9","36137","35500","36774"
"01000US","B20017D","      10","12170","11815","12525"
"01000US","B20017E","       2","22886","20690","25082"
"01000US","B20017E","       4","26260","23605","28915"
"01000US","B20017E","       5","32403","28612","36194"
"01000US","B20017E","       6","11013","8381","13645"
"01000US","B20017E","       8","20728","19079","22377"
"01000US","B20017E","       9","27989","23798","32180"
"01000US","B20017E","      10","10421","9318","11524"
"01000US","B20017F","       2","19631","19307","19955"
"01000US","B20017F","       4","22089","21810","22368"
"01000US","B20017F","       5","26679","26345","27013"
"01000US","B20017F","       6","12317","11971","12663"
"01000US","B20017F","       8","15420","15105","15735"
"01000US","B20017F","       9","23565","22963","24167"
"01000US","B20017F","      10","8292","8002","8582"
"01000US","B20017G","       2","21619","21165","22073"
"01000US","B20017G","       4","25735","24987","26483"
"01000US","B20017G","       5","37025","36339","37711"
"01000US","B20017G","       6","11072","10560","11584"
"01000US","B20017G","       8","17849","16864","18834"
"01000US","B20017G","       9","30729","30024","31434"
"01000US","B20017G","      10","8663","8097","9229"
"01000US","B20017H","       2","29665","29500","29830"
"01000US","B20017H","       4","36346","36216","36476"
"01000US","B20017H","       5","45573","45409","45737"
"01000US","B20017H","       6","13074","12867","13281"
"01000US","B20017H","       8","22466","22346","22586"
"01000US","B20017H","       9","32678","32477","32879"
"01000US","B20017H","      10","10653","10589","10717"
"01000US","B20017I","       2","20080","19932","20228"
"01000US","B20017I","       4","22029","21859","22199"
"01000US","B20017I","       5","26749","26525","26973"
"01000US","B20017I","       6","11687","11478","11896"
"01000US","B20017I","       8","16264","16068","16460"
"01000US","B20017I","       9","24030","23604","24456"
"01000US","B20017I","      10","8507","8313","8701"
"01000US","B21001","       1","212767197","212736338","212798056"
"01000US","B21001","       2","102545454","102502017","102588891"
"01000US","B21001","       3","87998638","87952901","88044375"
"01000US","B21001","       4","614297","563153","665441"
"01000US","B21001","       5","87384341","87311843","87456839"
"01000US","B21001","       6","13419185","13309771","13528599"
"01000US","B21001","       7","73965156","73818886","74111426"
"01000US","B21001","       8","8283586","8261347","8305825"
"01000US","B21001","       9","4456442","4417159","4495725"
"01000US","B21001","      10","3827144","3786553","3867735"
"01000US","B21001","      11","6263230","6244378","6282082"
"01000US","B21001","      12","4271370","4236805","4305935"
"01000US","B21001","      13","1991860","1960468","2023252"
"01000US","B21001","      14","110221743","110184901","110258585"
"01000US","B21001","      15","90563258","90524345","90602171"
"01000US","B21001","      16","100784","89673","111895"
"01000US","B21001","      17","90462474","90420900","90504048"
"01000US","B21001","      18","1274862","1233942","1315782"
"01000US","B21001","      19","89187612","89124064","89251160"
"01000US","B21001","      20","9880164","9856198","9904130"
"01000US","B21001","      21","124858","116400","133316"
"01000US","B21001","      22","9755306","9730438","9780174"
"01000US","B21001","      23","9778321","9757638","9799004"
"01000US","B21001","      24","209551","198131","220971"
"01000US","B21001","      25","9568770","9547551","9589989"
"01000US","B22001","       1","109902090","109663965","110140215"
"01000US","B22001","       2","7939033","7837330","8040736"
"01000US","B22001","       3","1761020","1723608","1798432"
"01000US","B22001","       4","6178013","6092266","6263760"
"01000US","B22001","       5","101963057","101678481","102247633"
"01000US","B22001","       6","31311723","31166110","31457336"
"01000US","B22001","       7","70651334","70459401","70843267"
"01000US","B23001","       1","220794313","220733925","220854701"
"01000US","B23001","       2","106622810","106562339","106683281"
"01000US","B23001","       3","7677063","7625006","7729120"
"01000US","B23001","       4","3650127","3608117","3692137"
"01000US","B23001","       5","13285","9825","16745"
"01000US","B23001","       6","3636842","3595019","3678665"
"01000US","B23001","       7","2771813","2736042","2807584"
"01000US","B23001","       8","865029","838674","891384"
"01000US","B23001","       9","4026936","3976720","4077152"
"01000US","B23001","      10","3871564","3813986","3929142"
"01000US","B23001","      11","2988283","2939851","3036715"
"01000US","B23001","      12","33922","27280","40564"
"01000US","B23001","      13","2954361","2906411","3002311"
"01000US","B23001","      14","2509004","2466582","2551426"
"01000US","B23001","      15","445357","424857","465857"
"01000US","B23001","      16","883281","852879","913683"
"01000US","B23001","      17","5877263","5820679","5933847"
"01000US","B23001","      18","5014887","4954467","5075307"
"01000US","B23001","      19","88228","76803","99653"
"01000US","B23001","      20","4926659","4867202","4986116"
"01000US","B23001","      21","4339584","4278530","4400638"
"01000US","B23001","      22","587075","558998","615152"
"01000US","B23001","      23","862376","831960","892792"
"01000US","B23001","      24","9347078","9313447","9380709"
"01000US","B23001","      25","8455018","8412204","8497832"
"01000US","B23001","      26","131118","115566","146670"
"01000US","B23001","      27","8323900","8280988","8366812"
"01000US","B23001","      28","7685465","7638135","7732795"
"01000US","B23001","      29","638435","614070","662800"
"01000US","B23001","      30","892060","865716","918404"
"01000US","B23001","      31","9869187","9836262","9902112"
"01000US","B23001","      32","9027521","8985578","9069464"
"01000US","B23001","      33","112835","100453","125217"
"01000US","B23001","      34","8914686","8872245","8957127"
"01000US","B23001","      35","8405537","8361946","8449128"
"01000US","B23001","      36","509149","487761","530537"
"01000US","B23001","      37","841666","811725","871607"
"01000US","B23001","      38","21458239","21411188","21505290"
"01000US","B23001","      39","19398406","19341392","19455420"
"01000US","B23001","      40","185594","167070","204118"
"01000US","B23001","      41","19212812","19152798","19272826"
"01000US","B23001","      42","18214733","18155803","18273663"
"01000US","B23001","      43","998079","969048","1027110"
"01000US","B23001","      44","2059833","2013692","2105974"
"01000US","B23001","      45","20142793","20100676","20184910"
"01000US","B23001","      46","17453280","17398134","17508426"
"01000US","B23001","      47","44351","38822","49880"
"01000US","B23001","      48","17408929","17353184","17464674"
"01000US","B23001","      49","16522733","16456731","16588735"
"01000US","B23001","      50","886196","856322","916070"
"01000US","B23001","      51","2689513","2643324","2735702"
"01000US","B23001","      52","7837465","7783756","7891174"
"01000US","B23001","      53","5995193","5948828","6041558"
"01000US","B23001","      54","6968","5016","8920"
"01000US","B23001","      55","5988225","5941666","6034784"
"01000US","B23001","      56","5681392","5633131","5729653"
"01000US","B23001","      57","306833","289406","324260"
"01000US","B23001","      58","1842272","1807752","1876792"
"01000US","B23001","      59","2679365","2635204","2723526"
"01000US","B23001","      60","1744581","1706777","1782385"
"01000US","B23001","      61","430","28","832"
"01000US","B23001","      62","1744151","1706368","1781934"
"01000US","B23001","      63","1659449","1624697","1694201"
"01000US","B23001","      64","84702","77319","92085"
"01000US","B23001","      65","934784","909457","960111"
"01000US","B23001","      66","3315977","3269475","3362479"
"01000US","B23001","      67","1660390","1627014","1693766"
"01000US","B23001","      68","0","0","485"
"01000US","B23001","      69","1660390","1627014","1693766"
"01000US","B23001","      70","1583741","1548651","1618831"
"01000US","B23001","      71","76649","69721","83577"
"01000US","B23001","      72","1655587","1625438","1685736"
"01000US","B23001","      73","4511412","4467369","4555455"
"01000US","B23001","      74","1482367","1454014","1510720"
"01000US","B23001","      75","1409903","1382260","1437546"
"01000US","B23001","      76","72464","65111","79817"
"01000US","B23001","      77","3029045","2986618","3071472"
"01000US","B23001","      78","3772174","3730393","3813955"
"01000US","B23001","      79","758049","735010","781088"
"01000US","B23001","      80","723719","700334","747104"
"01000US","B23001","      81","34330","29682","38978"
"01000US","B23001","      82","3014125","2969520","3058730"
"01000US","B23001","      83","6263230","6244378","6282082"
"01000US","B23001","      84","547963","530333","565593"
"01000US","B23001","      85","526244","508595","543893"
"01000US","B23001","      86","21719","18077","25361"
"01000US","B23001","      87","5715267","5690032","5740502"
"01000US","B23001","      88","114171503","114124528","114218478"
"01000US","B23001","      89","7255267","7211476","7299058"
"01000US","B23001","      90","3379478","3336577","3422379"
"01000US","B23001","      91","2031","868","3194"
"01000US","B23001","      92","3377447","3334588","3420306"
"01000US","B23001","      93","2677700","2629602","2725798"
"01000US","B23001","      94","699747","670273","729221"
"01000US","B23001","      95","3875789","3835009","3916569"
"01000US","B23001","      96","3694811","3638272","3751350"
"01000US","B23001","      97","2605905","2555690","2656120"
"01000US","B23001","      98","9182","6484","11880"
"01000US","B23001","      99","2596723","2546405","2647041"
"01000US","B23001","     100","2252257","2203908","2300606"
"01000US","B23001","     101","344466","325516","363416"
"01000US","B23001","     102","1088906","1052467","1125345"
"01000US","B23001","     103","5884168","5827000","5941336"
"01000US","B23001","     104","4430159","4370098","4490220"
"01000US","B23001","     105","16964","12882","21046"
"01000US","B23001","     106","4413195","4353483","4472907"
"01000US","B23001","     107","3908317","3853576","3963058"
"01000US","B23001","     108","504878","485518","524238"
"01000US","B23001","     109","1454009","1417824","1490194"
"01000US","B23001","     110","9424264","9391308","9457220"
"01000US","B23001","     111","6966367","6917335","7015399"
"01000US","B23001","     112","22717","18429","27005"
"01000US","B23001","     113","6943650","6894857","6992443"
"01000US","B23001","     114","6356960","6306576","6407344"
"01000US","B23001","     115","586690","563662","609718"
"01000US","B23001","     116","2457897","2414301","2501493"
"01000US","B23001","     117","10051990","10021468","10082512"
"01000US","B23001","     118","7371415","7317440","7425390"
"01000US","B23001","     119","13645","10538","16752"
"01000US","B23001","     120","7357770","7303973","7411567"
"01000US","B23001","     121","6824270","6774336","6874204"
"01000US","B23001","     122","533500","506939","560061"
"01000US","B23001","     123","2680575","2633474","2727676"
"01000US","B23001","     124","22113335","22073948","22152722"
"01000US","B23001","     125","16426820","16358183","16495457"
"01000US","B23001","     126","26968","22284","31652"
"01000US","B23001","     127","16399852","16330897","16468807"
"01000US","B23001","     128","15381956","15313868","15450044"
"01000US","B23001","     129","1017896","990851","1044941"
"01000US","B23001","     130","5686515","5615382","5757648"
"01000US","B23001","     131","21076276","21041937","21110615"
"01000US","B23001","     132","15721324","15655892","15786756"
"01000US","B23001","     133","7185","5009","9361"
"01000US","B23001","     134","15714139","15648643","15779635"
"01000US","B23001","     135","14934150","14864231","15004069"
"01000US","B23001","     136","779989","756936","803042"
"01000US","B23001","     137","5354952","5290415","5419489"
"01000US","B23001","     138","8389704","8335472","8443936"
"01000US","B23001","     139","5306013","5252780","5359246"
"01000US","B23001","     140","1896","805","2987"
"01000US","B23001","     141","5304117","5250849","5357385"
"01000US","B23001","     142","5062119","5010235","5114003"
"01000US","B23001","     143","241998","229459","254537"
"01000US","B23001","     144","3083691","3043393","3123989"
"01000US","B23001","     145","2926661","2879291","2974031"
"01000US","B23001","     146","1508712","1476190","1541234"
"01000US","B23001","     147","196","0","517"
"01000US","B23001","     148","1508516","1475925","1541107"
"01000US","B23001","     149","1440393","1407803","1472983"
"01000US","B23001","     150","68123","61627","74619"
"01000US","B23001","     151","1417949","1382563","1453335"
"01000US","B23001","     152","3696542","3654734","3738350"
"01000US","B23001","     153","1407834","1379004","1436664"
"01000US","B23001","     154","0","0","485"
"01000US","B23001","     155","1407834","1379004","1436664"
"01000US","B23001","     156","1342141","1313351","1370931"
"01000US","B23001","     157","65693","58587","72799"
"01000US","B23001","     158","2288708","2249965","2327451"
"01000US","B23001","     159","5300216","5259100","5341332"
"01000US","B23001","     160","1226178","1194833","1257523"
"01000US","B23001","     161","1171339","1140143","1202535"
"01000US","B23001","     162","54839","48629","61049"
"01000US","B23001","     163","4074038","4032097","4115979"
"01000US","B23001","     164","4579948","4542296","4617600"
"01000US","B23001","     165","537334","519769","554899"
"01000US","B23001","     166","516653","498786","534520"
"01000US","B23001","     167","20681","16917","24445"
"01000US","B23001","     168","4042614","4007297","4077931"
"01000US","B23001","     169","9778321","9757638","9799004"
"01000US","B23001","     170","374220","357885","390555"
"01000US","B23001","     171","357888","341953","373823"
"01000US","B23001","     172","16332","13385","19279"
"01000US","B23001","     173","9404101","9378117","9430085"
"01000US","B23007","       1","73885953","73625696","74146210"
"01000US","B23007","       2","34976246","34820576","35131916"
"01000US","B23007","       3","24319914","24154782","24485046"
"01000US","B23007","       4","22513830","22360524","22667136"
"01000US","B23007","       5","21732561","21579824","21885298"
"01000US","B23007","       6","14695003","14574102","14815904"
"01000US","B23007","       7","13992981","13876034","14109928"
"01000US","B23007","       8","702022","673231","730813"
"01000US","B23007","       9","7037558","6953660","7121456"
"01000US","B23007","      10","781269","754510","808028"
"01000US","B23007","      11","570833","549279","592387"
"01000US","B23007","      12","489046","467901","510191"
"01000US","B23007","      13","81787","72791","90783"
"01000US","B23007","      14","210436","196383","224489"
"01000US","B23007","      15","1806084","1765753","1846415"
"01000US","B23007","      16","971391","943219","999563"
"01000US","B23007","      17","897907","870306","925508"
"01000US","B23007","      18","73484","65273","81695"
"01000US","B23007","      19","834693","806189","863197"
"01000US","B23007","      20","10656332","10538311","10774353"
"01000US","B23007","      21","2348065","2298190","2397940"
"01000US","B23007","      22","2061492","2015018","2107966"
"01000US","B23007","      23","1927567","1880469","1974665"
"01000US","B23007","      24","133925","123257","144593"
"01000US","B23007","      25","286573","268322","304824"
"01000US","B23007","      26","8308267","8201618","8414916"
"01000US","B23007","      27","6551630","6455118","6648142"
"01000US","B23007","      28","5825957","5737567","5914347"
"01000US","B23007","      29","725673","700105","751241"
"01000US","B23007","      30","1756637","1712100","1801174"
"01000US","B23007","      31","38909707","38740397","39079017"
"01000US","B23007","      32","30903660","30729158","31078162"
"01000US","B23007","      33","19096036","18961293","19230779"
"01000US","B23007","      34","18359669","18225841","18493497"
"01000US","B23007","      35","13044711","12935311","13154111"
"01000US","B23007","      36","12545415","12438487","12652343"
"01000US","B23007","      37","499296","480936","517656"
"01000US","B23007","      38","5314958","5249744","5380172"
"01000US","B23007","      39","736367","714853","757881"
"01000US","B23007","      40","515849","498016","533682"
"01000US","B23007","      41","456931","440342","473520"
"01000US","B23007","      42","58918","51730","66106"
"01000US","B23007","      43","220518","206851","234185"
"01000US","B23007","      44","11807624","11714590","11900658"
"01000US","B23007","      45","2952667","2904737","3000597"
"01000US","B23007","      46","2816949","2771025","2862873"
"01000US","B23007","      47","135718","126461","144975"
"01000US","B23007","      48","8854957","8780789","8929125"
"01000US","B23007","      49","8006047","7927722","8084372"
"01000US","B23007","      50","2463397","2411008","2515786"
"01000US","B23007","      51","1702894","1658917","1746871"
"01000US","B23007","      52","1573064","1531086","1615042"
"01000US","B23007","      53","129830","117709","141951"
"01000US","B23007","      54","760503","734413","786593"
"01000US","B23007","      55","5542650","5483808","5601492"
"01000US","B23007","      56","3057626","3012305","3102947"
"01000US","B23007","      57","2860829","2816917","2904741"
"01000US","B23007","      58","196797","183124","210470"
"01000US","B23007","      59","2485024","2442770","2527278"
"01000US","B23008","       1","68650780","68575034","68726526"
"01000US","B23008","       2","22863721","22782858","22944584"
"01000US","B23008","       3","15769271","15654447","15884095"
"01000US","B23008","       4","8355372","8263458","8447286"
"01000US","B23008","       5","6423934","6327851","6520017"
"01000US","B23008","       6","470198","444346","496050"
"01000US","B23008","       7","519767","492555","546979"
"01000US","B23008","       8","7094450","6985168","7203732"
"01000US","B23008","       9","1472976","1419300","1526652"
"01000US","B23008","      10","1273951","1224839","1323063"
"01000US","B23008","      11","199025","180220","217830"
"01000US","B23008","      12","5621474","5523334","5719614"
"01000US","B23008","      13","3966828","3879988","4053668"
"01000US","B23008","      14","1654646","1594103","1715189"
"01000US","B23008","      15","45787059","45703179","45870939"
"01000US","B23008","      16","31520389","31358006","31682772"
"01000US","B23008","      17","19871604","19721425","20021783"
"01000US","B23008","      18","9196530","9069090","9323970"
"01000US","B23008","      19","1312677","1266814","1358540"
"01000US","B23008","      20","1139578","1082538","1196618"
"01000US","B23008","      21","14266670","14112855","14420485"
"01000US","B23008","      22","2807507","2732692","2882322"
"01000US","B23008","      23","2399551","2334180","2464922"
"01000US","B23008","      24","407956","381126","434786"
"01000US","B23008","      25","11459163","11315421","11602905"
"01000US","B23008","      26","8953671","8823646","9083696"
"01000US","B23008","      27","2505492","2442225","2568759"
"01000US","B23011","       1","186589012","186526222","186651802"
"01000US","B23011","       2","92075994","92016190","92135798"
"01000US","B23011","       3","10543119","10419149","10667089"
"01000US","B23011","       4","5466571","5389863","5543279"
"01000US","B23011","       5","4271199","4203287","4339111"
"01000US","B23011","       6","2686673","2629520","2743826"
"01000US","B23011","       7","201474","188900","214048"
"01000US","B23011","       8","341694","325997","357391"
"01000US","B23011","       9","335121","315923","354319"
"01000US","B23011","      10","354993","338073","371913"
"01000US","B23011","      11","351244","333454","369034"
"01000US","B23011","      12","926804","899229","954379"
"01000US","B23011","      13","318744","299483","338005"
"01000US","B23011","      14","35442","30239","40645"
"01000US","B23011","      15","87970","80405","95535"
"01000US","B23011","      16","100844","91220","110468"
"01000US","B23011","      17","159061","148439","169683"
"01000US","B23011","      18","224743","211213","238273"
"01000US","B23011","      19","268568","254831","282305"
"01000US","B23011","      20","69937","63071","76803"
"01000US","B23011","      21","10558","7578","13538"
"01000US","B23011","      22","18921","15208","22634"
"01000US","B23011","      23","25575","22096","29054"
"01000US","B23011","      24","45315","39359","51271"
"01000US","B23011","      25","98262","90471","106053"
"01000US","B23011","      26","5076548","4991269","5161827"
"01000US","B23011","      27","81532875","81396621","81669129"
"01000US","B23011","      28","73277152","73155300","73399004"
"01000US","B23011","      29","64013454","63875831","64151077"
"01000US","B23011","      30","50063049","49900274","50225824"
"01000US","B23011","      31","2785220","2730178","2840262"
"01000US","B23011","      32","3574461","3512040","3636882"
"01000US","B23011","      33","2629376","2573779","2684973"
"01000US","B23011","      34","2564607","2503030","2626184"
"01000US","B23011","      35","2396741","2349843","2443639"
"01000US","B23011","      36","7603135","7513703","7692567"
"01000US","B23011","      37","2966426","2909083","3023769"
"01000US","B23011","      38","352425","334401","370449"
"01000US","B23011","      39","823612","795765","851459"
"01000US","B23011","      40","811053","782636","839470"
"01000US","B23011","      41","1184545","1153160","1215930"
"01000US","B23011","      42","1465074","1427245","1502903"
"01000US","B23011","      43","1660563","1615432","1705694"
"01000US","B23011","      44","453498","432910","474086"
"01000US","B23011","      45","61341","54545","68137"
"01000US","B23011","      46","138929","128282","149576"
"01000US","B23011","      47","159087","146700","171474"
"01000US","B23011","      48","283849","268174","299524"
"01000US","B23011","      49","563859","542152","585566"
"01000US","B23011","      50","8255723","8165839","8345607"
"01000US","B23011","      51","94513018","94464127","94561909"
"01000US","B23011","      52","10978079","10872906","11083252"
"01000US","B23011","      53","4857068","4791180","4922956"
"01000US","B23011","      54","3126096","3069674","3182518"
"01000US","B23011","      55","1905456","1866967","1943945"
"01000US","B23011","      56","138217","128905","147529"
"01000US","B23011","      57","266007","250984","281030"
"01000US","B23011","      58","260699","244285","277113"
"01000US","B23011","      59","269288","254588","283988"
"01000US","B23011","      60","286429","269404","303454"
"01000US","B23011","      61","1352071","1317144","1386998"
"01000US","B23011","      62","483691","462745","504637"
"01000US","B23011","      63","70563","62599","78527"
"01000US","B23011","      64","143566","133019","154113"
"01000US","B23011","      65","162730","149409","176051"
"01000US","B23011","      66","221903","208269","235537"
"01000US","B23011","      67","269618","254338","284898"
"01000US","B23011","      68","378901","360448","397354"
"01000US","B23011","      69","99816","91269","108363"
"01000US","B23011","      70","12746","9983","15509"
"01000US","B23011","      71","32489","27849","37129"
"01000US","B23011","      72","32312","28106","36518"
"01000US","B23011","      73","60756","54523","66989"
"01000US","B23011","      74","140782","129265","152299"
"01000US","B23011","      75","6121011","6050161","6191861"
"01000US","B23011","      76","83534939","83415008","83654870"
"01000US","B23011","      77","65024753","64875326","65174180"
"01000US","B23011","      78","46658029","46506520","46809538"
"01000US","B23011","      79","34249751","34091828","34407674"
"01000US","B23011","      80","2088182","2050424","2125940"
"01000US","B23011","      81","3501928","3446800","3557056"
"01000US","B23011","      82","2575758","2528428","2623088"
"01000US","B23011","      83","2115878","2071299","2160457"
"01000US","B23011","      84","2126532","2080862","2172202"
"01000US","B23011","      85","14993306","14882134","15104478"
"01000US","B23011","      86","6916959","6834727","6999191"
"01000US","B23011","      87","760037","734224","785850"
"01000US","B23011","      88","1679599","1641668","1717530"
"01000US","B23011","      89","1638573","1606538","1670608"
"01000US","B23011","      90","1882887","1842565","1923209"
"01000US","B23011","      91","2115251","2077653","2152849"
"01000US","B23011","      92","3373418","3310738","3436098"
"01000US","B23011","      93","913528","883219","943837"
"01000US","B23011","      94","134822","124457","145187"
"01000US","B23011","      95","357417","340219","374615"
"01000US","B23011","      96","401039","382071","420007"
"01000US","B23011","      97","592383","569254","615512"
"01000US","B23011","      98","974229","942016","1006442"
"01000US","B23011","      99","18510186","18370935","18649437"
"01000US","B24010","       1","134259460","134022806","134496114"
"01000US","B24010","       2","72033317","71894971","72171663"
"01000US","B24010","       3","22748935","22586046","22911824"
"01000US","B24010","       4","10731197","10622178","10840216"
"01000US","B24010","       5","8092140","8000360","8183920"
"01000US","B24010","       6","1570649","1535783","1605515"
"01000US","B24010","       7","472497","453551","491443"
"01000US","B24010","       8","465380","444817","485943"
"01000US","B24010","       9","909121","880649","937593"
"01000US","B24010","      10","629235","593021","665449"
"01000US","B24010","      11","4045258","3983377","4107139"
"01000US","B24010","      12","2639057","2590266","2687848"
"01000US","B24010","      13","1232302","1201117","1263487"
"01000US","B24010","      14","1406755","1370639","1442871"
"01000US","B24010","      15","766241","742912","789570"
"01000US","B24010","      16","640514","618789","662239"
"01000US","B24010","      17","12017738","11903294","12132182"
"01000US","B24010","      18","2254632","2215724","2293540"
"01000US","B24010","      19","2172960","2134889","2211031"
"01000US","B24010","      20","81672","74040","89304"
"01000US","B24010","      21","2277667","2226246","2329088"
"01000US","B24010","      22","171097","157333","184861"
"01000US","B24010","      23","1542901","1506809","1578993"
"01000US","B24010","      24","563669","540908","586430"
"01000US","B24010","      25","746232","720170","772294"
"01000US","B24010","      26","388776","370378","407174"
"01000US","B24010","      27","178016","164887","191145"
"01000US","B24010","      28","179440","166739","192141"
"01000US","B24010","      29","811426","780699","842153"
"01000US","B24010","      30","432391","410069","454713"
"01000US","B24010","      31","379035","360283","397787"
"01000US","B24010","      32","782269","759197","805341"
"01000US","B24010","      33","648263","627733","668793"
"01000US","B24010","      34","37270","32134","42406"
"01000US","B24010","      35","96736","86331","107141"
"01000US","B24010","      36","2046442","1999122","2093762"
"01000US","B24010","      37","613427","587337","639517"
"01000US","B24010","      38","1024740","990580","1058900"
"01000US","B24010","      39","671927","648475","695379"
"01000US","B24010","      40","317152","299731","334573"
"01000US","B24010","      41","35661","28851","42471"
"01000US","B24010","      42","60156","54083","66229"
"01000US","B24010","      43","348119","330048","366190"
"01000US","B24010","      44","1337888","1305051","1370725"
"01000US","B24010","      45","434513","416844","452182"
"01000US","B24010","      46","359776","339057","380495"
"01000US","B24010","      47","543599","521032","566166"
"01000US","B24010","      48","1761182","1728507","1793857"
"01000US","B24010","      49","1331990","1300067","1363913"
"01000US","B24010","      50","551028","530407","571649"
"01000US","B24010","      51","208471","193805","223137"
"01000US","B24010","      52","134403","125687","143119"
"01000US","B24010","      53","438088","422867","453309"
"01000US","B24010","      54","429192","410806","447578"
"01000US","B24010","      55","9524999","9428702","9621296"
"01000US","B24010","      56","347827","327629","368025"
"01000US","B24010","      57","235748","219310","252186"
"01000US","B24010","      58","11491","8378","14604"
"01000US","B24010","      59","100588","88761","112415"
"01000US","B24010","      60","2234135","2188961","2279309"
"01000US","B24010","      61","330016","311297","348735"
"01000US","B24010","      62","1052193","1015303","1089083"
"01000US","B24010","      63","851926","819849","884003"
"01000US","B24010","      64","3024568","2951136","3098000"
"01000US","B24010","      65","1283988","1239914","1328062"
"01000US","B24010","      66","482202","457498","506906"
"01000US","B24010","      67","367187","345606","388768"
"01000US","B24010","      68","891191","860414","921968"
"01000US","B24010","      69","3039599","2971989","3107209"
"01000US","B24010","      70","878870","846116","911624"
"01000US","B24010","      71","161882","145206","178558"
"01000US","B24010","      72","110145","98771","121519"
"01000US","B24010","      73","56348","50411","62285"
"01000US","B24010","      74","550495","525391","575599"
"01000US","B24010","      75","12900362","12801689","12999035"
"01000US","B24010","      76","7875275","7787239","7963311"
"01000US","B24010","      77","711535","686360","736710"
"01000US","B24010","      78","1754671","1714951","1794391"
"01000US","B24010","      79","2200143","2161900","2238386"
"01000US","B24010","      80","3208926","3156021","3261831"
"01000US","B24010","      81","5025087","4953721","5096453"
