GISJOIN,YEAR,COUNTY,COUNTYA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,ANPSADPI,EKT001,EKT002,EKT003,EKT004,EKT005,EKT006,EKT007,EKT008,EKT009,EKT010,EKT011,EKT012,EKT013,EKT014,EKT015,EKT016,EKT017,EKT018,EKT019,EKT020
"G4804510","1990","Tom Green","451","7","7200",,"9999","3","Texas","48","Tom Green County",56549,2372,342,708,50,7971,87,23,21,8834,7157,1170,25,53,18,3316,35,22,28,4276
"G4804530","1990","Travis","453","7","0640",,"9999","3","Texas","48","Travis County",325481,43811,1234,10984,588,35783,923,341,262,48960,38647,15121,309,3962,197,10076,405,117,114,20142
"G4804550","1990","Trinity","455","7","9999",,"9999","3","Texas","48","Trinity County",7454,681,24,123,2,57,0,0,0,59,1752,924,4,0,0,77,0,0,0,106
"G4804570","1990","Tyler","457","7","9999",,"9999","3","Texas","48","Tyler County",12049,1182,12,23,0,66,0,0,0,97,2181,801,2,0,0,16,0,0,0,0
"G4804590","1990","Upshur","459","7","9999",,"9999","3","Texas","48","Upshur County",22112,2144,146,3,0,436,6,9,0,150,3571,1657,59,2,0,35,7,24,0,76
"G4804610","1990","Upton","461","7","9999",,"9999","3","Texas","48","Upton County",2284,98,38,2,10,596,0,0,0,603,288,27,2,0,0,228,4,0,0,231
"G4804630","1990","Uvalde","463","7","9999",,"9999","3","Texas","48","Uvalde County",7622,25,55,36,0,3614,0,0,11,4400,1155,6,0,0,17,2283,0,0,0,3641
"G4804650","1990","Val Verde","465","7","9999",,"9999","3","Texas","48","Val Verde County",9338,464,52,189,7,8921,16,11,21,5097,718,240,0,11,0,7063,13,87,8,5650
"G4804670","1990","Van Zandt","467","7","9999",,"9999","3","Texas","48","Van Zandt County",29099,700,81,79,0,350,0,0,0,516,5266,652,31,0,0,256,0,0,0,295
"G4804690","1990","Victoria","469","7","8750",,"9999","3","Texas","48","Victoria County",39751,3270,96,336,64,10735,66,18,19,6176,3447,1457,27,17,25,4551,35,0,12,3354
"G4804710","1990","Walker","471","7","9999",,"9999","3","Texas","48","Walker County",22389,3797,112,186,5,957,0,5,9,1224,4247,3160,18,89,0,246,54,0,0,411
"G4804730","1990","Waller","473","7","3362",,"3360","3","Texas","48","Waller County",10828,3876,10,53,27,586,21,0,0,827,922,2365,0,0,0,395,19,5,11,684
"G4804750","1990","Ward","475","7","9999",,"9999","3","Texas","48","Ward County",6811,271,50,3,2,1443,0,2,0,1630,862,163,0,0,6,532,0,0,0,1011
"G4804770","1990","Washington","477","7","9999",,"9999","3","Texas","48","Washington County",16178,3087,6,114,9,349,18,0,5,309,1904,2091,20,17,0,195,0,0,0,203
"G4804790","1990","Webb","479","7","4080",,"9999","3","Texas","48","Webb County",6376,11,0,289,84,53137,19,7,15,21291,1039,26,0,105,89,31610,15,33,4,17195
"G4804810","1990","Wharton","481","7","9999",,"9999","3","Texas","48","Wharton County",21007,3355,0,46,71,3784,66,0,0,2584,2202,2767,7,38,0,1740,8,0,0,1615
"G4804830","1990","Wheeler","483","7","9999",,"9999","3","Texas","48","Wheeler County",4493,48,31,6,0,86,0,2,2,99,674,100,11,0,1,19,6,0,3,172
"G4804850","1990","Wichita","485","7","9080",,"9999","3","Texas","48","Wichita County",81757,6048,623,1376,59,3198,81,83,61,3840,11404,3805,162,273,5,985,69,0,0,1606
"G4804870","1990","Wilbarger","487","7","9999",,"9999","3","Texas","48","Wilbarger County",9595,522,74,52,0,318,6,5,0,979,1376,648,20,4,8,148,0,16,0,548
"G4804890","1990","Willacy","489","7","9999",,"9999","3","Texas","48","Willacy County",2344,45,0,8,34,5604,0,0,0,1748,360,35,0,0,0,5475,0,13,0,1965
"G4804910","1990","Williamson","491","7","0640",,"9999","3","Texas","48","Williamson County",101129,4612,438,1615,80,8533,173,39,24,6469,7662,1764,58,57,26,2363,60,0,4,1817
"G4804930","1990","Wilson","493","7","9999",,"9999","3","Texas","48","Wilson County",12486,141,41,4,7,3513,2,5,0,1581,1671,63,2,0,0,1869,0,0,0,1035
"G4804950","1990","Winkler","495","7","9999",,"9999","3","Texas","48","Winkler County",4602,89,55,8,0,497,57,14,0,1374,554,67,15,0,6,368,0,0,0,832
"G4804970","1990","Wise","497","7","9999",,"9999","3","Texas","48","Wise County",26983,213,169,135,0,718,0,6,0,692,3712,97,31,5,0,449,0,0,0,420
"G4804990","1990","Wood","499","7","9999",,"9999","3","Texas","48","Wood County",21522,1297,106,11,0,197,20,0,0,132,4134,657,10,0,0,27,10,0,0,295
"G4805010","1990","Yoakum","501","7","9999",,"9999","3","Texas","48","Yoakum County",4729,52,25,20,0,658,0,0,0,1545,647,24,41,22,0,176,0,0,1,806
"G4805030","1990","Young","503","7","9999",,"9999","3","Texas","48","Young County",14033,118,34,66,18,261,0,10,0,369,2256,225,0,0,0,63,0,0,0,332
"G4805050","1990","Zapata","505","7","9999",,"9999","3","Texas","48","Zapata County",1421,0,0,0,0,2692,0,0,0,1346,338,0,8,0,14,2216,0,0,12,1202
"G4805070","1990","Zavala","507","7","9999",,"9999","3","Texas","48","Zavala County",710,6,16,0,29,2673,0,0,0,2484,252,56,0,0,0,2796,6,53,0,2841
"G4900010","1990","Beaver","001","8","9999",,"9999","4","Utah","49","Beaver County",3956,0,45,14,0,20,0,6,0,30,571,0,5,0,0,28,0,0,0,27
"G4900030","1990","Box Elder","003","8","9999",,"9999","4","Utah","49","Box Elder County",31781,2,313,440,33,490,0,8,30,604,2211,0,143,15,0,67,0,17,0,176
"G4900050","1990","Cache","005","8","9999",,"9999","4","Utah","49","Cache County",56825,82,285,1179,7,655,0,2,2,611,8061,123,141,666,10,143,7,0,0,202
"G4900070","1990","Carbon","007","8","9999",,"9999","4","Utah","49","Carbon County",15068,26,81,85,0,1192,16,0,0,560,2271,7,47,15,9,276,0,0,0,233
"G4900090","1990","Daggett","009","8","9999",,"9999","4","Utah","49","Daggett County",571,0,10,0,0,2,0,0,0,2,86,0,0,0,0,15,0,0,1,0
"G4900110","1990","Davis","011","8","7160",,"9999","4","Utah","49","Davis County",162134,1408,353,2880,104,3653,76,77,103,2068,10872,530,504,286,7,415,14,17,17,629
"G4900130","1990","Duchesne","013","8","9999",,"9999","4","Utah","49","Duchesne County",9512,5,417,24,5,113,0,26,16,76,2024,10,170,11,0,48,0,30,0,57
"G4900150","1990","Emery","015","8","9999",,"9999","4","Utah","49","Emery County",8911,3,54,24,0,88,0,6,2,89,1013,0,11,7,0,4,0,0,0,45
"G4900170","1990","Garfield","017","8","9999",,"9999","4","Utah","49","Garfield County",3266,0,70,13,0,18,0,0,0,2,545,0,27,0,0,2,0,0,0,9
"G4900190","1990","Grand","019","8","9999",,"9999","4","Utah","49","Grand County",5277,0,89,11,0,153,0,0,0,46,808,0,125,6,0,17,0,0,0,0
"G4900210","1990","Iron","021","8","9999",,"9999","4","Utah","49","Iron County",16127,4,353,42,0,101,0,0,0,94,2895,30,309,26,0,80,0,12,9,19
"G4900230","1990","Juab","023","8","9999",,"9999","4","Utah","49","Juab County",4997,0,62,0,0,14,0,0,0,22,563,0,31,0,0,0,0,7,0,3
"G4900250","1990","Kane","025","8","9999",,"9999","4","Utah","49","Kane County",4130,10,16,76,0,58,0,0,0,10,798,0,23,6,0,9,0,0,0,0
"G4900270","1990","Millard","027","8","9999",,"9999","4","Utah","49","Millard County",9261,0,98,52,0,84,0,12,4,128,1413,0,13,22,0,44,0,0,0,77
"G4900290","1990","Morgan","029","8","9999",,"9999","4","Utah","49","Morgan County",4967,3,0,13,0,47,0,0,0,22,472,0,0,0,0,2,0,0,0,0
"G4900310","1990","Piute","031","8","9999",,"9999","4","Utah","49","Piute County",996,0,6,0,0,7,0,0,0,0,265,0,0,0,0,3,0,0,0,0
"G4900330","1990","Rich","033","8","9999",,"9999","4","Utah","49","Rich County",1430,0,0,16,0,4,0,0,0,7,225,0,2,0,0,0,0,0,0,11
"G4900350","1990","Salt Lake","035","8","7160",,"9999","4","Utah","49","Salt Lake County",590755,3369,3709,14942,230,18534,281,280,305,13074,53629,1446,2155,4031,90,4274,97,108,52,4743
"G4900370","1990","San Juan","037","8","9999",,"9999","4","Utah","49","San Juan County",4666,26,2972,16,0,129,0,8,0,91,582,0,3709,2,0,41,0,47,0,142
"G4900390","1990","Sanpete","039","8","9999",,"9999","4","Utah","49","Sanpete County",12050,0,79,67,0,162,0,19,2,151,2777,6,60,85,0,108,0,15,0,125
"G4900410","1990","Sevier","041","8","9999",,"9999","4","Utah","49","Sevier County",12566,0,63,28,1,209,0,4,0,65,1996,0,176,3,0,40,0,0,0,44
"G4900430","1990","Summit","043","8","9999",,"9999","4","Utah","49","Summit County",13939,0,52,37,0,166,0,2,0,23,1066,0,15,4,0,20,0,0,0,2
"G4900450","1990","Tooele","045","8","9999",,"9999","4","Utah","49","Tooele County",20199,161,210,201,18,1344,14,11,10,1093,2328,28,102,32,6,234,0,2,0,280
"G4900470","1990","Uintah","047","8","9999",,"9999","4","Utah","49","Uintah County",16183,14,1160,47,10,328,0,44,9,125,2832,0,1072,9,0,69,0,51,0,94
"G4900490","1990","Utah","049","8","6520",,"9999","4","Utah","49","Utah County",206072,63,1082,2605,39,2944,0,112,23,2456,35314,170,482,1061,21,971,0,26,0,1055
"G4900510","1990","Wasatch","051","8","9999",,"9999","4","Utah","49","Wasatch County",8874,6,52,16,0,178,0,3,0,41,728,0,14,0,0,44,0,0,0,4
"G4900530","1990","Washington","053","8","9999",,"9999","4","Utah","49","Washington County",40346,77,275,241,8,489,0,7,10,116,5656,41,429,46,0,120,0,4,6,88
"G4900550","1990","Wayne","055","8","9999",,"9999","4","Utah","49","Wayne County",1740,0,23,3,0,19,0,0,0,12,337,0,9,0,0,1,0,0,0,6
"G4900570","1990","Weber","057","8","7160",,"9999","4","Utah","49","Weber County",127950,1459,795,1897,126,3746,67,76,76,4087,11772,610,240,343,9,1025,30,35,0,1687
"G5000010","1990","Addison","001","1","9999",,"9999","1","Vermont","50","Addison County",27324,60,57,111,25,108,0,0,0,11,2918,5,16,16,2,5,2,0,0,0
"G5000030","1990","Bennington","003","1","9999",,"9999","1","Vermont","50","Bennington County",30143,93,46,148,0,131,0,0,4,8,3774,24,60,33,0,4,0,0,0,0
"G5000050","1990","Caledonia","005","1","9999",,"9999","1","Vermont","50","Caledonia County",23326,21,83,42,1,66,13,9,0,0,3187,21,38,2,0,10,0,0,0,0
"G5000070","1990","Chittenden","007","1","####",,"9999","1","Vermont","50","Chittenden County",110804,688,190,961,29,721,29,7,27,138,9997,270,131,260,37,96,0,0,0,33
"G5000090","1990","Essex","009","1","9999",,"9999","1","Vermont","50","Essex County",5374,15,28,5,6,19,0,0,0,3,862,0,4,0,0,6,0,0,0,8
"G5000110","1990","Franklin","011","1","####",,"9999","1","Vermont","50","Franklin County",34457,12,611,80,0,103,0,0,6,52,3822,13,147,3,1,17,0,0,0,0
"G5000130","1990","Grand Isle","013","1","####",,"9999","1","Vermont","50","Grand Isle County",4627,12,19,12,0,23,0,0,0,0,606,0,2,0,0,0,0,0,0,0
"G5000150","1990","Lamoille","015","1","9999",,"9999","1","Vermont","50","Lamoille County",16576,25,45,70,5,65,0,3,4,8,2050,6,9,10,4,4,0,0,0,6
"G5000170","1990","Orange","017","1","9999",,"9999","1","Vermont","50","Orange County",22729,25,67,55,4,65,0,0,3,19,2356,7,20,2,0,4,0,2,0,0
"G5000190","1990","Orleans","019","1","9999",,"9999","1","Vermont","50","Orleans County",19854,30,77,29,0,64,0,0,0,11,3437,3,27,17,0,15,0,0,0,2
"G5000210","1990","Rutland","021","1","9999",,"9999","1","Vermont","50","Rutland County",53707,80,48,191,7,182,18,12,0,13,5718,0,43,0,0,29,0,0,0,0
"G5000230","1990","Washington","023","1","9999",,"9999","1","Vermont","50","Washington County",47076,205,72,121,9,587,10,0,2,19,4201,29,43,19,0,43,0,2,0,12
"G5000250","1990","Windham","025","1","9999",,"9999","1","Vermont","50","Windham County",36147,103,64,184,3,181,0,4,0,37,3754,11,25,0,0,11,0,0,0,34
"G5000270","1990","Windsor","027","1","9999",,"9999","1","Vermont","50","Windsor County",47467,96,119,264,15,201,0,0,0,38,4871,16,33,40,0,22,0,0,0,0
"G5100010","1990","Accomack","001","5","9999",,"9999","3","Virginia","51","Accomack County",17574,7122,28,20,0,122,68,0,0,62,2433,3526,13,2,8,68,11,0,0,46
"G5100030","1990","Albemarle","003","5","1540",,"9999","3","Virginia","51","Albemarle County",50730,4878,30,918,60,417,11,0,0,117,3441,854,5,128,30,156,0,0,9,53
"G5100050","1990","Alleghany","005","5","9999",,"9999","3","Virginia","51","Alleghany County",11360,252,17,34,0,20,0,0,0,0,1200,53,0,8,0,0,0,0,0,0
"G5100070","1990","Amelia","007","5","9999",,"9999","3","Virginia","51","Amelia County",5525,2230,8,14,0,0,0,0,0,12,391,550,0,0,0,0,0,0,0,0
"G5100090","1990","Amherst","009","5","4640",,"9999","3","Virginia","51","Amherst County",19237,4586,30,28,0,70,7,0,0,11,1602,938,45,0,0,0,0,0,0,9
"G5100110","1990","Appomattox","011","5","9999",,"9999","3","Virginia","51","Appomattox County",8442,2091,29,14,0,12,0,2,0,0,795,686,4,0,3,13,0,0,0,0
"G5100130","1990","Arlington","013","5","8840",,"9999","3","Virginia","51","Arlington County",111066,14350,408,9505,254,10168,280,42,233,8441,4825,2116,9,1696,27,1821,50,0,16,1335
"G5100150","1990","Augusta","015","5","9999",,"9999","3","Virginia","51","Augusta County",47743,1010,50,80,6,151,0,0,0,71,3534,197,7,0,0,46,9,0,0,6
"G5100170","1990","Bath","017","5","9999",,"9999","3","Virginia","51","Bath County",3857,140,0,58,0,31,0,0,0,0,568,111,0,0,0,0,0,0,0,0
"G5100190","1990","Bedford","019","5","9999",,"9999","3","Virginia","51","Bedford County",38986,2871,68,47,0,150,0,0,0,21,2453,650,0,0,0,59,0,0,0,0
"G5100210","1990","Bland","021","5","9999",,"9999","3","Virginia","51","Bland County",5289,46,0,0,0,7,0,0,0,0,587,6,0,0,0,0,0,0,0,0
"G5100230","1990","Botetourt","023","5","6800",,"9999","3","Virginia","51","Botetourt County",21976,662,22,57,13,82,0,0,18,7,1405,106,0,0,0,0,0,0,0,0
"G5100250","1990","Brunswick","025","5","9999",,"9999","3","Virginia","51","Brunswick County",5668,5348,2,0,12,0,6,0,0,17,690,2906,12,0,5,0,4,0,0,0
"G5100270","1990","Buchanan","027","5","9999",,"9999","3","Virginia","51","Buchanan County",24102,7,33,31,7,32,0,0,0,0,6770,0,0,0,0,0,0,0,0,0
"G5100290","1990","Buckingham","029","5","9999",,"9999","3","Virginia","51","Buckingham County",6055,3372,5,8,0,15,16,0,0,9,1034,1221,0,17,0,11,0,0,0,10
"G5100310","1990","Campbell","031","5","4640",,"9999","3","Virginia","51","Campbell County",36590,5564,50,86,0,74,0,0,0,50,3522,1169,3,24,8,0,0,13,0,24
"G5100330","1990","Caroline","033","5","9999",,"9999","3","Virginia","51","Caroline County",10591,5765,220,29,0,52,5,0,0,9,879,1328,36,0,0,0,0,0,0,0
"G5100350","1990","Carroll","035","5","9999",,"9999","3","Virginia","51","Carroll County",22291,77,12,33,0,46,0,0,0,13,3649,0,8,4,0,23,0,0,0,10
"G5100360","1990","Charles City","036","5","6760",,"9999","3","Virginia","51","Charles City County",1641,3110,485,6,0,10,20,0,0,8,142,845,4,0,0,0,0,0,0,0
"G5100370","1990","Charlotte","037","5","9999",,"9999","3","Virginia","51","Charlotte County",6342,2915,9,2,0,22,4,0,0,4,895,1348,0,0,0,0,0,0,0,0
"G5100410","1990","Chesterfield","041","5","6760",,"9999","3","Virginia","51","Chesterfield County",168769,22653,449,3422,108,1433,72,19,43,355,5933,2420,45,381,0,85,21,0,0,59
"G5100430","1990","Clarke","043","5","9999",,"9999","3","Virginia","51","Clarke County",9813,779,12,57,0,29,0,0,0,0,846,175,0,0,0,0,0,0,0,0
"G5100450","1990","Craig","045","5","9999",,"9999","3","Virginia","51","Craig County",3861,0,23,12,0,7,0,0,0,0,425,0,0,0,0,0,0,0,0,0
"G5100470","1990","Culpeper","047","5","9999",,"9999","3","Virginia","51","Culpeper County",20567,3726,82,282,9,121,0,0,0,55,1391,930,19,9,0,0,0,0,0,6
"G5100490","1990","Cumberland","049","5","9999",,"9999","3","Virginia","51","Cumberland County",4031,2442,13,6,0,64,7,0,0,0,660,568,0,0,0,0,0,0,0,0
"G5100510","1990","Dickenson","051","5","9999",,"9999","3","Virginia","51","Dickenson County",12830,37,28,14,0,28,0,0,0,0,4506,6,4,2,0,0,0,0,0,0
"G5100530","1990","Dinwiddie","053","5","6760",,"9999","3","Virginia","51","Dinwiddie County",11995,6110,0,81,0,121,0,0,0,25,1129,1176,7,0,0,0,6,0,0,45
"G5100570","1990","Essex","057","5","9999",,"9999","3","Virginia","51","Essex County",4766,2515,28,14,0,26,0,0,0,2,427,691,8,2,0,18,0,0,0,0
"G5100590","1990","Fairfax","059","5","8840",,"9999","3","Virginia","51","Fairfax County",613639,50841,1672,63812,782,28673,857,273,610,14267,14551,4376,199,4108,23,2630,61,36,44,2182
"G5100610","1990","Fauquier","061","5","9999",,"9999","3","Virginia","51","Fauquier County",39865,4439,131,414,18,464,40,5,0,101,1313,615,2,0,0,4,5,0,0,40
"G5100630","1990","Floyd","063","5","9999",,"9999","3","Virginia","51","Floyd County",10005,190,0,13,0,24,0,0,0,8,1555,104,13,0,0,1,0,0,0,0
"G5100650","1990","Fluvanna","065","5","1540",,"9999","3","Virginia","51","Fluvanna County",8857,2095,19,8,0,31,0,0,0,9,579,678,5,0,0,5,0,0,0,20
"G5100670","1990","Franklin","067","5","9999",,"9999","3","Virginia","51","Franklin County",30206,3345,26,34,24,64,0,0,0,0,3390,793,15,8,13,0,9,0,0,0
"G5100690","1990","Frederick","069","5","9999",,"9999","3","Virginia","51","Frederick County",40794,745,57,245,0,154,0,9,0,66,3088,37,0,11,0,40,0,0,0,21
"G5100710","1990","Giles","071","5","9999",,"9999","3","Virginia","51","Giles County",13933,227,12,13,0,34,0,0,0,12,1911,36,2,25,0,0,0,0,0,0
"G5100730","1990","Gloucester","073","5","5720",,"9999","3","Virginia","51","Gloucester County",24166,2546,40,171,0,256,7,11,0,21,1769,699,9,33,0,0,0,0,0,0
"G5100750","1990","Goochland","075","5","6760",,"9999","3","Virginia","51","Goochland County",8933,3050,12,67,0,14,22,0,7,0,506,507,0,0,0,0,0,0,0,0
"G5100770","1990","Grayson","077","5","9999",,"9999","3","Virginia","51","Grayson County",13228,296,14,0,0,46,0,2,0,2,2249,212,0,0,0,0,0,0,0,0
"G5100790","1990","Greene","079","5","1540",,"9999","3","Virginia","51","Greene County",8542,380,6,9,0,32,0,0,0,7,964,286,0,0,0,10,0,0,0,0
"G5100810","1990","Greensville","081","5","9999",,"9999","3","Virginia","51","Greensville County",3514,3809,0,6,0,18,0,0,0,0,343,1100,0,0,0,7,0,0,0,0
"G5100830","1990","Halifax","083","5","9999",,"9999","3","Virginia","51","Halifax County",15405,8245,46,52,0,26,15,0,0,28,1737,3006,0,0,0,10,0,0,0,7
"G5100850","1990","Hanover","085","5","6760",,"9999","3","Virginia","51","Hanover County",53306,5156,130,284,28,231,12,0,0,56,1814,798,5,31,0,15,0,0,0,0
"G5100870","1990","Henrico","087","5","6760",,"9999","3","Virginia","51","Henrico County",158260,38324,495,3728,113,1249,185,9,33,621,6601,4503,58,402,6,72,0,0,8,43
"G5100890","1990","Henry","089","5","9999",,"9999","3","Virginia","51","Henry County",39366,11232,69,134,9,98,64,0,5,25,3413,1752,50,17,0,1,8,0,0,0
"G5100910","1990","Highland","091","5","9999",,"9999","3","Virginia","51","Highland County",2270,0,0,0,0,7,0,0,0,0,358,0,0,0,0,0,0,0,0,0
"G5100930","1990","Isle Of Wight","093","5","9999",,"9999","3","Virginia","51","Isle of Wight County",15664,5974,46,68,0,85,9,0,0,15,1047,1867,0,0,0,0,0,0,0,0
"G5100950","1990","James City","095","5","5720",,"9999","3","Virginia","51","James City County",25474,5000,39,489,0,412,0,0,17,20,1274,933,0,35,0,18,0,0,0,0
"G5100970","1990","King And Queen","097","5","9999",,"9999","3","Virginia","51","King and Queen County",3198,2014,46,0,9,0,0,0,0,3,354,557,33,0,0,0,0,0,0,0
"G5100990","1990","King George","099","5","9999",,"9999","3","Virginia","51","King George County",9743,2331,20,152,0,81,0,0,0,24,452,315,0,23,0,0,0,0,0,0
"G5101010","1990","King William","101","5","9999",,"9999","3","Virginia","51","King William County",6911,2701,188,0,0,0,7,0,0,9,405,567,30,0,0,0,0,0,0,0
"G5101030","1990","Lancaster","103","5","9999",,"9999","3","Virginia","51","Lancaster County",6828,2309,2,0,0,12,54,0,0,22,543,909,0,0,0,0,0,0,0,0
"G5101050","1990","Lee","105","5","9999",,"9999","3","Virginia","51","Lee County",17149,48,0,0,0,84,0,0,0,24,6920,7,8,14,0,18,0,0,0,7
"G5101070","1990","Loudoun","107","5","8840",,"9999","3","Virginia","51","Loudoun County",72974,5513,269,1972,56,1548,70,17,45,343,1889,610,5,44,0,53,0,0,15,9
"G5101090","1990","Louisa","109","5","9999",,"9999","3","Virginia","51","Louisa County",13325,4108,37,47,61,73,0,0,0,16,1358,1078,11,0,9,3,0,0,0,0
"G5101110","1990","Lunenburg","111","5","9999",,"9999","3","Virginia","51","Lunenburg County",6128,2990,19,4,0,19,2,0,12,0,869,1284,6,0,0,0,0,0,0,4
"G5101130","1990","Madison","113","5","9999",,"9999","3","Virginia","51","Madison County",8807,1288,4,0,0,9,0,0,0,0,1132,384,0,10,0,38,0,0,0,0
"G5101150","1990","Mathews","115","5","9999",,"9999","3","Virginia","51","Mathews County",6548,829,9,0,8,34,43,0,0,0,514,289,0,0,0,0,0,0,0,0
"G5101170","1990","Mecklenburg","117","5","9999",,"9999","3","Virginia","51","Mecklenburg County",16010,7477,36,29,0,16,16,0,0,14,1441,3220,0,0,0,8,1,0,0,0
"G5101190","1990","Middlesex","119","5","9999",,"9999","3","Virginia","51","Middlesex County",5773,1581,6,12,0,50,0,0,0,0,543,463,8,0,0,0,0,0,0,0
"G5101210","1990","Montgomery","121","5","9999",,"9999","3","Virginia","51","Montgomery County",47000,1806,75,1416,49,233,19,0,16,80,12825,458,54,816,6,165,0,0,23,34
"G5101250","1990","Nelson","125","5","9999",,"9999","3","Virginia","51","Nelson County",8849,1693,26,46,7,21,18,0,0,40,1230,646,19,0,7,0,4,0,0,18
"G5101270","1990","New Kent","127","5","6760",,"9999","3","Virginia","51","New Kent County",7757,1794,94,20,20,32,10,0,0,38,201,257,17,0,21,0,0,0,0,11
"G5101310","1990","Northampton","131","5","9999",,"9999","3","Virginia","51","Northampton County",5730,3485,14,5,0,87,0,0,0,95,854,2435,6,11,5,50,17,0,0,27
"G5101330","1990","Northumberland","133","5","9999",,"9999","3","Virginia","51","Northumberland County",6682,2281,3,23,13,7,0,0,0,4,640,785,0,0,0,0,0,0,0,0
"G5101350","1990","Nottoway","135","5","9999",,"9999","3","Virginia","51","Nottoway County",7360,3733,2,34,0,23,9,0,0,16,752,1639,5,0,0,0,0,0,0,0
"G5101370","1990","Orange","137","5","9999",,"9999","3","Virginia","51","Orange County",16767,2530,49,33,0,128,4,0,0,61,1026,480,9,0,7,18,8,0,0,0
"G5101390","1990","Page","139","5","9999",,"9999","3","Virginia","51","Page County",18347,350,9,131,0,81,0,0,0,10,2436,77,7,9,0,0,0,0,0,0
"G5101410","1990","Patrick","141","5","9999",,"9999","3","Virginia","51","Patrick County",13926,977,10,6,0,11,0,0,0,6,2058,271,0,0,0,23,0,0,0,0
"G5101430","1990","Pittsylvania","143","5","1950",,"9999","3","Virginia","51","Pittsylvania County",36348,11857,32,40,0,116,4,0,7,25,3838,2859,15,13,0,11,14,0,0,3
"G5101450","1990","Powhatan","145","5","6760",,"9999","3","Virginia","51","Powhatan County",10773,1653,57,10,0,15,0,0,0,14,415,347,0,0,0,0,0,0,0,0
"G5101470","1990","Prince Edward","147","5","9999",,"9999","3","Virginia","51","Prince Edward County",6774,4098,15,35,0,85,13,0,0,35,1131,1877,15,0,0,8,11,0,0,14
"G5101490","1990","Prince George","149","5","6760",,"9999","3","Virginia","51","Prince George County",16096,5637,88,533,49,323,93,0,0,194,470,590,0,9,0,0,13,0,0,59
"G5101530","1990","Prince William","153","5","8840",,"9999","3","Virginia","51","Prince William County",167312,21671,508,6450,240,5262,281,28,180,2584,4280,1899,34,213,2,195,31,3,0,197
"G5101550","1990","Pulaski","155","5","9999",,"9999","3","Virginia","51","Pulaski County",27545,1311,71,54,0,65,9,0,0,0,3919,561,0,0,0,0,0,0,0,0
"G5101570","1990","Rappahannock","157","5","9999",,"9999","3","Virginia","51","Rappahannock County",5383,398,15,31,0,45,0,0,0,0,613,97,0,0,0,0,0,0,0,2
"G5101590","1990","Richmond","159","5","9999",,"9999","3","Virginia","51","Richmond County",4285,1487,2,21,0,10,0,0,0,24,491,600,0,0,0,0,0,0,0,0
"G5101610","1990","Roanoke","161","5","6800",,"9999","3","Virginia","51","Roanoke County",71085,1810,52,585,0,239,13,6,23,55,2951,146,0,45,0,22,0,0,0,0
"G5101630","1990","Rockbridge","163","5","9999",,"9999","3","Virginia","51","Rockbridge County",15124,416,43,21,2,36,0,0,0,0,2404,41,15,0,0,0,0,0,0,0
"G5101650","1990","Rockingham","165","5","9999",,"9999","3","Virginia","51","Rockingham County",50533,579,62,209,5,279,0,0,3,233,3691,118,4,0,0,30,0,0,0,10
"G5101670","1990","Russell","167","5","9999",,"9999","3","Virginia","51","Russell County",21777,101,9,46,0,17,0,0,0,0,6311,25,16,0,0,18,0,0,0,0
"G5101690","1990","Scott","169","5","3660",,"9999","3","Virginia","51","Scott County",18025,107,8,8,0,37,0,0,0,0,4781,0,7,0,0,0,0,0,0,11
"G5101710","1990","Shenandoah","171","5","9999",,"9999","3","Virginia","51","Shenandoah County",27084,247,2,110,35,151,0,0,0,39,3196,134,2,6,0,67,0,0,0,9
"G5101730","1990","Smyth","173","5","9999",,"9999","3","Virginia","51","Smyth County",25669,254,12,31,0,42,0,0,0,0,4917,238,4,44,0,13,0,0,0,3
"G5101750","1990","Southampton","175","5","9999",,"9999","3","Virginia","51","Southampton County",8611,4653,11,0,0,41,32,0,0,10,477,2260,0,0,0,0,23,0,0,0
"G5101770","1990","Spotsylvania","177","5","9999",,"9999","3","Virginia","51","Spotsylvania County",47246,5248,190,533,36,596,0,0,17,176,1862,840,6,0,0,70,0,0,0,31
"G5101790","1990","Stafford","179","5","8840",,"9999","3","Virginia","51","Stafford County",51251,3457,210,595,15,761,74,0,45,165,1871,317,30,71,0,58,2,0,0,50
"G5101810","1990","Surry","181","5","9999",,"9999","3","Virginia","51","Surry County",2584,2691,2,0,0,19,0,0,0,0,121,720,0,0,0,0,0,0,0,0
"G5101830","1990","Sussex","183","5","9999",,"9999","3","Virginia","51","Sussex County",3772,4241,2,19,3,10,0,0,0,0,366,1644,4,0,5,0,4,0,0,0
"G5101850","1990","Tazewell","185","5","9999",,"9999","3","Virginia","51","Tazewell County",35619,780,49,187,0,13,0,0,0,5,8258,315,2,2,0,7,25,0,0,0
"G5101870","1990","Warren","187","5","9999",,"9999","3","Virginia","51","Warren County",22373,916,50,59,13,146,34,0,0,53,1707,213,16,0,0,7,0,0,0,22
"G5101910","1990","Washington","191","5","3660",,"9999","3","Virginia","51","Washington County",37150,461,63,77,0,39,0,0,0,15,6666,56,19,3,0,0,0,0,0,7
"G5101930","1990","Westmoreland","193","5","9999",,"9999","3","Virginia","51","Westmoreland County",9393,3908,41,64,8,38,2,0,0,0,765,1161,0,0,0,0,23,0,0,0
