GISJOIN,YEAR,COUNTY,COUNTYA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,ANPSADPI,EKT001,EKT002,EKT003,EKT004,EKT005,EKT006,EKT007,EKT008,EKT009,EKT010,EKT011,EKT012,EKT013,EKT014,EKT015,EKT016,EKT017,EKT018,EKT019,EKT020
"G0100010","1990","Autauga","001","6","5240",,"9999","3","Alabama","01","Autauga County",24316,4069,29,89,0,140,4,0,0,38,2587,2688,3,0,0,0,46,0,0,0
"G0100030","1990","Baldwin","003","6","5160",,"9999","3","Alabama","01","Baldwin County",74514,7245,734,102,9,539,25,9,16,87,8546,5072,100,51,0,144,0,0,0,34
"G0100050","1990","Barbour","005","6","9999",,"9999","3","Alabama","01","Barbour County",12052,6358,36,55,0,20,2,18,0,0,1723,4502,0,0,0,14,5,0,0,0
"G0100070","1990","Bibb","007","6","9999",,"9999","3","Alabama","01","Bibb County",11016,1799,2,0,0,22,11,0,0,0,1865,1578,0,2,0,0,9,0,0,0
"G0100090","1990","Blount","009","6","1000",,"9999","3","Alabama","01","Blount County",32205,438,104,48,3,69,0,0,0,119,5641,146,59,0,0,15,0,0,0,77
"G0100110","1990","Bullock","011","6","9999",,"9999","3","Alabama","01","Bullock County",2410,4098,0,29,0,18,9,0,0,0,306,3467,0,0,0,0,3,0,0,0
"G0100130","1990","Butler","013","6","9999",,"9999","3","Alabama","01","Butler County",10667,4100,12,4,0,38,0,0,0,12,2093,4630,9,12,0,63,8,0,0,0
"G0100150","1990","Calhoun","015","6","0450",,"9999","3","Alabama","01","Calhoun County",78018,13603,269,709,8,740,8,8,23,210,11014,6247,8,73,0,22,13,0,0,8
"G0100170","1990","Chambers","017","6","9999",,"9999","3","Alabama","01","Chambers County",20918,8505,43,6,0,66,9,0,0,28,2255,4581,0,0,7,6,0,0,0,0
"G0100190","1990","Cherokee","019","6","9999",,"9999","3","Alabama","01","Cherokee County",14968,971,22,12,0,47,0,0,0,20,3088,306,8,0,0,22,0,0,0,0
"G0100210","1990","Chilton","021","6","9999",,"9999","3","Alabama","01","Chilton County",24398,2100,38,9,9,59,0,0,0,5,3989,1483,18,0,0,0,0,0,0,5
"G0100230","1990","Choctaw","023","6","9999",,"9999","3","Alabama","01","Choctaw County",7430,3630,7,3,3,41,3,0,0,3,1394,3379,0,1,0,12,23,0,0,0
"G0100250","1990","Clarke","025","6","9999",,"9999","3","Alabama","01","Clarke County",13662,6169,12,34,7,46,0,0,0,6,1539,5362,0,8,21,21,9,0,0,0
"G0100270","1990","Clay","027","6","9999",,"9999","3","Alabama","01","Clay County",9237,1472,2,9,2,27,0,0,0,4,1616,635,9,12,0,0,0,0,0,0
"G0100290","1990","Cleburne","029","6","9999",,"9999","3","Alabama","01","Cleburne County",10337,319,47,14,0,0,0,0,0,0,1656,273,0,0,0,7,0,0,0,0
"G0100310","1990","Coffee","031","6","9999",,"9999","3","Alabama","01","Coffee County",28295,4460,167,286,5,279,6,7,0,95,3759,2327,20,40,0,34,0,0,0,0
"G0100330","1990","Colbert","033","6","2650",,"9999","3","Alabama","01","Colbert County",37402,6115,168,93,0,73,0,9,0,8,4937,2451,30,8,0,8,0,0,0,43
"G0100350","1990","Conecuh","035","6","9999",,"9999","3","Alabama","01","Conecuh County",6736,3041,0,10,0,7,0,0,0,0,1275,2820,10,2,0,15,23,0,0,0
"G0100370","1990","Coosa","037","6","9999",,"9999","3","Alabama","01","Coosa County",6210,2689,19,0,0,0,0,0,0,0,952,1011,21,0,0,0,0,0,0,0
"G0100390","1990","Covington","039","6","9999",,"9999","3","Alabama","01","Covington County",25501,2577,35,29,0,37,0,0,0,12,5647,2181,68,25,0,25,0,0,0,25
"G0100410","1990","Crenshaw","041","6","9999",,"9999","3","Alabama","01","Crenshaw County",8244,1923,12,0,0,11,0,0,0,10,1653,1606,0,0,0,12,0,0,8,0
"G0100430","1990","Cullman","043","6","9999",,"9999","3","Alabama","01","Cullman County",55823,369,111,80,2,129,0,0,0,0,9988,167,17,15,0,27,0,0,0,0
"G0100450","1990","Dale","045","6","2180",,"9999","3","Alabama","01","Dale County",32809,5672,239,616,12,486,53,18,21,231,4010,2624,46,55,40,100,3,0,0,93
"G0100470","1990","Dallas","047","6","9999",,"9999","3","Alabama","01","Dallas County",17751,12178,18,77,15,19,19,0,0,0,2064,15005,6,0,0,11,5,0,0,8
"G0100490","1990","DeKalb","049","6","9999",,"9999","3","Alabama","01","DeKalb County",43228,753,365,140,0,143,0,0,0,59,8965,242,108,0,0,9,0,0,0,58
"G0100510","1990","Elmore","051","6","5240",,"9999","3","Alabama","01","Elmore County",33181,5473,163,92,17,165,27,0,8,44,2981,3597,34,2,0,0,29,0,0,0
"G0100530","1990","Escambia","053","6","9999",,"9999","3","Alabama","01","Escambia County",19340,4266,691,54,41,136,7,12,0,17,4382,4827,345,3,0,5,18,4,0,0
"G0100550","1990","Etowah","055","6","2880",,"9999","3","Alabama","01","Etowah County",72193,9284,268,261,2,106,26,6,0,104,11538,4408,72,97,0,29,0,0,32,66
"G0100570","1990","Fayette","057","6","9999",,"9999","3","Alabama","01","Fayette County",12518,1511,0,21,0,55,0,0,0,70,2914,691,8,0,0,0,0,0,0,2
"G0100590","1990","Franklin","059","6","9999",,"9999","3","Alabama","01","Franklin County",20851,759,54,56,0,52,0,0,0,8,5159,483,14,0,0,29,0,0,6,0
"G0100610","1990","Geneva","061","6","9999",,"9999","3","Alabama","01","Geneva County",16935,1762,82,36,0,67,0,0,0,45,3474,1036,15,0,11,12,11,0,0,24
"G0100630","1990","Greene","063","6","9999",,"9999","3","Alabama","01","Greene County",1805,3647,0,0,0,0,12,0,0,0,148,4413,2,0,0,0,6,0,0,6
"G0100650","1990","Hale","065","6","9999",,"9999","3","Alabama","01","Hale County",5296,4427,22,8,0,14,36,0,0,0,780,4583,7,13,0,0,37,0,0,0
"G0100670","1990","Henry","067","6","9999",,"9999","3","Alabama","01","Henry County",8885,3608,40,9,0,5,6,0,0,0,883,1725,0,0,0,0,23,0,0,5
"G0100690","1990","Houston","069","6","2180",,"9999","3","Alabama","01","Houston County",55193,11066,168,323,7,266,15,0,0,45,5712,7377,57,69,0,21,27,7,0,5
"G0100710","1990","Jackson","071","6","9999",,"9999","3","Alabama","01","Jackson County",37080,1388,922,106,0,139,0,0,0,16,6920,550,302,74,0,42,0,8,0,5
"G0100730","1990","Jefferson","073","6","1000",,"9999","3","Alabama","01","Jefferson County",376216,154406,957,2930,143,1578,292,4,44,259,31403,69652,263,550,0,206,38,0,20,144
"G0100750","1990","Lamar","075","6","9999",,"9999","3","Alabama","01","Lamar County",11375,1264,21,22,0,54,0,0,2,0,2206,585,3,0,0,4,0,0,0,0
"G0100770","1990","Lauderdale","077","6","2650",,"9999","3","Alabama","01","Lauderdale County",61035,4787,262,164,0,98,0,0,0,52,8909,2507,95,0,13,67,9,0,0,6
"G0100790","1990","Lawrence","079","6","2030",,"9999","3","Alabama","01","Lawrence County",20152,2966,1932,11,0,15,0,0,0,3,4231,1787,183,0,0,0,0,0,0,0
"G0100810","1990","Lee","081","6","9999",,"9999","3","Alabama","01","Lee County",47948,12798,39,931,0,261,40,3,0,35,12856,7048,68,319,0,91,45,0,14,93
"G0100830","1990","Limestone","083","6","9999",,"9999","3","Alabama","01","Limestone County",39899,4767,79,132,10,161,0,0,0,9,5720,1489,59,57,0,0,0,0,0,0
"G0100850","1990","Lowndes","085","6","9999",,"9999","3","Alabama","01","Lowndes County",3010,4712,9,0,0,0,5,0,0,0,177,4609,0,0,0,0,65,7,0,0
"G0100870","1990","Macon","087","6","9999",,"9999","3","Alabama","01","Macon County",2753,12039,0,31,0,15,0,0,0,0,412,7336,0,34,0,12,10,0,0,8
"G0100890","1990","Madison","089","6","3440",,"9999","3","Alabama","01","Madison County",167731,32567,1261,3592,25,1619,296,3,85,503,13064,11496,110,427,0,92,85,0,0,15
"G0100910","1990","Marengo","091","6","9999",,"9999","3","Alabama","01","Marengo County",10113,5837,9,4,0,15,0,0,0,0,1086,5743,0,11,0,0,11,0,0,0
"G0100930","1990","Marion","093","6","9999",,"9999","3","Alabama","01","Marion County",22936,498,54,40,0,40,0,0,9,6,5278,264,35,0,2,0,4,0,0,0
"G0100950","1990","Marshall","095","6","9999",,"9999","3","Alabama","01","Marshall County",56835,698,165,87,11,158,0,5,4,20,11477,365,66,5,0,156,0,3,0,0
"G0100970","1990","Mobile","097","6","5160",,"9999","3","Alabama","01","Mobile County",219998,65590,1597,1777,80,2104,261,49,20,384,27090,49733,591,1302,38,308,175,0,7,69
"G0100990","1990","Monroe","099","6","9999",,"9999","3","Alabama","01","Monroe County",12845,5213,208,58,0,35,0,0,0,0,1278,4035,55,4,0,9,5,0,0,0
"G0101010","1990","Montgomery","101","6","5240",,"9999","3","Alabama","01","Montgomery County",108308,54358,257,1189,118,699,110,17,6,275,6676,28685,125,293,0,38,138,7,0,82
"G0101030","1990","Morgan","103","6","2030",,"9999","3","Alabama","01","Morgan County",78957,6463,335,242,18,294,53,0,0,95,8602,3078,73,0,5,27,0,0,0,40
"G0101050","1990","Perry","105","6","9999",,"9999","3","Alabama","01","Perry County",3508,3358,50,0,0,6,8,0,0,2,492,4600,34,0,0,0,28,0,0,0
"G0101070","1990","Pickens","107","6","9999",,"9999","3","Alabama","01","Pickens County",10576,3922,24,6,0,2,5,0,0,0,1247,4647,4,5,0,0,0,0,0,2
"G0101090","1990","Pike","109","6","9999",,"9999","3","Alabama","01","Pike County",13381,5178,46,137,0,41,27,0,0,0,2865,4100,35,0,0,35,0,0,0,8
"G0101110","1990","Randolph","111","6","9999",,"9999","3","Alabama","01","Randolph County",12930,2978,2,2,2,40,0,0,0,2,2020,1653,29,0,0,0,8,0,0,0
"G0101130","1990","Russell","113","6","1800",,"9999","3","Alabama","01","Russell County",24668,11847,78,45,0,156,1,5,0,114,3305,6042,14,0,0,26,11,0,0,42
"G0101150","1990","St Clair","115","6","1000",,"9999","3","Alabama","01","St. Clair County",38410,2580,125,47,13,75,6,0,0,0,5833,1249,43,0,0,2,0,0,0,19
"G0101170","1990","Shelby","117","6","1000",,"9999","3","Alabama","01","Shelby County",82325,4830,320,556,0,414,14,0,0,57,6330,2497,52,24,0,8,0,0,0,11
"G0101190","1990","Sumter","119","6","9999",,"9999","3","Alabama","01","Sumter County",3779,5471,0,25,0,13,6,0,0,0,536,5517,0,21,0,0,57,0,0,0
"G0101210","1990","Talladega","121","6","9999",,"9999","3","Alabama","01","Talladega County",42956,13861,151,98,23,60,27,0,0,8,6589,7760,23,0,0,43,20,0,0,0
"G0101230","1990","Tallapoosa","123","6","9999",,"9999","3","Alabama","01","Tallapoosa County",24839,7009,52,84,0,48,2,0,0,0,3082,2997,0,0,14,17,6,0,0,0
"G0101250","1990","Tuscaloosa","125","6","8600",,"9999","3","Alabama","01","Tuscaloosa County",88465,22632,241,711,17,481,57,8,0,130,14011,13649,19,431,0,65,71,0,0,54
"G0101270","1990","Walker","127","6","1000",,"9999","3","Alabama","01","Walker County",52497,2480,51,74,8,109,0,0,2,16,9643,1818,33,29,0,36,11,0,0,2
"G0101290","1990","Washington","129","6","9999",,"9999","3","Alabama","01","Washington County",9007,2763,651,11,3,28,0,0,0,0,1882,1824,397,0,0,6,0,6,0,5
"G0101310","1990","Wilcox","131","6","9999",,"9999","3","Alabama","01","Wilcox County",3680,3624,0,4,0,7,0,0,0,0,401,5615,0,7,0,11,0,0,0,0
"G0101330","1990","Winston","133","6","9999",,"9999","3","Alabama","01","Winston County",17376,26,19,25,0,60,0,0,0,0,4217,27,21,0,0,53,0,0,0,0
"G0200130","1990","Aleutians East","013","9","9999",,"9999","4","Alaska","02","Aleutians East Borough",731,7,919,351,0,27,0,0,41,91,79,0,118,42,0,3,0,0,29,21
"G0200160","1990","Aleutians West","016","9","9999",,"9999","4","Alaska","02","Aleutians West Census Area",4352,290,956,709,26,145,2,7,54,190,193,34,142,148,0,47,6,0,0,92
"G0200200","1990","Anchorage","020","9","0380",,"9999","4","Alaska","02","Anchorage Borough",165190,11632,10686,9474,116,4084,258,389,436,2910,9350,1401,3066,702,26,605,148,33,22,261
"G0200500","1990","Bethel","050","9","9999",,"9999","4","Alaska","02","Bethel Census Area",1972,46,7207,68,10,40,0,15,2,14,116,25,3855,17,2,7,0,0,0,0
"G0200600","1990","Bristol Bay Borough","060","9","9999",,"9999","4","Alaska","02","Bristol Bay Borough",665,0,401,6,0,15,0,0,0,0,6,0,53,0,0,0,0,0,0,0
"G0200700","1990","Dillingham","070","9","9999",,"9999","4","Alaska","02","Dillingham Census Area",971,2,1972,53,1,1,0,11,0,10,65,0,917,0,0,0,0,2,0,0
"G0200900","1990","Fairbanks North Star","090","9","9999",,"9999","4","Alaska","02","Fairbanks North Star Borough",55935,4334,3700,1713,11,1281,142,58,57,701,3719,341,1129,112,37,140,7,6,15,68
"G0201000","1990","Haines","100","9","9999",,"9999","4","Alaska","02","Haines Borough",1543,2,264,11,0,5,0,0,0,29,174,0,13,0,0,0,0,0,0,0
"G0201100","1990","Juneau","110","9","9999",,"9999","4","Alaska","02","Juneau Borough",20328,213,2599,1116,0,316,6,30,28,143,668,28,635,12,0,18,0,42,0,65
"G0201220","1990","Kenai Peninsula","122","9","9999",,"9999","4","Alaska","02","Kenai Peninsula Borough",33210,137,2280,289,1,618,6,30,34,44,2668,11,304,13,0,60,0,10,2,8
"G0201300","1990","Ketchikan Gateway","130","9","9999",,"9999","4","Alaska","02","Ketchikan Gateway Borough",10595,72,1574,335,0,111,0,93,74,65,379,4,111,38,0,15,0,10,9,0
"G0201500","1990","Kodiak Island","150","9","9999",,"9999","4","Alaska","02","Kodiak Island Borough",8377,76,1827,1216,7,170,0,39,85,253,263,0,225,119,2,18,0,0,41,35
"G0201640","1990","Lake And Peninsula","164","9","9999",,"9999","4","Alaska","02","Lake and Peninsula Borough",338,0,961,3,0,4,0,12,0,2,30,0,300,0,0,0,0,0,0,0
"G0201700","1990","Matanuska-Susitna","170","9","9999",,"9999","4","Alaska","02","Matanuska-Susitna Borough",32693,158,1505,290,24,437,7,27,41,153,3237,34,293,9,0,28,0,8,4,48
"G0201800","1990","Nome","180","9","9999",,"9999","4","Alaska","02","Nome Census Area",1812,2,4251,21,0,107,0,12,0,69,66,0,1735,0,1,0,0,0,0,7
"G0201850","1990","North Slope","185","9","9999",,"9999","4","Alaska","02","North Slope Borough",1189,21,3779,250,5,12,6,34,16,25,18,0,466,18,0,0,0,0,0,4
"G0201880","1990","Northwest Arctic","188","9","9999",,"9999","4","Alaska","02","Northwest Arctic Borough",750,10,4082,41,0,26,0,14,0,0,35,0,1074,3,0,0,0,3,0,0
"G0202010","1990","Prince Of Wales-Outer Ketchikan","201","9","9999",,"9999","4","Alaska","02","Prince of Wales-Outer Ketchikan Census Area",3497,10,2050,24,4,38,0,38,6,9,291,1,261,2,0,7,0,2,2,4
"G0202200","1990","Sitka","220","9","9999",,"9999","4","Alaska","02","Sitka Borough",5798,29,1596,295,0,65,0,22,0,53,241,0,149,8,0,0,0,0,0,0
"G0202310","1990","Skagway-Yakutat-Angoon","231","9","9999",,"9999","4","Alaska","02","Skagway-Yakutat-Angoon Census Area",2459,0,1447,24,0,24,0,11,0,19,163,5,213,0,0,0,0,2,0,7
"G0202400","1990","Southeast Fairbanks","240","9","9999",,"9999","4","Alaska","02","Southeast Fairbanks Census Area",3902,207,511,87,0,49,4,14,8,100,558,20,215,1,0,11,0,0,0,2
"G0202610","1990","Valdez-Cordova","261","9","9999",,"9999","4","Alaska","02","Valdez-Cordova Census Area",7313,59,919,256,7,166,0,34,5,76,584,1,237,9,0,16,7,2,0,9
"G0202700","1990","Wade Hampton","270","9","9999",,"9999","4","Alaska","02","Wade Hampton Census Area",340,12,3599,33,2,0,0,4,2,1,14,3,1771,0,0,0,0,6,0,0
"G0202800","1990","Wrangell-Petersburg","280","9","9999",,"9999","4","Alaska","02","Wrangell-Petersburg Census Area",5203,17,1197,34,0,77,0,11,0,28,249,0,144,0,0,0,0,2,0,0
"G0202900","1990","Yukon-Koyukuk","290","9","9999",,"9999","4","Alaska","02","Yukon-Koyukuk Census Area",2768,25,2981,24,0,35,0,3,0,10,340,0,1691,13,0,6,0,5,0,4
"G0400010","1990","Apache","001","8","9999",,"9999","4","Arizona","04","Apache County",10231,102,20094,17,10,810,0,100,0,832,1119,5,26841,0,15,237,5,132,0,286
"G0400030","1990","Cochise","003","8","9999",,"9999","4","Arizona","04","Cochise County",50891,3178,673,1800,136,11148,74,78,76,5397,7532,918,169,197,60,6190,154,79,0,3422
"G0400050","1990","Coconino","005","8","9999",,"9999","4","Arizona","04","Coconino County",46048,681,14789,405,83,4112,46,369,11,2828,5872,404,12354,251,20,772,17,203,7,905
"G0400070","1990","Gila","007","8","9999",,"9999","4","Arizona","04","Gila County",23494,83,2402,90,28,2822,0,49,0,3294,3511,7,2627,12,2,453,0,45,0,577
"G0400090","1990","Graham","009","8","9999",,"9999","4","Arizona","04","Graham County",12256,146,1424,106,0,3390,15,27,0,551,2304,69,2298,45,0,1395,4,60,0,348
"G0400110","1990","Greenlee","011","8","9999",,"9999","4","Arizona","04","Greenlee County",3924,27,93,45,0,2083,0,54,0,749,476,0,7,0,0,418,0,0,0,109
"G0400120","1990","La Paz","012","8","9999",,"9999","4","Arizona","04","La Paz County",6477,6,1151,54,12,1300,0,365,0,501,1790,32,813,9,18,693,0,103,14,403
"G0400130","1990","Maricopa","013","8","6200",,"9999","4","Arizona","04","Maricopa County",1486339,50344,21251,28448,1565,118694,1399,2971,1167,118208,130591,18702,10646,4760,527,38400,868,2295,328,50242
"G0400150","1990","Mohave","015","8","9999",,"9999","4","Arizona","04","Mohave County",73596,76,1220,492,38,2384,33,126,28,1115,11308,27,665,125,38,551,0,60,18,257
"G0400170","1990","Navajo","017","8","9999",,"9999","4","Arizona","04","Navajo County",26626,436,18719,172,0,2284,36,272,12,1236,3927,118,21013,24,0,671,42,211,0,452
"G0400190","1990","Pima","019","8","8520",,"9999","4","Arizona","04","Pima County",394469,13567,7810,8624,560,52972,721,1484,644,57653,50444,5024,9174,2384,211,15419,386,1064,148,27626
"G0400210","1990","Pinal","021","8","9999",,"9999","4","Arizona","04","Pinal County",55522,1670,3635,384,57,14292,118,558,112,8244,9797,1104,5782,83,22,3973,56,767,18,4550
"G0400230","1990","Santa Cruz","023","8","9999",,"9999","4","Arizona","04","Santa Cruz County",6039,6,0,103,5,10616,25,55,0,4877,578,0,8,0,13,4882,35,7,7,2266
"G0400250","1990","Yavapai","025","8","9999",,"9999","4","Arizona","04","Yavapai County",84200,132,835,386,67,3816,0,187,7,1517,12433,88,550,62,25,743,0,29,0,378
"G0400270","1990","Yuma","027","8","9360",,"9999","4","Arizona","04","Yuma County",49712,1893,845,1056,79,15746,195,80,143,12995,4996,314,558,41,38,7923,100,74,37,6471
"G0500010","1990","Arkansas","001","7","9999",,"9999","3","Arkansas","05","Arkansas County",14348,2541,21,2,0,28,0,0,0,6,2236,2077,0,8,0,32,2,0,0,0
"G0500030","1990","Ashley","003","7","9999",,"9999","3","Arkansas","05","Ashley County",15049,3692,36,20,0,139,0,0,0,34,2069,2807,30,3,0,14,17,0,0,82
"G0500050","1990","Baxter","005","7","9999",,"9999","3","Arkansas","05","Baxter County",25408,0,83,88,0,100,0,10,0,24,4892,0,43,7,0,72,0,0,0,0
"G0500070","1990","Benton","007","7","9999",,"9999","3","Arkansas","05","Benton County",83789,60,1396,372,1,629,0,23,0,433,8753,17,323,16,0,44,0,0,0,83
"G0500090","1990","Boone","009","7","9999",,"9999","3","Arkansas","05","Boone County",23616,2,137,44,0,124,0,6,16,27,3823,0,28,7,0,5,0,0,0,0
"G0500110","1990","Bradley","011","7","9999",,"9999","3","Arkansas","05","Bradley County",6677,1945,0,0,0,30,0,0,0,0,1119,1636,5,0,15,29,1,0,0,57
"G0500130","1990","Calhoun","013","7","9999",,"9999","3","Arkansas","05","Calhoun County",3873,948,4,2,0,3,0,0,0,0,425,463,0,0,0,0,2,0,0,0
"G0500150","1990","Carroll","015","7","9999",,"9999","3","Arkansas","05","Carroll County",15342,8,151,14,0,131,6,3,0,9,2776,0,9,8,0,12,0,0,0,0
"G0500170","1990","Chicot","017","7","9999",,"9999","3","Arkansas","05","Chicot County",5712,3448,66,0,7,6,7,0,0,58,963,5185,0,0,0,0,127,0,0,24
"G0500190","1990","Clark","019","7","9999",,"9999","3","Arkansas","05","Clark County",11866,2694,24,19,0,68,0,0,0,2,2739,1795,39,14,0,21,11,0,0,0
"G0500210","1990","Clay","021","7","9999",,"9999","3","Arkansas","05","Clay County",13992,0,15,6,0,36,7,1,0,0,3748,2,13,0,0,14,0,0,0,7
"G0500230","1990","Cleburne","023","7","9999",,"9999","3","Arkansas","05","Cleburne County",15693,1,49,2,0,47,0,0,0,22,3233,0,50,10,0,19,0,0,0,0
"G0500250","1990","Cleveland","025","7","9999",,"9999","3","Arkansas","05","Cleveland County",5597,587,1,8,0,49,0,0,0,0,960,472,9,0,0,24,2,0,0,0
"G0500270","1990","Columbia","027","7","9999",,"9999","3","Arkansas","05","Columbia County",13988,4591,14,55,10,27,0,0,0,0,1850,4137,10,0,0,18,6,0,0,0
"G0500290","1990","Conway","029","7","9999",,"9999","3","Arkansas","05","Conway County",13505,2050,26,31,4,31,9,7,0,20,2318,738,0,2,0,36,0,8,0,0
"G0500310","1990","Craighead","031","7","9999",,"9999","3","Arkansas","05","Craighead County",52205,2220,138,204,0,256,33,0,6,57,9872,1061,59,193,0,109,0,21,0,4
"G0500330","1990","Crawford","033","7","2720",,"9999","3","Arkansas","05","Crawford County",33743,260,632,302,0,198,0,0,10,27,6540,30,198,0,0,73,0,2,0,0
"G0500350","1990","Crittenden","035","7","4920",,"9999","3","Arkansas","05","Crittenden County",24996,10600,74,151,4,118,31,0,0,32,2662,10478,94,0,0,50,49,8,0,19
"G0500370","1990","Cross","037","7","9999",,"9999","3","Arkansas","05","Cross County",11642,2366,2,12,0,63,8,0,0,8,2439,2265,44,0,0,28,13,0,0,0
"G0500390","1990","Dallas","039","7","9999",,"9999","3","Arkansas","05","Dallas County",4961,2225,0,20,0,29,0,0,0,68,713,1367,9,5,0,0,7,0,0,0
"G0500410","1990","Desha","041","7","9999",,"9999","3","Arkansas","05","Desha County",7812,2830,8,181,10,22,18,0,0,40,1603,3999,0,0,7,5,7,0,0,0
"G0500430","1990","Drew","043","7","9999",,"9999","3","Arkansas","05","Drew County",9882,2598,70,9,0,23,0,0,0,32,1989,1977,5,0,0,14,0,0,0,40
"G0500450","1990","Faulkner","045","7","4400",,"9999","3","Arkansas","05","Faulkner County",44807,3031,220,262,5,215,0,6,0,73,6670,929,88,22,0,106,0,0,0,0
"G0500470","1990","Franklin","047","7","9999",,"9999","3","Arkansas","05","Franklin County",11411,8,83,13,0,60,0,19,0,9,2848,44,6,7,0,64,6,0,0,0
"G0500490","1990","Fulton","049","7","9999",,"9999","3","Arkansas","05","Fulton County",7195,16,47,0,0,14,0,0,0,0,2546,0,34,4,0,7,0,0,0,2
"G0500510","1990","Garland","051","7","9999",,"9999","3","Arkansas","05","Garland County",54784,3043,399,163,18,444,7,0,0,165,10296,2381,78,52,4,113,0,0,0,47
"G0500530","1990","Grant","053","7","9999",,"9999","3","Arkansas","05","Grant County",11356,310,9,24,0,42,0,2,0,10,1947,66,13,8,0,0,0,0,0,28
"G0500550","1990","Greene","055","7","9999",,"9999","3","Arkansas","05","Greene County",25489,27,41,0,0,42,0,0,6,79,5562,2,7,0,0,18,0,0,0,0
"G0500570","1990","Hempstead","057","7","9999",,"9999","3","Arkansas","05","Hempstead County",12253,3819,26,63,0,87,0,0,30,128,2147,2559,9,0,0,30,0,0,0,79
"G0500590","1990","Hot Spring","059","7","9999",,"9999","3","Arkansas","05","Hot Spring County",18963,1782,95,18,8,58,6,0,0,29,3697,1031,61,3,0,0,0,0,0,0
"G0500610","1990","Howard","061","7","9999",,"9999","3","Arkansas","05","Howard County",8842,1772,11,2,0,38,0,0,0,38,1402,986,11,0,0,15,34,0,0,0
"G0500630","1990","Independence","063","7","9999",,"9999","3","Arkansas","05","Independence County",24630,409,31,189,0,25,0,5,0,38,5121,97,15,7,0,0,0,2,0,0
"G0500650","1990","Izard","065","7","9999",,"9999","3","Arkansas","05","Izard County",8662,10,42,5,0,37,0,3,0,8,2282,0,9,13,0,12,0,0,27,4
"G0500670","1990","Jackson","067","7","9999",,"9999","3","Arkansas","05","Jackson County",12286,1324,41,0,4,18,8,0,0,2,3583,1363,9,9,0,0,0,0,0,0
"G0500690","1990","Jefferson","069","7","6240",,"9999","3","Arkansas","05","Jefferson County",41621,19563,223,217,7,89,71,8,0,35,4842,14350,103,10,0,29,47,0,0,29
"G0500710","1990","Johnson","071","7","9999",,"9999","3","Arkansas","05","Johnson County",13682,138,97,42,0,82,0,0,0,34,3279,123,13,33,0,55,0,29,0,10
"G0500730","1990","Lafayette","073","7","9999",,"9999","3","Arkansas","05","Lafayette County",4780,1395,2,11,0,41,0,0,0,0,1004,2293,8,0,0,0,0,0,0,0
"G0500750","1990","Lawrence","075","7","9999",,"9999","3","Arkansas","05","Lawrence County",12552,49,105,17,0,23,0,0,0,0,4192,17,47,0,0,4,0,0,0,0
"G0500770","1990","Lee","077","7","9999",,"9999","3","Arkansas","05","Lee County",4091,2604,2,77,0,30,0,0,5,8,1258,4777,10,0,0,62,0,0,0,12
"G0500790","1990","Lincoln","079","7","9999",,"9999","3","Arkansas","05","Lincoln County",6145,1566,12,6,0,10,0,0,0,20,997,1740,6,5,0,0,13,0,0,0
"G0500810","1990","Little River","081","7","9999",,"9999","3","Arkansas","05","Little River County",9023,1825,192,8,0,19,19,0,0,57,1595,1033,9,0,0,11,0,0,0,13
"G0500830","1990","Logan","083","7","9999",,"9999","3","Arkansas","05","Logan County",15638,162,102,52,0,44,0,0,0,29,3634,93,35,0,20,3,0,0,0,42
"G0500850","1990","Lonoke","085","7","4400",,"9999","3","Arkansas","05","Lonoke County",30472,2148,117,90,5,106,0,0,0,31,4404,1332,7,10,0,13,0,0,0,0
"G0500870","1990","Madison","087","7","9999",,"9999","3","Arkansas","05","Madison County",9035,0,74,4,0,58,0,0,0,24,2237,0,49,3,0,18,0,0,0,0
"G0500890","1990","Marion","089","7","9999",,"9999","3","Arkansas","05","Marion County",9565,0,14,40,0,12,0,0,0,0,2171,1,39,0,0,22,0,0,0,7
"G0500910","1990","Miller","091","7","8360",,"9999","3","Arkansas","05","Miller County",24432,4501,109,63,0,163,0,1,0,50,4284,3851,57,87,0,110,0,4,0,50
"G0500930","1990","Mississippi","093","7","9999",,"9999","3","Arkansas","05","Mississippi County",32911,7705,143,235,0,257,0,6,0,170,6479,7941,83,17,30,47,8,0,0,108
"G0500950","1990","Monroe","095","7","9999",,"9999","3","Arkansas","05","Monroe County",5283,1868,8,3,0,4,0,0,0,0,1466,2531,0,11,0,0,14,0,0,0
"G0500970","1990","Montgomery","097","7","9999",,"9999","3","Arkansas","05","Montgomery County",5701,2,88,3,0,60,0,0,0,0,1818,0,14,0,0,0,0,0,0,0
"G0500990","1990","Nevada","099","7","9999",,"9999","3","Arkansas","05","Nevada County",6064,1783,38,0,0,5,1,0,0,0,662,1332,13,0,0,0,0,0,0,0
"G0501010","1990","Newton","101","7","9999",,"9999","3","Arkansas","05","Newton County",5314,0,21,0,4,0,0,0,0,0,2200,0,30,0,0,12,0,0,0,0
"G0501030","1990","Ouachita","103","7","9999",,"9999","3","Arkansas","05","Ouachita County",17383,6159,55,36,9,86,41,0,0,12,2009,4346,21,0,0,27,0,0,0,0
