GISJOIN,YEAR,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E34001,E34002,E34003,E34004,E34005,E34006,E34007,E34008,E34009,E34010,E34011,E34012,E34013,E34014,E34015,E34016,E34017,E34018,E34019,E34020,E34021,E34022,E34023,E34024,E34025,E34026,E34027,E34028,E34029,E34030,E34031,E34032,E34033,E34034,E34035,E35001,E35002,E35003,E35004,E35005,E35006,E35007
"G1800570","1990",,,,,,,,,,"Hamilton","057",,"3","3480",,"9999","2","Indiana","18",,,,,"Hamilton County",2277,5348,18120,13690,4067,16273,8090,6,50,56,83,10,103,52,3,27,14,16,15,16,0,42,49,100,61,23,235,215,0,12,21,28,0,25,0,20,35,82,115,8,106,54
"G1800590","1990",,,,,,,,,,"Hancock","059",,"3","3480",,"9999","2","Indiana","18",,,,,"Hancock County",1596,4111,11929,5239,1619,2383,1902,8,0,8,1,0,0,0,0,15,12,25,0,0,0,25,0,46,23,0,18,10,6,12,19,2,0,9,6,28,26,43,27,0,17,24
"G1800610","1990",,,,,,,,,,"Harrison","061",,"3","4520",,"9999","2","Indiana","18",,,,,"Harrison County",2380,3010,8138,2678,891,834,723,10,10,14,17,0,18,0,17,10,32,3,0,0,0,0,0,31,6,0,2,0,0,0,5,0,0,0,0,2,0,11,0,0,0,0
"G1800630","1990",,,,,,,,,,"Hendricks","063",,"3","3480",,"9999","2","Indiana","18",,,,,"Hendricks County",2210,5256,18985,9555,2850,5197,3395,7,143,69,41,52,53,6,2,18,31,14,0,0,0,0,0,40,6,0,36,39,9,11,13,0,9,0,0,18,46,45,23,26,31,8
"G1800650","1990",,,,,,,,,,"Henry","065",,"3","9999",,"9999","2","Indiana","18",,,,,"Henry County",3832,5213,14133,4220,1308,1481,1388,28,55,101,67,0,22,17,2,16,10,0,0,0,0,0,5,38,8,0,14,0,6,0,8,6,3,0,8,0,27,52,19,3,0,18
"G1800670","1990",,,,,,,,,,"Howard","067",,"3","3850",,"9999","2","Indiana","18",,,,,"Howard County",3592,6751,19440,9124,2947,4210,2860,223,461,977,493,116,149,63,24,74,101,36,12,24,10,13,26,86,20,0,58,58,18,31,24,0,0,15,6,81,102,144,43,17,37,29
"G1800690","1990",,,,,,,,,,"Huntington","069",,"3","9999",,"9999","2","Indiana","18",,,,,"Huntington County",1364,3342,10047,3513,1144,1537,1076,0,5,17,5,0,0,0,0,18,46,11,7,0,0,18,9,1,6,0,0,0,0,2,8,10,0,2,0,0,19,41,25,0,7,3
"G1800710","1990",,,,,,,,,,"Jackson","071",,"3","9999",,"9999","2","Indiana","18",,,,,"Jackson County",2985,4326,10519,2963,1041,1158,911,37,47,14,14,14,0,0,5,8,7,0,6,0,0,0,0,39,0,7,24,13,0,0,7,6,0,0,0,8,0,7,6,6,9,4
"G1800730","1990",,,,,,,,,,"Jasper","073",,"3","9999",,"9999","2","Indiana","18",,,,,"Jasper County",1379,2261,7224,1816,601,829,773,0,6,20,12,0,0,0,0,6,6,6,0,0,5,0,0,0,0,0,12,0,11,5,6,0,0,0,6,23,15,39,10,0,0,13
"G1800750","1990",,,,,,,,,,"Jay","075",,"3","9999",,"9999","2","Indiana","18",,,,,"Jay County",1537,2734,6111,1560,634,514,604,0,6,18,6,0,0,0,8,8,17,0,0,6,2,1,0,27,2,0,0,8,0,14,26,0,0,0,0,28,24,38,2,6,0,0
"G1800770","1990",,,,,,,,,,"Jefferson","077",,"3","9999",,"9999","2","Indiana","18",,,,,"Jefferson County",2053,3415,6886,2913,794,1417,1027,32,56,57,69,8,12,0,7,27,10,6,0,6,0,0,4,14,0,0,36,12,10,5,0,0,0,0,0,10,7,7,0,0,0,12
"G1800790","1990",,,,,,,,,,"Jennings","079",,"3","9999",,"9999","2","Indiana","18",,,,,"Jennings County",2593,2725,6482,1520,548,456,499,17,6,40,12,0,0,0,12,0,0,3,0,0,0,7,7,0,0,0,6,7,0,0,2,0,0,0,0,11,0,2,0,0,0,0
"G1800810","1990",,,,,,,,,,"Johnson","081",,"3","3480",,"9999","2","Indiana","18",,,,,"Johnson County",3569,7065,21777,9986,3039,5607,3400,21,46,43,26,6,7,8,7,24,24,8,2,24,5,20,22,97,44,49,120,33,18,11,15,14,0,0,0,46,32,143,106,17,23,19
"G1800830","1990",,,,,,,,,,"Knox","083",,"3","9999",,"9999","2","Indiana","18",,,,,"Knox County",2478,3748,9403,3946,2164,1422,1290,12,57,49,30,22,0,14,0,3,19,9,7,17,0,5,0,14,20,0,0,6,0,5,0,0,0,0,0,24,32,33,8,17,9,0
"G1800850","1990",,,,,,,,,,"Kosciusko","085",,"3","9999",,"9999","2","Indiana","18",,,,,"Kosciusko County",2977,5807,16765,6496,1930,3324,2345,13,66,44,12,9,20,20,6,31,14,18,6,5,6,29,38,41,20,31,28,13,66,49,37,25,0,28,2,144,119,139,52,23,36,27
"G1800870","1990",,,,,,,,,,"Lagrange","087",,"3","9999",,"9999","2","Indiana","18",,,,,"Lagrange County",3694,3208,5474,1803,602,616,555,17,0,3,0,0,0,0,15,0,16,6,0,1,1,3,24,16,7,0,6,2,0,18,7,0,6,0,0,39,25,28,9,15,5,4
"G1800890","1990",,,,,,,,,,"Lake","089",,"3","1602",,"2960","2","Indiana","18",,,,,"Lake County",18348,33723,88978,37393,10640,19201,11463,6828,14906,21878,12538,3439,3591,2708,65,148,259,103,35,20,6,125,74,309,102,40,363,475,2760,2204,3489,1572,374,301,94,5248,4124,7405,3440,902,963,433
"G1800910","1990",,,,,,,,,,"LaPorte","091",,"3","9999",,"9999","2","Indiana","18",,,,,"La Porte County",5180,10585,26499,9963,3453,4604,3350,602,1587,2064,946,265,167,45,43,61,83,34,27,2,0,24,37,23,55,16,41,25,132,40,47,54,48,0,0,178,114,183,119,50,34,6
"G1800930","1990",,,,,,,,,,"Lawrence","093",,"3","9999",,"9999","2","Indiana","18",,,,,"Lawrence County",3207,5204,12327,3395,1039,1544,1078,7,18,68,17,6,0,0,7,19,12,0,8,7,0,21,0,6,15,0,0,0,0,0,0,0,0,0,0,13,12,22,20,0,5,8
"G1800950","1990",,,,,,,,,,"Madison","095",,"3","0400",,"9999","2","Indiana","18",,,,,"Madison County",6765,13622,33072,12361,3646,5265,4059,610,1291,1779,1022,281,325,191,54,54,35,55,6,8,16,32,18,43,26,24,43,27,60,31,25,8,15,4,13,90,93,103,37,61,6,27
"G1800970","1990",,,,,,,,,,"Marion","097",,"3","3480",,"9999","2","Indiana","18",,,,,"Marion County",25539,58589,128768,75902,21853,63024,34519,8936,24048,28828,19975,4740,5936,3378,122,305,357,255,94,67,51,286,389,671,591,342,1125,1254,164,222,334,280,102,163,100,395,644,1135,886,277,547,375
"G1800990","1990",,,,,,,,,,"Marshall","099",,"3","9999",,"9999","2","Indiana","18",,,,,"Marshall County",2215,4504,11223,3628,1449,1821,1410,19,17,2,14,0,0,2,2,3,12,0,0,0,7,8,3,4,2,4,5,0,97,33,12,0,9,6,0,119,82,32,24,9,6,2
"G1801010","1990",,,,,,,,,,"Martin","101",,"3","9999",,"9999","2","Indiana","18",,,,,"Martin County",1103,1252,2625,734,329,339,224,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0
"G1801030","1990",,,,,,,,,,"Miami","103",,"3","9999",,"9999","2","Indiana","18",,,,,"Miami County",1691,3409,9712,3615,946,1231,827,48,42,141,201,61,39,24,19,34,175,36,17,17,12,34,17,42,16,19,7,12,0,12,0,22,16,15,0,14,28,37,88,19,15,0
"G1801050","1990",,,,,,,,,,"Monroe","105",,"3","1020",,"9999","2","Indiana","18",,,,,"Monroe County",2956,7151,15632,9050,2498,8440,8791,0,105,174,295,75,261,173,0,27,86,32,0,5,19,17,11,78,92,152,282,803,0,0,0,10,42,29,82,7,11,26,97,101,138,158
"G1801070","1990",,,,,,,,,,"Montgomery","107",,"3","9999",,"9999","2","Indiana","18",,,,,"Montgomery County",1178,3168,10401,3496,910,1512,1266,0,33,23,12,0,7,11,4,35,31,5,6,7,0,0,0,27,0,5,18,11,3,3,2,0,0,0,0,3,11,16,20,7,7,17
"G1801090","1990",,,,,,,,,,"Morgan","109",,"3","3480",,"9999","2","Indiana","18",,,,,"Morgan County",2921,6294,15311,5261,1635,1928,1545,0,0,0,0,0,0,0,10,39,40,0,0,0,0,0,2,18,24,19,13,0,5,0,6,7,0,0,11,5,20,48,26,16,0,11
"G1801110","1990",,,,,,,,,,"Newton","111",,"3","9999",,"9999","2","Indiana","18",,,,,"Newton County",869,1478,3976,1157,347,421,271,0,0,2,0,0,0,0,0,6,13,3,0,2,0,2,3,6,4,0,0,2,3,0,0,2,0,0,0,3,3,37,16,11,5,0
"G1801130","1990",,,,,,,,,,"Noble","113",,"3","9999",,"9999","2","Indiana","18",,,,,"Noble County",2300,4090,10184,3505,1050,1036,818,0,0,6,0,0,0,0,28,1,35,11,7,0,6,13,10,12,0,9,0,0,9,12,3,6,0,0,0,82,66,34,33,0,6,5
"G1801150","1990",,,,,,,,,,"Ohio","115",,"3","9999",,"9999","2","Indiana","18",,,,,"Ohio County",387,702,1600,354,162,146,62,18,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1801170","1990",,,,,,,,,,"Orange","117",,"3","9999",,"9999","2","Indiana","18",,,,,"Orange County",1821,2310,5127,1363,433,374,327,13,12,28,29,2,3,0,2,14,9,7,8,0,0,0,2,0,0,2,5,11,0,0,0,0,0,0,0,0,2,12,0,0,2,0
"G1801190","1990",,,,,,,,,,"Owen","119",,"3","9999",,"9999","2","Indiana","18",,,,,"Owen County",1296,2421,4802,1287,432,431,363,0,8,13,6,6,0,0,10,18,32,0,5,0,0,2,6,5,0,8,0,0,0,0,0,0,0,0,0,2,2,0,2,0,5,6
"G1801210","1990",,,,,,,,,,"Parke","121",,"3","9999",,"9999","2","Indiana","18",,,,,"Parke County",766,1547,4912,1398,459,593,441,6,49,25,10,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,11,2,0,2,0,0
"G1801230","1990",,,,,,,,,,"Perry","123",,"3","9999",,"9999","2","Indiana","18",,,,,"Perry County",1889,2298,5227,1354,503,467,357,6,47,35,23,12,0,0,11,0,12,0,10,0,0,0,0,0,0,0,6,0,0,0,6,8,0,0,0,0,6,7,8,0,0,0
"G1801250","1990",,,,,,,,,,"Pike","125",,"3","9999",,"9999","2","Indiana","18",,,,,"Pike County",1396,1478,3427,897,450,384,327,0,0,0,0,0,0,0,6,7,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"G1801270","1990",,,,,,,,,,"Porter","127",,"3","1602",,"2960","2","Indiana","18",,,,,"Porter County",4126,9636,30956,14485,4626,8316,6003,6,14,74,27,8,48,41,0,80,48,20,38,18,4,46,17,164,76,30,118,172,16,67,209,85,11,18,22,183,334,815,296,46,85,37
"G1801290","1990",,,,,,,,,,"Posey","129",,"3","2440",,"9999","2","Indiana","18",,,,,"Posey County",1606,2270,7222,2425,1013,1052,755,0,38,81,27,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,29,5,0,8,0
"G1801310","1990",,,,,,,,,,"Pulaski","131",,"3","9999",,"9999","2","Indiana","18",,,,,"Pulaski County",737,1473,3564,994,414,425,280,0,7,0,8,0,7,0,14,10,10,8,4,0,0,0,0,7,2,0,0,0,0,0,10,0,0,0,0,14,11,18,11,2,8,0
"G1801330","1990",,,,,,,,,,"Putnam","133",,"3","9999",,"9999","2","Indiana","18",,,,,"Putnam County",1218,2931,8226,2644,791,1032,1006,39,198,136,71,18,10,18,0,19,2,17,2,0,0,0,10,13,0,0,12,5,0,0,12,0,0,7,0,0,18,39,34,2,7,0
"G1801350","1990",,,,,,,,,,"Randolph","135",,"3","9999",,"9999","2","Indiana","18",,,,,"Randolph County",1465,3505,8243,2194,716,714,797,5,0,10,5,0,0,0,0,0,6,0,0,0,0,0,0,14,4,0,0,6,0,5,5,0,0,0,0,11,32,30,11,4,0,7
"G1801370","1990",,,,,,,,,,"Ripley","137",,"3","9999",,"9999","2","Indiana","18",,,,,"Ripley County",2395,2366,6863,1583,569,893,602,0,0,0,0,0,0,0,0,14,5,7,0,0,8,6,0,8,2,0,0,2,0,0,0,8,0,0,0,2,4,14,8,0,0,0
"G1801390","1990",,,,,,,,,,"Rush","139",,"3","9999",,"9999","2","Indiana","18",,,,,"Rush County",945,2026,5467,1436,462,536,444,18,23,17,0,11,5,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0
"G1801410","1990",,,,,,,,,,"St Joseph","141",,"3","7800",,"9999","2","Indiana","18",,,,,"St. Joseph County",9219,21618,49161,23725,7517,16338,11676,1802,3456,3510,2284,706,492,368,35,94,148,39,21,41,0,131,93,152,59,54,265,452,358,163,204,181,24,43,14,485,251,462,370,66,189,194
"G1801430","1990",,,,,,,,,,"Scott","143",,"3","9999",,"9999","2","Indiana","18",,,,,"Scott County",2521,2680,4995,1417,515,432,413,7,0,13,0,0,0,0,5,0,0,5,0,8,8,0,0,7,0,0,0,7,12,0,15,0,0,0,0,12,20,15,7,0,0,0
"G1801450","1990",,,,,,,,,,"Shelby","145",,"3","3480",,"9999","2","Indiana","18",,,,,"Shelby County",2148,4396,11257,3749,1200,1553,943,14,54,101,44,14,17,0,0,8,0,14,0,0,5,0,0,25,0,10,19,0,0,0,0,14,0,0,0,8,6,12,29,0,0,9
"G1801470","1990",,,,,,,,,,"Spencer","147",,"3","9999",,"9999","2","Indiana","18",,,,,"Spencer County",1379,2079,5445,1682,609,590,534,20,17,38,18,7,0,8,7,10,15,12,0,0,0,0,0,17,0,6,0,14,0,0,0,2,0,0,0,14,0,40,4,6,0,2
"G1801490","1990",,,,,,,,,,"Starke","149",,"3","9999",,"9999","2","Indiana","18",,,,,"Starke County",2402,3234,5454,1613,574,425,423,4,10,3,0,0,0,3,11,30,22,16,0,0,0,0,0,3,5,0,0,0,25,0,0,0,0,0,3,37,42,4,10,2,0,3
"G1801510","1990",,,,,,,,,,"Steuben","151",,"3","9999",,"9999","2","Indiana","18",,,,,"Steuben County",1050,2534,7582,2813,1043,1179,938,0,0,0,0,6,7,0,23,7,5,6,0,0,0,0,10,0,9,0,28,2,0,0,0,6,8,0,0,8,15,24,24,0,0,0
"G1801530","1990",,,,,,,,,,"Sullivan","153",,"3","9999",,"9999","2","Indiana","18",,,,,"Sullivan County",1103,2139,5757,1601,693,738,498,0,0,0,0,0,0,0,0,26,9,15,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,4,3,10,0,0,0
"G1801550","1990",,,,,,,,,,"Switzerland","155",,"3","9999",,"9999","2","Indiana","18",,,,,"Switzerland County",718,992,2259,552,192,124,159,0,0,5,6,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1801570","1990",,,,,,,,,,"Tippecanoe","157",,"3","3920",,"9999","2","Indiana","18",,,,,"Tippecanoe County",3315,6489,21369,11513,3761,9702,8995,93,92,166,192,20,141,93,3,44,34,26,6,8,17,53,72,326,139,45,753,1420,83,5,25,46,14,63,25,149,26,57,96,30,178,125
"G1801590","1990",,,,,,,,,,"Tipton","159",,"3","3850",,"9999","2","Indiana","18",,,,,"Tipton County",929,1440,4785,1668,588,521,512,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,10,0,6,0,0,0,12,9,14,0,0,0,0,28,13,14,11,3,0,0
"G1801610","1990",,,,,,,,,,"Union","161",,"3","9999",,"9999","2","Indiana","18",,,,,"Union County",542,714,1902,664,185,199,164,0,6,5,0,0,0,0,0,0,1,0,0,0,8,0,2,2,0,0,0,0,0,0,3,0,0,0,0,2,1,3,0,0,3,0
"G1801630","1990",,,,,,,,,,"Vanderburgh","163",,"3","2440",,"9999","2","Indiana","18",,,,,"Vanderburgh County",9875,14414,37003,17699,5907,10034,6635,995,1625,2178,1238,338,242,295,36,16,44,55,25,17,8,71,24,106,31,21,86,133,19,6,18,0,0,23,0,53,71,86,101,16,50,12
"G1801650","1990",,,,,,,,,,"Vermillion","165",,"3","9999",,"9999","2","Indiana","18",,,,,"Vermillion County",1186,1925,4950,1696,501,473,390,0,0,3,17,0,0,4,0,2,2,0,0,0,0,6,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0
"G1801670","1990",,,,,,,,,,"Vigo","167",,"3","8320",,"9999","2","Indiana","18",,,,,"Vigo County",4373,10213,22845,10337,2882,5750,5412,397,788,986,741,133,243,94,18,26,54,35,24,20,0,6,52,70,104,26,100,279,11,0,11,44,20,42,4,147,100,183,73,47,44,7
"G1801690","1990",,,,,,,,,,"Wabash","169",,"3","9999",,"9999","2","Indiana","18",,,,,"Wabash County",1872,3656,9771,2992,958,1465,1090,0,0,7,0,0,0,0,17,53,24,7,2,5,0,11,17,10,13,0,6,0,11,0,6,2,6,0,7,17,3,12,30,6,6,20
"G1801710","1990",,,,,,,,,,"Warren","171",,"3","9999",,"9999","2","Indiana","18",,,,,"Warren County",479,1039,2493,646,217,343,164,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,2,3,0,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,0
"G1801730","1990",,,,,,,,,,"Warrick","173",,"3","2440",,"9999","2","Indiana","18",,,,,"Warrick County",2066,3488,10602,5256,2146,2844,1591,38,15,14,50,6,51,9,7,12,32,0,11,0,12,0,12,7,13,6,32,48,0,0,0,0,0,0,0,17,24,30,9,31,19,26
"G1801750","1990",,,,,,,,,,"Washington","175",,"3","9999",,"9999","2","Indiana","18",,,,,"Washington County",2308,2727,6291,1980,598,582,432,11,16,10,0,0,0,0,0,1,8,0,0,0,0,6,0,0,0,0,9,0,2,0,8,0,0,0,0,10,8,21,0,0,0,0
"G1801770","1990",,,,,,,,,,"Wayne","177",,"3","9999",,"9999","2","Indiana","18",,,,,"Wayne County",4458,8128,17627,6966,1874,2806,2293,193,550,686,504,84,73,68,18,33,63,25,12,8,0,0,3,22,16,0,8,23,0,18,13,15,7,0,9,19,27,45,61,15,10,9
"G1801790","1990",,,,,,,,,,"Wells","179",,"3","9999",,"9999","2","Indiana","18",,,,,"Wells County",1085,2352,7500,2341,1061,1065,916,0,0,0,0,0,0,0,6,0,18,13,2,0,0,0,0,8,0,0,0,0,0,0,11,18,0,0,0,2,3,77,18,13,0,3
"G1801810","1990",,,,,,,,,,"White","181",,"3","9999",,"9999","2","Indiana","18",,,,,"White County",1027,2334,7296,2065,894,844,776,0,0,0,0,0,0,0,2,0,2,3,0,0,0,9,7,0,2,0,8,14,3,1,3,2,0,0,0,3,24,12,11,2,2,5
"G1801830","1990",,,,,,,,,,"Whitley","183",,"3","2760",,"9999","2","Indiana","18",,,,,"Whitley County",1251,2370,7785,3112,1221,786,733,0,0,8,0,0,0,0,6,6,15,10,4,0,0,0,0,2,10,0,0,0,36,0,12,0,0,2,0,60,0,41,6,0,2,0
"G1900010","1990",,,,,,,,,,"Adair","001",,"4","9999",,"9999","2","Iowa","19",,,,,"Adair County",659,625,2622,856,426,439,122,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,2,0,1,0,3,2,0,0,0,0,0,0,0,0,0,3,0,2,2,0
"G1900030","1990",,,,,,,,,,"Adams","003",,"4","9999",,"9999","2","Iowa","19",,,,,"Adams County",429,353,1535,574,210,207,115,0,0,0,0,0,0,0,0,0,7,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0
"G1900050","1990",,,,,,,,,,"Allamakee","005",,"4","9999",,"9999","2","Iowa","19",,,,,"Allamakee County",1337,873,4365,1120,647,541,279,0,0,7,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"G1900070","1990",,,,,,,,,,"Appanoose","007",,"4","9999",,"9999","2","Iowa","19",,,,,"Appanoose County",1286,1241,3571,1365,626,784,276,7,21,15,4,6,0,0,4,4,15,2,0,0,0,15,0,0,0,0,0,0,0,0,2,0,0,0,0,9,19,0,0,0,0,6
"G1900090","1990",,,,,,,,,,"Audubon","009",,"4","9999",,"9999","2","Iowa","19",,,,,"Audubon County",853,576,2163,702,268,359,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"G1900110","1990",,,,,,,,,,"Benton","011",,"4","9999",,"9999","2","Iowa","19",,,,,"Benton County",1328,1827,6539,2286,1121,1046,348,0,0,8,0,0,0,0,0,0,4,2,0,8,0,10,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0
"G1900130","1990",,,,,,,,,,"Black Hawk","013",,"4","8920",,"9999","2","Iowa","19",,,,,"Black Hawk County",5072,8066,28325,11236,5327,8525,4026,578,973,1449,658,229,206,86,30,14,53,12,0,2,0,38,25,74,49,36,52,156,0,15,44,33,4,0,8,30,50,163,59,22,47,25
"G1900150","1990",,,,,,,,,,"Boone","015",,"4","9999",,"9999","2","Iowa","19",,,,,"Boone County",1641,1596,6951,3007,1472,1757,576,18,0,0,7,0,0,0,2,0,2,3,0,5,0,22,0,0,9,0,0,7,0,0,0,0,0,0,0,6,2,15,2,0,0,0
"G1900170","1990",,,,,,,,,,"Bremer","017",,"4","8920",,"9999","2","Iowa","19",,,,,"Bremer County",1875,1201,5921,2054,1101,1540,633,0,0,0,7,0,0,0,2,0,0,0,0,0,0,11,0,7,20,0,1,0,0,0,11,0,6,0,0,6,8,31,2,6,0,0
"G1900190","1990",,,,,,,,,,"Buchanan","019",,"4","9999",,"9999","2","Iowa","19",,,,,"Buchanan County",1371,1397,6081,1663,917,1070,371,0,14,0,18,0,0,0,2,7,2,0,0,0,0,0,0,0,0,0,0,2,0,0,5,7,0,0,0,0,0,5,9,0,0,0
"G1900210","1990",,,,,,,,,,"Buena Vista","021",,"4","9999",,"9999","2","Iowa","19",,,,,"Buena Vista County",1081,1013,4996,2169,1136,1455,448,0,2,0,8,0,0,0,0,0,13,0,0,0,0,87,52,31,18,4,2,0,9,2,2,0,0,0,0,11,5,2,7,0,0,0
"G1900230","1990",,,,,,,,,,"Butler","023",,"4","9999",,"9999","2","Iowa","19",,,,,"Butler County",1914,1062,4398,1449,734,730,259,0,0,3,0,0,0,0,0,0,0,0,6,0,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2
"G1900250","1990",,,,,,,,,,"Calhoun","025",,"4","9999",,"9999","2","Iowa","19",,,,,"Calhoun County",926,746,3447,1259,688,682,240,0,14,12,0,0,0,0,0,4,0,0,2,0,0,2,0,0,0,0,2,8,2,0,0,2,1,0,0,2,2,9,2,1,0,0
"G1900270","1990",,,,,,,,,,"Carroll","027",,"4","9999",,"9999","2","Iowa","19",,,,,"Carroll County",2307,1119,5579,1878,1096,1123,399,0,0,8,0,0,0,0,3,7,0,2,0,0,0,2,0,0,5,0,0,5,0,4,0,0,0,0,0,0,4,24,0,0,0,0
"G1900290","1990",,,,,,,,,,"Cass","029",,"4","9999",,"9999","2","Iowa","19",,,,,"Cass County",1003,998,4570,1791,709,925,367,0,2,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,11,8,6,9,8
"G1900310","1990",,,,,,,,,,"Cedar","031",,"4","9999",,"9999","2","Iowa","19",,,,,"Cedar County",1212,1158,4917,1799,950,1084,390,0,3,1,0,0,0,0,0,0,2,7,0,0,0,0,6,2,6,10,0,0,8,0,0,2,0,0,0,16,2,3,4,12,4,2
"G1900330","1990",,,,,,,,,,"Cerro Gordo","033",,"4","9999",,"9999","2","Iowa","19",,,,,"Cerro Gordo County",2172,3439,10719,5747,3766,3371,1426,35,24,27,41,13,0,0,0,0,0,3,0,0,0,24,24,28,0,0,0,6,31,48,25,6,13,0,0,74,89,127,63,61,31,9
"G1900350","1990",,,,,,,,,,"Cherokee","035",,"4","9999",,"9999","2","Iowa","19",,,,,"Cherokee County",912,832,4334,1553,737,760,228,0,0,0,0,0,9,18,0,14,6,0,0,0,0,0,3,11,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"G1900370","1990",,,,,,,,,,"Chickasaw","037",,"4","9999",,"9999","2","Iowa","19",,,,,"Chickasaw County",1284,873,4045,1097,546,636,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,6,0,6,0,0
"G1900390","1990",,,,,,,,,,"Clarke","039",,"4","9999",,"9999","2","Iowa","19",,,,,"Clarke County",514,729,2624,887,291,367,124,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0
"G1900410","1990",,,,,,,,,,"Clay","041",,"4","9999",,"9999","2","Iowa","19",,,,,"Clay County",649,1054,4715,2202,1117,1372,277,0,0,0,5,3,0,0,2,36,12,9,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,10,0,0,0,2,0,0,10,0
"G1900430","1990",,,,,,,,,,"Clayton","043",,"4","9999",,"9999","2","Iowa","19",,,,,"Clayton County",1916,1251,5870,1552,727,808,311,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,2,6,8,0,0,0,2,2,10,8,0,2,0
"G1900450","1990",,,,,,,,,,"Clinton","045",,"4","9999",,"9999","2","Iowa","19",,,,,"Clinton County",3273,4086,13234,5228,2734,3126,1140,27,84,154,54,10,12,0,19,13,15,46,8,0,0,24,16,8,2,10,10,14,0,5,0,6,0,0,5,0,11,10,15,17,0,20
"G1900470","1990",,,,,,,,,,"Crawford","047",,"4","9999",,"9999","2","Iowa","19",,,,,"Crawford County",1757,1212,4887,1279,631,772,278,0,0,0,0,0,0,0,12,0,0,2,0,0,0,7,0,21,0,0,10,10,0,0,0,0,0,0,0,9,11,8,16,0,10,10
"G1900490","1990",,,,,,,,,,"Dallas","049",,"4","2120",,"9999","2","Iowa","19",,,,,"Dallas County",1205,1979,7900,3618,1500,2351,775,0,0,0,2,0,8,9,0,0,2,13,5,0,0,0,0,4,0,4,2,9,0,0,0,0,0,2,0,0,11,34,14,13,7,7
"G1900510","1990",,,,,,,,,,"Davis","051",,"4","9999",,"9999","2","Iowa","19",,,,,"Davis County",940,589,2214,755,346,415,154,0,0,7,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,12,7,0,0,0
"G1900530","1990",,,,,,,,,,"Decatur","053",,"4","9999",,"9999","2","Iowa","19",,,,,"Decatur County",691,779,2141,698,258,381,259,0,0,3,2,0,0,0,0,0,2,2,0,0,0,2,0,2,3,0,0,2,3,0,0,2,0,0,0,5,0,4,3,3,0,0
"G1900550","1990",,,,,,,,,,"Delaware","055",,"4","9999",,"9999","2","Iowa","19",,,,,"Delaware County",1481,934,5285,1415,776,902,318,0,0,0,0,0,0,0,0,5,10,2,0,0,0,0,0,3,7,0,12,0,2,0,0,0,2,0,0,22,10,0,0,2,6,0
