"","year","071-Ownerpct2000","071-Ownerpct","051-Ownerpct2000","051-Ownerpct","35380-Ownerpct2000","35380-Ownerpct","1-Ownerpct2000","1-Ownerpct"
"1",2023,0.955882352941177,0.558833586013354,1.27007299270073,0.630645115633934,0.912346842601319,0.631147951643044,1.16666666666667,0.652435309926662
