"","year","071-census2000","071-pctless","051-census2000","051-pctless","35380-census2000","35380-pctless","1-census2000","1-pctless"
"1",2022,0.253127412099758,0.0877950755300966,0.207339646071609,0.144744573337586,0.23385536340549,0.122473674990468,0.196011765197941,0.102240557389436
