"","year","071-census2000","071-forborpct","051-census2000","051-forborpct","35380-census2000","35380-forborpct","1-census2000","1-forborpct"
"1",2023,1,0.0674335962387679,1,0.140202049898406,1,0.0957049986228973,1,0.142816612731373
