"","year","071-census2000","071-pctbach","051-census2000","051-pctbach","35380-census2000","35380-pctbach","1-census2000","1-pctbach"
"1",2023,0.257535732346757,0.447359911304107,0.214941039827822,0.300364295667064,0.215865115051837,0.345214243548845,0.244016272747538,0.361601812376615
