"","year","071-census2000","071-MedianHHIncome","051-census2000","051-MedianHHIncome","35380-census2000","35380-MedianHHIncome","1-census2000","1-MedianHHIncome"
"1",2023,49374.78,55580,69594.98,61085,0,61000,76168.82,77719
