"","race","1979","1989","1999","2010","2015","2020","2021"
"1","All",0.264063730972437,0.31626066824892,0.279421841678888,0.271603298956904,0.236539745625866,0.248138856539579,NA
"2","White,
non-Hispanic",0.115187861522695,0.113538176829074,0.138298408983141,0.140408276573174,0.0936016609664275,0.120373867898838,0.120373867898838
"3","Black",0.372729100804684,0.422136422136422,0.349981106132727,0.342507496160503,0.317926583227696,0.332198201645303,0.332198201645303
"4","Hispanic,
any race",0.242821808796645,0.253225437056264,0.221473311546841,0.279866146123815,0.178211290170578,0.204615384615385,0.204615384615385
