"","year","071-census2000","071-vehpct","051-census2000","051-vehpct","35380-census2000","35380-vehpct","1-census2000","1-vehpct"
"1",2023,0.683427976478213,0.180600625786265,0.701238126581704,0.0751606420018683,0.71493103780201,0.110308668881107,0.73485056674339,0.0843672800823803
