"","yrbuilt","071","051","35380","1"
"1","orLater1990pct",0.199398644661064,0.211660980722594,0.23806066369388,0.38471240711241
"2","mid1950to1989pct",0.432487433606707,0.708901927740556,0.564949389807711,0.456446864246583
"3","orbefore1949pct",0.368113921732229,0.079437091536849,0.196989946498409,0.158840728641006
