"","year","071-census2000","071-pctsing","051-census2000","051-pctsing","35380-census2000","35380-pctsing","1-census2000","1-pctsing"
"1",2023,0.330979746768242,0.41600593529241,0.26646034553122,0.344852379200045,0.282457840489167,0.357980250402056,0.25775962017194,0.288124488130724
