"","year","071-sf1999","071-pctBelowChildPov","051-sf1999","051-pctBelowChildPov","35380-sf1999","35380-pctBelowChildPov","1-sf1999","1-pctBelowChildPov"
"1",2023,0.279421841678888,0.319893733395843,0.136529541732503,0.225760523427056,0.198347070640869,0.252934320949125,0.12377514142648,0.159939429840613
