"","year","071-census2000","071-honomopct","051-census2000","051-honomopct","35380-census2000","35380-honomopct","1-census2000","1-honomopct"
"1",2023,0.329788084766094,0.439865161275427,0.345788828265235,0.461640662872327,0.358606110626635,0.457843327922271,0.325863954276834,0.397531137835575
