"","year","071-sf1999","071-pctpov","051-sf1999","051-pctpov","35380-sf1999","35380-pctpov","1-sf1999","1-pctpov"
"1",2023,0.279421841678888,0.226262148508843,0.136529541732503,0.170039778883943,0.198347070640869,0.184764265149234,0.12377514142648,0.12462840744814
