GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DHZ001,DHZ002,DHZ003,DHZ004,DHZ005,DHZ006,DHZ007,DHZ008
"G0101090","1980","A","3","6","Alabama","01",,"Pike","109",,,,,,,,,,,,"09",,,,,"PIKE",,,,,"1",,,,,,,,,,,,,"1","1",,,,,"1","1",,,9,47,8,17,0,39,0,73
"G0101110","1980","A","3","6","Alabama","01",,"Randolph","111",,,,,,,,,,,,"04",,,,,"RANDOLPH",,,,"1","1",,,,,,,,,,,,,,,,,,,,,"1",,0,9,0,46,0,35,0,35
"G0101130","1980","A","3","6","Alabama","01","1800","Russell","113",,,,,,,,,,,,"B",,,,,"RUSSELL",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,56,0,46,0,46,8,98
"G0101150","1980","A","3","6","Alabama","01","1000","St Clair","115",,,,,,,,,,,,"03",,,,,"ST. CLAIR",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,,,,0,68,5,24,0,25,12,36
"G0101170","1980","A","3","6","Alabama","01","1000","Shelby","117",,,,,,,,,,,,"03",,,,,"SHELBY",,,,"1",,,,,,,,"1","1",,,,,,"1",,,,,,"1",,,0,80,6,54,0,70,3,107
"G0101190","1980","A","3","6","Alabama","01",,"Sumter","119",,,,,,,,,,,,"06",,,,,"SUMTER",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,0,36,0,6,0,21,0,55
"G0101210","1980","A","3","6","Alabama","01",,"Talladega","121",,,,,,,,,,,,"03",,,,,"TALLADEGA",,,,,,,,,,,,"1","1",,,,,,,,,,,"1","1",,,0,134,15,88,6,94,18,163
"G0101230","1980","A","3","6","Alabama","01",,"Tallapoosa","123",,,,,,,,,,,,"04",,,,,"TALLAPOOSA",,,,"1",,,,,,,"1",,"1",,,,,"1","1",,,,,,"1",,,0,52,0,48,0,39,22,80
"G0101250","1980","A","3","6","Alabama","01","8600","Tuscaloosa","125",,,,,,,,,,,,"E",,,,,"TUSCALOOSA",,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,15,200,27,135,0,191,42,151
"G0101270","1980","A","3","6","Alabama","01","1000","Walker","127",,,,,,,,,,,,"03",,,,,"WALKER",,,,,"1",,,,,,,,,,,,,,,,,,,"1","1",,,6,80,18,26,0,56,10,90
"G0101290","1980","A","3","6","Alabama","01",,"Washington","129",,,,,,,,,,,,"07",,,,,"WASHINGTON",,,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,,,,,,0,24,12,15,0,22,0,25
"G0101310","1980","A","3","6","Alabama","01",,"Wilcox","131",,,,,,,,,,,,"06",,,,,"WILCOX",,,,"1","1",,,,"1",,"1",,,,,"1",,"1",,,,,,,,,,0,22,17,94,0,8,18,70
"G0101330","1980","A","3","6","Alabama","01",,"Winston","133",,,,,,,,,,,,"05",,,,,"WINSTON",,,,,"1",,,,,,"1","1",,,,,,"1","1",,,,,,,"1",,0,29,0,13,0,22,0,35
"G0200100","1980","S","4","9","Alaska","02",,"Aleutian Islands","010",,,,,,,,,,,,"01",,,,,"ALEUTIAN ISLANDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,79,52,0,0,8,33,6,9
"G0200200","1980","B","4","9","Alaska","02","0380","Anchorage","020",,,,,,,,,,,,"01",,,,,"ANCHORAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,341,904,208,193,61,765,68,582
"G0200500","1980","S","4","9","Alaska","02",,"Bethel","050",,,,,,,,,,,,"01",,,,,"BETHEL",,,,,"1",,,,,"1",,"1",,,,"1","1",,,"1",,,"1",,"1",,,8,18,0,0,0,14,0,3
"G0200600","1980","A","4","9","Alaska","02",,"Bristol Bay Borough","060",,,,,,,,,,,,"01",,,,,"BRISTOL BAY",,,,,"1",,,,,,"1",,"1","1",,,,,,,,,,"1",,"1",,8,6,0,0,12,3,0,2
"G0200700","1980","S","4","9","Alaska","02",,"Dillingham","070",,,,,,,,,,,,"01",,,,,"DILLINGHAM",,,,,"1","1",,,,,,"1","1","1",,"1",,,,"1",,,,"1","1",,,0,0,0,0,0,0,0,0
"G0200900","1980","A","4","9","Alaska","02",,"Fairbanks North Star","090",,,,,,,,,,,,"01",,,,,"FAIRBANKS NORTH STAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,265,243,39,84,11,231,28,192
"G0201000","1980","A","4","9","Alaska","02",,"Haines","100",,,,,,,,,,,,"01",,,,,"HAINES",,,"1",,"1","1",,,,"1",,,"1",,,,"1",,,,,,,"1",,,,0,0,0,0,0,0,0,0
"G0201100","1980","B","4","9","Alaska","02",,"Juneau","110",,,,,,,,,,,,"01",,,,,"JUNEAU",,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,,0,76,8,14,0,54,12,31
"G0201220","1980","A","4","9","Alaska","02",,"Kenai Peninsula","122",,,,,,,,,,,,"01",,,,,"KENAI PENINSULA",,,,,,,,,,,,,,,,,,,,,,,,,,,,13,87,0,19,0,17,10,32
"G0201300","1980","A","4","9","Alaska","02",,"Ketchikan Gateway","130",,,,,,,,,,,,"01",,,,,"KETCHIKAN GATEWAY",,,"1",,,,,,,,,,,,,,"1",,,"1",,,,,,,,14,23,0,14,0,44,0,40
"G0201400","1980","S","4","9","Alaska","02",,"Kobuk","140",,,,,,,,,,,,"01",,,,,"KOBUK",,,"1",,"1",,,,,"1",,"1","1","1",,"1",,,,"1",,,"1",,"1","1",,0,8,0,2,0,4,0,0
"G0201500","1980","A","4","9","Alaska","02",,"Kodiak Island","150",,,,,,,,,,,,"01",,,,,"KODIAK ISLAND",,,,,,,,,,"1",,,"1",,,,"1",,,,,,"1",,,,,17,104,9,2,0,88,7,33
"G0201700","1980","A","4","9","Alaska","02",,"Matanuska-Susitna","170",,,,,,,,,,,,"01",,,,,"MATANUSKA-SUSITNA",,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,,3,33,10,5,0,23,0,33
"G0201800","1980","S","4","9","Alaska","02",,"Nome","180",,,,,,,,,,,,"01",,,,,"NOME",,,"1",,"1",,,,,"1",,"1","1",,,"1",,,,,,,"1",,"1",,,0,10,2,5,0,6,2,2
"G0201850","1980","A","4","9","Alaska","02",,"North Slope","185",,,,,,,,,,,,"01",,,,,"NORTH SLOPE",,,"1",,,,,,,"1",,"1","1","1",,,,,,"1",,,"1",,"1","1",,0,24,0,0,0,2,0,0
"G0202010","1980","S","4","9","Alaska","02",,"Prince Of Wales-Outer Ketchikan","201",,,,,,,,,,,,"01",,,,,"PRINCE OF WALES-OUTER KETCHIKAN",,,,,"1","1",,,,"1",,"1","1",,,,,,"1",,,,"1","1",,,,0,0,0,0,0,0,0,0
"G0202200","1980","B","4","9","Alaska","02",,"Sitka","220",,,,,,,,,,,,"01",,,,,"SITKA",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,5,16,0,13,0,42,0,4
"G0202310","1980","S","4","9","Alaska","02",,"Skagway-Yakutat-Angoon","231",,,,,,,,,,,,"01",,,,,"SKAGWAY-YAKUTAT-ANGOON",,,,,"1","1",,,,,,"1","1","1",,,,"1",,,,,,"1","1","1",,0,0,0,0,0,0,0,0
"G0202400","1980","S","4","9","Alaska","02",,"Southeast Fairbanks","240",,,,,,,,,,,,"01",,,,,"SOUTHEAST FAIRBANKS",,,,,"1",,,,,,,"1","1",,,,"1",,,,,,,,,,,32,31,0,0,0,7,16,39
"G0202610","1980","S","4","9","Alaska","02",,"Valdez-Cordova","261",,,,,,,,,,,,"01",,,,,"VALDEZ-CORDOVA",,,,,,,,,,"1",,"1","1",,,,,,"1",,,,"1",,"1",,,7,38,9,11,0,10,0,9
"G0202700","1980","S","4","9","Alaska","02",,"Wade Hampton","270",,,,,,,,,,,,"01",,,,,"WADE HAMPTON",,,,,"1","1",,,,,,,,"1",,,,,,,,,,,,"1",,0,0,0,0,0,0,0,0
"G0202800","1980","S","4","9","Alaska","02",,"Wrangell-Petersburg","280",,,,,,,,,,,,"01",,,,,"WRANGELL-PETERSBURG",,,"1",,,,,,,"1",,,"1",,,,,,"1",,,,"1",,,"1",,0,21,0,3,0,9,0,4
"G0202900","1980","S","4","9","Alaska","02",,"Yukon-Koyukuk","290",,,,,,,,,,,,"01",,,,,"YUKON-KOYUKUK",,,,,"1",,,,,"1",,,"1",,,,"1",,,"1",,,"1",,,,,25,7,3,8,0,2,0,11
"G0400010","1980","A","4","8","Arizona","04",,"Apache","001",,,,,,,,,,,,"01",,,,,"APACHE",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,0,337,57,127,0,207,20,326
"G0400030","1980","A","4","8","Arizona","04",,"Cochise","003",,,,,,,,,,,,"02",,,,,"COCHISE",,,,,,,,,,,,,,,,,,,,,,,,,,,,397,3997,669,1863,36,2821,388,4494
"G0400050","1980","A","4","8","Arizona","04",,"Coconino","005",,,,,,,,,,,,"01",,,,,"COCONINO",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1684,198,465,0,1189,64,1188
"G0400070","1980","A","4","8","Arizona","04",,"Gila","007",,,,,,,,,,,,"01",,,,,"GILA",,,,,,,,,,,,,,,,,"1",,,,,,,,,,,0,1710,43,688,0,806,18,1663
"G0400090","1980","A","4","8","Arizona","04",,"Graham","009",,,,,,,,,,,,"02",,,,,"GRAHAM",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1089,67,749,0,536,56,1038
"G0400110","1980","A","4","8","Arizona","04",,"Greenlee","011",,,,,,,,,,,,"02",,,,,"GREENLEE",,,"1",,,,,,,"1",,,"1",,,,"1",,"1",,,,,,,,,0,1314,66,319,0,513,36,1143
"G0400130","1980","A","4","8","Arizona","04","6200","Maricopa","013",,,,,,,,,,,,"A",,,,,"MARICOPA",,,,,,,,,,,,,,,,,,,,,,,,,,,,580,45226,4273,12027,104,27897,2406,31324
"G0400150","1980","A","4","8","Arizona","04",,"Mohave","015",,,,,,,,,,,,"01",,,,,"MOHAVE",,,,,,,,,,,,,,,,,,,,,,,"1",,"1",,,0,498,32,134,0,376,40,317
"G0400170","1980","A","4","8","Arizona","04",,"Navajo","017",,,,,,,,,,,,"01",,,,,"NAVAJO",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,985,103,300,0,567,43,854
"G0400190","1980","A","4","8","Arizona","04","8520","Pima","019",,,,,,,,,,,,"B",,,,,"PIMA",,,,,,,,,,,,,,,,,,,,,,,,,,,,515,23946,2491,7847,39,15759,1500,20199
"G0400210","1980","A","4","8","Arizona","04",,"Pinal","021",,,,,,,,,,,,"02",,,,,"PINAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6021,423,2280,3,2557,290,4750
"G0400230","1980","A","4","8","Arizona","04",,"Santa Cruz","023",,,,,,,,,,,,"02",,,,,"SANTA CRUZ",,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,34,3298,177,814,0,2257,153,3037
"G0400250","1980","A","4","8","Arizona","04",,"Yavapai","025",,,,,,,,,,,,"01",,,,,"YAVAPAI",,,,,,,,,,,,,,,,,,,,,,,,,,,,9,853,89,454,0,428,31,944
"G0400270","1980","A","4","8","Arizona","04",,"Yuma","027",,,,,,,,,,,,"02",,,,,"YUMA",,,,,,,,,,,,,,,,,,,,,,,,,,,,332,6194,686,1528,16,3226,684,4935
"G0500010","1980","A","3","7","Arkansas","05",,"Arkansas","001",,,,,,,,,,,,"07",,,,,"ARKANSAS",,,,,,,,,,,,,,,,,"1","1",,"1",,,,,,,,0,16,7,14,0,3,2,28
"G0500030","1980","A","3","7","Arkansas","05",,"Ashley","003",,,,,,,,,,,,"06",,,,,"ASHLEY",,,,,"1",,,,,,"1","1",,,,,,"1","1",,,,"1","1",,,,0,22,0,12,0,20,0,31
"G0500050","1980","A","3","7","Arkansas","05",,"Baxter","005",,,,,,,,,,,,"09",,,,,"BAXTER",,,,,"1",,,,,,"1","1",,,,,,,,,,,,"1","1","1",,0,12,4,20,0,19,5,33
"G0500070","1980","A","3","7","Arkansas","05","2580","Benton","007",,,,,,,,,,,,"01",,,,,"BENTON",,,,,,,,,,"1",,,"1",,,,"1",,,,,,"1",,,,,0,120,16,31,0,120,0,93
"G0500090","1980","A","3","7","Arkansas","05",,"Boone","009",,,,,,,,,,,,"09",,,,,"BOONE",,,,,"1",,,,,,"1","1",,,,,,"1","1",,,,,,,,,0,25,3,31,0,35,0,73
"G0500110","1980","A","3","7","Arkansas","05",,"Bradley","011",,,,,,,,,,,,"06",,,,,"BRADLEY",,,,"1","1",,,,,"1","1",,,,,,"1","1",,,,,,,,,,0,21,7,2,0,0,0,22
"G0500130","1980","A","3","7","Arkansas","05",,"Calhoun","013",,,,,,,,,,,,"06",,,,,"CALHOUN",,,"1",,"1","1",,,,"1",,"1",,"1",,,,,,"1",,,"1",,"1","1",,0,0,0,0,0,0,0,0
"G0500150","1980","A","3","7","Arkansas","05",,"Carroll","015",,,,,,,,,,,,"09",,,,,"CARROLL",,,"1",,"1",,,,,"1",,"1","1",,,,"1",,"1",,,,,"1",,"1",,0,21,0,14,0,9,0,21
"G0500170","1980","A","3","7","Arkansas","05",,"Chicot","017",,,,,,,,,,,,"08",,,,,"CHICOT",,,,,,,,,,,,,,,,,"1",,"1",,,,,,,"1",,0,8,0,20,0,20,0,23
"G0500190","1980","A","3","7","Arkansas","05",,"Clark","019",,,,,,,,,,,,"06",,,,,"CLARK",,,,,,,,,,,,"1","1",,,,"1",,,,,,,,"1",,,0,56,0,18,0,25,0,45
"G0500210","1980","A","3","7","Arkansas","05",,"Clay","021",,,,,,,,,,,,"07",,,,,"CLAY",,,,"1","1",,,,,,"1","1","1",,,,,"1","1",,,,,"1",,"1",,0,23,2,0,0,16,0,19
"G0500230","1980","A","3","7","Arkansas","05",,"Cleburne","023",,,,,,,,,,,,"09",,,,,"CLEBURNE",,,"1",,"1",,,,,"1",,,"1",,,,"1","1",,,,,,"1",,"1",,0,11,0,11,0,12,0,17
"G0500250","1980","A","3","7","Arkansas","05",,"Cleveland","025",,,,,,,,,,,,"06",,,,,"CLEVELAND",,,,"1","1","1",,,,,,,,"1",,,,,,"1",,,,,,,,0,0,0,0,0,0,0,0
"G0500270","1980","A","3","7","Arkansas","05",,"Columbia","027",,,,,,,,,,,,"05",,,,,"COLUMBIA",,,,,"1",,,,,,,,,,,,,"1","1",,,,,,,,,0,40,0,27,0,3,0,68
"G0500290","1980","A","3","7","Arkansas","05",,"Conway","029",,,,,,,,,,,,"03",,,,,"CONWAY",,,,,"1",,,,,,,,,,,,,"1",,,,,"1","1",,,,0,5,0,0,0,20,0,13
"G0500310","1980","A","3","7","Arkansas","05",,"Craighead","031",,,,,,,,,,,,"07",,,,,"CRAIGHEAD",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,5,54,12,35,0,27,7,77
"G0500330","1980","A","3","7","Arkansas","05","2720","Crawford","033",,,,,,,,,,,,"02",,,,,"CRAWFORD",,,,,,,,,,,,"1","1",,,,,,,,,,"1",,,,,0,51,8,19,0,55,0,19
"G0500350","1980","A","3","7","Arkansas","05","4920","Crittenden","035",,,,,,,,,,,,"08",,,,,"CRITTENDEN",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,0,113,5,34,0,27,10,81
"G0500370","1980","A","3","7","Arkansas","05",,"Cross","037",,,,,,,,,,,,"07",,,,,"CROSS",,,,,,,,,,,,,,,,,,"1",,"1",,,,"1",,,,0,20,1,2,0,15,0,17
"G0500390","1980","A","3","7","Arkansas","05",,"Dallas","039",,,,,,,,,,,,"06",,,,,"DALLAS",,,,"1","1",,,,,,"1",,"1",,,,,"1",,,,,,,,"1",,0,24,0,3,0,3,2,4
"G0500410","1980","A","3","7","Arkansas","05",,"Desha","041",,,,,,,,,,,,"08",,,,,"DESHA",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,,,,,0,53,0,23,0,22,0,58
"G0500430","1980","A","3","7","Arkansas","05",,"Drew","043",,,,,,,,,,,,"06",,,,,"DREW",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,17,0,14,0,8
"G0500450","1980","A","3","7","Arkansas","05",,"Faulkner","045",,,,,,,,,,,,"03",,,,,"FAULKNER",,,,,"1",,,,,,,,,,,,,,,,,,,"1","1",,,0,23,12,43,0,35,0,35
"G0500470","1980","A","3","7","Arkansas","05",,"Franklin","047",,,,,,,,,,,,"02",,,,,"FRANKLIN",,,,,"1",,,,,,,"1","1",,,,,,,,,,,"1",,,,0,30,0,31,0,5,16,26
"G0500490","1980","A","3","7","Arkansas","05",,"Fulton","049",,,,,,,,,,,,"09",,,,,"FULTON",,,,"1","1",,,,,,,,,"1",,"1",,"1",,"1",,,,,,"1",,0,0,0,2,0,0,0,10
"G0500510","1980","A","3","7","Arkansas","05",,"Garland","051",,,,,,,,,,,,"04",,,,,"GARLAND",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,108,16,85,0,73,5,112
"G0500530","1980","A","3","7","Arkansas","05",,"Grant","053",,,,,,,,,,,,"06",,,,,"GRANT",,,,,"1",,,,,,"1","1",,,,,,"1","1",,,,"1","1",,"1",,0,32,0,0,0,2,5,14
"G0500550","1980","A","3","7","Arkansas","05",,"Greene","055",,,,,,,,,,,,"07",,,,,"GREENE",,,"1",,"1",,,,,"1",,,"1",,,,"1","1",,,,,,"1",,,,0,36,0,38,0,33,0,11
"G0500570","1980","A","3","7","Arkansas","05",,"Hempstead","057",,,,,,,,,,,,"05",,,,,"HEMPSTEAD",,,,,"1",,,,,,,,,,,,,,,,,,"1","1",,,,0,13,0,0,0,23,7,12
"G0500590","1980","A","3","7","Arkansas","05",,"Hot Spring","059",,,,,,,,,,,,"04",,,,,"HOT SPRING",,,,,"1",,,,,,,"1","1",,,,,"1",,,,,,,"1",,,0,48,0,12,0,27,8,50
"G0500610","1980","A","3","7","Arkansas","05",,"Howard","061",,,,,,,,,,,,"05",,,,,"HOWARD",,,,,"1",,,,,,,,,,,,,"1","1",,,,,"1","1","1",,0,14,0,19,0,17,0,20
"G0500630","1980","A","3","7","Arkansas","05",,"Independence","063",,,,,,,,,,,,"03",,,,,"INDEPENDENCE",,,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,0,68,7,23,0,29,3,99
"G0500650","1980","A","3","7","Arkansas","05",,"Izard","065",,,,,,,,,,,,"09",,,,,"IZARD",,,"1",,,,,,,,"1",,"1",,,,,"1",,,,"1",,"1",,,,0,22,0,2,0,29,2,14
"G0500670","1980","A","3","7","Arkansas","05",,"Jackson","067",,,,,,,,,,,,"07",,,,,"JACKSON",,,,"1","1",,,,,,"1","1",,"1",,,,"1","1","1",,,,,,,,0,2,0,11,0,4,0,3
"G0500690","1980","A","3","7","Arkansas","05","6240","Jefferson","069",,,,,,,,,,,,"08",,,,,"JEFFERSON",,,,,,,,,,,,,,,,,,,,,,,,,,,,13,183,0,105,0,89,13,220
"G0500710","1980","A","3","7","Arkansas","05",,"Johnson","071",,,,,,,,,,,,"02",,,,,"JOHNSON",,,,,"1",,,,,,,,,,,,,"1",,,,,,"1",,,,0,33,0,15,0,6,9,14
"G0500730","1980","A","3","7","Arkansas","05",,"Lafayette","073",,,,,,,,,,,,"05",,,,,"LAFAYETTE",,,,"1",,,,,,,"1",,"1",,,,,,,,,,,"1",,"1",,0,18,0,10,0,3,3,23
"G0500750","1980","A","3","7","Arkansas","05",,"Lawrence","075",,,,,,,,,,,,"07",,,,,"LAWRENCE",,,,,"1",,,,,,,"1","1",,,,"1",,"1",,,,"1",,"1",,,0,7,0,21,0,0,0,12
"G0500770","1980","A","3","7","Arkansas","05",,"Lee","077",,,,,,,,,,,,"08",,,,,"LEE",,,,"1",,,,,,,,"1","1",,,,,,,,,,,,"1",,,0,12,9,26,0,27,0,59
"G0500790","1980","A","3","7","Arkansas","05",,"Lincoln","079",,,,,,,,,,,,"08",,,,,"LINCOLN",,,,"1","1",,,,,"1","1",,,,,,,,,,,,"1","1",,,,0,10,0,10,0,3,0,2
"G0500810","1980","A","3","7","Arkansas","05","8360","Little River","081",,,,,,,,,,,,"05",,,,,"LITTLE RIVER",,,,,,,,,,"1","1",,,,,,"1","1",,,,,"1","1",,"1",,0,0,7,2,0,0,0,19
"G0500830","1980","A","3","7","Arkansas","05",,"Logan","083",,,,,,,,,,,,"02",,,,,"LOGAN",,,,,"1",,,,,,,,,,,,,,,"1",,,,"1","1",,,0,5,7,23,0,0,0,9
"G0500850","1980","A","3","7","Arkansas","05",,"Lonoke","085",,,,,,,,,,,,"07",,,,,"LONOKE",,,,,"1",,,,,,,,,,,,,"1","1",,,,,"1","1",,,0,53,0,23,0,14,0,52
"G0500870","1980","A","3","7","Arkansas","05",,"Madison","087",,,,,,,,,,,,"09",,,,,"MADISON",,,"1",,"1",,,,,,"1",,"1","1",,,,"1",,"1",,,,,,,,0,0,0,13,0,0,0,12
"G0500890","1980","A","3","7","Arkansas","05",,"Marion","089",,,,,,,,,,,,"09",,,,,"MARION",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,"1",,,,"1",,0,14,0,6,0,13,0,20
"G0500910","1980","A","3","7","Arkansas","05","8360","Miller","091",,,,,,,,,,,,"05",,,,,"MILLER",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,,"1",,,0,55,0,17,0,27,4,36
"G0500930","1980","A","3","7","Arkansas","05",,"Mississippi","093",,,,,,,,,,,,"08",,,,,"MISSISSIPPI",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,41,81,34,75,12,79,19,124
"G0500950","1980","A","3","7","Arkansas","05",,"Monroe","095",,,,,,,,,,,,"07",,,,,"MONROE",,,,"1","1",,,,,,"1","1",,,,,,,,,,,,"1","1",,,0,41,0,13,0,33,13,45
"G0500970","1980","A","3","7","Arkansas","05",,"Montgomery","097",,,,,,,,,,,,"04",,,,,"MONTGOMERY",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,"1","1","1",,0,18,0,0,0,1,0,23
"G0500990","1980","A","3","7","Arkansas","05",,"Nevada","099",,,,,,,,,,,,"05",,,,,"NEVADA",,,,,"1",,,,,,,,,"1",,,,,,"1",,,,,,,,0,26,14,11,0,0,13,17
"G0501010","1980","A","3","7","Arkansas","05",,"Newton","101",,,,,,,,,,,,"09",,,,,"NEWTON",,,"1","1","1",,,,,"1",,"1",,,,"1",,"1",,,,,"1","1","1",,,0,14,4,17,0,8,0,20
"G0501030","1980","A","3","7","Arkansas","05",,"Ouachita","103",,,,,,,,,,,,"06",,,,,"OUACHITA",,,,,"1",,,,,,,,,,,,,,,,,,,,,"1",,0,33,9,0,0,16,5,23
"G0501050","1980","A","3","7","Arkansas","05",,"Perry","105",,,,,,,,,,,,"04",,,,,"PERRY",,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,0,0,0,0,0,0,0,0
"G0501070","1980","A","3","7","Arkansas","05",,"Phillips","107",,,,,,,,,,,,"08",,,,,"PHILLIPS",,,,,,,,,,,,,,,,,,,"1",,,,,"1",,,,0,70,14,97,0,52,5,136
"G0501090","1980","A","3","7","Arkansas","05",,"Pike","109",,,,,,,,,,,,"04",,,,,"PIKE",,,,,,"1",,,,,,,,"1",,,,,,"1",,,"1","1",,,,0,0,0,0,0,0,0,0
"G0501110","1980","A","3","7","Arkansas","05",,"Poinsett","111",,,,,,,,,,,,"07",,,,,"POINSETT",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,,,,,0,10,6,6,0,12,2,36
"G0501130","1980","A","3","7","Arkansas","05",,"Polk","113",,,,,,,,,,,,"04",,,,,"POLK",,,,,"1",,,,,,,"1","1","1",,,,"1","1",,,,,"1","1","1",,0,20,4,21,0,26,0,41
"G0501150","1980","A","3","7","Arkansas","05",,"Pope","115",,,,,,,,,,,,"02",,,,,"POPE",,,,,,,,,,,,"1","1",,,,,,"1",,,,,,,,,0,28,7,15,0,22,0,47
"G0501170","1980","A","3","7","Arkansas","05",,"Prairie","117",,,,,,,,,,,,"07",,,,,"PRAIRIE",,,,"1","1",,,,,,,"1","1",,,,,,"1",,,,,,,"1",,0,6,0,17,0,11,9,19
"G0501190","1980","A","3","7","Arkansas","05","4400","Pulaski","119",,,,,,,,,,,,"A",,,,,"PULASKI",,,,,,,,,,,,,,,,,,,,,,,,,,,,153,589,65,255,18,615,5,495
"G0501210","1980","A","3","7","Arkansas","05",,"Randolph","121",,,,,,,,,,,,"03",,,,,"RANDOLPH",,,,"1","1",,,,,,"1","1",,,,,"1",,"1",,,,"1","1",,"1",,0,20,0,2,0,20,0,31
"G0501230","1980","A","3","7","Arkansas","05",,"St Francis","123",,,,,,,,,,,,"08",,,,,"ST. FRANCIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,23,28,0,56,11,51
"G0501250","1980","A","3","7","Arkansas","05","4400","Saline","125",,,,,,,,,,,,"04",,,,,"SALINE",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,,"1",,0,57,8,28,0,48,4,61
"G0501270","1980","A","3","7","Arkansas","05",,"Scott","127",,,,,,,,,,,,"04",,,,,"SCOTT",,,"1",,"1",,,,,,"1",,"1",,,,,"1",,,,,,,,"1",,0,13,3,21,0,12,0,39
"G0501290","1980","A","3","7","Arkansas","05",,"Searcy","129",,,,,,,,,,,,"09",,,,,"SEARCY",,,,"1","1","1",,,,,,,,"1",,,,,,"1",,"1",,"1",,,,0,0,0,0,0,0,0,0
"G0501310","1980","A","3","7","Arkansas","05","2720","Sebastian","131",,,,,,,,,,,,"02",,,,,"SEBASTIAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,129,13,54,0,98,8,131
"G0501330","1980","A","3","7","Arkansas","05",,"Sevier","133",,,,,,,,,,,,"04",,,,,"SEVIER",,,,,"1",,,,,,,"1","1",,,,,,"1","1",,,,"1",,,,0,18,0,11,0,22,0,4
"G0501350","1980","A","3","7","Arkansas","05",,"Sharp","135",,,,,,,,,,,,"03",,,,,"SHARP",,,,,"1",,,,,"1",,,"1",,,,,,,,,,,"1",,"1",,0,6,8,9,0,5,0,19
"G0501370","1980","A","3","7","Arkansas","05",,"Stone","137",,,,,,,,,,,,"09",,,,,"STONE",,,"1","1",,"1",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
"G0501390","1980","A","3","7","Arkansas","05",,"Union","139",,,,,,,,,,,,"06",,,,,"UNION",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,0,9,0,31,0,46
"G0501410","1980","A","3","7","Arkansas","05",,"Van Buren","141",,,,,,,,,,,,"09",,,,,"VAN BUREN",,,,,"1",,,,,"1",,"1",,,,,"1",,,,,,,,"1",,,0,32,0,6,0,0,7,21
"G0501430","1980","A","3","7","Arkansas","05","2580","Washington","143",,,,,,,,,,,,"01",,,,,"WASHINGTON",,,,,,,,,,,,,,,,,,,,,,,,,,,,8,174,8,134,0,138,13,132
"G0501450","1980","A","3","7","Arkansas","05",,"White","145",,,,,,,,,,,,"03",,,,,"WHITE",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,0,53,3,35,0,53,2,45
