"geoid","tblid","order","cest","clb","cub"
"A4000US001","B01001","       1","885025","*****","*****"
"A4000US001","B01001","       2","432221","431662","432780"
"A4000US001","B01001","       3","32302","32298","32306"
"A4000US001","B01001","       4","30991","28681","33301"
"A4000US001","B01001","       5","32415","30077","34753"
"A4000US001","B01001","       6","18252","17689","18815"
"A4000US001","B01001","       7","11540","10763","12317"
"A4000US001","B01001","       8","5100","3713","6487"
"A4000US001","B01001","       9","7121","5584","8658"
"A4000US001","B01001","      10","17868","16071","19665"
"A4000US001","B01001","      11","32791","31819","33763"
"A4000US001","B01001","      12","29714","29039","30389"
"A4000US001","B01001","      13","28407","26254","30560"
"A4000US001","B01001","      14","30684","28537","32831"
"A4000US001","B01001","      15","30249","29910","30588"
"A4000US001","B01001","      16","27710","27339","28081"
"A4000US001","B01001","      17","23062","21558","24566"
"A4000US001","B01001","      18","8171","6852","9490"
"A4000US001","B01001","      19","10939","9657","12221"
"A4000US001","B01001","      20","6437","5476","7398"
"A4000US001","B01001","      21","9155","8007","10303"
"A4000US001","B01001","      22","15710","14401","17019"
"A4000US001","B01001","      23","11699","10715","12683"
"A4000US001","B01001","      24","8022","7174","8870"
"A4000US001","B01001","      25","3882","3323","4441"
"A4000US001","B01001","      26","452804","452245","453363"
"A4000US001","B01001","      27","31165","31069","31261"
"A4000US001","B01001","      28","30070","28092","32048"
"A4000US001","B01001","      29","30174","28222","32126"
"A4000US001","B01001","      30","18233","17760","18706"
"A4000US001","B01001","      31","10867","10370","11364"
"A4000US001","B01001","      32","5975","4824","7126"
"A4000US001","B01001","      33","7794","6426","9162"
"A4000US001","B01001","      34","17682","16144","19220"
"A4000US001","B01001","      35","31618","31228","32008"
"A4000US001","B01001","      36","29076","28375","29777"
"A4000US001","B01001","      37","27556","25730","29382"
"A4000US001","B01001","      38","32733","30846","34620"
"A4000US001","B01001","      39","32597","32095","33099"
"A4000US001","B01001","      40","29581","29106","30056"
"A4000US001","B01001","      41","25857","24404","27310"
"A4000US001","B01001","      42","10436","9270","11602"
"A4000US001","B01001","      43","11166","10050","12282"
"A4000US001","B01001","      44","8096","6931","9261"
"A4000US001","B01001","      45","9971","8923","11019"
"A4000US001","B01001","      46","17688","16454","18922"
"A4000US001","B01001","      47","15317","13921","16713"
"A4000US001","B01001","      48","10459","9165","11753"
"A4000US001","B01001","      49","8693","7491","9895"
"A4000US001","B01002","       2","36.1","35.9","36.3"
"A4000US001","B01002","       3","34.7","34.5","34.9"
"A4000US001","B01002","       4","37.6","37.4","37.8"
"A4000US001","B01003","       1","885025","*****","*****"
"A4000US001","B02001","       1","885025","*****","*****"
"A4000US001","B02001","       2","643957","636101","651813"
"A4000US001","B02001","       3","26073","24436","27710"
"A4000US001","B02001","       4","26701","24218","29184"
"A4000US001","B02001","       5","22151","21441","22861"
"A4000US001","B02001","       6","978","580","1376"
"A4000US001","B02001","       7","142604","134285","150923"
"A4000US001","B02001","       8","22561","19227","25895"
"A4000US001","B02001","       9","8857","6652","11062"
"A4000US001","B02001","      10","13704","11228","16180"
"A4000US001","B02003","       1","885025","*****","*****"
"A4000US001","B02003","       2","862464","859130","865798"
"A4000US001","B02003","       3","643957","636101","651813"
"A4000US001","B02003","       4","26073","24436","27710"
"A4000US001","B02003","       5","26701","24218","29184"
"A4000US001","B02003","       6","22151","21441","22861"
"A4000US001","B02003","       7","978","580","1376"
"A4000US001","B02003","       8","142604","134285","150923"
"A4000US001","B02003","       9","22561","19227","25895"
"A4000US001","B02003","      10","8857","6652","11062"
"A4000US001","B02003","      11","13704","11228","16180"
"A4000US001","B02003","      12","21480","18241","24719"
"A4000US001","B02003","      13","3101","1676","4526"
"A4000US001","B02003","      14","5338","3879","6797"
"A4000US001","B02003","      15","2156","1049","3263"
"A4000US001","B02003","      16","720","287","1153"
"A4000US001","B02003","      17","10165","7964","12366"
"A4000US001","B02003","      18","1081","379","1783"
"A4000US001","B02003","      19","0","0","460"
"A4000US001","B02005","       1","26701","24218","29184"
"A4000US001","B02005","       2","21817","19194","24440"
"A4000US001","B02005","       3","188","2","374"
"A4000US001","B02005","       4","85","0","184"
"A4000US001","B02005","       5","1359","453","2265"
"A4000US001","B02005","       6","0","0","460"
"A4000US001","B02005","       7","0","0","460"
"A4000US001","B02005","       8","46","0","128"
"A4000US001","B02005","       9","343","0","727"
"A4000US001","B02005","      10","0","0","460"
"A4000US001","B02005","      11","91","0","244"
"A4000US001","B02005","      12","0","0","460"
"A4000US001","B02005","      13","0","0","460"
"A4000US001","B02005","      14","0","0","460"
"A4000US001","B02005","      15","0","0","460"
"A4000US001","B02005","      16","0","0","460"
"A4000US001","B02005","      17","136","0","352"
"A4000US001","B02005","      18","0","0","460"
"A4000US001","B02005","      19","0","0","460"
"A4000US001","B02005","      20","0","0","460"
"A4000US001","B02005","      21","1093","393","1793"
"A4000US001","B02005","      22","0","0","460"
"A4000US001","B02005","      23","0","0","460"
"A4000US001","B02005","      24","0","0","460"
"A4000US001","B02005","      25","521","128","914"
"A4000US001","B02005","      26","0","0","460"
"A4000US001","B02005","      27","87","0","227"
"A4000US001","B02005","      28","0","0","460"
"A4000US001","B02005","      29","0","0","460"
"A4000US001","B02005","      30","0","0","460"
"A4000US001","B02005","      31","35","0","99"
"A4000US001","B02005","      32","9104","6645","11563"
"A4000US001","B02005","      33","0","0","460"
"A4000US001","B02005","      34","0","0","460"
"A4000US001","B02005","      35","7000","5280","8720"
"A4000US001","B02005","      36","131","0","350"
"A4000US001","B02005","      37","1598","809","2387"
"A4000US001","B02005","      38","266","0","544"
"A4000US001","B02005","      39","59","0","159"
"A4000US001","B02005","      40","0","0","460"
"A4000US001","B02005","      41","59","0","159"
"A4000US001","B02005","      42","0","0","460"
"A4000US001","B02005","      43","0","0","460"
"A4000US001","B02005","      44","0","0","460"
"A4000US001","B02005","      45","0","0","460"
"A4000US001","B02005","      46","4559","2842","6276"
"A4000US001","B02006","       1","22151","21441","22861"
"A4000US001","B02006","       2","2538","1268","3808"
"A4000US001","B02006","       3","0","0","460"
"A4000US001","B02006","       4","926","135","1717"
"A4000US001","B02006","       5","6637","4959","8315"
"A4000US001","B02006","       6","3038","1779","4297"
"A4000US001","B02006","       7","0","0","460"
"A4000US001","B02006","       8","0","0","460"
"A4000US001","B02006","       9","1739","1006","2472"
"A4000US001","B02006","      10","2152","1106","3198"
"A4000US001","B02006","      11","57","0","149"
"A4000US001","B02006","      12","0","0","460"
"A4000US001","B02006","      13","622","0","1630"
"A4000US001","B02006","      14","0","0","460"
"A4000US001","B02006","      15","143","0","384"
"A4000US001","B02006","      16","176","6","346"
"A4000US001","B02006","      17","3317","1535","5099"
"A4000US001","B02006","      18","43","0","114"
"A4000US001","B02006","      19","763","0","1587"
"A4000US001","B02008","       1","662174","654212","670136"
"A4000US001","B02009","       1","32178","30715","33641"
"A4000US001","B02010","       1","35359","33708","37010"
"A4000US001","B02011","       1","25296","24187","26405"
"A4000US001","B02012","       1","1948","1551","2345"
"A4000US001","B02013","       1","151712","143445","159979"
"A4000US001","B03001","       1","885025","*****","*****"
"A4000US001","B03001","       2","601154","*****","*****"
"A4000US001","B03001","       3","283871","*****","*****"
"A4000US001","B03001","       4","257451","253516","261386"
"A4000US001","B03001","       5","3650","2384","4916"
"A4000US001","B03001","       6","858","232","1484"
"A4000US001","B03001","       7","235","0","532"
"A4000US001","B03001","       8","3847","2037","5657"
"A4000US001","B03001","       9","97","0","211"
"A4000US001","B03001","      10","615","108","1122"
"A4000US001","B03001","      11","713","0","1478"
"A4000US001","B03001","      12","485","0","1015"
"A4000US001","B03001","      13","360","0","742"
"A4000US001","B03001","      14","1346","132","2560"
"A4000US001","B03001","      15","231","0","611"
"A4000US001","B03001","      16","3095","2020","4170"
"A4000US001","B03001","      17","201","0","475"
"A4000US001","B03001","      18","178","0","470"
"A4000US001","B03001","      19","608","177","1039"
"A4000US001","B03001","      20","684","260","1108"
"A4000US001","B03001","      21","253","0","670"
"A4000US001","B03001","      22","0","0","460"
"A4000US001","B03001","      23","775","189","1361"
"A4000US001","B03001","      24","0","0","460"
"A4000US001","B03001","      25","272","0","583"
"A4000US001","B03001","      26","124","0","334"
"A4000US001","B03001","      27","14735","11903","17567"
"A4000US001","B03001","      28","2609","1347","3871"
"A4000US001","B03001","      29","4752","2643","6861"
"A4000US001","B03001","      30","638","111","1165"
"A4000US001","B03001","      31","6736","5122","8350"
"A4000US001","B03002","       1","885025","*****","*****"
"A4000US001","B03002","       2","601154","*****","*****"
"A4000US001","B03002","       3","515785","513373","518197"
"A4000US001","B03002","       4","24672","23157","26187"
"A4000US001","B03002","       5","21105","19405","22805"
"A4000US001","B03002","       6","21494","20941","22047"
"A4000US001","B03002","       7","669","376","962"
"A4000US001","B03002","       8","5068","2597","7539"
"A4000US001","B03002","       9","12361","9946","14776"
"A4000US001","B03002","      10","1022","383","1661"
"A4000US001","B03002","      11","11339","8977","13701"
"A4000US001","B03002","      12","283871","*****","*****"
"A4000US001","B03002","      13","128172","120709","135635"
"A4000US001","B03002","      14","1401","534","2268"
"A4000US001","B03002","      15","5596","3933","7259"
"A4000US001","B03002","      16","657","262","1052"
"A4000US001","B03002","      17","309","6","612"
"A4000US001","B03002","      18","137536","129574","145498"
"A4000US001","B03002","      19","10200","7961","12439"
"A4000US001","B03002","      20","7835","5890","9780"
"A4000US001","B03002","      21","2365","1187","3543"
"A4000US001","B04001","       1","885025","*****","*****"
"A4000US001","B04001","       2","0","0","460"
"A4000US001","B04001","       3","184","0","389"
"A4000US001","B04001","       4","0","0","460"
"A4000US001","B04001","       5","29851","26366","33336"
"A4000US001","B04001","       6","1769","680","2858"
"A4000US001","B04001","       7","644","0","1613"
"A4000US001","B04001","       8","0","0","460"
"A4000US001","B04001","       9","0","0","460"
"A4000US001","B04001","      10","682","253","1111"
"A4000US001","B04001","      11","0","0","460"
"A4000US001","B04001","      12","0","0","460"
"A4000US001","B04001","      13","277","0","566"
"A4000US001","B04001","      14","55","0","144"
"A4000US001","B04001","      15","111","0","241"
"A4000US001","B04001","      16","709","0","1595"
"A4000US001","B04001","      17","0","0","460"
"A4000US001","B04001","      18","246","0","583"
"A4000US001","B04001","      19","1432","782","2082"
"A4000US001","B04001","      20","555","0","1156"
"A4000US001","B04001","      21","800","270","1330"
"A4000US001","B04001","      22","358","0","725"
"A4000US001","B04001","      23","4366","3298","5434"
"A4000US001","B04001","      24","263","68","458"
"A4000US001","B04001","      25","68","0","182"
"A4000US001","B04001","      26","1832","971","2693"
"A4000US001","B04001","      27","0","0","460"
"A4000US001","B04001","      28","850","268","1432"
"A4000US001","B04001","      29","825","349","1301"
"A4000US001","B04001","      30","0","0","460"
"A4000US001","B04001","      31","2868","1938","3798"
"A4000US001","B04001","      32","1031","612","1450"
"A4000US001","B04001","      33","2880","1494","4266"
"A4000US001","B04001","      34","7889","6025","9753"
"A4000US001","B04001","      35","1175","556","1794"
"A4000US001","B04001","      36","63882","59005","68759"
"A4000US001","B04001","      37","37","0","99"
"A4000US001","B04001","      38","8416","6334","10498"
"A4000US001","B04001","      39","1354","709","1999"
"A4000US001","B04001","      40","15160","12886","17434"
"A4000US001","B04001","      41","4247","3182","5312"
"A4000US001","B04001","      42","110384","104834","115934"
"A4000US001","B04001","      43","37","0","98"
"A4000US001","B04001","      44","3209","1117","5301"
"A4000US001","B04001","      45","0","0","460"
"A4000US001","B04001","      46","3417","2545","4289"
"A4000US001","B04001","      47","962","0","2436"
"A4000US001","B04001","      48","1071","84","2058"
"A4000US001","B04001","      49","56047","50635","61459"
"A4000US001","B04001","      50","637","9","1265"
"A4000US001","B04001","      51","28662","24886","32438"
"A4000US001","B04001","      52","303","39","567"
"A4000US001","B04001","      53","1306","735","1877"
"A4000US001","B04001","      54","132","0","287"
"A4000US001","B04001","      55","0","0","460"
"A4000US001","B04001","      56","116","0","310"
"A4000US001","B04001","      57","0","0","460"
"A4000US001","B04001","      58","1034","519","1549"
"A4000US001","B04001","      59","9768","8036","11500"
"A4000US001","B04001","      60","233","70","396"
"A4000US001","B04001","      61","15675","13194","18156"
"A4000US001","B04001","      62","1873","1058","2688"
"A4000US001","B04001","      63","813","410","1216"
"A4000US001","B04001","      64","6349","4896","7802"
"A4000US001","B04001","      65","2029","1142","2916"
"A4000US001","B04001","      66","13151","11147","15155"
"A4000US001","B04001","      67","12321","10646","13996"
"A4000US001","B04001","      68","315","103","527"
"A4000US001","B04001","      69","232","33","431"
"A4000US001","B04001","      70","1485","353","2617"
"A4000US001","B04001","      71","348","91","605"
"A4000US001","B04001","      72","0","0","460"
"A4000US001","B04001","      73","2324","1325","3323"
"A4000US001","B04001","      74","0","0","460"
"A4000US001","B04001","      75","0","0","460"
"A4000US001","B04001","      76","0","0","460"
"A4000US001","B04001","      77","0","0","460"
"A4000US001","B04001","      78","0","0","460"
"A4000US001","B04001","      79","819","36","1602"
"A4000US001","B04001","      80","0","0","460"
"A4000US001","B04001","      81","0","0","460"
"A4000US001","B04001","      82","0","0","460"
"A4000US001","B04001","      83","260","0","680"
"A4000US001","B04001","      84","144","0","382"
"A4000US001","B04001","      85","0","0","460"
"A4000US001","B04001","      86","0","0","460"
"A4000US001","B04001","      87","1047","500","1594"
"A4000US001","B04001","      88","54","0","146"
"A4000US001","B04001","      89","10310","8502","12118"
"A4000US001","B04001","      90","2711","1837","3585"
"A4000US001","B04001","      91","776","220","1332"
"A4000US001","B04001","      92","1041","542","1540"
"A4000US001","B04001","      93","3513","2690","4336"
"A4000US001","B04001","      94","854","379","1329"
"A4000US001","B04001","      95","0","0","460"
"A4000US001","B04001","      96","0","0","460"
"A4000US001","B04001","      97","59","0","161"
"A4000US001","B04001","      98","0","0","460"
"A4000US001","B04001","      99","54","0","145"
"A4000US001","B04001","     100","0","0","460"
"A4000US001","B04001","     101","247","0","552"
"A4000US001","B04001","     102","437","90","784"
"A4000US001","B04001","     103","0","0","460"
"A4000US001","B04001","     104","0","0","460"
"A4000US001","B04001","     105","57","0","150"
"A4000US001","B04001","     106","0","0","460"
"A4000US001","B04001","     107","316","0","721"
"A4000US001","B04001","     108","381283","375518","387048"
"A4000US001","B04001","     109","56941","50759","63123"
"A4000US001","B04002","       1","885025","*****","*****"
"A4000US001","B04002","       2","0","0","460"
"A4000US001","B04002","       3","49","0","129"
"A4000US001","B04002","       4","0","0","460"
"A4000US001","B04002","       5","0","0","460"
"A4000US001","B04002","       6","976","0","2087"
"A4000US001","B04002","       7","0","0","460"
"A4000US001","B04002","       8","0","0","460"
"A4000US001","B04002","       9","0","0","460"
"A4000US001","B04002","      10","232","37","427"
"A4000US001","B04002","      11","0","0","460"
"A4000US001","B04002","      12","65","0","170"
"A4000US001","B04002","      13","679","0","1723"
"A4000US001","B04002","      14","0","0","460"
"A4000US001","B04002","      15","0","0","460"
"A4000US001","B04002","      16","294","0","642"
"A4000US001","B04002","      17","0","0","460"
"A4000US001","B04002","      18","0","0","460"
"A4000US001","B04002","      19","1012","614","1410"
"A4000US001","B04002","      20","0","0","460"
"A4000US001","B04002","      21","262","10","514"
"A4000US001","B04002","      22","66","0","178"
"A4000US001","B04002","      23","1163","716","1610"
"A4000US001","B04002","      24","120","0","266"
"A4000US001","B04002","      25","88","0","235"
"A4000US001","B04002","      26","703","207","1199"
"A4000US001","B04002","      27","0","0","460"
"A4000US001","B04002","      28","0","0","460"
"A4000US001","B04002","      29","306","96","516"
"A4000US001","B04002","      30","0","0","460"
"A4000US001","B04002","      31","1570","924","2216"
"A4000US001","B04002","      32","0","0","460"
"A4000US001","B04002","      33","1690","917","2463"
"A4000US001","B04002","      34","6048","4393","7703"
"A4000US001","B04002","      35","0","0","460"
"A4000US001","B04002","      36","33911","30771","37051"
"A4000US001","B04002","      37","0","0","460"
"A4000US001","B04002","      38","272","0","593"
"A4000US001","B04002","      39","438","126","750"
"A4000US001","B04002","      40","15653","13451","17855"
"A4000US001","B04002","      41","1560","920","2200"
"A4000US001","B04002","      42","47416","43832","51000"
"A4000US001","B04002","      43","117","0","311"
"A4000US001","B04002","      44","624","182","1066"
"A4000US001","B04002","      45","0","0","460"
"A4000US001","B04002","      46","1723","1009","2437"
"A4000US001","B04002","      47","0","0","460"
"A4000US001","B04002","      48","0","0","460"
"A4000US001","B04002","      49","38797","35465","42129"
"A4000US001","B04002","      50","0","0","460"
"A4000US001","B04002","      51","8918","7115","10721"
"A4000US001","B04002","      52","0","0","460"
"A4000US001","B04002","      53","870","474","1266"
"A4000US001","B04002","      54","211","36","386"
"A4000US001","B04002","      55","0","0","460"
"A4000US001","B04002","      56","45","0","120"
"A4000US001","B04002","      57","0","0","460"
"A4000US001","B04002","      58","0","0","460"
"A4000US001","B04002","      59","5535","4128","6942"
"A4000US001","B04002","      60","61","0","162"
"A4000US001","B04002","      61","7452","6088","8816"
"A4000US001","B04002","      62","992","187","1797"
"A4000US001","B04002","      63","243","59","427"
"A4000US001","B04002","      64","2698","1631","3765"
"A4000US001","B04002","      65","194","0","481"
"A4000US001","B04002","      66","6052","4635","7469"
"A4000US001","B04002","      67","6201","4909","7493"
"A4000US001","B04002","      68","74","0","197"
"A4000US001","B04002","      69","102","0","224"
"A4000US001","B04002","      70","90","0","196"
"A4000US001","B04002","      71","42","0","111"
"A4000US001","B04002","      72","0","0","460"
"A4000US001","B04002","      73","1364","537","2191"
"A4000US001","B04002","      74","0","0","460"
"A4000US001","B04002","      75","0","0","460"
"A4000US001","B04002","      76","0","0","460"
"A4000US001","B04002","      77","0","0","460"
"A4000US001","B04002","      78","0","0","460"
"A4000US001","B04002","      79","97","0","272"
"A4000US001","B04002","      80","0","0","460"
"A4000US001","B04002","      81","0","0","460"
"A4000US001","B04002","      82","0","0","460"
"A4000US001","B04002","      83","424","0","1108"
"A4000US001","B04002","      84","0","0","460"
"A4000US001","B04002","      85","0","0","460"
"A4000US001","B04002","      86","0","0","460"
"A4000US001","B04002","      87","843","137","1549"
"A4000US001","B04002","      88","0","0","460"
"A4000US001","B04002","      89","5387","4200","6574"
"A4000US001","B04002","      90","865","479","1251"
"A4000US001","B04002","      91","0","0","460"
"A4000US001","B04002","      92","551","310","792"
"A4000US001","B04002","      93","4019","2861","5177"
"A4000US001","B04002","      94","285","15","555"
"A4000US001","B04002","      95","0","0","460"
"A4000US001","B04002","      96","0","0","460"
"A4000US001","B04002","      97","0","0","460"
"A4000US001","B04002","      98","0","0","460"
"A4000US001","B04002","      99","0","0","460"
"A4000US001","B04002","     100","0","0","460"
"A4000US001","B04002","     101","0","0","460"
"A4000US001","B04002","     102","246","0","508"
"A4000US001","B04002","     103","0","0","460"
"A4000US001","B04002","     104","0","0","460"
"A4000US001","B04002","     105","0","0","460"
"A4000US001","B04002","     106","39","0","104"
"A4000US001","B04002","     107","352","51","653"
"A4000US001","B04002","     108","30232","26460","34004"
"A4000US001","B04002","     109","647332","638240","656424"
"A4000US001","B04006","       1","885025","*****","*****"
"A4000US001","B04006","       2","0","0","460"
"A4000US001","B04006","       3","233","15","451"
"A4000US001","B04006","       4","0","0","460"
"A4000US001","B04006","       5","29851","26366","33336"
"A4000US001","B04006","       6","2745","1183","4307"
"A4000US001","B04006","       7","644","0","1613"
"A4000US001","B04006","       8","0","0","460"
"A4000US001","B04006","       9","0","0","460"
"A4000US001","B04006","      10","914","451","1377"
"A4000US001","B04006","      11","0","0","460"
"A4000US001","B04006","      12","65","0","170"
"A4000US001","B04006","      13","956","0","2040"
"A4000US001","B04006","      14","55","0","144"
"A4000US001","B04006","      15","111","0","241"
"A4000US001","B04006","      16","1003","46","1960"
"A4000US001","B04006","      17","0","0","460"
"A4000US001","B04006","      18","246","0","583"
"A4000US001","B04006","      19","2444","1645","3243"
"A4000US001","B04006","      20","555","0","1156"
"A4000US001","B04006","      21","1062","487","1637"
"A4000US001","B04006","      22","424","39","809"
"A4000US001","B04006","      23","5529","4294","6764"
"A4000US001","B04006","      24","383","97","669"
"A4000US001","B04006","      25","156","0","340"
"A4000US001","B04006","      26","2535","1556","3514"
"A4000US001","B04006","      27","0","0","460"
"A4000US001","B04006","      28","850","268","1432"
"A4000US001","B04006","      29","1131","570","1692"
"A4000US001","B04006","      30","0","0","460"
"A4000US001","B04006","      31","4438","3205","5671"
"A4000US001","B04006","      32","1031","612","1450"
"A4000US001","B04006","      33","4570","2928","6212"
"A4000US001","B04006","      34","13937","11307","16567"
"A4000US001","B04006","      35","1175","556","1794"
"A4000US001","B04006","      36","97793","91907","103679"
"A4000US001","B04006","      37","37","0","99"
"A4000US001","B04006","      38","8688","6560","10816"
"A4000US001","B04006","      39","1792","1059","2525"
"A4000US001","B04006","      40","30813","27535","34091"
"A4000US001","B04006","      41","5807","4473","7141"
"A4000US001","B04006","      42","157800","151451","164149"
"A4000US001","B04006","      43","154","0","356"
"A4000US001","B04006","      44","3833","1734","5932"
"A4000US001","B04006","      45","0","0","460"
"A4000US001","B04006","      46","5140","3899","6381"
"A4000US001","B04006","      47","962","0","2436"
"A4000US001","B04006","      48","1071","84","2058"
"A4000US001","B04006","      49","94844","88888","100800"
"A4000US001","B04006","      50","637","9","1265"
"A4000US001","B04006","      51","37580","33270","41890"
"A4000US001","B04006","      52","303","39","567"
"A4000US001","B04006","      53","2176","1475","2877"
"A4000US001","B04006","      54","343","109","577"
"A4000US001","B04006","      55","0","0","460"
"A4000US001","B04006","      56","161","0","367"
"A4000US001","B04006","      57","0","0","460"
"A4000US001","B04006","      58","1034","519","1549"
"A4000US001","B04006","      59","15303","12947","17659"
"A4000US001","B04006","      60","294","103","485"
"A4000US001","B04006","      61","23127","20234","26020"
"A4000US001","B04006","      62","2865","1717","4013"
"A4000US001","B04006","      63","1056","569","1543"
"A4000US001","B04006","      64","9047","7019","11075"
"A4000US001","B04006","      65","2223","1415","3031"
"A4000US001","B04006","      66","19203","16737","21669"
"A4000US001","B04006","      67","18522","16459","20585"
"A4000US001","B04006","      68","389","143","635"
"A4000US001","B04006","      69","334","99","569"
"A4000US001","B04006","      70","1575","434","2716"
"A4000US001","B04006","      71","390","148","632"
"A4000US001","B04006","      72","0","0","460"
"A4000US001","B04006","      73","3591","2111","5071"
"A4000US001","B04006","      74","0","0","460"
"A4000US001","B04006","      75","0","0","460"
"A4000US001","B04006","      76","0","0","460"
"A4000US001","B04006","      77","0","0","460"
"A4000US001","B04006","      78","0","0","460"
"A4000US001","B04006","      79","819","36","1602"
"A4000US001","B04006","      80","0","0","460"
"A4000US001","B04006","      81","0","0","460"
"A4000US001","B04006","      82","0","0","460"
"A4000US001","B04006","      83","684","0","1786"
"A4000US001","B04006","      84","144","0","382"
"A4000US001","B04006","      85","0","0","460"
"A4000US001","B04006","      86","0","0","460"
"A4000US001","B04006","      87","1890","872","2908"
"A4000US001","B04006","      88","54","0","146"
"A4000US001","B04006","      89","15697","13560","17834"
"A4000US001","B04006","      90","3576","2582","4570"
"A4000US001","B04006","      91","776","220","1332"
"A4000US001","B04006","      92","1592","1035","2149"
"A4000US001","B04006","      93","7532","5989","9075"
"A4000US001","B04006","      94","1139","597","1681"
"A4000US001","B04006","      95","0","0","460"
"A4000US001","B04006","      96","0","0","460"
"A4000US001","B04006","      97","59","0","161"
"A4000US001","B04006","      98","0","0","460"
"A4000US001","B04006","      99","54","0","145"
"A4000US001","B04006","     100","0","0","460"
"A4000US001","B04006","     101","247","0","552"
"A4000US001","B04006","     102","683","237","1129"
"A4000US001","B04006","     103","0","0","460"
"A4000US001","B04006","     104","0","0","460"
"A4000US001","B04006","     105","57","0","150"
"A4000US001","B04006","     106","39","0","104"
"A4000US001","B04006","     107","668","193","1143"
"A4000US001","B04006","     108","396924","391072","402776"
"A4000US001","B04006","     109","56941","50759","63123"
"A4000US001","B05001","       1","885025","*****","*****"
"A4000US001","B05001","       2","750858","743206","758510"
"A4000US001","B05001","       3","1177","516","1838"
"A4000US001","B05001","       4","10675","9101","12249"
"A4000US001","B05001","       5","44714","40776","48652"
"A4000US001","B05001","       6","77601","70832","84370"
"A4000US001","B05002","       1","885025","*****","*****"
"A4000US001","B05002","       2","762710","755197","770223"
"A4000US001","B05002","       3","330306","320639","339973"
"A4000US001","B05002","       4","420552","412572","428532"
"A4000US001","B05002","       5","79091","74502","83680"
"A4000US001","B05002","       6","148164","141709","154619"
"A4000US001","B05002","       7","76933","72803","81063"
"A4000US001","B05002","       8","116364","110859","121869"
"A4000US001","B05002","       9","11852","10107","13597"
"A4000US001","B05002","      10","916","416","1416"
"A4000US001","B05002","      11","261","0","586"
"A4000US001","B05002","      12","10675","9101","12249"
"A4000US001","B05002","      13","122315","114802","129828"
"A4000US001","B05002","      14","44714","40776","48652"
"A4000US001","B05002","      15","77601","70832","84370"
"A4000US001","B05005","       1","134167","126515","141819"
"A4000US001","B05005","       2","27935","23379","32491"
"A4000US001","B05005","       3","1328","557","2099"
"A4000US001","B05005","       4","26607","22057","31157"
"A4000US001","B05005","       5","796","369","1223"
"A4000US001","B05005","       6","25811","21297","30325"
"A4000US001","B05005","       7","36471","31770","41172"
"A4000US001","B05005","       8","934","566","1302"
"A4000US001","B05005","       9","35537","30825","40249"
"A4000US001","B05005","      10","7076","5154","8998"
"A4000US001","B05005","      11","28461","24103","32819"
"A4000US001","B05005","      12","27155","24658","29652"
"A4000US001","B05005","      13","2630","1691","3569"
"A4000US001","B05005","      14","24525","21993","27057"
"A4000US001","B05005","      15","10356","8506","12206"
"A4000US001","B05005","      16","14169","12365","15973"
"A4000US001","B05005","      17","42606","39534","45678"
"A4000US001","B05005","      18","6960","5853","8067"
"A4000US001","B05005","      19","35646","32716","38576"
"A4000US001","B05005","      20","26486","23967","29005"
"A4000US001","B05005","      21","9160","7663","10657"
"A4000US001","B05006","       1","122315","114802","129828"
"A4000US001","B05006","       2","13476","11557","15395"
"A4000US001","B05006","       3","2690","1977","3403"
"A4000US001","B05006","       4","1727","1148","2306"
"A4000US001","B05006","       5","403","142","664"
"A4000US001","B05006","       6","1212","699","1725"
"A4000US001","B05006","       7","112","0","242"
"A4000US001","B05006","       8","528","37","1019"
"A4000US001","B05006","       9","435","135","735"
"A4000US001","B05006","      10","5520","4432","6608"
"A4000US001","B05006","      11","55","0","144"
"A4000US001","B05006","      12","546","227","865"
"A4000US001","B05006","      13","4010","3110","4910"
"A4000US001","B05006","      14","232","39","425"
"A4000US001","B05006","      15","677","228","1126"
"A4000US001","B05006","      16","947","448","1446"
"A4000US001","B05006","      17","295","0","636"
"A4000US001","B05006","      18","467","99","835"
"A4000US001","B05006","      19","0","0","460"
"A4000US001","B05006","      20","185","6","364"
"A4000US001","B05006","      21","0","0","460"
"A4000US001","B05006","      22","4269","3165","5373"
"A4000US001","B05006","      23","52","0","139"
"A4000US001","B05006","      24","418","130","706"
"A4000US001","B05006","      25","316","100","532"
"A4000US001","B05006","      26","633","131","1135"
"A4000US001","B05006","      27","157","11","303"
"A4000US001","B05006","      28","1034","350","1718"
"A4000US001","B05006","      29","342","59","625"
"A4000US001","B05006","      30","233","0","619"
"A4000US001","B05006","      31","180","4","356"
"A4000US001","B05006","      32","904","375","1433"
"A4000US001","B05006","      33","50","0","134"
"A4000US001","B05006","      34","17442","15944","18940"
"A4000US001","B05006","      35","6139","4653","7625"
"A4000US001","B05006","      36","3840","2552","5128"
"A4000US001","B05006","      37","1887","1007","2767"
"A4000US001","B05006","      38","924","159","1689"
"A4000US001","B05006","      39","1029","364","1694"
"A4000US001","B05006","      40","650","244","1056"
"A4000US001","B05006","      41","1649","899","2399"
"A4000US001","B05006","      42","0","0","460"
"A4000US001","B05006","      43","4272","2534","6010"
"A4000US001","B05006","      44","0","0","460"
"A4000US001","B05006","      45","140","0","372"
"A4000US001","B05006","      46","1333","626","2040"
"A4000US001","B05006","      47","1004","253","1755"
"A4000US001","B05006","      48","1470","100","2840"
