GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,I9HE001,I9HE002,I9HE003,I9HE004,I9HE005,I9HE006,I9HE007,I9HE008,I9HE009,I9HE010,I9HE011,I9HE012,I9HE013,I9HE014,I9HE015,I9HE016,I9HE017,I9HE018,I9HE019,I9HE020,I9HE021,I9HE022,I9HE023,I9HE024,I9HE025,I9HE026,I9HE027,I9TE001,I9TE002,I9TE003,I9TE004,I9TE005,I9TE006,I9TE007,I9TE008,I9TE009,I9TE010,I9TE011,I9TE012,I9TE013,I9TE014,I9TE015,I9TE016,I9TE017,I9TE018,I9TE019,I9TE020,I9TE021,I9TE022,I9TE023,I9TE024,I9TE025,I9TE026,I9TE027,I9VE001,I9VE002,I9VE003,I9VE004,I9VE005,I9VE006,I9VE007,I9VE008,I9VE009,I9VE010,I9VE011,I9VE012,I9VE013,I9VE014,I9VE015,I9VE016,I9VE017,I9VE018,I9VE019,I9VE020,I9VE021,I9VE022,I9VE023,I9VE024,I9VE025,I9VE026,I9VE027,NAME_M,I9HM001,I9HM002,I9HM003,I9HM004,I9HM005,I9HM006,I9HM007,I9HM008,I9HM009,I9HM010,I9HM011,I9HM012,I9HM013,I9HM014,I9HM015,I9HM016,I9HM017,I9HM018,I9HM019,I9HM020,I9HM021,I9HM022,I9HM023,I9HM024,I9HM025,I9HM026,I9HM027,I9TM001,I9TM002,I9TM003,I9TM004,I9TM005,I9TM006,I9TM007,I9TM008,I9TM009,I9TM010,I9TM011,I9TM012,I9TM013,I9TM014,I9TM015,I9TM016,I9TM017,I9TM018,I9TM019,I9TM020,I9TM021,I9TM022,I9TM023,I9TM024,I9TM025,I9TM026,I9TM027,I9VM001,I9VM002,I9VM003,I9VM004,I9VM005,I9VM006,I9VM007,I9VM008,I9VM009,I9VM010,I9VM011,I9VM012,I9VM013,I9VM014,I9VM015,I9VM016,I9VM017,I9VM018,I9VM019,I9VM020,I9VM021,I9VM022,I9VM023,I9VM024,I9VM025,I9VM026,I9VM027
"G4801570","2010","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",93337,42765,40319,28801,65,28736,25419,3317,11518,2446,1205,1205,0,1241,50572,46844,36506,0,36506,33807,2699,10338,3728,346,346,0,3382,166286,82062,71650,60434,152,60282,56421,3861,11216,10412,3195,3062,133,7217,84224,71683,44168,0,44168,40934,3234,27515,12541,2025,1928,97,10516,95955,47535,44845,35293,0,35293,33014,2279,9552,2690,331,269,62,2359,48420,44739,29090,0,29090,27717,1373,15649,3681,558,474,84,3123,"Fort Bend County, Texas",1254,768,778,1616,111,1624,1697,972,1523,110,384,384,294,358,761,741,2146,294,2146,2127,879,2065,169,253,253,294,320,933,715,715,1405,176,1442,1693,1003,1478,294,637,671,161,637,575,575,2152,294,2152,2342,801,2233,294,548,535,114,548,893,478,478,1573,294,1573,1805,918,1640,0,258,238,104,258,668,668,1678,294,1678,1754,652,1955,0,434,408,142,434
"G4801670","2010","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",31356,14677,13122,9591,0,9591,7954,1637,3531,1555,272,272,0,1283,16679,13969,10989,0,10989,10277,712,2980,2710,301,249,52,2409,141236,69430,58508,48285,319,47966,43270,4696,10223,10922,2490,2354,136,8432,71806,58832,41518,0,41518,37996,3522,17314,12974,2204,2056,148,10770,45538,23073,21369,18008,0,18008,16272,1736,3361,1704,550,550,0,1154,22465,20362,14343,0,14343,12656,1687,6019,2103,181,181,0,1922,"Galveston County, Texas",717,613,569,1014,294,1014,1086,633,1062,218,222,222,294,262,484,477,878,294,878,1085,481,973,128,233,219,88,267,839,558,558,1724,181,1720,1964,1061,1832,294,643,655,142,643,508,499,2099,294,2099,2081,864,2120,99,688,695,175,699,521,404,404,1004,294,1004,1048,624,992,0,407,407,294,407,313,313,1028,294,1028,1151,662,1075,0,224,224,294,224
"G4801810","2010","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,78266,37293,29690,23386,0,23386,20519,2867,6304,7603,1188,1067,121,6415,40973,31198,20003,0,20003,18331,1672,11195,9775,1334,1334,0,8441,9074,4512,4314,3773,0,3773,3265,508,541,198,0,0,0,198,4562,3925,2605,0,2605,1974,631,1320,637,53,53,0,584,"Grayson County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,421,369,369,1264,294,1264,1214,928,1222,294,455,431,141,455,189,178,1332,294,1332,1441,645,1371,64,476,476,294,478,416,407,382,530,294,530,744,509,426,166,294,294,294,166,296,301,472,294,472,464,451,546,193,89,89,294,222
"G4801830","2010","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",18368,8391,7511,3915,0,3915,2951,964,3596,880,158,158,0,722,9977,8652,6317,0,6317,5560,757,2335,1325,362,362,0,963,60957,28850,23233,18290,0,18290,16580,1710,4943,5617,1198,1127,71,4419,32107,24098,16380,0,16380,15749,631,7718,8009,1126,1059,67,6883,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gregg County, Texas",316,192,192,1154,294,1154,822,510,1165,294,163,163,294,163,206,195,661,294,661,758,466,672,27,236,236,294,236,420,271,271,1243,294,1243,1416,917,1248,294,454,463,117,454,300,288,1289,294,1289,1280,366,1300,87,462,473,115,477,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801870","2010","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",6902,3546,3147,2900,227,2673,1822,851,247,399,192,192,0,207,3356,2775,2478,0,2478,2478,0,297,581,268,268,0,313,58232,28247,23019,19936,722,19214,18032,1182,3083,5228,1059,1003,56,4169,29985,23895,17241,180,17061,15120,1941,6654,6090,639,639,0,5451,32897,15923,14570,12496,214,12282,11096,1186,2074,1353,277,264,13,1076,16974,15206,11155,44,11111,10514,597,4051,1768,239,239,0,1529,"Guadalupe County, Texas",573,321,362,350,234,410,473,449,183,215,148,148,294,200,394,383,301,294,301,301,294,213,208,227,227,294,177,571,305,305,782,379,853,1028,675,746,294,373,379,94,373,376,376,1051,193,1035,1257,904,1126,294,440,440,294,440,369,276,276,660,237,691,846,682,730,0,175,177,22,175,200,200,852,75,858,872,330,847,0,216,216,294,216
"G4802010","2010","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",583210,265526,242933,170315,61,170254,140713,29541,72618,22593,4910,4722,188,17683,317684,282123,205849,0,205849,179355,26494,76274,35561,3993,3440,553,31568,1116589,550656,467604,394746,584,394162,367078,27084,72858,83052,25312,23339,1973,57740,565933,458942,319753,83,319670,298334,21336,139189,106991,18203,17553,650,88788,1151855,594170,566354,481913,309,481604,439665,41939,84441,27816,7037,6441,596,20779,557685,521537,310679,0,310679,278345,32334,210858,36148,3917,3811,106,32231,"Harris County, Texas",3399,1928,1912,4034,99,4033,4519,3321,4185,209,874,865,189,915,2569,2491,4778,294,4778,5220,3065,5065,337,955,912,384,1048,2847,1793,1774,4169,352,4169,4831,2501,4332,212,2163,1984,636,2171,1735,1735,6332,96,6324,5864,2607,5737,294,1659,1643,287,1659,2577,1864,1864,4472,255,4479,5413,3350,4645,0,1347,1335,411,1347,1770,1770,6960,294,6960,7984,3729,7237,0,938,930,130,938
"G4802030","2010","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",11129,5218,4314,2501,0,2501,1685,816,1813,904,190,190,0,714,5911,4723,2961,0,2961,2496,465,1762,1188,386,386,0,802,34103,16561,13561,10797,0,10797,10492,305,2764,3000,653,653,0,2347,17542,13859,9616,0,9616,8846,770,4243,3683,654,654,0,3029,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Texas",583,204,432,640,294,640,852,445,635,388,204,204,294,432,545,545,591,294,591,639,476,611,294,394,394,294,394,307,435,435,702,294,702,766,266,894,294,337,337,294,337,297,297,865,294,865,857,489,830,294,344,344,294,344,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802090","2010","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,76804,37807,33051,23944,125,23819,22631,1188,9107,4756,1557,1490,67,3199,38997,33352,20946,0,20946,19745,1201,12406,5645,1424,1424,0,4221,39545,19577,18998,13689,52,13637,12668,969,5309,579,137,137,0,442,19968,18475,11827,0,11827,10953,874,6648,1493,87,87,0,1406,"Hays County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,435,320,320,1104,150,1142,1183,571,1195,294,502,501,111,502,303,303,1517,294,1517,1472,576,1547,294,484,484,294,484,301,193,360,1035,99,1039,1009,378,1078,308,145,145,294,273,190,190,922,294,922,962,422,927,0,139,139,294,138
"G4802130","2010","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,52666,25039,18635,14800,0,14800,13145,1655,3835,6404,915,791,124,5489,27627,20045,11703,0,11703,10567,1136,8342,7582,913,848,65,6669,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,211,209,209,875,294,875,950,655,933,294,395,374,154,395,83,83,1276,294,1276,1272,526,1251,294,426,426,110,426,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802150","2010","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,52511,26476,15720,12133,175,11958,11016,942,3587,10756,1265,1202,63,9491,26035,14838,9663,0,9663,8908,755,5175,11197,446,446,0,10751,477977,226196,204501,154041,477,153564,133383,20181,50460,21695,3073,2579,494,18622,251781,223225,125182,83,125099,114236,10863,98043,28556,1955,1955,0,26601,"Hidalgo County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,369,326,326,637,282,655,869,511,725,294,444,426,105,444,422,422,772,294,772,765,408,896,294,243,243,294,243,1654,1201,1201,3884,485,3773,4338,2538,3858,0,855,788,398,854,1189,1189,4206,133,4187,4388,1865,4441,0,770,770,294,770
"G4802310","2010","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,52471,25399,20500,16023,43,15980,14433,1547,4477,4899,1068,996,72,3831,27072,21129,13729,0,13729,12022,1707,7400,5943,732,577,155,5211,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunt County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,411,282,282,1030,73,1047,1193,910,1036,294,411,407,119,411,304,304,1029,294,1029,1173,570,1030,294,353,268,247,353,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802450","2010","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",65100,32245,28789,14267,73,14194,9943,4251,14522,3456,599,464,135,2857,32855,27907,19107,0,19107,17230,1877,8800,4948,796,681,115,4152,95240,47670,38768,29408,37,29371,26667,2704,9360,8902,1589,1485,104,7313,47570,35283,23668,0,23668,21414,2254,11615,12287,976,960,16,11311,30189,17825,16973,11709,0,11709,11014,695,5264,852,96,96,0,756,12364,11394,5872,0,5872,5056,816,5522,970,0,0,0,970,"Jefferson County, Texas",1047,587,587,2440,123,2435,1936,1201,2493,294,328,284,215,328,643,643,1477,294,1477,1765,853,1540,294,351,328,137,351,499,360,360,1203,62,1204,1428,938,1243,294,573,538,123,573,336,336,1732,294,1732,1938,831,1666,294,383,380,28,383,314,263,263,1053,294,1053,1056,403,1085,0,115,115,294,115,194,194,1100,294,1100,1063,410,1129,0,294,294,294,294
"G4802510","2010","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,89811,43754,36568,28734,65,28669,26495,2174,7834,7186,1977,1784,193,5209,46057,37427,26222,0,26222,25453,769,11205,8630,494,449,45,8136,17897,9694,9236,7699,0,7699,6825,874,1537,458,153,153,0,305,8203,7315,3832,0,3832,3410,422,3483,888,0,0,0,888,"Johnson County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,792,520,520,1398,111,1411,1359,741,1507,294,500,511,239,500,521,488,1730,294,1730,1692,363,1683,119,278,271,78,311,398,525,565,616,294,616,693,455,534,336,241,241,294,266,600,438,697,294,697,758,304,891,430,294,294,294,430
"G4802570","2010","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",8580,3825,3372,2624,0,2624,1942,682,748,453,92,92,0,361,4755,4445,2989,56,2933,2656,277,1456,310,0,0,0,310,57013,27503,23466,18889,96,18793,17096,1697,4577,4037,918,858,60,3119,29510,24398,17506,0,17506,16060,1446,6892,5112,1038,856,182,4074,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kaufman County, Texas",381,394,499,498,294,498,593,322,281,237,158,158,294,221,374,475,316,96,345,394,251,429,265,294,294,294,265,364,317,317,838,147,845,963,615,834,294,379,382,101,379,183,183,1031,294,1031,1164,581,1042,294,429,398,290,429,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802910","2010","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,41551,19954,16718,12610,0,12610,11456,1154,4108,3236,609,598,11,2627,21597,17629,10668,0,10668,9420,1248,6961,3968,261,174,87,3707,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,382,280,280,1032,294,1032,1015,359,1074,294,333,335,20,333,217,217,924,294,924,1078,608,946,294,214,159,146,214,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803030","2010","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",14867,7462,6852,3749,0,3749,3177,572,3103,610,0,0,0,610,7405,6498,4687,0,4687,4213,474,1811,907,290,290,0,617,134364,65340,55383,42558,94,42464,40106,2358,12825,9957,2934,2934,0,7023,69024,55098,39197,0,39197,36800,2397,15901,13926,2100,1949,151,11826,62142,30797,28617,23050,0,23050,21023,2027,5567,2180,370,370,0,1810,31345,28690,19128,0,19128,17814,1314,9562,2655,543,543,0,2112,"Lubbock County, Texas",687,516,497,774,294,774,740,372,684,124,294,294,294,124,325,325,497,294,497,548,308,544,294,248,248,294,248,548,419,411,1754,156,1758,2121,892,1719,92,634,634,294,660,349,349,1889,294,1889,1903,943,1969,294,553,571,186,553,478,336,336,1291,294,1291,1295,780,1241,0,242,242,294,241,315,315,1369,294,1369,1369,601,1367,0,365,365,294,365
"G4803090","2010","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",26550,12021,10728,6420,0,6420,4919,1501,4308,1293,275,275,0,1018,14529,12389,8969,0,8969,7447,1522,3420,2140,96,96,0,2044,115677,55391,45440,34399,45,34354,31733,2621,11041,9951,2453,2439,14,7498,60286,47002,32842,0,32842,30989,1853,14160,13284,1560,1457,103,11724,37490,19172,18053,14694,0,14694,13610,1084,3359,1119,328,262,66,791,18318,16899,11275,0,11275,9927,1348,5624,1419,378,310,68,1041,"McLennan County, Texas",760,442,442,1119,294,1119,985,582,1119,294,256,256,294,256,502,443,759,294,759,921,564,791,235,160,160,294,183,371,269,269,1529,76,1528,1502,919,1547,294,662,660,25,662,281,282,1615,294,1615,1675,680,1622,25,502,495,129,501,351,192,192,790,294,790,995,543,808,0,279,272,112,279,306,306,1106,294,1106,1199,579,1212,0,287,273,114,287
"G4803290","2010","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,59173,28366,23502,20048,0,20048,19066,982,3454,4864,1198,1042,156,3666,30807,24082,16099,0,16099,15544,555,7983,6725,768,768,0,5957,34054,16495,15433,13491,0,13491,13214,277,1942,1062,261,261,0,801,17559,16216,11571,0,11571,10297,1274,4645,1343,173,173,0,1170,"Midland County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,597,416,416,1045,294,1045,1159,576,1186,294,432,399,256,432,304,304,1400,294,1400,1408,457,1341,294,360,360,294,360,535,427,427,1206,294,1206,1199,226,1157,0,195,195,294,195,505,505,959,294,959,1202,764,1135,0,205,205,294,205
"G4803390","2010","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",10396,5075,4739,3440,0,3440,2707,733,1299,336,36,36,0,300,5321,4656,3066,0,3066,2460,606,1590,665,0,0,0,665,257148,125387,106495,89827,63,89764,83806,5958,16668,18892,5632,5295,337,13260,131761,108324,73281,45,73236,67114,6122,35043,23437,3483,3335,148,19954,62449,32175,30839,26786,0,26786,24283,2503,4053,1336,700,700,0,636,30274,28633,17444,0,17444,15332,2112,11189,1641,187,118,69,1454,"Montgomery County, Texas",1437,800,730,722,294,722,639,594,466,261,59,59,294,248,1051,1010,960,294,960,821,481,718,265,294,294,294,265,1016,665,626,2132,105,2144,2289,1504,2150,214,884,883,250,904,723,711,2526,74,2537,2599,1536,2445,113,892,867,156,882,814,573,573,1042,294,1042,1323,872,1010,0,345,345,294,345,465,465,1627,294,1627,1788,1046,1586,0,177,144,124,177
"G4803550","2010","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",10297,5495,4791,3846,96,3750,3468,282,945,704,283,283,0,421,4802,4204,2747,32,2715,2293,422,1457,598,69,69,0,529,95185,47368,38562,30559,1641,28918,26983,1935,8003,8806,2183,1953,230,6623,47817,36939,25705,82,25623,23224,2399,11234,10878,2073,1906,167,8805,151344,72345,64474,48853,87,48766,43538,5228,15621,7871,1504,1462,42,6367,78999,67676,43544,0,43544,38957,4587,24132,11323,1102,1102,0,10221,"Nueces County, Texas",861,847,880,907,127,914,860,303,379,351,385,385,294,321,148,291,552,53,532,577,320,486,256,118,118,294,286,442,294,294,1687,749,1774,1851,860,1670,294,581,576,368,581,364,364,1400,98,1396,1617,996,1446,294,660,648,198,660,911,610,610,2112,144,2128,2525,1526,2267,0,524,505,75,524,673,673,2535,294,2535,2474,1210,2557,0,498,498,294,498
"G4803610","2010","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,54416,27006,22424,16089,0,16089,14214,1875,6335,4582,645,645,0,3937,27410,21705,14154,0,14154,12990,1164,7551,5705,729,622,107,4976,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,479,607,607,1034,294,1034,1191,832,1206,294,390,390,294,390,511,511,1273,294,1273,1286,572,1227,294,374,353,132,374,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803670","2010","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,79113,39150,32736,25153,63,25090,23447,1643,7583,6414,1634,1555,79,4780,39963,32710,21045,0,21045,18778,2267,11665,7253,727,727,0,6526,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parker County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,495,319,319,1915,74,1912,1830,737,1939,294,496,482,133,496,374,374,1377,294,1377,1352,978,1400,294,381,381,294,381,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803750","2010","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,49153,24211,19957,17110,0,17110,16028,1082,2847,4254,925,925,0,3329,24942,18973,13170,0,13170,12441,729,5803,5969,818,764,54,5151,28328,14867,14191,11553,0,11553,10803,750,2638,676,324,324,0,352,13461,12534,7208,0,7208,6386,822,5326,927,0,0,0,927,"Potter County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,203,124,124,795,294,795,879,534,806,294,347,347,294,347,206,206,1152,294,1152,1209,469,1064,294,316,310,89,316,371,234,450,903,294,903,1039,500,866,353,276,276,294,276,264,264,1095,294,1095,1162,545,1100,0,294,294,294,2
"G4803810","2010","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,76011,36058,29937,25532,0,25532,23962,1570,4405,6121,1433,1355,78,4688,39953,31868,24657,0,24657,23895,762,7211,8085,1316,1102,214,6769,13124,6558,6326,5020,0,5020,4648,372,1306,232,127,55,72,105,6566,6337,4388,0,4388,4189,199,1949,229,0,0,0,229,"Randall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,386,303,303,1108,294,1108,1165,719,1151,294,412,394,71,412,304,304,1178,294,1178,1122,460,1139,294,430,421,200,430,209,253,296,495,294,495,485,285,532,146,95,64,66,96,146,273,612,294,612,618,225,639,218,294,294,294,218
"G4803970","2010","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,44068,21179,18151,15464,0,15464,14296,1168,2687,3028,846,781,65,2182,22889,19072,13806,0,13806,12782,1024,5266,3817,777,695,82,3040,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,372,313,313,651,294,651,646,557,730,294,432,428,110,432,298,298,889,294,889,940,423,896,294,425,412,134,425,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804090","2010","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,22365,11129,8829,7260,0,7260,6509,751,1569,2300,435,435,0,1865,11236,8562,5711,0,5711,5481,230,2851,2674,260,260,0,2414,24772,12179,10813,7553,83,7470,6336,1134,3260,1366,284,284,0,1082,12593,10789,8249,0,8249,7267,982,2540,1804,206,206,0,1598,"San Patricio County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,238,355,355,642,294,642,729,572,625,294,283,283,294,283,284,284,691,294,691,682,282,600,294,228,228,294,228,301,217,217,704,132,718,687,427,727,0,183,183,294,183,180,180,845,294,845,879,644,865,0,165,165,294,165
"G4804230","2010","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",28611,12667,11145,7651,0,7651,6189,1462,3494,1522,379,320,59,1143,15944,13633,10079,0,10079,8977,1102,3554,2311,427,427,0,1884,106793,50509,39720,33045,22,33023,30265,2758,6675,10789,2955,2823,132,7834,56284,42264,30391,0,30391,28015,2376,11873,14020,2022,1964,58,11998,23506,12337,11784,10223,0,10223,9716,507,1561,553,58,58,0,495,11169,10542,7196,0,7196,6488,708,3346,627,0,0,0,627,"Smith County, Texas",512,302,302,830,294,830,1096,897,817,294,285,266,102,285,309,309,1129,294,1129,872,824,1149,294,244,244,294,244,496,341,341,1152,37,1159,1468,973,1185,294,608,632,153,608,381,381,1307,294,1307,1416,673,1341,294,563,571,98,563,330,159,462,565,294,565,658,330,535,418,107,107,294,424,277,440,743,294,743,869,500,843,296,294,294,294,296
"G4804390","2010","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",193977,87598,81534,62425,206,62219,51857,10362,19109,6064,1639,1400,239,4425,106379,96835,74181,0,74181,64665,9516,22654,9544,1272,1015,257,8272,763840,368299,315422,264946,1215,263731,242448,21283,50476,52877,14573,13844,729,38304,395541,324387,235023,0,235023,216935,18088,89364,71154,11272,10660,612,59882,318958,161839,154883,134576,215,134361,119371,14990,20307,6956,1350,1224,126,5606,157119,148228,95982,0,95982,85260,10722,52246,8891,902,608,294,7989,"Tarrant County, Texas",2432,1984,1973,2462,201,2523,2688,1905,2324,123,452,435,161,484,1320,1305,2963,294,2963,3351,1670,2974,252,404,387,288,448,1600,1088,1088,6021,528,6051,6472,2394,6052,294,1351,1343,318,1351,1058,1058,4060,294,4060,3992,2105,3974,294,1285,1256,299,1285,1439,1054,1054,2079,245,2127,2918,2525,2311,0,500,473,125,501,945,946,3573,294,3573,3689,1875,3629,0,415,297,299,415
"G4804410","2010","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",7016,3609,3609,2820,487,2333,1281,1052,789,0,0,0,0,0,3407,3197,1950,146,1804,1325,479,1247,210,0,0,0,210,73137,34792,28542,23378,1704,21674,20422,1252,5164,6250,1641,1533,108,4609,38345,29673,21044,433,20611,19645,966,8629,8672,782,722,60,7890,19689,9682,9334,7769,250,7519,7158,361,1565,348,46,46,0,302,10007,9115,5703,42,5661,4941,720,3412,892,341,132,209,551,"Taylor County, Texas",260,419,419,446,368,478,480,439,493,294,294,294,294,294,371,395,459,168,518,445,389,546,220,294,294,294,220,458,320,320,1312,908,1549,1385,584,1306,294,421,428,127,421,296,296,1250,325,1236,1362,476,1238,294,357,345,103,357,180,150,243,603,210,660,726,259,551,208,82,82,294,193,117,117,775,70,775,908,518,773,0,275,158,272,275
"G4804510","2010","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,53810,25960,20874,16915,3089,13826,13231,595,3959,5086,623,623,0,4463,27850,21118,14622,937,13685,12857,828,6496,6732,714,714,0,6018,27910,13457,11729,9185,1746,7439,6615,824,2544,1728,375,375,0,1353,14453,12844,9542,139,9403,8519,884,3302,1609,291,291,0,1318,"Tom Green County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,259,216,216,941,2216,2176,2146,374,889,294,274,274,294,274,167,167,1214,771,1150,1220,530,1243,294,275,275,294,275,385,277,609,846,2130,1896,1678,512,840,509,367,367,294,519,249,249,780,174,780,819,430,807,0,252,252,294,252
"G4804530","2010","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",65156,30956,28662,19331,63,19268,16843,2425,9331,2294,348,348,0,1946,34200,30379,23809,173,23636,21072,2564,6570,3821,450,406,44,3371,440263,220578,197029,167179,121,167058,155281,11777,29850,23549,5641,5575,66,17908,219685,189630,137489,118,137371,128316,9055,52141,30055,3807,3729,78,26248,241210,124129,119006,101861,66,101795,92042,9753,17145,5123,1730,1384,346,3393,117081,109957,73192,0,73192,64941,8251,36765,7124,1706,1519,187,5418,"Travis County, Texas",1522,1023,979,1567,104,1541,1545,967,1588,161,250,250,294,290,960,960,1208,276,1197,1464,968,1315,294,231,219,74,231,1136,848,819,2587,146,2577,3079,1887,2702,117,876,869,109,885,680,680,3939,137,3946,4088,1654,4042,294,714,707,128,714,887,665,665,1798,106,1774,2473,2038,1785,0,576,489,346,576,649,649,2754,294,2754,2761,1632,2723,0,570,648,302,570
