"","year","Jefferson-est2000","Jefferson-under18","Metro-est2000","Metro-under18","Orleans-est2000","Orleans-under18","St. Tammany-est2000","St. Tammany-under18"
"1",2019,115255,95490,358092,280243,129408,76561,54399,62152
