"","year","Orleans-census2000","Orleans-MedianHHIncome","Jefferson-census2000","Jefferson-MedianHHIncome","St. Tammany-census2000","St. Tammany-MedianHHIncome","New Orleans Metro Area-census2000","New Orleans Metro Area-MedianHHIncome","United States-census2000","United States-MedianHHIncome"
"1",2019,39842.336702991,45615,56438.293265745,56069,70311.819863241,69076,51859.794543159,55710,61664.360281038,65712
