"","year","Orleans-census2000","Orleans-pctless","Jefferson-census2000","Jefferson-pctless","St. Tammany-census2000","St. Tammany-pctless","New Orleans Metro Area-census2000","New Orleans Metro Area-pctless","United States-census2000","United States-pctless"
"1",2019,0.2531,0.123888262557936,0.2073,0.124229589026725,0.1613,0.0882490950529562,0.1536,0.119399319005866,0.196,0.113911534554546
