"","year","Orleans-census2000","Orleans-pctsing","Jefferson-census2000","Jefferson-pctsing","St. Tammany-census2000","St. Tammany-pctsing","New Orleans Metro Area-census2000","New Orleans Metro Area-pctsing","United States-census2000","United States-pctsing"
"1",2019,0.331,0.468142310201446,0.2665,0.311807013157665,0.1968,0.243546553248831,0.2707,0.337708931371802,0.2578,0.282995308610585
