"","yrbuilt","Orleans","Jefferson","St. Tammany","New Orleans Metro Area","United States"
"1","orLater1990pct",0.147079631286544,0.164418342088106,0.586145900336751,0.265826074727591,0.340563111709904
"2","mid1950to1989pct",0.45494080193096,0.755930011290211,0.387434257822846,0.559894400860174,0.488714766394727
"3","orbefore1949pct",0.397979566782497,0.0796516466216825,0.0264198418404026,0.174279524412235,0.170722121895369
