"","year","Orleans-census2000","Orleans-Ownerpct","Jefferson-census2000","Jefferson-Ownerpct","St. Tammany-census2000","St. Tammany-Ownerpct","New Orleans Metro Area-census2000","New Orleans Metro Area-Ownerpct","United States-census2000","United States-Ownerpct"
"1",2019,0.465,0.495917708381383,0.6385,0.612846021012727,0.8048,0.789152313976502,0.6183,0.634444542901125,0.6619,0.641067049485137
