"","year","Orleans-census2000","Orleans-forborpct","Jefferson-census2000","Jefferson-forborpct","St. Tammany-census2000","St. Tammany-forborpct","New Orleans Metro Area-census2000","New Orleans Metro Area-forborpct","United States-census2000","United States-forborpct"
"1",2019,0.0425,0.0587552288385827,0.0748,0.128718846316588,0.0237,0.0395094059957223,0.048,0.0761949737511117,0.1105,0.136890587060718
