"","year","Orleans-census2000","Orleans-pctbach","Jefferson-census2000","Jefferson-pctbach","St. Tammany-census2000","St. Tammany-pctbach","New Orleans Metro Area-census2000","New Orleans Metro Area-pctbach","United States-census2000","United States-pctbach"
"1",2019,0.2575,0.396628549954367,0.2149,0.278914999082064,0.2832,0.361291728113688,0.2256,0.322668857025034,0.244,0.33126778735203
