"","year","Orleans-sf1999","Orleans-pctBelowChildPov","Jefferson-sf1999","Jefferson-pctBelowChildPov","St. Tammany-sf1999","St. Tammany-pctBelowChildPov","New Orleans Metro Area-sf1999","New Orleans Metro Area-pctBelowChildPov","United States-sf1999","United States-pctBelowChildPov"
"1",2019,0.4053,0.331116495904338,0.2034,0.222923764906303,0.123,0.174264007597341,0.2623,0.238451799993508,0.1656,0.167526057971825
