GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,DHN001,DHN002,DHN003,DHN004,DHN005,DHN006,DHN007,DHN008,DHN009,DHN010,DHN011,DHN012,DHN013,DHN014,DHN015,DHN016,DHN017,DHN018,DHN019,DHN020,DHN021,DHN022,DHN023,DHN024,DHN025,DHO001,DHO002,DHO003,DHO004,DHO005
"G1801610","1980","2","3","Indiana","18",,"Union","161",,,,,,,,,,,,"UNION",727,760,1713,382,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1801630","1980","2","3","Indiana","18","2440","Vanderburgh","163",,,,,,,,,,,,"VANDERBURGH",18608,14432,37563,12142,12327,1568,1537,2090,595,332,52,65,48,15,5,66,46,63,46,66,16,5,14,10,0,125,51,106,71,14
"G1801650","1980","2","3","Indiana","18","8320","Vermillion","165",,,,,,,,,,,,"VERMILLION",2578,1860,4980,940,875,0,0,0,0,0,0,0,0,0,0,7,2,10,0,0,0,0,0,0,0,0,4,19,3,0
"G1801670","1980","2","3","Indiana","18","8320","Vigo","167",,,,,,,,,,,,"VIGO",8837,10205,24071,7994,9792,597,627,867,355,421,37,42,58,9,7,24,5,63,75,231,4,0,21,22,14,61,25,166,62,36
"G1801690","1980","2","3","Indiana","18",,"Wabash","169",,,,,,,,,,,,"WABASH",3188,3547,9247,2124,2428,0,8,14,0,8,2,45,11,0,0,27,10,12,8,3,4,8,2,0,11,17,28,30,6,13
"G1801710","1980","2","3","Indiana","18",,"Warren","171",,,,,,,,,,,,"WARREN",941,898,2509,494,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,0,2
"G1801730","1980","2","3","Indiana","18","2440","Warrick","173",,,,,,,,,,,,"WARRICK",3357,3292,10201,3267,3050,35,31,28,13,46,0,0,0,0,0,11,2,9,5,79,0,0,0,0,0,0,7,14,3,20
"G1801750","1980","2","3","Indiana","18",,"Washington","175",,,,,,,,,,,,"WASHINGTON",3690,2284,4878,866,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,30,10,4
"G1801770","1980","2","3","Indiana","18",,"Wayne","177",,,,,,,,,,,,"WAYNE",6846,8446,18185,4826,4438,430,508,746,300,74,13,27,34,8,0,0,14,41,2,35,15,14,15,4,0,46,50,44,18,22
"G1801790","1980","2","3","Indiana","18","2760","Wells","179",,,,,,,,,,,,"WELLS",2090,2414,7071,1657,1301,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,34,19,18,14,0
"G1801810","1980","2","3","Indiana","18",,"White","181",,,,,,,,,,,,"WHITE",2214,2544,6872,1436,1213,0,0,0,0,0,0,0,0,0,0,10,0,12,0,6,0,0,0,0,0,16,1,21,11,6
"G1801830","1980","2","3","Indiana","18",,"Whitley","183",,,,,,,,,,,,"WHITLEY",1765,2538,7889,1749,1081,0,0,0,0,0,7,2,16,9,8,0,0,0,0,0,0,0,0,0,0,12,8,4,3,0
"G1900010","1980","2","4","Iowa","19",,"Adair","001",,,,,,,,,,,,"ADAIR",1239,643,2802,797,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,16,0,2
"G1900030","1980","2","4","Iowa","19",,"Adams","003",,,,,,,,,,,,"ADAMS",748,355,1684,532,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900050","1980","2","4","Iowa","19",,"Allamakee","005",,,,,,,,,,,,"ALLAMAKEE",2428,917,3849,879,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,2,8
"G1900070","1980","2","4","Iowa","19",,"Appanoose","007",,,,,,,,,,,,"APPANOOSE",2442,1179,3754,1292,868,13,5,18,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,23,15,12,0
"G1900090","1980","2","4","Iowa","19",,"Audubon","009",,,,,,,,,,,,"AUDUBON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900110","1980","2","4","Iowa","19",,"Benton","011",,,,,,,,,,,,"BENTON",2741,1677,6643,1676,1183,0,0,0,0,0,13,0,2,0,0,0,0,0,8,6,0,0,0,0,0,16,17,0,5,0
"G1900130","1980","2","4","Iowa","19","8920","Black Hawk","013",,,,,,,,,,,,"BLACK HAWK",9240,8551,31563,10949,11222,997,879,1233,377,291,23,31,70,5,14,30,30,55,43,173,24,6,47,15,8,70,73,133,45,59
"G1900150","1980","2","4","Iowa","19",,"Boone","015",,,,,,,,,,,,"BOONE",3044,1694,7152,2363,1942,30,7,9,0,16,0,0,0,0,0,17,3,5,6,5,0,0,0,0,0,6,6,0,5,0
"G1900170","1980","2","4","Iowa","19",,"Bremer","017",,,,,,,,,,,,"BREMER",2918,1084,6139,1886,1943,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,8,0,32,0,3
"G1900190","1980","2","4","Iowa","19",,"Buchanan","019",,,,,,,,,,,,"BUCHANAN",2152,1530,6166,1480,1152,8,7,2,0,0,7,8,0,0,0,5,2,0,2,14,0,2,5,0,0,12,2,13,0,0
"G1900210","1980","2","4","Iowa","19",,"Buena Vista","021",,,,,,,,,,,,"BUENA VISTA",2021,1161,5385,2067,1819,0,0,0,0,0,0,0,0,0,0,13,0,21,2,0,0,0,0,0,0,15,0,9,0,0
"G1900230","1980","2","4","Iowa","19",,"Butler","023",,,,,,,,,,,,"BUTLER",2901,1064,4690,1294,775,0,0,0,0,0,0,0,0,0,0,7,3,2,3,4,0,0,0,0,0,2,2,0,10,0
"G1900250","1980","2","4","Iowa","19",,"Calhoun","025",,,,,,,,,,,,"CALHOUN",1744,1004,3699,1284,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,2,9
"G1900270","1980","2","4","Iowa","19",,"Carroll","027",,,,,,,,,,,,"CARROLL",3584,1181,5430,1513,1247,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,6,0
"G1900290","1980","2","4","Iowa","19",,"Cass","029",,,,,,,,,,,,"CASS",1870,1251,5086,1352,1053,0,0,0,0,0,0,0,0,0,0,0,6,10,7,0,0,0,0,0,0,5,0,7,2,0
"G1900310","1980","2","4","Iowa","19",,"Cedar","031",,,,,,,,,,,,"CEDAR",2036,1290,5038,1616,1190,0,0,0,0,0,2,4,11,1,0,18,0,8,5,0,0,0,0,0,0,32,7,17,4,7
"G1900330","1980","2","4","Iowa","19",,"Cerro Gordo","033",,,,,,,,,,,,"CERRO GORDO",4267,3722,11893,5471,4051,7,26,8,6,0,0,25,9,0,0,11,5,12,0,41,90,19,30,0,12,196,86,171,12,43
"G1900350","1980","2","4","Iowa","19",,"Cherokee","035",,,,,,,,,,,,"CHEROKEE",1562,1010,4766,1456,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,0,0
"G1900370","1980","2","4","Iowa","19",,"Chickasaw","037",,,,,,,,,,,,"CHICKASAW",2129,749,4161,972,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900390","1980","2","4","Iowa","19",,"Clarke","039",,,,,,,,,,,,"CLARKE",1029,733,2485,637,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900410","1980","2","4","Iowa","19",,"Clay","041",,,,,,,,,,,,"CLAY",1468,1328,5433,1811,1477,0,0,0,0,0,0,7,6,0,0,23,6,7,6,0,10,0,0,0,0,10,0,9,0,0
"G1900430","1980","2","4","Iowa","19",,"Clayton","043",,,,,,,,,,,,"CLAYTON",3290,1364,5402,1313,1096,0,0,0,0,0,6,18,11,0,0,16,3,8,0,2,0,0,0,0,0,6,2,4,4,2
"G1900450","1980","2","4","Iowa","19",,"Clinton","045",,,,,,,,,,,,"CLINTON",5559,4082,14976,4832,3570,47,48,97,42,0,0,0,0,0,0,25,9,38,2,45,0,0,0,0,0,18,6,52,4,4
"G1900470","1980","2","4","Iowa","19",,"Crawford","047",,,,,,,,,,,,"CRAWFORD",2830,1016,5128,1014,936,0,0,0,0,0,0,0,0,0,0,17,5,8,5,5,0,0,0,0,0,13,0,8,0,6
"G1900490","1980","2","4","Iowa","19",,"Dallas","049",,,,,,,,,,,,"DALLAS",2273,2023,8567,2450,2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0
"G1900510","1980","2","4","Iowa","19",,"Davis","051",,,,,,,,,,,,"DAVIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900530","1980","2","4","Iowa","19",,"Decatur","053",,,,,,,,,,,,"DECATUR",1288,729,2269,606,787,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,11,0,0
"G1900550","1980","2","4","Iowa","19",,"Delaware","055",,,,,,,,,,,,"DELAWARE",2306,1186,4806,1100,832,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,7,0,0,3,0
"G1900570","1980","2","4","Iowa","19",,"Des Moines","057",,,,,,,,,,,,"DES MOINES",4421,3486,12245,4011,3201,99,107,193,56,18,23,0,0,3,0,22,7,25,0,11,20,26,27,12,0,72,53,74,27,24
"G1900590","1980","2","4","Iowa","19",,"Dickinson","059",,,,,,,,,,,,"DICKINSON",1261,1219,4408,1664,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2
"G1900610","1980","2","4","Iowa","19","2200","Dubuque","061",,,,,,,,,,,,"DUBUQUE",9603,6210,21439,5432,7450,0,0,27,13,28,7,0,25,0,0,8,6,40,38,53,0,12,22,7,34,69,29,80,21,58
"G1900630","1980","2","4","Iowa","19",,"Emmet","063",,,,,,,,,,,,"EMMET",1410,931,3125,1467,841,0,0,0,0,0,0,0,0,0,0,17,0,6,17,0,0,0,0,0,0,0,3,2,0,0
"G1900650","1980","2","4","Iowa","19",,"Fayette","065",,,,,,,,,,,,"FAYETTE",3243,1536,6692,1762,1679,13,0,0,2,0,0,0,0,0,0,11,4,6,2,6,19,0,25,2,6,29,0,55,5,6
"G1900670","1980","2","4","Iowa","19",,"Floyd","067",,,,,,,,,,,,"FLOYD",2134,1382,5400,1590,1369,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,5,5,13,0,5
"G1900690","1980","2","4","Iowa","19",,"Franklin","069",,,,,,,,,,,,"FRANKLIN",1661,897,3474,1334,838,0,0,0,0,0,0,0,0,0,0,0,5,5,18,7,0,0,0,0,0,17,0,15,1,14
"G1900710","1980","2","4","Iowa","19",,"Fremont","071",,,,,,,,,,,,"FREMONT",1103,739,2787,700,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900730","1980","2","4","Iowa","19",,"Greene","073",,,,,,,,,,,,"GREENE",1167,1013,3502,1111,829,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0
"G1900750","1980","2","4","Iowa","19",,"Grundy","075",,,,,,,,,,,,"GRUNDY",1756,878,4025,1319,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900770","1980","2","4","Iowa","19",,"Guthrie","077",,,,,,,,,,,,"GUTHRIE",1661,977,3742,820,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,5,0
"G1900790","1980","2","4","Iowa","19",,"Hamilton","079",,,,,,,,,,,,"HAMILTON",1754,1231,5033,1745,1228,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,0,0,0,0,0,0,0,0,0,0
"G1900810","1980","2","4","Iowa","19",,"Hancock","081",,,,,,,,,,,,"HANCOCK",1691,804,3733,1313,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,13,4
"G1900830","1980","2","4","Iowa","19",,"Hardin","083",,,,,,,,,,,,"HARDIN",2621,1602,5100,2487,1457,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,25,0,0
"G1900850","1980","2","4","Iowa","19",,"Harrison","085",,,,,,,,,,,,"HARRISON",1661,1332,4952,1079,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900870","1980","2","4","Iowa","19",,"Henry","087",,,,,,,,,,,,"HENRY",1903,1384,4768,1756,1417,20,0,17,12,0,0,0,0,0,0,15,5,4,11,1,0,0,0,0,0,21,22,27,0,6
"G1900890","1980","2","4","Iowa","19",,"Howard","089",,,,,,,,,,,,"HOWARD",2080,637,2880,673,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900910","1980","2","4","Iowa","19",,"Humboldt","091",,,,,,,,,,,,"HUMBOLDT",1348,914,3409,1219,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900930","1980","2","4","Iowa","19",,"Ida","093",,,,,,,,,,,,"IDA",1352,488,2497,657,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1900950","1980","2","4","Iowa","19",,"Iowa","095",,,,,,,,,,,,"IOWA",2160,900,4465,1073,901,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,2,1,2
"G1900970","1980","2","4","Iowa","19",,"Jackson","097",,,,,,,,,,,,"JACKSON",3384,1337,5538,1283,1069,0,0,0,0,0,0,0,0,0,0,14,6,11,0,5,0,0,0,0,0,4,6,15,0,0
"G1900990","1980","2","4","Iowa","19",,"Jasper","099",,,,,,,,,,,,"JASPER",3913,2920,10547,2611,2163,14,4,15,6,2,0,0,0,0,0,0,7,14,6,5,0,0,0,0,0,5,0,12,15,5
"G1901010","1980","2","4","Iowa","19",,"Jefferson","101",,,,,,,,,,,,"JEFFERSON",1597,1008,4225,1396,1862,19,0,10,14,9,8,0,8,0,10,13,0,14,0,12,0,0,0,14,0,16,0,3,7,12
"G1901030","1980","2","4","Iowa","19","3500","Johnson","103",,,,,,,,,,,,"JOHNSON",3473,2482,11521,7894,15235,15,0,80,124,343,0,5,13,14,22,62,14,24,126,562,21,6,22,32,110,57,16,84,61,176
"G1901050","1980","2","4","Iowa","19",,"Jones","105",,,,,,,,,,,,"JONES",2407,1409,5385,1442,1108,7,0,0,3,2,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,15,10,10,10,0
"G1901070","1980","2","4","Iowa","19",,"Keokuk","107",,,,,,,,,,,,"KEOKUK",1721,905,3979,885,589,0,0,0,0,0,0,0,0,0,0,2,11,7,3,0,0,0,0,0,0,12,10,9,0,3
"G1901090","1980","2","4","Iowa","19",,"Kossuth","109",,,,,,,,,,,,"KOSSUTH",2725,1361,5759,1817,1078,0,0,0,0,0,0,0,0,0,0,12,0,2,4,16,0,0,0,0,0,14,6,13,5,0
"G1901110","1980","2","4","Iowa","19",,"Lee","111",,,,,,,,,,,,"LEE",4391,3328,11573,3272,2399,132,148,270,134,20,5,27,17,7,0,31,18,35,24,43,27,41,50,19,0,160,91,87,44,17
"G1901130","1980","2","4","Iowa","19","1360","Linn","113",,,,,,,,,,,,"LINN",10136,10976,41732,16588,15906,208,261,417,256,188,11,8,43,10,0,53,47,100,30,102,16,52,33,57,0,89,130,166,107,69
"G1901150","1980","2","4","Iowa","19",,"Louisa","115",,,,,,,,,,,,"LOUISA",1129,1075,3164,985,588,0,0,0,0,0,2,5,17,0,0,0,0,0,0,0,0,0,0,0,0,24,12,25,2,2
"G1901170","1980","2","4","Iowa","19",,"Lucas","117",,,,,,,,,,,,"LUCAS",1213,880,3064,857,507,0,0,0,0,0,0,0,0,0,0,7,7,0,0,7,0,0,0,0,0,10,7,8,0,0
"G1901190","1980","2","4","Iowa","19",,"Lyon","119",,,,,,,,,,,,"LYON",2382,585,2917,972,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1901210","1980","2","4","Iowa","19",,"Madison","121",,,,,,,,,,,,"MADISON",1206,991,3942,990,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,0
"G1901230","1980","2","4","Iowa","19",,"Mahaska","123",,,,,,,,,,,,"MAHASKA",3215,1647,5779,1584,1527,0,0,8,0,0,2,0,3,6,0,31,0,12,7,2,12,0,3,7,0,5,0,9,7,0
"G1901250","1980","2","4","Iowa","19",,"Marion","125",,,,,,,,,,,,"MARION",4128,2136,7115,2039,1804,0,0,24,0,0,0,0,0,0,0,29,0,6,0,14,0,0,0,0,0,10,13,11,7,5
"G1901270","1980","2","4","Iowa","19",,"Marshall","127",,,,,,,,,,,,"MARSHALL",3344,2886,10820,4209,3568,13,20,48,55,0,15,2,13,9,0,10,20,18,6,6,58,7,19,6,5,71,9,14,6,0
"G1901290","1980","2","4","Iowa","19",,"Mills","129",,,,,,,,,,,,"MILLS",1646,1027,3460,1020,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,6,11
"G1901310","1980","2","4","Iowa","19",,"Mitchell","131",,,,,,,,,,,,"MITCHELL",1598,732,3322,1166,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1901330","1980","2","4","Iowa","19",,"Monona","133",,,,,,,,,,,,"MONONA",1696,1006,3355,866,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1901350","1980","2","4","Iowa","19",,"Monroe","135",,,,,,,,,,,,"MONROE",1193,771,2672,683,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1901370","1980","2","4","Iowa","19",,"Montgomery","137",,,,,,,,,,,,"MONTGOMERY",1569,1088,3697,1311,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,9
"G1901390","1980","2","4","Iowa","19",,"Muscatine","139",,,,,,,,,,,,"MUSCATINE",4129,3140,8989,3451,2680,31,20,43,3,0,6,4,17,10,7,18,2,18,5,28,352,45,18,30,12,530,70,61,57,30
"G1901410","1980","2","4","Iowa","19",,"O Brien","141",,,,,,,,,,,,"O@BRIEN",2602,1068,4043,1407,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,10,0
"G1901430","1980","2","4","Iowa","19",,"Osceola","143",,,,,,,,,,,,"OSCEOLA",1490,533,1915,678,429,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1901450","1980","2","4","Iowa","19",,"Page","145",,,,,,,,,,,,"PAGE",2407,1267,5272,1828,1305,0,0,0,0,0,2,9,8,0,0,7,0,7,0,0,0,0,0,0,0,44,0,13,3,4
"G1901470","1980","2","4","Iowa","19",,"Palo Alto","147",,,,,,,,,,,,"PALO ALTO",1391,898,3156,1194,846,0,0,0,0,0,0,0,0,0,0,6,0,8,6,2,0,0,0,0,0,6,11,0,7,6
"G1901490","1980","2","4","Iowa","19",,"Plymouth","149",,,,,,,,,,,,"PLYMOUTH",3225,1388,5888,1866,1675,0,0,0,0,0,0,2,11,7,0,5,5,14,0,7,0,0,11,0,0,13,9,10,0,7
"G1901510","1980","2","4","Iowa","19",,"Pocahontas","151",,,,,,,,,,,,"POCAHONTAS",1517,667,3184,1071,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1901530","1980","2","4","Iowa","19","2120","Polk","153",,,,,,,,,,,,"POLK",13441,20567,70821,30233,32812,916,1582,2617,1050,748,107,55,168,33,40,421,115,308,190,408,249,171,290,108,51,322,385,750,240,166
"G1901550","1980","2","4","Iowa","19","5920","Pottawattamie","155",,,,,,,,,,,,"POTTAWATTAMIE",8008,7367,22877,6116,4497,69,46,46,14,6,50,38,57,31,8,14,7,40,24,40,75,45,57,17,6,162,118,207,41,24
"G1901570","1980","2","4","Iowa","19",,"Poweshiek","157",,,,,,,,,,,,"POWESHIEK",1656,1315,5171,1342,1644,0,0,5,0,6,0,0,0,0,0,15,9,9,0,0,0,0,0,0,0,2,12,2,2,0
"G1901590","1980","2","4","Iowa","19",,"Ringgold","159",,,,,,,,,,,,"RINGGOLD",843,473,1938,453,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1901610","1980","2","4","Iowa","19",,"Sac","161",,,,,,,,,,,,"SAC",2017,1072,3685,1178,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1901630","1980","2","4","Iowa","19","1960","Scott","163",,,,,,,,,,,,"SCOTT",10495,10915,33958,14225,15960,530,544,859,440,268,49,48,34,36,12,68,41,111,34,191,272,94,160,94,48,526,190,465,216,132
"G1901650","1980","2","4","Iowa","19",,"Shelby","165",,,,,,,,,,,,"SHELBY",1927,754,4265,1137,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1901670","1980","2","4","Iowa","19",,"Sioux","167",,,,,,,,,,,,"SIOUX",5212,1387,5487,2116,1942,12,0,2,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,4,1
"G1901690","1980","2","4","Iowa","19",,"Story","169",,,,,,,,,,,,"STORY",2512,2324,11105,6199,10701,8,0,28,68,230,8,10,0,10,0,29,8,17,96,505,8,0,19,47,95,10,10,36,61,145
"G1901710","1980","2","4","Iowa","19",,"Tama","171",,,,,,,,,,,,"TAMA",2596,1307,5369,1237,1147,0,0,0,0,0,46,64,86,34,32,5,7,1,0,25,0,0,0,0,0,4,15,13,7,11
"G1901730","1980","2","4","Iowa","19",,"Taylor","173",,,,,,,,,,,,"TAYLOR",1185,725,2520,589,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1901750","1980","2","4","Iowa","19",,"Union","175",,,,,,,,,,,,"UNION",1534,1175,3955,1035,777,0,0,0,0,0,0,0,0,0,0,6,0,7,7,6,0,0,0,0,0,12,0,9,19,0
"G1901770","1980","2","4","Iowa","19",,"Van Buren","177",,,,,,,,,,,,"VAN BUREN",1196,631,2521,540,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4,2
"G1901790","1980","2","4","Iowa","19",,"Wapello","179",,,,,,,,,,,,"WAPELLO",5190,3513,10548,3169,2468,41,14,56,17,6,11,13,15,0,0,0,0,0,0,0,0,0,0,0,0,30,18,42,17,0
"G1901810","1980","2","4","Iowa","19","2120","Warren","181",,,,,,,,,,,,"WARREN",2178,1985,9826,2627,2671,0,7,12,6,12,6,0,15,2,0,11,0,7,0,5,8,9,23,10,9,16,13,57,23,11
"G1901830","1980","2","4","Iowa","19",,"Washington","183",,,,,,,,,,,,"WASHINGTON",2588,1173,5313,1661,1425,0,2,0,5,8,0,0,0,0,0,0,0,2,9,4,0,0,0,0,0,25,4,23,0,0
"G1901850","1980","2","4","Iowa","19",,"Wayne","185",,,,,,,,,,,,"WAYNE",1306,706,2546,474,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1901870","1980","2","4","Iowa","19",,"Webster","187",,,,,,,,,,,,"WEBSTER",4192,3319,10994,4955,3427,111,115,72,17,7,8,6,0,7,0,18,0,2,0,8,52,7,22,5,0,56,20,47,15,17
"G1901890","1980","2","4","Iowa","19",,"Winnebago","189",,,,,,,,,,,,"WINNEBAGO",1701,763,3175,1426,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,0,0
"G1901910","1980","2","4","Iowa","19",,"Winneshiek","191",,,,,,,,,,,,"WINNESHIEK",3268,1223,4393,1243,1524,0,0,0,8,23,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,6
"G1901930","1980","2","4","Iowa","19","7720","Woodbury","193",,,,,,,,,,,,"WOODBURY",7980,8080,24828,8002,8667,136,107,143,66,30,107,105,220,54,13,27,24,24,39,32,80,41,69,6,8,138,94,146,63,42
"G1901950","1980","2","4","Iowa","19",,"Worth","195",,,,,,,,,,,,"WORTH",1205,669,2410,987,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,18,2,0
"G1901970","1980","2","4","Iowa","19",,"Wright","197",,,,,,,,,,,,"WRIGHT",1803,1189,4486,1718,1056,0,0,0,0,0,0,2,7,5,0,20,2,0,9,0,16,1,5,0,0,25,8,37,0,0
"G2000010","1980","2","4","Kansas","20",,"Allen","001",,,,,,,,,,,,"ALLEN",2052,1173,3644,1379,1146,17,34,28,37,7,11,8,16,8,2,0,0,0,0,0,0,0,0,0,0,35,3,23,8,0
"G2000030","1980","2","4","Kansas","20",,"Anderson","003",,,,,,,,,,,,"ANDERSON",1482,703,2220,563,462,0,0,0,0,0,2,10,0,5,0,0,0,0,0,0,0,0,0,0,0,14,1,5,2,10
"G2000050","1980","2","4","Kansas","20",,"Atchison","005",,,,,,,,,,,,"ATCHISON",1743,1275,4304,1130,1320,71,114,250,53,37,4,0,17,7,0,1,0,0,5,7,11,5,32,0,0,44,21,42,0,5
"G2000070","1980","2","4","Kansas","20",,"Barber","007",,,,,,,,,,,,"BARBER",724,547,1812,663,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,10,1,0
"G2000090","1980","2","4","Kansas","20",,"Barton","009",,,,,,,,,,,,"BARTON",3154,2132,7418,3289,2297,54,48,48,9,0,0,14,19,15,0,5,2,30,14,22,17,9,27,13,0,54,31,54,29,0
"G2000110","1980","2","4","Kansas","20",,"Bourbon","011",,,,,,,,,,,,"BOURBON",2256,1277,3644,1578,1071,74,86,86,27,10,3,9,16,0,0,10,0,8,12,0,11,0,2,6,0,11,2,15,6,0
"G2000130","1980","2","4","Kansas","20",,"Brown","013",,,,,,,,,,,,"BROWN",1326,996,3233,912,727,21,21,18,1,8,73,54,119,43,6,0,0,0,0,0,0,0,0,0,0,31,7,18,11,4
"G2000150","1980","2","4","Kansas","20","9040","Butler","015",,,,,,,,,,,,"BUTLER",3494,3372,10850,4998,3457,27,16,27,27,9,8,43,58,20,24,13,13,22,6,8,28,13,35,14,17,67,36,92,18,34
"G2000170","1980","2","4","Kansas","20",,"Chase","017",,,,,,,,,,,,"CHASE",383,324,876,332,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2000190","1980","2","4","Kansas","20",,"Chautauqua","019",,,,,,,,,,,,"CHAUTAUQUA",844,499,1336,407,253,0,0,0,0,0,10,23,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2000210","1980","2","4","Kansas","20",,"Cherokee","021",,,,,,,,,,,,"CHEROKEE",3311,2234,5343,1427,1089,50,30,28,8,0,69,21,104,56,16,0,0,0,0,0,0,0,0,0,0,20,2,8,3,15
