GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,DHN001,DHN002,DHN003,DHN004,DHN005,DHN006,DHN007,DHN008,DHN009,DHN010,DHN011,DHN012,DHN013,DHN014,DHN015,DHN016,DHN017,DHN018,DHN019,DHN020,DHN021,DHN022,DHN023,DHN024,DHN025,DHO001,DHO002,DHO003,DHO004,DHO005
"G4803530","1980","3","7","Texas","48",,"Nolan","353",,,,,,,,,,,,"NOLAN",2127,2312,2847,1319,720,147,86,89,34,38,16,8,0,7,0,0,0,0,0,0,0,0,0,0,0,868,235,238,54,28
"G4803550","1980","3","7","Texas","48","1880","Nueces","355",,,,,,,,,,,,"NUECES",27873,18272,34100,21444,19313,1663,1509,1628,1087,474,106,62,140,97,59,164,55,267,153,218,7348,1994,3165,1825,862,27942,9029,13264,6731,3058
"G4803570","1980","3","7","Texas","48",,"Ochiltree","357",,,,,,,,,,,,"OCHILTREE",739,911,1877,923,731,0,0,0,0,0,39,12,10,0,0,0,0,0,0,0,80,8,16,0,0,188,36,65,16,6
"G4803590","1980","3","7","Texas","48",,"Oldham","359",,,,,,,,,,,,"OLDHAM",155,247,357,181,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,14,3,0
"G4803610","1980","3","7","Texas","48","0840","Orange","361",,,,,,,,,,,,"ORANGE",6921,8538,16687,6395,3916,975,815,910,392,201,39,21,57,7,1,31,25,60,2,42,61,46,79,31,6,205,160,315,112,41
"G4803630","1980","3","7","Texas","48",,"Palo Pinto","363",,,,,,,,,,,,"PALO PINTO",3025,3307,4150,2062,1399,100,57,131,76,27,8,0,6,0,0,39,26,59,24,0,156,107,37,14,0,243,123,107,40,11
"G4803650","1980","3","7","Texas","48",,"Panola","365",,,,,,,,,,,,"PANOLA",2061,2569,3228,1344,1089,935,355,459,293,93,0,6,13,7,0,0,0,0,0,0,0,0,0,0,0,58,32,22,0,0
"G4803670","1980","3","7","Texas","48","1920","Parker","367",,,,,,,,,,,,"PARKER",4313,6098,8189,4419,2976,34,77,52,17,20,35,29,41,20,18,5,15,26,6,35,258,33,52,6,23,332,74,83,50,17
"G4803690","1980","3","7","Texas","48",,"Parmer","369",,,,,,,,,,,,"PARMER",1148,1033,1628,761,548,14,31,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,185,123,13,6
"G4803710","1980","3","7","Texas","48",,"Pecos","371",,,,,,,,,,,,"PECOS",1727,1089,1912,711,654,25,8,0,0,0,0,0,5,0,0,0,4,0,3,14,683,220,243,82,21,1847,451,509,103,53
"G4803730","1980","3","7","Texas","48",,"Polk","373",,,,,,,,,,,,"POLK",3221,3445,3473,1387,1287,860,382,430,138,74,109,47,114,29,0,20,0,0,0,6,100,11,19,0,11,219,37,36,15,16
"G4803750","1980","3","7","Texas","48","0320","Potter","375",,,,,,,,,,,,"POTTER",8395,10480,16268,8925,5404,953,928,1189,493,268,50,117,142,66,37,149,131,160,67,36,872,358,503,150,62,1903,893,1214,391,189
"G4803770","1980","3","7","Texas","48",,"Presidio","377",,,,,,,,,,,,"PRESIDIO",1134,202,486,266,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,162,313,98,107
"G4803790","1980","3","7","Texas","48",,"Rains","379",,,,,,,,,,,,"RAINS",788,922,893,225,158,57,39,39,15,0,6,0,21,3,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0
"G4803810","1980","3","7","Texas","48","0320","Randall","381",,,,,,,,,,,,"RANDALL",2580,4789,13165,10648,9956,36,4,61,59,61,11,21,39,34,34,46,17,41,58,103,131,88,147,74,24,306,188,363,295,162
"G4803830","1980","3","7","Texas","48",,"Reagan","383",,,,,,,,,,,,"REAGAN",308,396,588,252,188,6,46,42,0,0,0,0,0,0,0,0,0,0,0,0,130,42,62,5,0,275,54,104,5,5
"G4803850","1980","3","7","Texas","48",,"Real","385",,,,,,,,,,,,"REAL",381,388,354,220,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,14,16,2,2
"G4803870","1980","3","7","Texas","48",,"Red River","387",,,,,,,,,,,,"RED RIVER",2382,2202,2118,925,719,581,428,379,74,184,43,20,12,12,2,24,10,0,0,0,34,0,0,0,0,77,15,15,8,0
"G4803890","1980","3","7","Texas","48",,"Reeves","389",,,,,,,,,,,,"REEVES",1655,860,1692,739,615,105,24,38,38,37,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,2859,576,515,124,42
"G4803910","1980","3","7","Texas","48",,"Refugio","391",,,,,,,,,,,,"REFUGIO",1461,992,1033,605,473,143,139,78,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117,222,225,104,33
"G4803930","1980","3","7","Texas","48",,"Roberts","393",,,,,,,,,,,,"ROBERTS",82,164,233,116,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0
"G4803950","1980","3","7","Texas","48",,"Robertson","395",,,,,,,,,,,,"ROBERTSON",1789,1475,1577,681,515,1150,627,427,186,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,48,117,11,0
"G4803970","1980","3","7","Texas","48","1920","Rockwall","397",,,,,,,,,,,,"ROCKWALL",934,1285,2727,1647,1534,161,86,64,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,56,22,13,21
"G4803990","1980","3","7","Texas","48",,"Runnels","399",,,,,,,,,,,,"RUNNELS",1967,1797,1766,618,664,64,41,18,0,0,14,0,0,0,0,5,5,0,5,6,343,78,59,8,4,692,135,114,8,9
"G4804010","1980","3","7","Texas","48",,"Rusk","401",,,,,,,,,,,,"RUSK",3748,5049,5950,3603,2090,1690,1242,1209,317,279,11,22,26,1,2,11,8,7,4,6,121,16,8,3,0,177,40,62,3,19
"G4804030","1980","3","7","Texas","48",,"Sabine","403",,,,,,,,,,,,"SABINE",1339,1390,1353,440,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6,15,6,1
"G4804050","1980","3","7","Texas","48",,"San Augustine","405",,,,,,,,,,,,"SAN AUGUSTINE",1338,1119,840,386,395,603,266,357,66,47,21,6,5,0,0,0,0,0,0,0,26,8,0,0,0,44,8,8,0,0
"G4804070","1980","3","7","Texas","48",,"San Jacinto","407",,,,,,,,,,,,"SAN JACINTO",1406,1446,1809,507,382,698,291,197,68,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,16,9,8
"G4804090","1980","3","7","Texas","48","1880","San Patricio","409",,,,,,,,,,,,"SAN PATRICIO",7746,4249,7458,3947,3209,148,95,77,43,7,28,13,32,0,14,15,0,0,14,15,1817,542,594,165,44,7193,1564,2046,650,265
"G4804110","1980","3","7","Texas","48",,"San Saba","411",,,,,,,,,,,,"SAN SABA",920,892,1043,496,447,8,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,51,54,5,4
"G4804130","1980","3","7","Texas","48",,"Schleicher","413",,,,,,,,,,,,"SCHLEICHER",346,325,360,288,225,8,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,33,43,17,2
"G4804150","1980","3","7","Texas","48",,"Scurry","415",,,,,,,,,,,,"SCURRY",1694,2069,2891,1554,997,95,77,61,56,17,10,0,6,0,13,0,0,0,0,0,0,0,0,0,0,801,193,185,91,22
"G4804170","1980","3","7","Texas","48",,"Shackelford","417",,,,,,,,,,,,"SHACKELFORD",516,579,616,375,260,16,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,4,0,7
"G4804190","1980","3","7","Texas","48",,"Shelby","419",,,,,,,,,,,,"SHELBY",3214,3212,3131,1260,970,1101,451,641,165,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,12,8,2
"G4804210","1980","3","7","Texas","48",,"Sherman","421",,,,,,,,,,,,"SHERMAN",300,312,646,364,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,23,31,2,4
"G4804230","1980","3","7","Texas","48","8640","Smith","423",,,,,,,,,,,,"SMITH",7994,11054,16919,13166,10671,3436,2872,4092,2251,1309,42,57,86,60,10,29,35,76,48,47,577,60,98,40,15,810,203,238,163,108
"G4804250","1980","3","7","Texas","48",,"Somervell","425",,,,,,,,,,,,"SOMERVELL",505,618,670,335,207,0,0,0,0,0,9,19,2,5,10,0,0,0,0,0,0,0,0,0,0,67,5,14,2,13
"G4804270","1980","3","7","Texas","48",,"Starr","427",,,,,,,,,,,,"STARR",7111,1138,1840,538,661,0,0,0,0,0,20,0,0,0,0,15,0,0,7,0,898,129,166,72,98,7898,1201,1840,529,681
"G4804290","1980","3","7","Texas","48",,"Stephens","429",,,,,,,,,,,,"STEPHENS",1359,1378,1549,1026,579,80,16,41,37,4,0,0,0,0,0,25,0,8,0,0,126,15,0,7,0,192,36,9,16,0
"G4804310","1980","3","7","Texas","48",,"Sterling","431",,,,,,,,,,,,"STERLING",121,173,191,99,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,20,8,2,3
"G4804330","1980","3","7","Texas","48",,"Stonewall","433",,,,,,,,,,,,"STONEWALL",365,388,463,159,127,17,8,8,0,0,0,0,0,0,0,0,0,0,0,0,40,4,10,0,0,62,9,17,6,0
"G4804350","1980","3","7","Texas","48",,"Sutton","435",,,,,,,,,,,,"SUTTON",667,410,911,425,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,16,7,0,0,639,162,143,29,20
"G4804370","1980","3","7","Texas","48",,"Swisher","437",,,,,,,,,,,,"SWISHER",989,1146,1264,690,653,90,56,9,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,102,130,18,13
"G4804390","1980","3","7","Texas","48","1920","Tarrant","439",,,,,,,,,,,,"TARRANT",47662,69305,132614,89741,84165,10490,11439,15422,7821,3879,344,440,952,450,294,535,440,956,679,1567,7049,2024,2759,1382,618,12919,4183,6224,3216,1972
"G4804410","1980","3","7","Texas","48","0040","Taylor","441",,,,,,,,,,,,"TAYLOR",7943,9855,16457,9435,9977,699,602,940,475,262,32,32,75,27,36,157,60,148,56,106,1535,409,487,236,91,2508,807,962,511,191
"G4804430","1980","3","7","Texas","48",,"Terrell","443",,,,,,,,,,,,"TERRELL",231,110,268,163,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,46,74,23,10
"G4804450","1980","3","7","Texas","48",,"Terry","445",,,,,,,,,,,,"TERRY",1859,1404,2106,860,706,90,54,50,6,5,0,0,16,20,0,0,0,0,0,0,576,46,65,2,0,1363,174,195,51,8
"G4804470","1980","3","7","Texas","48",,"Throckmorton","447",,,,,,,,,,,,"THROCKMORTON",278,392,357,172,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0,10,0
"G4804490","1980","3","7","Texas","48",,"Titus","449",,,,,,,,,,,,"TITUS",2374,2651,3508,1413,1141,521,317,416,134,68,0,0,0,0,0,0,5,7,0,18,0,0,0,0,0,154,51,23,11,2
"G4804510","1980","3","7","Texas","48","7200","Tom Green","451",,,,,,,,,,,,"TOM GREEN",7766,7810,12233,7630,6771,510,343,457,289,149,38,28,90,39,6,13,44,66,42,69,2201,554,602,203,74,4336,1290,1396,500,302
"G4804530","1980","3","7","Texas","48","0640","Travis","453",,,,,,,,,,,,"TRAVIS",17200,19368,47080,39393,63117,4593,4527,6456,3470,2806,221,116,202,207,253,311,224,622,402,1199,6941,2416,3630,1489,1210,11584,4467,7374,3594,3490
"G4804550","1980","3","7","Texas","48",,"Trinity","455",,,,,,,,,,,,"TRINITY",1322,1402,1430,443,476,386,246,248,106,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,7,6
"G4804570","1980","3","7","Texas","48",,"Tyler","457",,,,,,,,,,,,"TYLER",2120,2239,2867,875,921,476,184,259,54,22,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,14,12,27,0,0
"G4804590","1980","3","7","Texas","48",,"Upshur","459",,,,,,,,,,,,"UPSHUR",2943,3450,4597,2017,1546,842,508,685,157,149,34,22,26,12,2,0,0,0,0,0,0,0,0,0,0,46,7,1,20,0
"G4804610","1980","3","7","Texas","48",,"Upton","461",,,,,,,,,,,,"UPTON",359,461,643,337,257,15,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,46,25,10,1
"G4804630","1980","3","7","Texas","48",,"Uvalde","463",,,,,,,,,,,,"UVALDE",3422,1490,2109,1585,1519,30,12,4,5,6,8,0,22,0,8,0,0,0,0,0,0,0,0,0,0,3606,593,664,317,199
"G4804650","1980","3","7","Texas","48",,"Val Verde","465",,,,,,,,,,,,"VAL VERDE",5251,1796,4145,1937,1969,29,22,107,42,16,0,6,24,6,0,6,16,29,16,13,1288,228,397,161,164,5930,1143,1832,729,534
"G4804670","1980","3","7","Texas","48",,"Van Zandt","467",,,,,,,,,,,,"VAN ZANDT",4717,4978,5880,2131,1608,148,252,189,54,55,0,17,2,6,0,0,0,0,0,0,0,0,0,0,0,118,46,28,30,13
"G4804690","1980","3","7","Texas","48","8750","Victoria","469",,,,,,,,,,,,"VICTORIA",6773,4830,9870,5457,4151,769,613,619,415,141,22,0,42,13,19,13,6,34,8,35,1908,567,652,221,126,4982,1486,1800,643,311
"G4804710","1980","3","7","Texas","48",,"Walker","471",,,,,,,,,,,,"WALKER",2066,2741,3972,3010,3704,1831,1755,1504,887,329,31,58,25,51,4,23,0,47,33,69,581,156,340,285,64,780,245,427,317,84
"G4804730","1980","3","7","Texas","48","3360","Waller","473",,,,,,"42",,,,,,"WALLER",1311,1279,2087,1066,925,797,663,567,361,680,0,0,0,0,0,0,11,2,4,8,0,0,0,0,0,201,69,142,10,37
"G4804750","1980","3","7","Texas","48",,"Ward","475",,,,,,,,,,,,"WARD",1194,1356,2536,956,610,39,67,53,26,12,2,9,13,0,0,0,0,0,0,0,384,110,148,31,12,821,255,386,92,19
"G4804770","1980","3","7","Texas","48",,"Washington","477",,,,,,,,,,,,"WASHINGTON",3590,1523,2419,1748,1400,1144,600,457,206,96,0,0,5,8,4,18,6,49,0,9,19,18,38,16,0,82,49,65,43,9
"G4804790","1980","3","7","Texas","48","4080","Webb","479",,,,,,,,,,,,"WEBB",20539,4756,8403,5301,4210,0,0,0,9,0,8,9,6,12,30,6,0,14,13,6,1991,290,635,529,399,21771,4401,7740,4777,3309
"G4804810","1980","3","7","Texas","48",,"Wharton","481",,,,,,,,,,,,"WHARTON",5639,2851,4519,2804,2290,1524,898,675,349,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523,540,561,175,94
"G4804830","1980","3","7","Texas","48",,"Wheeler","483",,,,,,,,,,,,"WHEELER",952,917,1355,556,459,41,25,9,0,0,13,3,6,2,3,8,2,4,4,11,43,7,8,2,0,67,19,10,6,0
"G4804850","1980","3","7","Texas","48","9080","Wichita","485",,,,,,,,,,,,"WICHITA",9260,10719,20172,11572,9268,1376,1033,1432,918,378,49,108,71,63,55,124,92,292,118,141,827,234,329,126,44,1418,480,837,352,165
"G4804870","1980","3","7","Texas","48",,"Wilbarger","487",,,,,,,,,,,,"WILBARGER",2026,2093,2524,1264,1058,344,158,59,57,31,42,24,20,7,7,7,0,13,0,0,278,42,18,0,4,421,71,55,18,11
"G4804890","1980","3","7","Texas","48",,"Willacy","489",,,,,,,,,,,,"WILLACY",3146,766,1326,529,682,7,0,14,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4419,509,762,326,225
"G4804910","1980","3","7","Texas","48","0640","Williamson","491",,,,,,,,,,,,"WILLIAMSON",6345,5591,11659,6885,8077,717,525,549,214,172,15,0,15,35,27,25,25,91,23,79,1447,277,358,131,74,2185,542,806,298,224
"G4804930","1980","3","7","Texas","48",,"Wilson","493",,,,,,,,,,,,"WILSON",3250,1292,2591,906,607,30,18,19,7,4,20,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1880,356,470,129,55
"G4804950","1980","3","7","Texas","48",,"Winkler","495",,,,,,,,,,,,"WINKLER",895,1022,1751,495,409,55,40,52,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,178,145,86,10
"G4804970","1980","3","7","Texas","48","1920","Wise","497",,,,,,,,,,,,"WISE",3513,3738,5006,2024,1184,20,27,33,0,0,9,30,22,8,2,0,0,6,8,0,291,48,42,0,19,389,49,53,17,22
"G4804990","1980","3","7","Texas","48",,"Wood","499",,,,,,,,,,,,"WOOD",3702,3416,4337,1816,1237,377,286,252,166,157,16,3,10,8,15,6,5,4,0,17,3,0,0,0,5,72,10,31,2,5
"G4805010","1980","3","7","Texas","48",,"Yoakum","501",,,,,,,,,,,,"YOAKUM",893,868,1229,561,386,12,7,11,21,0,10,0,2,0,0,0,0,0,0,0,235,80,56,0,0,583,139,104,5,5
"G4805030","1980","3","7","Texas","48",,"Young","503",,,,,,,,,,,,"YOUNG",2745,2892,3450,1468,1249,24,43,20,17,0,6,3,11,6,0,0,0,29,0,0,76,19,11,0,0,152,37,87,0,0
"G4805050","1980","3","7","Texas","48",,"Zapata","505",,,,,,,,,,,,"ZAPATA",1453,530,906,315,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1434,245,434,156,169
"G4805070","1980","3","7","Texas","48",,"Zavala","507",,,,,,,,,,,,"ZAVALA",2770,538,575,308,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3399,412,483,227,208
"G4900010","1980","4","8","Utah","49",,"Beaver","001",,,,,,,,,,,,"BEAVER",173,388,1063,536,205,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,6,5,9,3
"G4900030","1980","4","8","Utah","49",,"Box Elder","003",,,,,,,,,,,,"BOX ELDER",1188,2100,6336,3398,2413,0,0,0,0,10,18,9,125,82,10,27,24,135,13,44,209,25,47,17,3,264,51,121,40,9
"G4900050","1980","4","8","Utah","49",,"Cache","005",,,,,,,,,,,,"CACHE",1174,2699,8040,6266,6707,0,0,7,44,21,0,9,7,19,8,33,15,64,74,132,41,0,18,40,33,49,0,27,42,40
"G4900070","1980","4","8","Utah","49",,"Carbon","007",,,,,,,,,,,,"CARBON",1533,2235,3960,2266,1176,7,1,4,13,0,8,12,34,8,0,8,0,49,12,0,84,96,83,34,12,400,243,282,143,50
"G4900090","1980","4","8","Utah","49",,"Daggett","009",,,,,,,,,,,,"DAGGETT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4900110","1980","4","8","Utah","49","7160","Davis","011",,,,,,,,,,,,"DAVIS",2559,6161,25134,17135,13311,23,35,293,165,127,13,10,36,68,23,175,150,298,165,131,244,110,253,156,63,548,324,615,379,121
"G4900130","1980","4","8","Utah","49",,"Duchesne","013",,,,,,,,,,,,"DUCHESNE",460,885,2219,1260,678,0,0,0,0,0,20,50,13,9,16,0,0,0,0,0,0,0,0,0,0,17,18,1,4,6
"G4900150","1980","4","8","Utah","49",,"Emery","015",,,,,,,,,,,,"EMERY",368,884,2235,1056,494,0,0,0,0,0,10,8,13,8,3,5,0,11,4,7,2,4,10,2,0,15,17,27,10,5
"G4900170","1980","4","8","Utah","49",,"Garfield","017",,,,,,,,,,,,"GARFIELD",179,369,755,418,268,0,0,0,0,0,6,2,11,6,0,0,0,0,0,0,0,0,0,0,0,8,0,8,2,6
"G4900190","1980","4","8","Utah","49",,"Grand","019",,,,,,,,,,,,"GRAND",489,601,1649,740,685,0,0,0,0,0,14,11,23,0,0,0,0,0,0,0,0,0,0,0,0,36,6,56,16,12
"G4900210","1980","4","8","Utah","49",,"Iron","021",,,,,,,,,,,,"IRON",315,934,2510,2405,1547,0,0,0,0,0,46,16,84,12,16,0,0,9,0,18,19,0,5,11,0,31,2,20,23,5
"G4900230","1980","4","8","Utah","49",,"Juab","023",,,,,,,,,,,,"JUAB",255,477,1299,488,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,21,0,0
"G4900250","1980","4","8","Utah","49",,"Kane","025",,,,,,,,,,,,"KANE",153,252,817,608,312,0,0,0,0,0,2,0,6,0,5,0,0,0,0,0,0,0,0,0,0,4,6,2,0,2
"G4900270","1980","4","8","Utah","49",,"Millard","027",,,,,,,,,,,,"MILLARD",290,676,1783,1073,651,0,0,0,0,0,0,5,6,5,0,56,2,11,2,6,0,0,0,0,0,35,6,9,3,9
"G4900290","1980","4","8","Utah","49",,"Morgan","029",,,,,,,,,,,,"MORGAN",112,277,986,594,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,7,3
"G4900310","1980","4","8","Utah","49",,"Piute","031",,,,,,,,,,,,"PIUTE",66,130,301,167,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4900330","1980","4","8","Utah","49",,"Rich","033",,,,,,,,,,,,"RICH",53,184,398,230,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4900350","1980","4","8","Utah","49","7160","Salt Lake","035",,,,,,,,,,,,"SALT LAKE",18495,37823,106662,70714,65652,311,361,592,498,227,160,386,593,383,180,903,519,1717,1107,1698,1702,1199,1646,777,434,3137,2605,3911,1756,999
"G4900370","1980","4","8","Utah","49",,"San Juan","037",,,,,,,,,,,,"SAN JUAN",145,334,1178,611,658,0,0,0,0,0,1240,262,212,195,45,0,0,0,0,0,0,0,0,0,0,55,53,25,11,13
"G4900390","1980","4","8","Utah","49",,"Sanpete","039",,,,,,,,,,,,"SANPETE",533,1266,2824,1468,973,0,2,2,0,0,11,6,30,8,6,10,0,2,5,4,19,7,12,4,2,39,12,21,11,6
"G4900410","1980","4","8","Utah","49",,"Sevier","041",,,,,,,,,,,,"SEVIER",550,1136,3045,1776,1003,0,0,0,0,0,0,18,7,21,0,0,0,0,0,0,0,0,0,0,0,8,11,11,6,2
"G4900430","1980","4","8","Utah","49",,"Summit","043",,,,,,,,,,,,"SUMMIT",175,661,1834,1305,1351,0,0,0,0,0,24,11,15,4,10,0,0,0,0,0,0,0,0,0,0,38,14,35,6,12
"G4900450","1980","4","8","Utah","49","7160","Tooele","045",,,,,,,,,,,,"TOOELE",910,2224,4931,2366,1537,0,26,15,29,44,44,51,56,6,0,20,10,24,17,24,194,92,172,36,2,313,234,249,120,58
"G4900470","1980","4","8","Utah","49",,"Uintah","047",,,,,,,,,,,,"UINTAH",786,1616,3285,1754,1114,0,0,0,0,0,205,214,234,96,14,2,19,8,2,0,2,22,29,6,3,17,89,60,25,16
"G4900490","1980","4","8","Utah","49","6520","Utah","049",,,,,,,,,,,,"UTAH",4563,10096,26904,24318,20169,0,6,18,14,11,38,19,124,190,77,138,26,171,259,317,222,118,200,161,40,355,252,450,426,250
"G4900510","1980","4","8","Utah","49",,"Wasatch","051",,,,,,,,,,,,"WASATCH",300,627,1754,876,649,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,7,20,5,5
"G4900530","1980","4","8","Utah","49",,"Washington","053",,,,,,,,,,,,"WASHINGTON",948,1635,4942,3378,1926,0,0,0,0,0,10,8,22,7,2,0,10,30,18,6,4,4,2,5,0,25,13,10,26,21
"G4900550","1980","4","8","Utah","49",,"Wayne","055",,,,,,,,,,,,"WAYNE",121,173,411,194,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4900570","1980","4","8","Utah","49","7160","Weber","057",,,,,,,,,,,,"WEBER",5185,9546,27276,17169,11260,274,184,271,295,127,56,38,120,62,25,131,68,261,205,160,611,457,441,279,56,1105,747,839,499,202
"G5000010","1980","1","1","Vermont","50",,"Addison","001",,,,,,,,,,,,"ADDISON",2771,1893,5524,2346,3217,3,0,6,0,4,16,0,5,0,2,0,1,16,6,15,2,0,3,2,3,16,5,20,17,9
"G5000030","1980","1","1","Vermont","50",,"Bennington","003",,,,,,,,,,,,"BENNINGTON",3668,2643,6667,3242,3659,2,7,18,6,11,0,0,0,0,0,11,2,16,1,4,0,0,0,0,0,19,8,13,14,19
"G5000050","1980","1","1","Vermont","50",,"Caledonia","005",,,,,,,,,,,,"CALEDONIA",2801,1958,5858,2157,2230,0,0,0,0,0,0,0,0,0,0,2,7,4,6,4,0,0,0,0,0,8,4,3,11,2
"G5000070","1980","1","1","Vermont","50",,"Chittenden","007",,,,,,,,,,,,"CHITTENDEN",7847,5297,20514,10733,15876,0,18,47,55,83,25,6,38,10,19,13,20,72,22,242,0,0,38,16,10,60,2,121,72,84
"G5000090","1980","1","1","Vermont","50",,"Essex","009",,,,,,,,,,,,"ESSEX",1022,599,1375,402,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5000110","1980","1","1","Vermont","50",,"Franklin","011",,,,,,,,,,,,"FRANKLIN",5032,2856,7545,2188,1843,0,2,22,6,0,106,35,42,6,1,0,0,0,0,0,0,0,0,0,0,34,0,22,0,6
"G5000130","1980","1","1","Vermont","50",,"Grand Isle","013",,,,,,,,,,,,"GRAND ISLE",535,379,1049,389,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5000150","1980","1","1","Vermont","50",,"Lamoille","015",,,,,,,,,,,,"LAMOILLE",1657,994,3195,1534,2107,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,6,0,18
"G5000170","1980","1","1","Vermont","50",,"Orange","017",,,,,,,,,,,,"ORANGE",2305,1751,4795,2010,2263,0,0,0,0,0,8,3,6,0,3,2,3,3,2,14,0,0,0,0,0,8,8,16,11,16
"G5000190","1980","1","1","Vermont","50",,"Orleans","019",,,,,,,,,,,,"ORLEANS",3492,1943,4939,1708,1525,0,0,0,0,0,0,0,0,0,0,8,0,9,0,2,0,0,0,0,0,15,0,17,7,9
"G5000210","1980","1","1","Vermont","50",,"Rutland","021",,,,,,,,,,,,"RUTLAND",5674,4762,12989,5688,5728,5,11,4,6,12,11,17,10,6,4,11,9,18,6,21,0,4,0,5,5,19,20,39,17,15
"G5000230","1980","1","1","Vermont","50",,"Washington","023",,,,,,,,,,,,"WASHINGTON",4687,3687,11816,4569,6057,5,0,7,15,4,6,2,19,16,11,18,12,13,2,35,1,0,2,0,9,79,43,263,101,82
"G5000250","1980","1","1","Vermont","50",,"Windham","025",,,,,,,,,,,,"WINDHAM",3279,3088,8274,3612,4453,4,3,15,4,12,2,2,5,6,4,8,2,11,2,25,0,2,8,7,7,11,15,15,14,56
"G5000270","1980","1","1","Vermont","50",,"Windsor","027",,,,,,,,,,,,"WINDSOR",4267,4061,12207,5224,5859,0,19,24,23,4,0,0,0,0,0,10,12,21,4,17,0,0,0,0,0,17,4,22,11,19
"G5100010","1980","3","5","Virginia","51",,"Accomack","001",,,,,,,,,,,,"ACCOMACK",3301,3703,3750,1570,1364,3109,1434,916,257,205,0,0,0,0,0,4,3,9,0,4,0,0,0,0,0,130,66,62,3,8
"G5100030","1980","3","5","Virginia","51","1540","Albemarle","003",,,,,,,,,,,,"ALBEMARLE",4312,2915,6017,4220,9624,1307,604,851,256,242,0,6,25,10,22,15,18,17,45,153,0,12,0,16,8,46,12,16,44,114
