GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DHY001,DHY002,DHY003,DHY004,DHY005,DHY006,DHY007,DHY008,DHY009,DHY010,DHY011,DHY012,DHY013,DHY014,DHY015,DHY016,DHY017,DHY018,DHY019,DHY020,DHY021,DHY022,DHY023,DHY024,DHY025,DHY026,DHY027,DHY028,DHY029,DHY030,DHY031,DHY032,DHY033,DHY034,DHY035,DHY036,DHY037,DHY038,DHY039,DHY040
"G0201220","1980","A","4","9","Alaska","02",,"Kenai Peninsula","122",,,,,,,,,,,,"01",,,,,"KENAI PENINSULA",,,,,,,,,,,,,,,,,,,,,,,,,,,,56,5743,754,2117,0,3182,574,3764,0,31,9,6,0,24,0,0,0,305,75,170,0,206,76,306,18,38,6,28,0,61,11,37,0,30,0,11,0,2,0,3
"G0201300","1980","A","4","9","Alaska","02",,"Ketchikan Gateway","130",,,,,,,,,,,,"01",,,,,"KETCHIKAN GATEWAY",,,"1",,,,,,,,,,,,,,"1",,,"1",,,,,,,,195,2998,106,522,0,1832,97,1343,0,0,0,0,0,0,0,0,0,234,44,142,0,199,33,274,8,56,6,32,0,55,0,36,0,0,0,0,0,0,0,0
"G0201400","1980","S","4","9","Alaska","02",,"Kobuk","140",,,,,,,,,,,,"01",,,,,"KOBUK",,,"1",,"1",,,,,"1",,"1","1","1",,"1",,,,"1",,,"1",,"1","1",,35,244,12,25,5,161,3,43,0,0,0,0,0,0,0,0,3,358,242,713,0,438,77,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0201500","1980","A","4","9","Alaska","02",,"Kodiak Island","150",,,,,,,,,,,,"01",,,,,"KODIAK ISLAND",,,,,,,,,,"1",,,"1",,,,"1",,,,,,"1",,,,,597,2002,121,337,11,1289,98,804,25,9,0,8,0,9,6,12,4,333,65,255,0,171,27,364,14,319,12,14,0,203,4,22,14,17,2,3,0,13,7,15
"G0201700","1980","A","4","9","Alaska","02",,"Matanuska-Susitna","170",,,,,,,,,,,,"01",,,,,"MATANUSKA-SUSITNA",,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,,48,3879,727,1403,6,2343,296,2838,0,7,8,6,0,10,0,5,0,109,10,102,0,104,17,142,0,0,0,14,0,11,0,18,3,10,15,5,0,4,0,15
"G0201800","1980","S","4","9","Alaska","02",,"Nome","180",,,,,,,,,,,,"01",,,,,"NOME",,,"1",,"1",,,,,"1",,"1","1",,,"1",,,,,,,"1",,"1",,,40,444,34,77,0,310,4,114,0,0,0,0,0,0,0,0,2,542,263,940,0,519,76,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0201850","1980","A","4","9","Alaska","02",,"North Slope","185",,,,,,,,,,,,"01",,,,,"NORTH SLOPE",,,"1",,,,,,,"1",,"1","1","1",,,,,,"1",,,"1",,"1","1",,116,430,14,17,31,153,2,29,0,0,0,0,0,0,0,0,2,695,85,337,0,416,39,502,0,13,0,2,4,8,0,3,0,0,0,0,0,0,0,0
"G0202010","1980","S","4","9","Alaska","02",,"Prince Of Wales-Outer Ketchikan","201",,,,,,,,,,,,"01",,,,,"PRINCE OF WALES-OUTER KETCHIKAN",,,,,"1","1",,,,"1",,"1","1",,,,,,"1",,,,"1","1",,,,0,765,17,139,0,297,10,296,0,12,3,0,0,4,3,5,0,315,77,173,0,209,25,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0202200","1980","B","4","9","Alaska","02",,"Sitka","220",,,,,,,,,,,,"01",,,,,"SITKA",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,184,1690,95,358,21,1174,18,658,4,12,0,0,8,6,0,0,5,306,98,117,0,301,32,238,0,77,9,0,0,33,5,26,0,20,0,6,0,7,0,0
"G0202310","1980","S","4","9","Alaska","02",,"Skagway-Yakutat-Angoon","231",,,,,,,,,,,,"01",,,,,"SKAGWAY-YAKUTAT-ANGOON",,,,,"1","1",,,,,,"1","1","1",,,,"1",,,,,,"1","1","1",,5,606,60,147,0,281,65,286,0,0,0,0,0,0,0,0,0,191,93,206,0,199,35,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0202400","1980","S","4","9","Alaska","02",,"Southeast Fairbanks","240",,,,,,,,,,,,"01",,,,,"SOUTHEAST FAIRBANKS",,,,,"1",,,,,,,"1","1",,,,"1",,,,,,,,,,,623,772,176,216,51,564,112,603,135,40,6,3,31,13,8,11,14,63,31,105,3,57,27,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0202610","1980","S","4","9","Alaska","02",,"Valdez-Cordova","261",,,,,,,,,,,,"01",,,,,"VALDEZ-CORDOVA",,,,,,,,,,"1",,"1","1",,,,,,"1",,,,"1",,"1",,,146,2066,160,570,4,1246,74,932,12,15,0,0,0,3,0,3,0,140,61,195,0,123,34,202,0,63,2,0,0,28,0,0,0,15,7,5,0,2,0,0
"G0202700","1980","S","4","9","Alaska","02",,"Wade Hampton","270",,,,,,,,,,,,"01",,,,,"WADE HAMPTON",,,,,"1","1",,,,,,,,"1",,,,,,,,,,,,"1",,19,70,2,13,12,83,0,2,0,0,0,0,0,0,0,0,0,462,202,708,3,346,75,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0202800","1980","S","4","9","Alaska","02",,"Wrangell-Petersburg","280",,,,,,,,,,,,"01",,,,,"WRANGELL-PETERSBURG",,,"1",,,,,,,"1",,,"1",,,,,,"1",,,,"1",,,"1",,12,1555,122,294,0,858,81,663,0,0,0,0,0,0,0,0,0,167,66,135,0,154,13,216,0,31,0,7,0,9,0,11,0,0,0,0,0,0,0,0
"G0202900","1980","S","4","9","Alaska","02",,"Yukon-Koyukuk","290",,,,,,,,,,,,"01",,,,,"YUKON-KOYUKUK",,,,,"1",,,,,"1",,,"1",,,,"1",,,"1",,,"1",,,,,464,860,86,217,36,381,38,460,78,10,0,4,2,0,1,2,17,303,180,1004,0,457,63,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0400010","1980","A","4","8","Arizona","04",,"Apache","001",,,,,,,,,,,,"01",,,,,"APACHE",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,40,3007,248,728,0,1759,100,2224,0,65,35,5,0,83,8,14,0,4251,1043,5475,0,4070,473,7366,0,13,0,5,0,7,0,15,0,185,26,42,0,62,7,126
"G0400030","1980","A","4","8","Arizona","04",,"Cochise","003",,,,,,,,,,,,"02",,,,,"COCHISE",,,,,,,,,,,,,,,,,,,,,,,,,,,,3929,14184,1365,7393,541,10428,1149,15263,909,242,52,167,164,307,96,313,22,92,0,87,7,54,5,78,99,114,13,52,17,294,56,541,251,1089,207,392,6,679,131,1125
"G0400050","1980","A","4","8","Arizona","04",,"Coconino","005",,,,,,,,,,,,"01",,,,,"COCONINO",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13777,942,4424,6,10093,702,7904,0,268,29,219,0,251,40,176,0,2544,500,2606,0,2235,236,3960,0,109,9,52,0,73,0,83,0,654,89,214,0,424,6,579
"G0400070","1980","A","4","8","Arizona","04",,"Gila","007",,,,,,,,,,,,"01",,,,,"GILA",,,,,,,,,,,,,,,,,"1",,,,,,,,,,,0,6831,368,3669,0,3555,286,7723,0,36,0,0,0,17,0,10,0,775,143,623,0,586,123,916,0,14,5,0,0,6,6,47,0,364,9,78,0,158,4,225
"G0400090","1980","A","4","8","Arizona","04",,"Graham","009",,,,,,,,,,,,"02",,,,,"GRAHAM",,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3795,169,2129,0,2090,140,3796,0,54,5,297,0,51,0,37,0,348,50,338,0,227,22,592,0,56,0,27,0,29,0,6,0,444,32,428,0,209,24,359
"G0400110","1980","A","4","8","Arizona","04",,"Greenlee","011",,,,,,,,,,,,"02",,,,,"GREENLEE",,,"1",,,,,,,"1",,,"1",,,,"1",,"1",,,,,,,,,0,2477,69,551,0,902,117,2109,0,0,0,0,0,0,0,0,0,79,0,2,0,7,10,81,0,23,0,13,0,0,0,20,0,0,0,0,0,0,0,0
"G0400130","1980","A","4","8","Arizona","04","6200","Maricopa","013",,,,,,,,,,,,"A",,,,,"MARICOPA",,,,,,,,,,,,,,,,,,,,,,,,,,,,7873,342201,18010,121686,899,252237,12520,262003,1048,9526,1194,4598,114,8219,811,6791,70,4318,627,2266,24,3589,468,3833,121,3610,98,1286,14,3209,175,2572,328,23336,2313,6465,53,13379,1402,16157
"G0400150","1980","A","4","8","Arizona","04",,"Mohave","015",,,,,,,,,,,,"01",,,,,"MOHAVE",,,,,,,,,,,,,,,,,,,,,,,"1",,"1",,,7,11897,852,7795,0,7875,526,12557,0,22,0,0,0,9,0,20,0,317,56,143,0,260,20,275,0,47,0,9,0,32,0,65,0,186,1,21,0,125,21,106
"G0400170","1980","A","4","8","Arizona","04",,"Navajo","017",,,,,,,,,,,,"01",,,,,"NAVAJO",,,,,,,,,,,,,,,,,,,,,,,,,,,,76,8061,474,2342,0,4536,336,6295,0,119,51,49,0,63,47,96,7,4018,814,3954,8,2968,499,6246,0,32,0,0,0,21,0,21,0,445,45,149,0,200,18,339
"G0400190","1980","A","4","8","Arizona","04","8520","Pima","019",,,,,,,,,,,,"B",,,,,"PIMA",,,,,,,,,,,,,,,,,,,,,,,,,,,,4480,109727,6970,48109,493,81476,5001,95477,627,2886,367,1572,98,2477,313,2041,104,2369,531,1711,9,1849,229,2943,66,1107,35,479,9,1086,71,1131,175,10417,1034,3522,34,6787,698,8748
"G0400210","1980","A","4","8","Arizona","04",,"Pinal","021",,,,,,,,,,,,"02",,,,,"PINAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,23,14613,883,8688,0,8388,604,14379,0,403,120,668,0,313,87,464,0,1234,232,1069,0,770,186,1831,0,53,8,15,0,53,0,91,11,3525,260,1274,3,1500,210,2605
"G0400230","1980","A","4","8","Arizona","04",,"Santa Cruz","023",,,,,,,,,,,,"02",,,,,"SANTA CRUZ",,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,42,3754,204,1173,0,2492,147,3461,0,27,0,18,0,8,0,13,0,18,0,0,0,8,0,18,0,32,0,0,0,12,0,0,2,886,46,215,0,589,35,719
"G0400250","1980","A","4","8","Arizona","04",,"Yavapai","025",,,,,,,,,,,,"01",,,,,"YAVAPAI",,,,,,,,,,,,,,,,,,,,,,,,,,,,26,13308,1102,10548,0,9245,790,16847,0,51,0,39,0,10,0,41,6,153,34,120,0,149,15,218,0,60,0,31,0,23,6,24,0,227,53,178,0,113,19,352
"G0400270","1980","A","4","8","Arizona","04",,"Yuma","027",,,,,,,,,,,,"02",,,,,"YUMA",,,,,,,,,,,,,,,,,,,,,,,,,,,,3046,14259,971,7775,134,9875,702,14109,369,368,26,309,13,269,30,333,23,546,85,368,14,392,47,588,59,180,7,58,12,109,0,255,220,3501,362,920,5,1577,477,2741
"G0500010","1980","A","3","7","Arkansas","05",,"Arkansas","001",,,,,,,,,,,,"07",,,,,"ARKANSAS",,,,,,,,,,,,,,,,,"1","1",,"1",,,,,,,,0,5196,179,1779,0,3072,146,4492,0,829,71,479,0,678,98,1024,0,19,0,9,0,17,0,32,0,2,0,6,0,7,2,6,0,0,0,0,0,0,0,0
"G0500030","1980","A","3","7","Arkansas","05",,"Ashley","003",,,,,,,,,,,,"06",,,,,"ASHLEY",,,,,"1",,,,,,"1","1",,,,,,"1","1",,,,"1","1",,,,0,4639,312,1839,0,2489,189,4732,0,1000,259,876,0,804,172,1606,0,17,5,7,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500050","1980","A","3","7","Arkansas","05",,"Baxter","005",,,,,,,,,,,,"09",,,,,"BAXTER",,,,,"1",,,,,,"1","1",,,,,,,,,,,,"1","1","1",,4,4447,456,5520,0,3933,283,7523,0,0,0,0,0,0,0,0,0,26,13,22,0,13,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500070","1980","A","3","7","Arkansas","05","2580","Benton","007",,,,,,,,,,,,"01",,,,,"BENTON",,,,,,,,,,"1",,,"1",,,,"1",,,,,,"1",,,,,29,18118,1022,8840,0,13051,727,16538,0,5,0,16,0,2,0,16,0,278,23,60,0,206,26,241,0,38,0,14,0,67,16,71,0,68,2,5,0,49,0,47
"G0500090","1980","A","3","7","Arkansas","05",,"Boone","009",,,,,,,,,,,,"09",,,,,"BOONE",,,,,"1",,,,,,"1","1",,,,,,"1","1",,,,,,,,,6,5930,358,3005,0,4424,286,5855,0,0,0,0,0,0,0,0,0,23,0,15,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500110","1980","A","3","7","Arkansas","05",,"Bradley","011",,,,,,,,,,,,"06",,,,,"BRADLEY",,,,"1","1",,,,,"1","1",,,,,,"1","1",,,,,,,,,,0,2200,181,1183,0,1546,133,2422,0,610,42,590,0,359,83,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500130","1980","A","3","7","Arkansas","05",,"Calhoun","013",,,,,,,,,,,,"06",,,,,"CALHOUN",,,"1",,"1","1",,,,"1",,"1",,"1",,,,,,"1",,,"1",,"1","1",,0,1056,45,578,0,718,77,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500150","1980","A","3","7","Arkansas","05",,"Carroll","015",,,,,,,,,,,,"09",,,,,"CARROLL",,,"1",,"1",,,,,"1",,"1","1",,,,"1",,"1",,,,,"1",,"1",,6,3538,255,2205,0,2668,185,3779,0,0,0,0,0,0,0,0,0,11,6,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500170","1980","A","3","7","Arkansas","05",,"Chicot","017",,,,,,,,,,,,"08",,,,,"CHICOT",,,,,,,,,,,,,,,,,"1",,"1",,,,,,,"1",,0,2040,53,884,0,1151,28,2034,0,1099,186,1280,0,958,116,2376,0,0,0,0,0,33,0,0,0,15,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"G0500190","1980","A","3","7","Arkansas","05",,"Clark","019",,,,,,,,,,,,"06",,,,,"CLARK",,,,,,,,,,,,"1","1",,,,"1",,,,,,,,"1",,,9,4303,240,2246,0,3105,222,4275,0,848,95,772,0,826,113,1068,0,6,0,0,0,10,0,21,0,0,5,7,0,5,0,32,0,21,0,7,0,5,0,6
"G0500210","1980","A","3","7","Arkansas","05",,"Clay","021",,,,,,,,,,,,"07",,,,,"CLAY",,,,"1","1",,,,,,"1","1","1",,,,,"1","1",,,,,"1",,"1",,6,4096,448,2832,0,3031,330,5118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500230","1980","A","3","7","Arkansas","05",,"Cleburne","023",,,,,,,,,,,,"09",,,,,"CLEBURNE",,,"1",,"1",,,,,"1",,,"1",,,,"1","1",,,,,,"1",,"1",,0,3209,392,2644,0,2235,213,4355,0,0,0,0,0,0,0,0,0,0,9,6,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500250","1980","A","3","7","Arkansas","05",,"Cleveland","025",,,,,,,,,,,,"06",,,,,"CLEVELAND",,,,"1","1","1",,,,,,,,"1",,,,,,"1",,,,,,,,0,1550,55,811,0,901,70,1633,0,151,35,236,0,95,14,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500270","1980","A","3","7","Arkansas","05",,"Columbia","027",,,,,,,,,,,,"05",,,,,"COLUMBIA",,,,,"1",,,,,,,,,,,,,"1","1",,,,,,,,,29,4309,126,1967,0,2843,123,4305,0,1482,121,1208,0,1258,207,2055,0,58,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500290","1980","A","3","7","Arkansas","05",,"Conway","029",,,,,,,,,,,,"03",,,,,"CONWAY",,,,,"1",,,,,,,,,,,,,"1",,,,,"1","1",,,,0,3790,178,1837,0,2510,184,3679,0,395,61,467,0,397,74,611,0,22,0,0,0,6,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500310","1980","A","3","7","Arkansas","05",,"Craighead","031",,,,,,,,,,,,"07",,,,,"CRAIGHEAD",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,30,14798,983,5811,4,11653,703,11632,9,450,101,375,0,445,93,596,5,51,16,37,0,49,0,63,0,24,0,21,0,30,6,41,0,12,0,12,0,0,0,8
"G0500330","1980","A","3","7","Arkansas","05","2720","Crawford","033",,,,,,,,,,,,"02",,,,,"CRAWFORD",,,,,,,,,,,,"1","1",,,,,,,,,,"1",,,,,10,8476,464,3446,0,5457,434,7286,0,51,8,55,0,43,2,136,0,228,11,88,0,187,13,145,0,16,0,10,0,30,0,19,0,3,8,0,0,15,0,0
"G0500350","1980","A","3","7","Arkansas","05","4920","Crittenden","035",,,,,,,,,,,,"08",,,,,"CRITTENDEN",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,25,7184,370,2140,0,4892,359,5338,15,2709,560,2526,0,2005,593,4757,0,14,0,0,0,34,0,28,0,46,0,13,0,53,0,49,0,55,0,0,0,15,8,13
"G0500370","1980","A","3","7","Arkansas","05",,"Cross","037",,,,,,,,,,,,"07",,,,,"CROSS",,,,,,,,,,,,,,,,,,"1",,"1",,,,"1",,,,0,3874,245,1291,0,2436,167,3194,0,717,124,537,0,571,126,948,0,7,0,8,0,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,7
"G0500390","1980","A","3","7","Arkansas","05",,"Dallas","039",,,,,,,,,,,,"06",,,,,"DALLAS",,,,"1","1",,,,,,"1",,"1",,,,,"1",,,,,,,,"1",,0,1440,160,762,0,970,27,1706,0,574,156,544,0,503,110,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500410","1980","A","3","7","Arkansas","05",,"Desha","041",,,,,,,,,,,,"08",,,,,"DESHA",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,,,,,0,2834,135,1013,0,1715,109,2531,0,1133,108,1049,0,855,166,1986,0,37,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500430","1980","A","3","7","Arkansas","05",,"Drew","043",,,,,,,,,,,,"06",,,,,"DREW",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3238,223,1334,0,2295,231,2612,0,724,130,618,0,698,107,980,0,21,6,6,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500450","1980","A","3","7","Arkansas","05",,"Faulkner","045",,,,,,,,,,,,"03",,,,,"FAULKNER",,,,,"1",,,,,,,,,,,,,,,,,,,"1","1",,,55,10040,563,4675,5,7447,604,8868,9,630,87,534,0,695,77,643,0,29,0,34,0,43,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500470","1980","A","3","7","Arkansas","05",,"Franklin","047",,,,,,,,,,,,"02",,,,,"FRANKLIN",,,,,"1",,,,,,,"1","1",,,,,,,,,,,"1",,,,0,3039,338,1843,0,2005,361,3184,0,27,0,106,0,0,0,22,0,39,2,42,0,41,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500490","1980","A","3","7","Arkansas","05",,"Fulton","049",,,,,,,,,,,,"09",,,,,"FULTON",,,,"1","1",,,,,,,,,"1",,"1",,"1",,"1",,,,,,"1",,0,1817,208,1566,0,1427,59,2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500510","1980","A","3","7","Arkansas","05",,"Garland","051",,,,,,,,,,,,"04",,,,,"GARLAND",,,,,,,,,,,,,,,,,,,,,,,,,,,,26,14008,928,9144,0,10740,644,15678,18,1063,131,647,0,1062,201,944,0,87,0,43,0,73,13,71,0,21,0,12,0,17,0,54,0,24,4,13,0,22,0,12
"G0500530","1980","A","3","7","Arkansas","05",,"Grant","053",,,,,,,,,,,,"06",,,,,"GRANT",,,,,"1",,,,,,"1","1",,,,,,"1","1",,,,"1","1",,"1",,2,3004,187,1314,0,1588,186,3006,0,79,0,71,0,30,15,90,0,10,0,17,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500550","1980","A","3","7","Arkansas","05",,"Greene","055",,,,,,,,,,,,"07",,,,,"GREENE",,,"1",,"1",,,,,"1",,,"1",,,,"1","1",,,,,,"1",,,,0,6959,580,3373,0,4944,401,6637,0,0,0,0,0,0,0,0,0,16,18,5,0,32,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500570","1980","A","3","7","Arkansas","05",,"Hempstead","057",,,,,,,,,,,,"05",,,,,"HEMPSTEAD",,,,,"1",,,,,,,,,,,,,,,,,,"1","1",,,,0,4218,217,1597,0,2630,188,3790,0,1171,96,889,0,970,101,1544,0,19,3,15,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500590","1980","A","3","7","Arkansas","05",,"Hot Spring","059",,,,,,,,,,,,"04",,,,,"HOT SPRING",,,,,"1",,,,,,,"1","1",,,,,"1",,,,,,,"1",,,8,5578,422,2575,0,3775,251,5303,0,582,62,329,0,510,54,540,0,48,0,15,0,29,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500610","1980","A","3","7","Arkansas","05",,"Howard","061",,,,,,,,,,,,"05",,,,,"HOWARD",,,,,"1",,,,,,,,,,,,,"1","1",,,,,"1","1","1",,7,2535,121,1212,0,1645,64,2710,0,458,20,251,0,422,35,486,0,14,0,11,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500630","1980","A","3","7","Arkansas","05",,"Independence","063",,,,,,,,,,,,"03",,,,,"INDEPENDENCE",,,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,11,7008,390,3018,0,5030,368,6143,0,92,18,64,0,74,19,148,8,86,0,3,0,14,8,69,0,14,0,2,0,17,0,15,0,15,0,0,0,0,0,5
"G0500650","1980","A","3","7","Arkansas","05",,"Izard","065",,,,,,,,,,,,"09",,,,,"IZARD",,,"1",,,,,,,,"1",,"1",,,,,"1",,,,"1",,"1",,,,0,2027,206,1912,0,1460,65,2930,0,0,0,0,0,0,0,0,0,3,2,2,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500670","1980","A","3","7","Arkansas","05",,"Jackson","067",,,,,,,,,,,,"07",,,,,"JACKSON",,,,"1","1",,,,,,"1","1",,"1",,,,"1","1","1",,,,,,,,13,4103,339,2190,3,2851,321,4314,6,423,69,360,0,360,67,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500690","1980","A","3","7","Arkansas","05","6240","Jefferson","069",,,,,,,,,,,,"08",,,,,"JEFFERSON",,,,,,,,,,,,,,,,,,,,,,,,,,,,112,14118,637,4976,0,8822,531,11485,58,5653,719,4985,23,4657,852,8124,0,70,0,29,0,41,0,76,0,47,13,0,0,68,11,64,0,29,0,6,0,21,0,16
"G0500710","1980","A","3","7","Arkansas","05",,"Johnson","071",,,,,,,,,,,,"02",,,,,"JOHNSON",,,,,"1",,,,,,,,,,,,,"1",,,,,,"1",,,,6,3358,317,2476,0,2511,184,4080,0,73,0,85,0,12,0,44,0,7,5,12,0,17,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500730","1980","A","3","7","Arkansas","05",,"Lafayette","073",,,,,,,,,,,,"05",,,,,"LAFAYETTE",,,,"1",,,,,,,"1",,"1",,,,,,,,,,,"1",,"1",,0,1431,71,701,0,832,18,1560,0,573,84,574,0,355,81,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500750","1980","A","3","7","Arkansas","05",,"Lawrence","075",,,,,,,,,,,,"07",,,,,"LAWRENCE",,,,,"1",,,,,,,"1","1",,,,"1",,"1",,,,"1",,"1",,,5,3760,331,2407,0,2663,273,4401,0,11,0,5,0,0,0,14,0,11,0,5,0,11,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500770","1980","A","3","7","Arkansas","05",,"Lee","077",,,,,,,,,,,,"08",,,,,"LEE",,,,"1",,,,,,,,"1","1",,,,,,,,,,,,"1",,,6,1649,126,639,0,988,131,1551,0,833,257,1173,0,708,201,2195,0,0,0,0,0,0,0,0,0,28,5,0,0,21,0,15,0,0,0,0,0,0,0,0
"G0500790","1980","A","3","7","Arkansas","05",,"Lincoln","079",,,,,,,,,,,,"08",,,,,"LINCOLN",,,,"1","1",,,,,"1","1",,,,,,,,,,,,"1","1",,,,8,1876,70,1672,0,1175,43,1842,2,496,39,1432,0,325,82,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500810","1980","A","3","7","Arkansas","05","8360","Little River","081",,,,,,,,,,,,"05",,,,,"LITTLE RIVER",,,,,,,,,,"1","1",,,,,,"1","1",,,,,"1","1",,"1",,5,2411,207,1084,0,1311,120,2584,0,554,41,357,0,455,32,751,0,2,0,3,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500830","1980","A","3","7","Arkansas","05",,"Logan","083",,,,,,,,,,,,"02",,,,,"LOGAN",,,,,"1",,,,,,,,,,,,,,,"1",,,,"1","1",,,22,4071,338,2620,0,2615,232,4859,0,40,0,63,0,31,0,71,0,31,0,0,0,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500850","1980","A","3","7","Arkansas","05",,"Lonoke","085",,,,,,,,,,,,"07",,,,,"LONOKE",,,,,"1",,,,,,,,,,,,,"1","1",,,,,"1","1",,,174,7062,339,2838,20,4707,251,6282,4,660,39,603,0,452,97,932,7,14,0,7,0,29,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500870","1980","A","3","7","Arkansas","05",,"Madison","087",,,,,,,,,,,,"09",,,,,"MADISON",,,"1",,"1",,,,,,"1",,"1","1",,,,"1",,"1",,,,,,,,0,2413,93,1643,0,1618,132,2529,0,0,0,0,0,0,0,0,0,17,5,3,0,12,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500890","1980","A","3","7","Arkansas","05",,"Marion","089",,,,,,,,,,,,"09",,,,,"MARION",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,"1",,,,"1",,3,2143,147,1842,0,1505,92,2917,0,0,0,0,0,0,0,0,0,0,0,16,0,5,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500910","1980","A","3","7","Arkansas","05","8360","Miller","091",,,,,,,,,,,,"05",,,,,"MILLER",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,,"1",,,5,7075,488,2640,0,4676,183,6711,0,1311,139,997,7,1192,139,1755,0,72,11,45,0,15,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
